unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58973167,2023-09-30T08:44:00.000,2023-10-03T06:03:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10021,301 EAST   69 STREET,EAST   69 STREET,2 AVE,1 AVE,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-10-03T06:03:00.000,08 MANHATTAN,1014447501,MANHATTAN,995419,218658,ONLINE,Unspecified,MANHATTAN,40.76683504642825,-73.95967911379262,"{'latitude': '40.76683504642825', 'longitude': '-73.95967911379262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,
59453955,2023-09-30T08:43:29.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,10456,1237 COLLEGE AVENUE,COLLEGE AVENUE,EAST  168 STREET,EAST  169 STREET,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,04 BRONX,2024390069,BRONX,1008395,243089,ONLINE,Unspecified,BRONX,40.8338655128177,-73.9127470003725,"{'latitude': '40.8338655128177', 'longitude': '-73.9127470003725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,EAST  168 STREET,EAST  169 STREET,COLLEGE AVENUE,,,,,,,
59446978,2023-09-30T08:42:52.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,11212,91 JUNIUS STREET,JUNIUS STREET,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,16 BROOKLYN,3036967501,BROOKLYN,1010942,184416,ONLINE,Unspecified,BROOKLYN,40.6728158292927,-73.90377579949111,"{'latitude': '40.6728158292927', 'longitude': '-73.90377579949111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,LIBERTY AVENUE,GLENMORE AVENUE,JUNIUS STREET,,,,,,,
59449931,2023-09-30T08:42:45.000,,HPD,Department of Housing Preservation and Development,Appliance,Electric/Gas Range,10462,2254 HAVILAND AVENUE,HAVILAND AVENUE,EAST  177 STREET,HAVEMEYER AVENUE,ADDRESS,BRONX,In Progress,,,09 BRONX,2038180029,BRONX,1026041,241963,PHONE,Unspecified,BRONX,40.83070909959236,-73.84898660890173,"{'latitude': '40.83070909959236', 'longitude': '-73.84898660890173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Apartment,EAST  177 STREET,HAVEMEYER AVENUE,HAVILAND AVENUE,,,,,,,
58976510,2023-09-30T08:42:37.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11211,209 FROST STREET,FROST STREET,HUMBOLDT STREET,WOODPOINT ROAD,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,3028570061,BROOKLYN,1000188,200978,ONLINE,Unspecified,BROOKLYN,40.71830055650702,-73.9425045809722,"{'latitude': '40.71830055650702', 'longitude': '-73.9425045809722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HUMBOLDT STREET,WOODPOINT ROAD,FROST STREET,,,,,,,
58975825,2023-09-30T08:42:33.000,2023-09-30T09:06:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11385,72-12 66 STREET,66 STREET,MYRTLE AVENUE,COOPER AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T09:06:47.000,05 QUEENS,4036980039,QUEENS,1015335,194675,PHONE,Unspecified,QUEENS,40.70096007511553,-73.88789179416138,"{'latitude': '40.70096007511553', 'longitude': '-73.88789179416138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MYRTLE AVENUE,COOPER AVENUE,66 STREET,,,,,,,
58969178,2023-09-30T08:42:31.000,2023-10-02T09:18:59.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,11213,218 ROCHESTER AVENUE,ROCHESTER AVENUE,PARK PLACE,STERLING PLACE,ADDRESS,BROOKLYN,Closed,NYC Parks performed the work necessary to correct the condition.,2023-10-02T05:18:54.000,08 BROOKLYN,3013730046,BROOKLYN,1004205,184036,ONLINE,Unspecified,BROOKLYN,40.67179056410189,-73.9280636807332,"{'latitude': '40.67179056410189', 'longitude': '-73.9280636807332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,PARK PLACE,STERLING PLACE,ROCHESTER AVENUE,,,,,,,
58971806,2023-09-30T08:42:27.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10025,2585 BROADWAY,BROADWAY,WEST 97 STREET,WEST 98 STREET,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-30T10:14:58.000,07 MANHATTAN,1018690013,MANHATTAN,992243,229121,MOBILE,Unspecified,MANHATTAN,40.79555664880155,-73.9711322513511,"{'latitude': '40.79555664880155', 'longitude': '-73.9711322513511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST   97 STREET,WEST   98 STREET,BROADWAY,,,,,,,
58974276,2023-09-30T08:42:13.000,2023-10-04T15:31:20.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,11214,8874 24 AVENUE,24 AVENUE,CROPSEY AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-10-03T10:50:41.000,11 BROOKLYN,3069250072,BROOKLYN,985445,155773,ONLINE,Unspecified,BROOKLYN,40.594237034815166,-73.99569711598102,"{'latitude': '40.594237034815166', 'longitude': '-73.99569711598102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,CROPSEY AVENUE,SHORE PARKWAY,24 AVENUE,,,,,,,
58971518,2023-09-30T08:42:07.000,2023-10-03T08:31:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11372,89-07 34 AVENUE,34 AVENUE,,,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58970378,2023-09-30T08:42:07.000,2023-10-03T08:31:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11372,89-07 34 AVENUE,34 AVENUE,,,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58972344,2023-09-30T08:41:57.000,2023-09-30T09:05:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10455,626 BERGEN AVENUE,BERGEN AVENUE,EAST  152 STREET,EAST  153 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T09:05:57.000,01 BRONX,2023610025,BRONX,1007900,237079,ONLINE,Unspecified,BRONX,40.81737111990692,-73.9145569693777,"{'latitude': '40.81737111990692', 'longitude': '-73.9145569693777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST  152 STREET,EAST  153 STREET,BERGEN AVENUE,,,,,,,
58973062,2023-09-30T08:41:57.000,2023-10-04T10:48:30.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,11205,245 NOSTRAND AVENUE,NOSTRAND AVENUE,KOSCIUSZKO STREET,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-10-03T12:44:00.000,03 BROOKLYN,3017847501,BROOKLYN,997682,190820,ONLINE,Unspecified,BROOKLYN,40.69042340013204,-73.95156509162594,"{'latitude': '40.69042340013204', 'longitude': '-73.95156509162594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,KOSCIUSZKO STREET,LAFAYETTE AVENUE,NOSTRAND AVENUE,,,,,,,
58975480,2023-09-30T08:41:55.000,2023-10-02T15:28:13.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,11214,1847 78 STREET,78 STREET,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T11:19:50.000,11 BROOKLYN,3062490051,BROOKLYN,985144,161911,ONLINE,Unspecified,BROOKLYN,40.61108463210016,-73.99678012625441,"{'latitude': '40.61108463210016', 'longitude': '-73.99678012625441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,18 AVENUE,19 AVENUE,78 STREET,,,,,,,
59447002,2023-09-30T08:41:36.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,10463,3110 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,SUMMIT PLACE,SHRADY PLACE,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,08 BRONX,2032540005,BRONX,1011872,259034,MOBILE,Unspecified,BRONX,40.87761955641205,-73.90011644259737,"{'latitude': '40.87761955641205', 'longitude': '-73.90011644259737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Building-Wide,SUMMIT PLACE,SHRADY PLACE,KINGSBRIDGE TERRACE,,,,,,,
58976327,2023-09-30T08:41:36.000,2023-10-06T13:34:41.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11205,249 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,,,ADDRESS,BROOKLYN,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-06T00:00:00.000,02 BROOKLYN,3019090053,BROOKLYN,994968,191527,ONLINE,Unspecified,BROOKLYN,40.692367654657566,-73.9613504708135,"{'latitude': '40.692367654657566', 'longitude': '-73.9613504708135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58976396,2023-09-30T08:41:35.000,2023-10-17T12:59:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10457,220 MT HOPE PLACE,MT HOPE PLACE,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,05 BRONX,2028020014,BRONX,1010426,248335,PHONE,Unspecified,BRONX,40.848258458299654,-73.90538708740995,"{'latitude': '40.848258458299654', 'longitude': '-73.90538708740995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58971394,2023-09-30T08:41:35.000,2023-10-17T12:59:18.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,10457,220 MT HOPE PLACE,MT HOPE PLACE,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,05 BRONX,2028020014,BRONX,1010426,248335,PHONE,Unspecified,BRONX,40.848258458299654,-73.90538708740995,"{'latitude': '40.848258458299654', 'longitude': '-73.90538708740995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58972640,2023-09-30T08:41:24.000,2023-10-02T16:58:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11223,1633 WEST   10 STREET,WEST   10 STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,11 BROOKLYN,3066220063,BROOKLYN,988884,160367,ONLINE,Unspecified,BROOKLYN,40.606845502179624,-73.98331102058323,"{'latitude': '40.606845502179624', 'longitude': '-73.98331102058323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58969444,2023-09-30T08:41:12.000,2023-10-01T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,10003,332 EAST    9 STREET,EAST    9 STREET,,,ADDRESS,NEW YORK,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-01T00:00:00.000,03 MANHATTAN,1004500020,MANHATTAN,988033,204797,UNKNOWN,Unspecified,MANHATTAN,40.72879633416753,-73.98635089640516,"{'latitude': '40.72879633416753', 'longitude': '-73.98635089640516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59459491,2023-09-30T08:41:10.000,2023-09-30T09:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11215,260 20 STREET,20 STREET,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T09:00:00.000,07 BROOKLYN,3008910018,BROOKLYN,986411,180286,ONLINE,Unspecified,BROOKLYN,40.66151987424062,-73.99221095296394,"{'latitude': '40.66151987424062', 'longitude': '-73.99221095296394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sewer,5 AVENUE,6 AVENUE,20 STREET,,,,,,,
58975584,2023-09-30T08:41:00.000,2023-10-02T07:12:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),11220,309 47 STREET,47 STREET,3 AVE,4 AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-10-02T07:12:00.000,07 BROOKLYN,3007550022,BROOKLYN,980840,175740,ONLINE,Unspecified,BROOKLYN,40.649041705933186,-74.01228860847918,"{'latitude': '40.649041705933186', 'longitude': '-74.01228860847918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,
58976771,2023-09-30T08:41:00.000,2023-10-05T12:02:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11216,393 NOSTRAND AVENUE,NOSTRAND AVENUE,MADISON ST,PUTNAM AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-05T12:02:00.000,03 BROOKLYN,3018230004,BROOKLYN,998020,188592,ONLINE,Unspecified,BROOKLYN,40.684307532550434,-73.95035083971493,"{'latitude': '40.684307532550434', 'longitude': '-73.95035083971493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,N/A,,,,,,
58973497,2023-09-30T08:40:59.000,2023-09-30T09:28:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11217,117 SOUTH ELLIOTT PLACE,SOUTH ELLIOTT PLACE,FULTON STREET,HANSON PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T09:28:44.000,02 BROOKLYN,3021140006,BROOKLYN,991092,189159,ONLINE,Unspecified,BROOKLYN,40.685871884545215,-73.97532988305822,"{'latitude': '40.685871884545215', 'longitude': '-73.97532988305822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,FULTON STREET,HANSON PLACE,SOUTH ELLIOTT PLACE,,,,,,,
58968323,2023-09-30T08:40:47.000,2023-09-30T16:43:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10462,1627 COLDEN AVENUE,COLDEN AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T16:43:20.000,11 BRONX,2040970024,BRONX,1024560,247366,ONLINE,Unspecified,BRONX,40.8455456292747,-73.85430577673927,"{'latitude': '40.8455456292747', 'longitude': '-73.85430577673927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PIERCE AVENUE,VAN NEST AVENUE,COLDEN AVENUE,,,,,,,
58976892,2023-09-30T08:40:38.000,2023-09-30T08:59:07.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11104,50-64 41 STREET,41 STREET,50 AVENUE,51 AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T08:59:10.000,02 QUEENS,4002080063,QUEENS,1005106,207701,ONLINE,Unspecified,QUEENS,40.736743319367164,-73.92474234991212,"{'latitude': '40.736743319367164', 'longitude': '-73.92474234991212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,50 AVENUE,51 AVENUE,41 STREET,,,,,,,
58974578,2023-09-30T08:40:25.000,2023-09-30T09:24:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11209,211 OVINGTON AVENUE,OVINGTON AVENUE,RIDGE BOULEVARD,BAY RIDGE PLACE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T09:24:22.000,10 BROOKLYN,3058710084,BROOKLYN,976278,170742,PHONE,Unspecified,BROOKLYN,40.63532033815971,-74.0287227698143,"{'latitude': '40.63532033815971', 'longitude': '-74.0287227698143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,RIDGE BOULEVARD,BAY RIDGE PLACE,OVINGTON AVENUE,,,,,,,
