unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58973350,2023-09-30T21:50:27.000,2023-09-30T22:28:34.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10463,645 WEST  239 STREET,WEST  239 STREET,BLACKSTONE AVENUE,INDEPENDENCE AVENUE,BLACKSTONE AVENUE,INDEPENDENCE AVENUE,ADDRESS,BRONX,WEST  239 STREET,Closed,2023-09-30T22:28:38.000,08 BRONX,2059080203,BRONX,1008403,263444,MOBILE,Unspecified,BRONX,40.889733797622405,-73.91264473688648,"{'latitude': '40.889733797622405', 'longitude': '-73.91264473688648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58972373,2023-09-30T21:50:22.000,2023-09-30T22:49:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11422,239-14 147 ROAD,147 ROAD,BROOKVILLE BOULEVARD,240 STREET,BROOKVILLE BOULEVARD,240 STREET,ADDRESS,ROSEDALE,147 ROAD,Closed,2023-09-30T22:49:51.000,13 QUEENS,4137390055,QUEENS,1055114,178428,ONLINE,Unspecified,QUEENS,40.65613678368158,-73.74460005940611,"{'latitude': '40.65613678368158', 'longitude': '-73.74460005940611', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58973507,2023-09-30T21:50:21.000,2023-09-30T22:25:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,75 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,2023-09-30T22:25:25.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58974939,2023-09-30T21:50:21.000,2023-09-30T22:35:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,4188 BROADWAY,BROADWAY,WEST  177 STREET,WEST  178 STREET,WEST  177 STREET,WEST  178 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,2023-09-30T22:35:11.000,12 MANHATTAN,1021450027,MANHATTAN,1001455,248250,ONLINE,Unspecified,MANHATTAN,40.848047195959,-73.93781288923482,"{'latitude': '40.848047195959', 'longitude': '-73.93781288923482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58974946,2023-09-30T21:50:17.000,2023-09-30T21:58:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11222,175 GREEN STREET,GREEN STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,GREEN STREET,Closed,2023-09-30T21:58:24.000,01 BROOKLYN,,BROOKLYN,996943,206627,ONLINE,Unspecified,BROOKLYN,40.733810936807004,-73.95420007477219,"{'latitude': '40.733810936807004', 'longitude': '-73.95420007477219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58977944,2023-09-30T21:50:06.000,2023-10-02T04:53:24.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,11210,2325 FOSTER AVENUE,FOSTER AVENUE,EAST   23 STREET,EAST   24 STREET,EAST   23 STREET,EAST   24 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,2023-10-02T04:53:32.000,14 BROOKLYN,3052240150,BROOKLYN,996736,171707,ONLINE,Unspecified,BROOKLYN,40.63796384442136,-73.95501170090334,"{'latitude': '40.63796384442136', 'longitude': '-73.95501170090334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation investigated this complaint and found no condition at the location.,,,,,,
58972448,2023-09-30T21:50:04.000,2023-09-30T22:19:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10314,269 KINGSLEY AVENUE,KINGSLEY AVENUE,NEW YORK PLACE,JEWETT AVENUE,NEW YORK PLACE,JEWETT AVENUE,ADDRESS,STATEN ISLAND,KINGSLEY AVENUE,Closed,2023-09-30T22:19:26.000,01 STATEN ISLAND,5003570138,STATEN ISLAND,948270,165856,ONLINE,Unspecified,STATEN ISLAND,40.62183982435719,-74.12960824078648,"{'latitude': '40.62183982435719', 'longitude': '-74.12960824078648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58970759,2023-09-30T21:50:00.000,2023-10-01T04:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11218,180 TERRACE PLACE,TERRACE PLACE,PROSPECT AVE,SHERMAN ST,,,ADDRESS,BROOKLYN,,Closed,2023-10-01T04:20:00.000,07 BROOKLYN,3052560091,BROOKLYN,990992,178145,ONLINE,Unspecified,BROOKLYN,40.655640996960464,-73.97570146780747,"{'latitude': '40.655640996960464', 'longitude': '-73.97570146780747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,
58969148,2023-09-30T21:49:52.000,2023-09-30T22:15:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10475,3200 CONNER STREET,CONNER STREET,DEAD END,PEARTREE AVENUE,DEAD END,PEARTREE AVENUE,ADDRESS,BRONX,CONNER STREET,Closed,2023-09-30T22:15:15.000,10 BRONX,2052560195,BRONX,1033532,260107,ONLINE,Unspecified,BRONX,40.88047023588873,-73.82178427107326,"{'latitude': '40.88047023588873', 'longitude': '-73.82178427107326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department reviewed your complaint and provided additional information below.,,,,,,
58970654,2023-09-30T21:49:42.000,2023-09-30T22:13:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10010,952 BROADWAY,BROADWAY,EAST   22 STREET,EAST   23 STREET,EAST   22 STREET,EAST   23 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,2023-09-30T22:13:45.000,05 MANHATTAN,1008517501,MANHATTAN,987214,209175,MOBILE,Unspecified,MANHATTAN,40.740813177528295,-73.98930392818697,"{'latitude': '40.740813177528295', 'longitude': '-73.98930392818697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58973679,2023-09-30T21:49:42.000,2023-09-30T22:31:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11412,119-17 189 STREET,189 STREET,119 AVENUE,119 ROAD,119 AVENUE,119 ROAD,ADDRESS,SAINT ALBANS,189 STREET,Closed,2023-09-30T22:31:35.000,12 QUEENS,4126450060,QUEENS,1050685,190119,ONLINE,Unspecified,QUEENS,40.68826017351641,-73.76044724589906,"{'latitude': '40.68826017351641', 'longitude': '-73.76044724589906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58975714,2023-09-30T21:49:19.000,2023-10-01T00:03:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11361,200-01 47 AVENUE,47 AVENUE,FRANCIS LEWIS BOULEVARD,ROCKY HILL ROAD,FRANCIS LEWIS BOULEVARD,ROCKY HILL ROAD,ADDRESS,BAYSIDE,47 AVENUE,Closed,2023-10-01T00:03:54.000,11 QUEENS,4055590075,QUEENS,1045094,213823,MOBILE,Unspecified,QUEENS,40.75336192955231,-73.78039302632689,"{'latitude': '40.75336192955231', 'longitude': '-73.78039302632689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58977711,2023-09-30T21:49:00.000,2023-10-02T08:04:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,2023-09-30T21:49:00.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,,,,,,
58968757,2023-09-30T21:48:22.000,2023-09-30T22:27:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10023,342 WEST   71 STREET,WEST   71 STREET,WEST END AVENUE,RIVERSIDE BOULEVARD,WEST END AVENUE,RIVERSIDE BOULEVARD,ADDRESS,NEW YORK,WEST   71 STREET,Closed,2023-09-30T22:27:10.000,07 MANHATTAN,1011820049,MANHATTAN,988182,223256,ONLINE,Unspecified,MANHATTAN,40.77946153415141,-73.98580250848741,"{'latitude': '40.77946153415141', 'longitude': '-73.98580250848741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59455995,2023-09-30T21:48:13.000,2023-10-01T04:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11218,180 TERRACE PLACE,TERRACE PLACE,PROSPECT AVENUE,SHERMAN STREET,PROSPECT AVENUE,SHERMAN STREET,ADDRESS,BROOKLYN,TERRACE PLACE,Closed,2023-10-01T04:20:00.000,07 BROOKLYN,3052560091,BROOKLYN,990992,178145,ONLINE,Unspecified,BROOKLYN,40.655640996960464,-73.97570146780747,"{'latitude': '40.655640996960464', 'longitude': '-73.97570146780747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58978235,2023-09-30T21:48:12.000,2023-10-01T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,,,,,ADDRESS,BROOKLYN,,Assigned,2023-10-01T00:00:00.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,UNKNOWN,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Buildings reviewed this complaint and assigned it to the Construction Division for further action.,,,,,,
58978174,2023-09-30T21:48:11.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10002,78 RIDGE STREET,RIDGE STREET,,,,,ADDRESS,NEW YORK,,Closed,2023-11-02T00:00:00.000,03 MANHATTAN,1003437501,MANHATTAN,988733,200757,UNKNOWN,Unspecified,MANHATTAN,40.71770718532209,-73.98382798018937,"{'latitude': '40.71770718532209', 'longitude': '-73.98382798018937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,,
58977477,2023-09-30T21:48:03.000,2023-10-20T17:06:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10472,1259 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,,,ADDRESS,BRONX,,Closed,2023-10-20T00:00:00.000,09 BRONX,2037670066,BRONX,1022351,242442,PHONE,Unspecified,BRONX,40.83204050475706,-73.86231782272455,"{'latitude': '40.83204050475706', 'longitude': '-73.86231782272455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,
58969635,2023-09-30T21:47:56.000,2023-10-01T01:52:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,FOREST AVENUE,FOREST AVENUE,FOREST AVENUE,PUTNAM AVENUE,FOREST AVENUE,PUTNAM AVENUE,INTERSECTION,,,Closed,2023-10-01T01:52:29.000,05 QUEENS,,QUEENS,1011388,196196,ONLINE,Unspecified,QUEENS,40.705147845184804,-73.90212052703835,"{'latitude': '40.705147845184804', 'longitude': '-73.90212052703835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58975659,2023-09-30T21:47:50.000,2023-09-30T23:17:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11362,243-07 73 AVENUE,73 AVENUE,243 STREET,244 STREET,243 STREET,244 STREET,ADDRESS,LITTLE NECK,73 AVENUE,Closed,2023-09-30T23:17:14.000,11 QUEENS,4083340029,QUEENS,1058646,211995,MOBILE,Unspecified,QUEENS,40.74824091715557,-73.73149968794439,"{'latitude': '40.74824091715557', 'longitude': '-73.73149968794439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58977049,2023-09-30T21:47:34.000,2023-09-30T22:03:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019,692 10 AVENUE,10 AVENUE,WEST   48 STREET,WEST   49 STREET,WEST   48 STREET,WEST   49 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,2023-09-30T22:03:10.000,04 MANHATTAN,1010580004,MANHATTAN,986320,217496,ONLINE,Unspecified,MANHATTAN,40.763652469839855,-73.99252750977236,"{'latitude': '40.763652469839855', 'longitude': '-73.99252750977236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58976023,2023-09-30T21:47:24.000,2023-09-30T21:57:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,155 MAC DOUGAL STREET,MAC DOUGAL STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,MAC DOUGAL STREET,Closed,2023-09-30T21:57:09.000,16 BROOKLYN,3015260149,BROOKLYN,1007789,186959,ONLINE,Unspecified,BROOKLYN,40.67980473250545,-73.91513342093276,"{'latitude': '40.67980473250545', 'longitude': '-73.91513342093276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
59448469,2023-09-30T21:47:23.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10472,1259 WHITE PLAINS ROAD,WHITE PLAINS ROAD,GLEASON AVENUE,WESTCHESTER AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,2023-10-20T00:00:00.000,09 BRONX,2037670066,BRONX,1022351,242442,PHONE,Unspecified,BRONX,40.83204050475706,-73.86231782272455,"{'latitude': '40.83204050475706', 'longitude': '-73.86231782272455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58977046,2023-09-30T21:47:12.000,2023-09-30T22:14:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,1621 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  191 STREET,WEST  192 STREET,WEST  191 STREET,WEST  192 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,2023-09-30T22:14:40.000,12 MANHATTAN,1021690034,MANHATTAN,1003860,251024,ONLINE,Unspecified,MANHATTAN,40.85565598652285,-73.92911195686803,"{'latitude': '40.85565598652285', 'longitude': '-73.92911195686803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,
58970689,2023-09-30T21:47:09.000,2023-10-02T13:44:49.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Street,11206,477 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,2023-10-02T13:44:54.000,03 BROOKLYN,3017580072,BROOKLYN,997970,192024,ONLINE,Unspecified,BROOKLYN,40.69372765982082,-73.95052413063908,"{'latitude': '40.69372765982082', 'longitude': '-73.95052413063908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Sanitation investigated this complaint and issued a Notice of Violation.,,,,,,
58972878,2023-09-30T21:47:08.000,2023-10-01T06:33:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,84-03 52 AVENUE,52 AVENUE,DEAD END,HASPEL STREET,DEAD END,HASPEL STREET,ADDRESS,ELMHURST,52 AVENUE,Closed,2023-10-01T06:34:02.000,04 QUEENS,4028910045,QUEENS,1016861,206618,MOBILE,Unspecified,QUEENS,40.73373522283308,-73.88233041474633,"{'latitude': '40.73373522283308', 'longitude': '-73.88233041474633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,
58973398,2023-09-30T21:47:08.000,2023-09-30T22:16:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,2909 GREENE PLACE,GREENE PLACE,EAST TREMONT AVENUE,EDISON AVENUE,EAST TREMONT AVENUE,EDISON AVENUE,ADDRESS,BRONX,GREENE PLACE,Closed,2023-09-30T22:16:26.000,10 BRONX,2054190088,BRONX,1032172,242383,ONLINE,Unspecified,BRONX,40.83183073841286,-73.82682905754268,"{'latitude': '40.83183073841286', 'longitude': '-73.82682905754268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
