unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58825024,2023-09-15T22:44:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,240 EAST  194 STREET,EAST  194 STREET,VALENTINE AVENUE,BRIGGS AVENUE,VALENTINE AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,EAST  194 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:24:04.000,07 BRONX,2032930135,BRONX,1013854,254483,PHONE,Unspecified,BRONX,40.86512203904203,-73.89296947261312,"{'latitude': '40.86512203904203', 'longitude': '-73.89296947261312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:24:00.000,,,,,,,
58821598,2023-09-15T22:44:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10024,452 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   81 STREET,WEST   82 STREET,WEST   81 STREET,WEST   82 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:00:57.000,07 MANHATTAN,1012290035,MANHATTAN,990604,225241,ONLINE,Unspecified,MANHATTAN,40.78490842280436,-73.97705538107745,"{'latitude': '40.78490842280436', 'longitude': '-73.97705538107745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:00:54.000,,,,,,,
58819617,2023-09-15T22:44:00.000,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),,10007,250 BROADWAY,BROADWAY,PARK PL,MURRAY ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T01:00:00.000,01 MANHATTAN,1001247502,MANHATTAN,982226,199035,PHONE,Unspecified,MANHATTAN,40.71298161150902,-74.00730088051631,"{'latitude': '40.71298161150902', 'longitude': '-74.00730088051631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T01:00:00.000,N/A,,,,,,
58820741,2023-09-15T22:43:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10065,116 EAST   61 STREET,EAST   61 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   61 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:15:47.000,08 MANHATTAN,1013950165,MANHATTAN,993070,217567,ONLINE,Unspecified,MANHATTAN,40.76384318925604,-73.9681606019779,"{'latitude': '40.76384318925604', 'longitude': '-73.9681606019779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:15:42.000,,,,,,,
58825614,2023-09-15T22:43:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375,108-17 65 ROAD,65 ROAD,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,65 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:59:43.000,06 QUEENS,4021720054,QUEENS,1026425,205702,MOBILE,Unspecified,QUEENS,40.731180597901286,-73.84782663804489,"{'latitude': '40.731180597901286', 'longitude': '-73.84782663804489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:59:39.000,,,,,,,
58823160,2023-09-15T22:43:48.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11379,61-32 65 STREET,65 STREET,ELIOT AVENUE,62 AVENUE,ELIOT AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,65 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T01:02:44.000,05 QUEENS,4027660149,QUEENS,1012666,199953,MOBILE,Unspecified,QUEENS,40.71545589956638,-73.89749527206385,"{'latitude': '40.71545589956638', 'longitude': '-73.89749527206385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:02:39.000,,,,,,,
58820358,2023-09-15T22:43:44.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,11217,45 SOUTH ELLIOTT PLACE,SOUTH ELLIOTT PLACE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,SOUTH ELLIOTT PLACE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-17T11:07:22.000,02 BROOKLYN,3020990016,BROOKLYN,990955,190060,MOBILE,Unspecified,BROOKLYN,40.68834502778306,-73.97582296562636,"{'latitude': '40.68834502778306', 'longitude': '-73.97582296562636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T11:07:20.000,,,,,,,
58826255,2023-09-15T22:43:44.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,11217,45 SOUTH ELLIOTT PLACE,SOUTH ELLIOTT PLACE,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,SOUTH ELLIOTT PLACE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T23:16:32.000,02 BROOKLYN,3020990016,BROOKLYN,990955,190060,MOBILE,Unspecified,BROOKLYN,40.68834502778306,-73.97582296562636,"{'latitude': '40.68834502778306', 'longitude': '-73.97582296562636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:16:25.000,,,,,,,
58826135,2023-09-15T22:43:41.000,DOT,Department of Transportation,Street Condition,Pothole,,10016,,,,,1 AVENUE,EAST 39 STREET,INTERSECTION,MANHATTAN,,Pending,The Department of Transportation referred this complaint to the Inspections Unit for further action.,2023-09-20T08:50:00.000,06 MANHATTAN,,MANHATTAN,992222,211401,UNKNOWN,Unspecified,MANHATTAN,40.74691989451374,-73.97122911540109,"{'latitude': '40.74691989451374', 'longitude': '-73.97122911540109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58819758,2023-09-15T22:43:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,110 GREEN STREET,GREEN STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,GREEN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:56:52.000,01 BROOKLYN,3025220016,BROOKLYN,996150,206521,ONLINE,Unspecified,BROOKLYN,40.73352109539151,-73.95706162951997,"{'latitude': '40.73352109539151', 'longitude': '-73.95706162951997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:56:46.000,,,,,,,
58825947,2023-09-15T22:43:27.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10016,17 PARK AVENUE,PARK AVENUE,EAST   34 STREET,EAST   35 STREET,EAST   34 STREET,EAST   35 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:47:46.000,06 MANHATTAN,1008900005,MANHATTAN,989525,211640,ONLINE,Unspecified,MANHATTAN,40.74757790952291,-73.98096237910815,"{'latitude': '40.74757790952291', 'longitude': '-73.98096237910815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:47:41.000,,,,,,,
58822398,2023-09-15T22:43:24.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10454,143 LINCOLN AVENUE,LINCOLN AVENUE,EAST  134 STREET,EAST  135 STREET,EAST  134 STREET,EAST  135 STREET,ADDRESS,BRONX,LINCOLN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:25:22.000,01 BRONX,2023170043,BRONX,1003912,233843,ONLINE,Unspecified,BRONX,40.80849898147047,-73.92897434055615,"{'latitude': '40.80849898147047', 'longitude': '-73.92897434055615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:25:16.000,,,,,,,
58822338,2023-09-15T22:43:24.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10467,2737 BARKER AVENUE,BARKER AVENUE,ALLERTON AVENUE,BRITTON STREET,ALLERTON AVENUE,BRITTON STREET,ADDRESS,BRONX,BARKER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:23:29.000,11 BRONX,2045060001,BRONX,1020442,254771,ONLINE,Unspecified,BRONX,40.86588795894242,-73.86914964400243,"{'latitude': '40.86588795894242', 'longitude': '-73.86914964400243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:23:25.000,,,,,,,
58821467,2023-09-15T22:43:14.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,2356 WEST STREET,WEST STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,WEST STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T02:01:11.000,15 BROOKLYN,3071750029,BROOKLYN,992466,154775,MOBILE,Unspecified,BROOKLYN,40.59149399780567,-73.97041753676689,"{'latitude': '40.59149399780567', 'longitude': '-73.97041753676689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T02:01:08.000,,,,,,,
58820226,2023-09-15T22:43:12.000,DOT,Department of Transportation,Street Condition,Pothole,,10016,,,,,EAST 39 STREET,LEXINGTON AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-20T10:35:00.000,06 MANHATTAN,,MANHATTAN,990502,212355,UNKNOWN,Unspecified,MANHATTAN,40.749539767683046,-73.97743569452753,"{'latitude': '40.749539767683046', 'longitude': '-73.97743569452753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:35:00.000,N/A,,,,,,
58820396,2023-09-15T22:43:11.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11220,6100 8 AVENUE,8 AVENUE,61 STREET,LIRR BAY RIDGE LINE,61 STREET,LIRR BAY RIDGE LINE,ADDRESS,BROOKLYN,8 AVENUE,Closed,N/A,2023-09-16T00:01:43.000,07 BROOKLYN,,BROOKLYN,981423,170588,ONLINE,Unspecified,BROOKLYN,40.6349007771899,-74.01018549403948,"{'latitude': '40.6349007771899', 'longitude': '-74.01018549403948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:01:38.000,,,,,,,
58823503,2023-09-15T22:43:05.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10470,715 CRANFORD AVENUE,CRANFORD AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,12 BRONX,2051120014,BRONX,1025872,268434,ONLINE,Unspecified,BRONX,40.9033646299992,-73.84943288035976,"{'latitude': '40.9033646299992', 'longitude': '-73.84943288035976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T16:43:55.000,,,,,,,
58822001,2023-09-15T22:42:42.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10469,1706 BARTOW AVENUE,BARTOW AVENUE,TIEMANN AVENUE,GUNTHER AVENUE,TIEMANN AVENUE,GUNTHER AVENUE,ADDRESS,BRONX,BARTOW AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T08:59:49.000,12 BRONX,2048020005,BRONX,1029073,255104,PHONE,Unspecified,BRONX,40.866762335081745,-73.8379425345478,"{'latitude': '40.866762335081745', 'longitude': '-73.8379425345478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T08:59:44.000,,,,,,,
58822270,2023-09-15T22:42:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,2045 HUGHES AVENUE,HUGHES AVENUE,EAST  179 STREET,EAST  180 STREET,EAST  179 STREET,EAST  180 STREET,ADDRESS,BRONX,HUGHES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:13:24.000,06 BRONX,2030690088,BRONX,1014411,248272,MOBILE,Unspecified,BRONX,40.84807282912681,-73.8909836386403,"{'latitude': '40.84807282912681', 'longitude': '-73.8909836386403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:13:21.000,,,,,,,
58825062,2023-09-15T22:42:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,3 WEST  110 STREET,WEST  110 STREET,FRAWLEY CIRCLE,LENOX AVENUE,FRAWLEY CIRCLE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  110 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T23:07:12.000,10 MANHATTAN,1015940041,MANHATTAN,998101,229723,MOBILE,Unspecified,MANHATTAN,40.79720173468167,-73.94997409205992,"{'latitude': '40.79720173468167', 'longitude': '-73.94997409205992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:07:09.000,,,,,,,
58819978,2023-09-15T22:42:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2705 MARION AVENUE,MARION AVENUE,EAST  195 STREET,EAST  196 STREET,EAST  195 STREET,EAST  196 STREET,ADDRESS,BRONX,MARION AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:07:22.000,07 BRONX,2032870077,BRONX,1014779,254648,PHONE,Unspecified,BRONX,40.86557176309289,-73.88962447238093,"{'latitude': '40.86557176309289', 'longitude': '-73.88962447238093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:07:16.000,,,,,,,
58824974,2023-09-15T22:42:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377,50-13 47 STREET,47 STREET,50 AVENUE,LAUREL HILL BOULEVARD,50 AVENUE,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,47 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T23:06:37.000,02 QUEENS,4022970030,QUEENS,1006700,207754,MOBILE,Unspecified,QUEENS,40.736884888740086,-73.91899032090525,"{'latitude': '40.736884888740086', 'longitude': '-73.91899032090525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:06:34.000,,,,,,,
58821573,2023-09-15T22:42:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,4203 FOSTER AVENUE,FOSTER AVENUE,EAST   42 STREET,EAST   43 STREET,EAST   42 STREET,EAST   43 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:48:51.000,17 BROOKLYN,3049760050,BROOKLYN,1001834,172211,ONLINE,Unspecified,BROOKLYN,40.63933856277027,-73.93664179217734,"{'latitude': '40.63933856277027', 'longitude': '-73.93664179217734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T22:48:46.000,,,,,,,
58819763,2023-09-15T22:42:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,131-20 135 PLACE,135 PLACE,131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,ADDRESS,SOUTH OZONE PARK,135 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T01:43:21.000,10 QUEENS,4117800133,QUEENS,1038992,183527,MOBILE,Unspecified,QUEENS,40.67024671827448,-73.80266350657234,"{'latitude': '40.67024671827448', 'longitude': '-73.80266350657234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T01:43:18.000,,,,,,,
58826165,2023-09-15T22:42:13.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11210,2021 FARRAGUT ROAD,FARRAGUT ROAD,OCEAN AVENUE,EAST   21 STREET,OCEAN AVENUE,EAST   21 STREET,ADDRESS,BROOKLYN,FARRAGUT ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T23:43:24.000,14 BROOKLYN,3052200001,BROOKLYN,995935,170747,PHONE,Unspecified,BROOKLYN,40.63532994216788,-73.9578994454981,"{'latitude': '40.63532994216788', 'longitude': '-73.9578994454981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T23:43:21.000,,,,,,,
58824491,2023-09-15T22:42:09.000,DOT,Department of Transportation,Street Condition,Pothole,,10016,,,,,3 AVENUE,EAST 39 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-20T09:30:00.000,06 MANHATTAN,,MANHATTAN,990944,212117,UNKNOWN,Unspecified,MANHATTAN,40.74888619413523,-73.97584069430354,"{'latitude': '40.74888619413523', 'longitude': '-73.97584069430354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:30:00.000,N/A,,,,,,
