unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58794757,2023-09-12T15:55:23.000,2023-09-12T16:20:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,2525 LINDEN BOULEVARD,LINDEN BOULEVARD,HOLLY STREET,EUCLID AVENUE,HOLLY STREET,EUCLID AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T16:21:00.000,05 BROOKLYN,3042920061,BROOKLYN,1020092,182456,ONLINE,Unspecified,BROOKLYN,40.66740375654953,-73.87080067020605,"{'latitude': '40.66740375654953', 'longitude': '-73.87080067020605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793090,2023-09-12T15:55:20.000,2023-09-12T16:09:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11207,974 WILLIAMS AVENUE,WILLIAMS AVENUE,STANLEY AVENUE,GLENWOOD ROAD,STANLEY AVENUE,GLENWOOD ROAD,ADDRESS,BROOKLYN,WILLIAMS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T16:09:29.000,18 BROOKLYN,3081580001,BROOKLYN,1013885,176748,PHONE,Unspecified,BROOKLYN,40.6517595169566,-73.89320004793186,"{'latitude': '40.6517595169566', 'longitude': '-73.89320004793186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794856,2023-09-12T15:55:19.000,2023-09-27T14:50:00.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10468,2851 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,07 BRONX,2033190001,BRONX,1014421,256339,PHONE,Unspecified,BRONX,40.870214270352335,-73.8909111820792,"{'latitude': '40.870214270352335', 'longitude': '-73.8909111820792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797931,2023-09-12T15:55:19.000,2023-09-25T18:01:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10468,2851 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,07 BRONX,2033190001,BRONX,1014421,256339,PHONE,Unspecified,BRONX,40.870214270352335,-73.8909111820792,"{'latitude': '40.870214270352335', 'longitude': '-73.8909111820792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790664,2023-09-12T15:55:19.000,2023-09-25T18:01:03.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10468,2851 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,07 BRONX,2033190001,BRONX,1014421,256339,PHONE,Unspecified,BRONX,40.870214270352335,-73.8909111820792,"{'latitude': '40.870214270352335', 'longitude': '-73.8909111820792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58789819,2023-09-12T15:55:14.000,2023-09-13T07:53:56.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10474,902 BRYANT AVENUE,BRYANT AVENUE,SENECA AVENUE,GARRISON AVENUE,SENECA AVENUE,GARRISON AVENUE,ADDRESS,BRONX,BRYANT AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-13T07:54:01.000,02 BRONX,2027610157,BRONX,1015540,238033,MOBILE,Unspecified,BRONX,40.81996582161291,-73.8869506558714,"{'latitude': '40.81996582161291', 'longitude': '-73.8869506558714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793219,2023-09-12T15:55:13.000,2023-09-12T17:38:29.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11249,107 NORTH    7 STREET,NORTH    7 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    7 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T17:38:32.000,01 BROOKLYN,3023180030,BROOKLYN,995469,201219,ONLINE,Unspecified,BROOKLYN,40.7189692864493,-73.9595276976511,"{'latitude': '40.7189692864493', 'longitude': '-73.9595276976511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791246,2023-09-12T15:55:01.000,2023-09-13T13:48:51.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Mobile Food Vendor,Business,11368,40 ROAD,40 ROAD,40 ROAD,98 STREET,40 ROAD,98 STREET,INTERSECTION,,,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-13T13:48:55.000,04 QUEENS,,QUEENS,1021030,212158,PHONE,Unspecified,QUEENS,40.74892477246431,-73.8672572293238,"{'latitude': '40.74892477246431', 'longitude': '-73.8672572293238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799005,2023-09-12T15:55:00.000,2023-09-19T10:07:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,,10463,238 ST ANN'S AVENUE,ST ANN'S AVENUE,CANNON PL,FORT INDEPENDENCE ST,WEST 238 STREET,ORLOFF AVENUE,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T10:07:00.000,08 BRONX,,BRONX,1012521,260875,UNKNOWN,Unspecified,BRONX,40.88267047106762,-73.89776183429228,"{'latitude': '40.88267047106762', 'longitude': '-73.89776183429228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58799544,2023-09-12T15:54:51.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Insects / Pests,Mobile Food Vendor,10472,1201 STRATFORD AVENUE,STRATFORD AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,STRATFORD AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-13T07:52:09.000,09 BRONX,2037760001,BRONX,1018676,241545,ONLINE,Unspecified,BRONX,40.829593589065304,-73.87560242600148,"{'latitude': '40.829593589065304', 'longitude': '-73.87560242600148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796344,2023-09-12T15:54:45.000,2023-09-13T21:05:05.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11207,679 CHAUNCEY STREET,CHAUNCEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,04 BROOKLYN,3034450063,BROOKLYN,1009649,188602,PHONE,Unspecified,BROOKLYN,40.68430924973192,-73.90842126240018,"{'latitude': '40.68430924973192', 'longitude': '-73.90842126240018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58790557,2023-09-12T15:54:45.000,2023-09-13T21:05:06.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11207,679 CHAUNCEY STREET,CHAUNCEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-13T00:00:00.000,04 BROOKLYN,3034450063,BROOKLYN,1009649,188602,PHONE,Unspecified,BROOKLYN,40.68430924973192,-73.90842126240018,"{'latitude': '40.68430924973192', 'longitude': '-73.90842126240018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58796438,2023-09-12T15:54:45.000,2023-09-21T13:03:22.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11207,679 CHAUNCEY STREET,CHAUNCEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 BROOKLYN,3034450063,BROOKLYN,1009649,188602,PHONE,Unspecified,BROOKLYN,40.68430924973192,-73.90842126240018,"{'latitude': '40.68430924973192', 'longitude': '-73.90842126240018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794931,2023-09-12T15:54:45.000,2023-09-15T14:57:32.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10457,2105 RYER AVENUE,RYER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,05 BRONX,2031560155,BRONX,1011723,250206,ONLINE,Unspecified,BRONX,40.85338985543013,-73.90069142984217,"{'latitude': '40.85338985543013', 'longitude': '-73.90069142984217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797862,2023-09-12T15:54:45.000,2023-09-15T14:57:34.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10457,2105 RYER AVENUE,RYER AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,05 BRONX,2031560155,BRONX,1011723,250206,ONLINE,Unspecified,BRONX,40.85338985543013,-73.90069142984217,"{'latitude': '40.85338985543013', 'longitude': '-73.90069142984217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792782,2023-09-12T15:54:42.000,2023-09-12T18:02:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11214,8761 19 AVENUE,19 AVENUE,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T18:02:36.000,11 BROOKLYN,3064060001,BROOKLYN,983242,158918,MOBILE,Unspecified,BROOKLYN,40.602869447007535,-74.00363001496204,"{'latitude': '40.602869447007535', 'longitude': '-74.00363001496204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58792724,2023-09-12T15:54:36.000,2023-09-13T14:28:06.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11356,3-03 125 STREET,125 STREET,LAX AVENUE,5 AVENUE,LAX AVENUE,5 AVENUE,ADDRESS,COLLEGE POINT,125 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-13T00:23:31.000,07 QUEENS,4039220021,QUEENS,1027853,228520,MOBILE,Unspecified,QUEENS,40.793803108317526,-73.84252621735527,"{'latitude': '40.793803108317526', 'longitude': '-73.84252621735527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58797347,2023-09-12T15:54:36.000,2023-09-12T18:52:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11106,34 STREET,34 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T18:52:29.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,
58799952,2023-09-12T15:54:32.000,2023-09-12T17:03:26.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10027,BROADWAY,BROADWAY,BROADWAY,WEST  116 STREET,BROADWAY,WEST  116 STREET,INTERSECTION,,,Closed,N/A,2023-09-12T17:03:30.000,09 MANHATTAN,,MANHATTAN,994244,233656,PHONE,Unspecified,MANHATTAN,40.808001944384515,-73.96389863279262,"{'latitude': '40.808001944384515', 'longitude': '-73.96389863279262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793190,2023-09-12T15:54:14.000,2023-09-12T17:06:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,3436 TIEMAN AVENUE,TIEMAN AVENUE,TILLOTSON AVENUE,BOSTON ROAD,TILLOTSON AVENUE,BOSTON ROAD,ADDRESS,BRONX,TIEMANN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T17:06:30.000,12 BRONX,2047290082,BRONX,1027472,259091,PHONE,Unspecified,BRONX,40.877713394165,-73.8437052144601,"{'latitude': '40.877713394165', 'longitude': '-73.8437052144601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58791381,2023-09-12T15:54:13.000,2023-09-13T03:31:37.000,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Sidewalk,11201,158 BALTIC STREET,BALTIC STREET,WARREN PLACE,HENRY STREET,WARREN PLACE,HENRY STREET,ADDRESS,BROOKLYN,BALTIC STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T03:31:40.000,06 BROOKLYN,3003100020,BROOKLYN,984746,189737,ONLINE,Unspecified,BROOKLYN,40.68746099273454,-73.99821153618004,"{'latitude': '40.68746099273454', 'longitude': '-73.99821153618004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58793747,2023-09-12T15:53:44.000,2023-09-12T16:39:33.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11205,70 KOSCIUSZKO STREET,KOSCIUSZKO STREET,SPENCER COURT,NOSTRAND AVENUE,SPENCER COURT,NOSTRAND AVENUE,ADDRESS,BROOKLYN,KOSCIUSZKO STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-12T16:39:36.000,03 BROOKLYN,3017830043,BROOKLYN,997392,190838,MOBILE,Unspecified,BROOKLYN,40.690473241348315,-73.95261077722803,"{'latitude': '40.690473241348315', 'longitude': '-73.95261077722803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795234,2023-09-12T15:53:16.000,2023-09-19T08:58:45.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11207,70 ABERDEEN STREET,ABERDEEN STREET,BUSHWICK AVENUE,DEAD END,BUSHWICK AVENUE,DEAD END,ADDRESS,BROOKLYN,ABERDEEN STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-19T08:58:48.000,04 BROOKLYN,3034690015,BROOKLYN,1010572,188093,MOBILE,Unspecified,BROOKLYN,40.682909464911006,-73.90509528075968,"{'latitude': '40.682909464911006', 'longitude': '-73.90509528075968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58794177,2023-09-12T15:53:13.000,2023-10-21T11:20:47.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10461,990 PELHAM PARKWAY SOUTH,PELHAM PARKWAY SOUTH,BOGART AVENUE,HONE AVENUE,BOGART AVENUE,HONE AVENUE,ADDRESS,BRONX,PELHAM PARKWAY SOUTH,Closed,The Department of Sanitation collected the requested items.,2023-09-14T13:46:58.000,11 BRONX,2043287501,BRONX,1022880,251465,ONLINE,Unspecified,BRONX,40.85680366436851,-73.86035424677017,"{'latitude': '40.85680366436851', 'longitude': '-73.86035424677017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58795817,2023-09-12T15:53:00.000,2023-09-12T19:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10314,495 HAROLD STREET,HAROLD STREET,FIELDS AVE,FOREST HILL RD,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-12T19:00:00.000,02 STATEN ISLAND,5019810052,STATEN ISLAND,945754,158201,PHONE,Unspecified,STATEN ISLAND,40.600817875426905,-74.13862779805484,"{'latitude': '40.600817875426905', 'longitude': '-74.13862779805484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58788655,2023-09-12T15:53:00.000,2023-09-18T06:33:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10036,1528 BROADWAY,BROADWAY,W 44 ST,7 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T06:33:00.000,05 MANHATTAN,1009970001,MANHATTAN,988241,215364,ONLINE,Unspecified,MANHATTAN,40.757800018488304,-73.98559416023902,"{'latitude': '40.757800018488304', 'longitude': '-73.98559416023902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58797254,2023-09-12T15:53:00.000,2023-10-03T11:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10456,419 EAST  167 STREET,EAST  167 STREET,BROOK AVE,METRO NORTH RAILROAD,,,ADDRESS,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-03T11:25:00.000,03 BRONX,2023930001,BRONX,1009251,241850,MOBILE,Unspecified,BRONX,40.83046243410836,-73.90965828543595,"{'latitude': '40.83046243410836', 'longitude': '-73.90965828543595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
