unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,taxi_pick_up_location,road_ramp
58823384,2023-09-16T00:10:14.000,2023-09-16T00:40:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,2357 HOMER AVENUE,HOMER AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:40:55.000,09 BRONX,BRONX,1027441,238975,MOBILE,Unspecified,BRONX,40.82250116859273,-73.84394690052916,"{'latitude': '40.82250116859273', 'longitude': '-73.84394690052916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,HOMER AVENUE,,,,,,,
58825806,2023-09-16T00:09:45.000,2023-09-16T01:02:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,45-19 97 STREET,97 STREET,45 AVENUE,DEAD END,45 AVENUE,DEAD END,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:02:25.000,04 QUEENS,QUEENS,1021151,210639,MOBILE,Unspecified,QUEENS,40.744754999567554,-73.86682886309464,"{'latitude': '40.744754999567554', 'longitude': '-73.86682886309464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,97 STREET,4016240162,,,,,,
58821518,2023-09-16T00:09:34.000,2023-09-16T00:27:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,2145 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:27:19.000,12 MANHATTAN,MANHATTAN,1001495,244885,ONLINE,Unspecified,MANHATTAN,40.8388111804014,-73.93767696356736,"{'latitude': '40.8388111804014', 'longitude': '-73.93767696356736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AMSTERDAM AVENUE,1021110083,,,,,,
58820724,2023-09-16T00:09:27.000,2023-09-16T00:24:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,405 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  150 STREET,WEST  155 STREET,WEST  150 STREET,WEST  155 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:24:48.000,09 MANHATTAN,MANHATTAN,1000859,241298,ONLINE,Unspecified,MANHATTAN,40.828967120904416,-73.93998433391445,"{'latitude': '40.828967120904416', 'longitude': '-73.93998433391445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EDGECOMBE AVENUE,1020540056,,,,,,
58819664,2023-09-16T00:09:22.000,2023-09-16T00:35:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,518 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:35:53.000,12 MANHATTAN,MANHATTAN,1000581,243741,ONLINE,Unspecified,MANHATTAN,40.83567297025425,-73.94098292315164,"{'latitude': '40.83567297025425', 'longitude': '-73.94098292315164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  161 STREET,1021190028,,,,,,
58824163,2023-09-16T00:09:21.000,2023-09-16T01:03:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,45-07 97 STREET,97 STREET,45 AVENUE,DEAD END,45 AVENUE,DEAD END,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:03:49.000,04 QUEENS,QUEENS,1021143,210659,MOBILE,Unspecified,QUEENS,40.74480992787698,-73.86685762435364,"{'latitude': '40.74480992787698', 'longitude': '-73.86685762435364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,97 STREET,4016240168,,,,,,
58824181,2023-09-16T00:09:17.000,2023-09-16T00:38:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,EAST    7 STREET,EAST    7 STREET,1 AVENUE,A AVENUE,1 AVENUE,A AVENUE,BLOCKFACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:38:43.000,Unspecified MANHATTAN,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,,
58824176,2023-09-16T00:09:07.000,2023-09-16T00:26:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11224,3843 SURF AVENUE,SURF AVENUE,OCEANIC AVENUE,HIGHLAND AVENUE,OCEANIC AVENUE,HIGHLAND AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:26:53.000,13 BROOKLYN,BROOKLYN,982291,148811,ONLINE,Unspecified,BROOKLYN,40.575127591707506,-74.00705183111485,"{'latitude': '40.575127591707506', 'longitude': '-74.00705183111485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SURF AVENUE,,,,,,,
58823385,2023-09-16T00:08:56.000,2023-09-16T00:34:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,2356 HOMER AVENUE,HOMER AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:34:19.000,09 BRONX,BRONX,1027442,238969,MOBILE,Unspecified,BRONX,40.8224846954275,-73.84394332606466,"{'latitude': '40.8224846954275', 'longitude': '-73.84394332606466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,HOMER AVENUE,,,,,,,
58823709,2023-09-16T00:08:54.000,2023-09-16T05:45:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,24-15 QUEENS PLAZA NORTH,QUEENS PLAZA NORTH,24 STREET,KOCH BR PEDESTRIAN AND BIKE PATH,24 STREET,KOCH BR PEDESTRIAN AND BIKE PATH,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T05:45:21.000,01 QUEENS,QUEENS,1000708,212937,MOBILE,Unspecified,QUEENS,40.751124104765736,-73.9405994568162,"{'latitude': '40.751124104765736', 'longitude': '-73.9405994568162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,QUEENS PLAZA NORTH,4004147501,,,,,,
58825930,2023-09-16T00:08:30.000,2023-09-16T00:30:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11214,20 AVENUE,20 AVENUE,20 AVENUE,BATH AVENUE,20 AVENUE,BATH AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:30:13.000,11 BROOKLYN,BROOKLYN,983821,158398,ONLINE,Unspecified,BROOKLYN,40.601442199617935,-74.00154488405673,"{'latitude': '40.601442199617935', 'longitude': '-74.00154488405673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819987,2023-09-16T00:08:26.000,2023-09-16T00:23:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11220,4902 6 AVENUE,6 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:23:24.000,07 BROOKLYN,BROOKLYN,982131,173994,ONLINE,Unspecified,BROOKLYN,40.64424971621447,-74.00763568656913,"{'latitude': '40.64424971621447', 'longitude': '-74.00763568656913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,6 AVENUE,3007840038,,,,,,
58821592,2023-09-16T00:08:24.000,2023-09-16T00:20:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,755 FLATBUSH AVENUE,FLATBUSH AVENUE,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:20:08.000,14 BROOKLYN,BROOKLYN,995462,177679,ONLINE,Unspecified,BROOKLYN,40.654357397439924,-73.95959212290914,"{'latitude': '40.654357397439924', 'longitude': '-73.95959212290914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FLATBUSH AVENUE,3050640014,,,,,,
58824964,2023-09-16T00:08:24.000,2023-09-16T01:03:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,45-02 97 STREET,97 STREET,45 AVENUE,DEAD END,45 AVENUE,DEAD END,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:03:15.000,04 QUEENS,QUEENS,1021134,210664,MOBILE,Unspecified,QUEENS,40.74482368915175,-73.86689007679566,"{'latitude': '40.74482368915175', 'longitude': '-73.86689007679566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,97 STREET,4016230008,,,,,,
58824172,2023-09-16T00:08:22.000,2023-09-16T00:39:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,431 EAST    9 STREET,EAST    9 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:39:19.000,03 MANHATTAN,MANHATTAN,988880,204338,MOBILE,Unspecified,MANHATTAN,40.72753608835362,-73.98329522742081,"{'latitude': '40.72753608835362', 'longitude': '-73.98329522742081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST    9 STREET,1004370037,,,,,,
58823222,2023-09-16T00:08:19.000,2023-09-16T00:26:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11373,86-34A BROADWAY,BROADWAY,JUSTICE AVENUE,GRAND AVENUE,JUSTICE AVENUE,GRAND AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:26:38.000,04 QUEENS,QUEENS,1018267,208024,ONLINE,Unspecified,QUEENS,40.73758904638021,-73.87725007190566,"{'latitude': '40.73758904638021', 'longitude': '-73.87725007190566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,BROADWAY,4015490025,,,,,,
58820001,2023-09-16T00:08:13.000,2023-09-16T00:28:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  158 STREET,AMSTERDAM AVENUE,WEST  158 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:28:08.000,12 MANHATTAN,MANHATTAN,1000417,242945,ONLINE,Unspecified,MANHATTAN,40.83348848222364,-73.94157750579586,"{'latitude': '40.83348848222364', 'longitude': '-73.94157750579586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822917,2023-09-16T00:08:13.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-17T17:47:54.000,Unspecified BRONX,BRONX,1012533,253087,MOBILE,Unspecified,BRONX,40.86129477486614,-73.89775131293116,"{'latitude': '40.86129477486614', 'longitude': '-73.89775131293116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,D,,Mezzanine,,,
58820755,2023-09-16T00:08:09.000,2023-09-16T00:26:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,147-11 34 AVENUE,34 AVENUE,147 STREET,147 PLACE,147 STREET,147 PLACE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:26:24.000,07 QUEENS,QUEENS,1034224,218921,PHONE,Unspecified,QUEENS,40.7674227184636,-73.81958858439167,"{'latitude': '40.7674227184636', 'longitude': '-73.81958858439167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,34 AVENUE,4049860018,,,,,,
58820828,2023-09-16T00:08:09.000,2023-09-16T00:44:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,519 WEST  134 STREET,WEST  134 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:44:44.000,09 MANHATTAN,MANHATTAN,996940,237607,MOBILE,Unspecified,MANHATTAN,40.8188428746513,-73.95415239257143,"{'latitude': '40.8188428746513', 'longitude': '-73.95415239257143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  134 STREET,1019880016,,,,,,
58822433,2023-09-16T00:08:03.000,2023-09-16T01:04:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11368,45-14 97 STREET,97 STREET,45 AVENUE,DEAD END,45 AVENUE,DEAD END,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T01:04:10.000,04 QUEENS,QUEENS,1021143,210643,MOBILE,Unspecified,QUEENS,40.74476601193218,-73.86685771211792,"{'latitude': '40.74476601193218', 'longitude': '-73.86685771211792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CORONA,97 STREET,4016230112,,,,,,
58823798,2023-09-16T00:07:53.000,2023-09-16T02:04:10.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,7 EVERIT STREET,EVERIT STREET,OLD FULTON STREET,COLUMBIA HEIGHTS,OLD FULTON STREET,COLUMBIA HEIGHTS,ADDRESS,Closed,N/A,2023-09-16T02:04:16.000,02 BROOKLYN,BROOKLYN,985826,195229,ONLINE,Unspecified,BROOKLYN,40.70253513253691,-73.99431601548454,"{'latitude': '40.70253513253691', 'longitude': '-73.99431601548454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EVERIT STREET,3002010004,,,,,,
58819848,2023-09-16T00:07:49.000,2023-09-16T00:54:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,1308 MYRTLE AVENUE,MYRTLE AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T00:54:09.000,04 BROOKLYN,BROOKLYN,1005411,193675,ONLINE,Unspecified,BROOKLYN,40.698244605892185,-73.92368586872078,"{'latitude': '40.698244605892185', 'longitude': '-73.92368586872078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MYRTLE AVENUE,3032550016,,,,,,
58821653,2023-09-16T00:07:48.000,2023-09-16T00:35:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,CANAL STREET,CANAL STREET,CANAL STREET,GREENE STREET,CANAL STREET,GREENE STREET,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:35:14.000,02 MANHATTAN,MANHATTAN,983346,201729,ONLINE,Unspecified,MANHATTAN,40.720376181179745,-74.00326122937571,"{'latitude': '40.720376181179745', 'longitude': '-74.00326122937571', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824288,2023-09-16T00:07:46.000,2023-09-16T00:34:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,2356 HOMER AVENUE,HOMER AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:34:14.000,09 BRONX,BRONX,1027442,238969,MOBILE,Unspecified,BRONX,40.8224846954275,-73.84394332606466,"{'latitude': '40.8224846954275', 'longitude': '-73.84394332606466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,HOMER AVENUE,,,,,,,
58821696,2023-09-16T00:07:38.000,2023-09-16T01:43:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10459,1300 HOE AVENUE,HOE AVENUE,FREEMAN STREET,JENNINGS STREET,FREEMAN STREET,JENNINGS STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T01:43:45.000,03 BRONX,BRONX,1014610,242136,ONLINE,Unspecified,BRONX,40.83123062586011,-73.89029213423187,"{'latitude': '40.83123062586011', 'longitude': '-73.89029213423187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,HOE AVENUE,2029870015,,,,,,
58822592,2023-09-16T00:07:34.000,2023-09-16T00:19:51.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10016,542 3 AVENUE,3 AVENUE,EAST   36 STREET,EAST   37 STREET,EAST   36 STREET,EAST   37 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T00:19:54.000,06 MANHATTAN,MANHATTAN,990587,211468,ONLINE,Unspecified,MANHATTAN,40.747105115483684,-73.97712975396445,"{'latitude': '40.747105115483684', 'longitude': '-73.97712975396445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,3 AVENUE,1008920039,,,,,,
58823401,2023-09-16T00:07:29.000,2023-09-16T00:22:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,496 HENDRIX STREET,HENDRIX STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T00:22:18.000,05 BROOKLYN,BROOKLYN,1015155,183240,MOBILE,Unspecified,BROOKLYN,40.66957427011969,-73.88859341404066,"{'latitude': '40.66957427011969', 'longitude': '-73.88859341404066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,HENDRIX STREET,3040420029,,,,,,
