unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location
58828090,2023-09-16T22:59:11.000,2023-09-16T23:02:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:02:54.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833540,2023-09-16T22:59:08.000,2023-09-17T00:29:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,102-46 86 ROAD,86 ROAD,102 STREET,DEAD END,102 STREET,DEAD END,ADDRESS,RICHMOND HILL,86 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:29:31.000,09 QUEENS,4091870019,QUEENS,1027304,192797,MOBILE,Unspecified,QUEENS,40.695755271934814,-73.84473761933857,"{'latitude': '40.695755271934814', 'longitude': '-73.84473761933857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833453,2023-09-16T22:59:07.000,2023-09-16T23:02:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,542 LORIMER STREET,LORIMER STREET,AINSLIE STREET,DEVOE STREET,AINSLIE STREET,DEVOE STREET,ADDRESS,BROOKLYN,LORIMER STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T23:02:08.000,01 BROOKLYN,3027680004,BROOKLYN,998333,199089,ONLINE,Unspecified,BROOKLYN,40.71311885183487,-73.94920033712643,"{'latitude': '40.71311885183487', 'longitude': '-73.94920033712643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831383,2023-09-16T22:59:02.000,2023-09-17T03:59:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,102-01 103 AVENUE,103 AVENUE,102 STREET,103 STREET,102 STREET,103 STREET,ADDRESS,OZONE PARK,103 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T03:59:31.000,09 QUEENS,4094200042,QUEENS,1028719,188443,ONLINE,Unspecified,QUEENS,40.68379756682254,-73.83966356290331,"{'latitude': '40.68379756682254', 'longitude': '-73.83966356290331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827384,2023-09-16T22:59:02.000,2023-09-17T02:41:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,298 EAST  164 STREET,EAST  164 STREET,COLLEGE AVENUE,COLLEGE AVENUE,COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,EAST  164 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:41:30.000,04 BRONX,2024230126,BRONX,1007543,240936,ONLINE,Unspecified,BRONX,40.82795843648814,-73.91583335397438,"{'latitude': '40.82795843648814', 'longitude': '-73.91583335397438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58835641,2023-09-16T22:59:00.000,2023-09-17T00:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11420,125-09 LINDEN BOULEVARD,LINDEN BOULEVARD,125 ST,126 ST,,,ADDRESS,SOUTH OZONE PARK,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-17T00:55:00.000,10 QUEENS,4116300036,QUEENS,1035556,187189,PHONE,Unspecified,QUEENS,40.680318640287084,-73.81502184397824,"{'latitude': '40.680318640287084', 'longitude': '-73.81502184397824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826753,2023-09-16T22:58:57.000,2023-09-16T23:09:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11692,532 BEACH   64 STREET,BEACH   64 STREET,THURSBY AVENUE,ALMEDA AVENUE,THURSBY AVENUE,ALMEDA AVENUE,ADDRESS,ARVERNE,BEACH   64 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:09:50.000,14 QUEENS,4160300015,QUEENS,1041587,156442,ONLINE,Unspecified,QUEENS,40.59588792020013,-73.79353908862726,"{'latitude': '40.59588792020013', 'longitude': '-73.79353908862726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829285,2023-09-16T22:58:57.000,2023-09-16T23:18:03.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11106,36-36 10 STREET,10 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,10 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:18:06.000,01 QUEENS,4003540001,QUEENS,1000555,216481,ONLINE,Spirit Playground,QUEENS,40.76085176337134,-73.94114307293982,"{'latitude': '40.76085176337134', 'longitude': '-73.94114307293982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829417,2023-09-16T22:58:39.000,2023-09-17T00:54:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10305,171 VIRGINIA AVENUE,VIRGINIA AVENUE,TOMPKINS AVENUE,FOX HILL TERRACE,TOMPKINS AVENUE,FOX HILL TERRACE,ADDRESS,STATEN ISLAND,VIRGINIA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T00:54:06.000,01 STATEN ISLAND,5029720008,STATEN ISLAND,964129,162624,ONLINE,Unspecified,STATEN ISLAND,40.61301886977832,-74.07247087720154,"{'latitude': '40.61301886977832', 'longitude': '-74.07247087720154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833170,2023-09-16T22:58:36.000,2023-09-17T02:00:53.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10464,4 CAROLL STREET,CAROLL STREET,DEAD END,WILLIAM AVENUE,DEAD END,WILLIAM AVENUE,ADDRESS,BRONX,CAROLL STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T02:00:57.000,10 BRONX,2056280005,BRONX,1042500,247212,ONLINE,Unspecified,BRONX,40.84502282414285,-73.78946598700429,"{'latitude': '40.84502282414285', 'longitude': '-73.78946598700429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826987,2023-09-16T22:58:32.000,2023-09-16T23:50:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,108-49 53 AVENUE,53 AVENUE,CORONA AVENUE,111 STREET,CORONA AVENUE,111 STREET,ADDRESS,CORONA,53 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:50:17.000,04 QUEENS,4020080057,QUEENS,1024980,210039,ONLINE,Unspecified,QUEENS,40.74309134545024,-73.85301413458994,"{'latitude': '40.74309134545024', 'longitude': '-73.85301413458994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826800,2023-09-16T22:58:28.000,2023-09-16T23:13:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,111-20 169 STREET,169 STREET,111 AVENUE,SAYRES AVENUE,111 AVENUE,SAYRES AVENUE,ADDRESS,JAMAICA,169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:13:49.000,12 QUEENS,4102060040,QUEENS,1044562,191986,ONLINE,Unspecified,QUEENS,40.69342848450424,-73.78250888115399,"{'latitude': '40.69342848450424', 'longitude': '-73.78250888115399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830742,2023-09-16T22:58:26.000,2023-09-17T01:12:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,479 BERRIMAN STREET,BERRIMAN STREET,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,BERRIMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:12:38.000,05 BROOKLYN,3044540053,BROOKLYN,1018266,182260,ONLINE,Unspecified,BROOKLYN,40.666872984661126,-73.87738381585285,"{'latitude': '40.666872984661126', 'longitude': '-73.87738381585285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836342,2023-09-16T22:58:23.000,2023-09-16T23:07:55.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10467,3540 DECATUR AVENUE,DECATUR AVENUE,EAST GUN HILL ROAD,EAST  211 STREET,EAST GUN HILL ROAD,EAST  211 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T23:07:40.000,07 BRONX,2033560185,BRONX,1019574,259690,ONLINE,Unspecified,BRONX,40.879392606021575,-73.8722619158887,"{'latitude': '40.879392606021575', 'longitude': '-73.8722619158887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834387,2023-09-16T22:58:21.000,2023-09-17T00:31:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,6135 LIEBIG AVENUE,LIEBIG AVENUE,WEST  261 STREET,WEST  263 STREET,WEST  261 STREET,WEST  263 STREET,ADDRESS,BRONX,LIEBIG AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T00:32:01.000,08 BRONX,2058861296,BRONX,1011547,270988,ONLINE,Unspecified,BRONX,40.91043047852334,-73.90124293615783,"{'latitude': '40.91043047852334', 'longitude': '-73.90124293615783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58827275,2023-09-16T22:58:21.000,2023-09-17T04:15:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,32-04 87 STREET,87 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,87 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T04:15:38.000,03 QUEENS,4014160008,QUEENS,1017203,215396,MOBILE,Unspecified,QUEENS,40.75782734252843,-73.88105337606576,"{'latitude': '40.75782734252843', 'longitude': '-73.88105337606576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58831145,2023-09-16T22:58:08.000,2023-09-28T16:30:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10468,2305 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,07 BRONX,2032180058,BRONX,1010086,252949,ONLINE,Unspecified,BRONX,40.8609235071515,-73.90659823100756,"{'latitude': '40.8609235071515', 'longitude': '-73.90659823100756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834086,2023-09-16T22:58:05.000,2023-09-18T10:55:07.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10314,3 FERNDALE AVENUE,FERNDALE AVENUE,ROCKLAND AVENUE,FERNDALE COURT,ROCKLAND AVENUE,FERNDALE COURT,ADDRESS,STATEN ISLAND,FERNDALE AVENUE,Closed,This request required re-assignment to a new DOT unit.,2023-09-18T10:55:21.000,02 STATEN ISLAND,5023600120,STATEN ISLAND,940369,155736,ONLINE,Unspecified,STATEN ISLAND,40.59402693178068,-74.15800365008234,"{'latitude': '40.59402693178068', 'longitude': '-74.15800365008234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833625,2023-09-16T22:58:05.000,2023-09-16T23:09:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10013,261 HUDSON STREET,HUDSON STREET,BROOME STREET,DOMINICK STREET,BROOME STREET,DOMINICK STREET,ADDRESS,NEW YORK,HUDSON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:09:16.000,02 MANHATTAN,1005947511,MANHATTAN,982107,203384,ONLINE,Unspecified,MANHATTAN,40.724918542508895,-74.00773151650152,"{'latitude': '40.724918542508895', 'longitude': '-74.00773151650152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58833416,2023-09-16T22:58:04.000,2023-09-17T01:01:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,118 BRADFORD STREET,BRADFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,BRADFORD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T01:01:07.000,05 BROOKLYN,3036730032,BROOKLYN,1013863,185859,ONLINE,Unspecified,BROOKLYN,40.67676724761071,-73.89323931467254,"{'latitude': '40.67676724761071', 'longitude': '-73.89323931467254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826918,2023-09-16T22:58:02.000,2023-09-16T23:14:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,388 SOUTH    2 STREET,SOUTH    2 STREET,HOOPER STREET,HEWES STREET,HOOPER STREET,HEWES STREET,ADDRESS,BROOKLYN,SOUTH    2 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:14:11.000,01 BROOKLYN,3024250013,BROOKLYN,997580,197786,ONLINE,Unspecified,BROOKLYN,40.70954359366212,-73.95191910941062,"{'latitude': '40.70954359366212', 'longitude': '-73.95191910941062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58829962,2023-09-16T22:57:57.000,2023-09-17T03:56:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,101-59 110 STREET,110 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,110 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T03:56:26.000,09 QUEENS,,QUEENS,1030463,189771,ONLINE,Unspecified,QUEENS,40.68743368289355,-73.83336634172856,"{'latitude': '40.68743368289355', 'longitude': '-73.83336634172856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58836259,2023-09-16T22:57:54.000,2023-09-16T23:21:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,JEROME PARK,JEROME PARK,WEST  205 STREET,WEST MOSHOLU PARKWAY SOUTH,WEST  205 STREET,WEST MOSHOLU PARKWAY SOUTH,UNRECOGNIZED,BRONX,JEROME PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T23:21:06.000,08 BRONX,2032460001,BRONX,1014175,259547,ONLINE,Unspecified,BRONX,40.87902007337708,-73.89178631054439,"{'latitude': '40.87902007337708', 'longitude': '-73.89178631054439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830506,2023-09-16T22:57:52.000,2023-09-16T23:40:36.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10027,263 WEST  121 STREET,WEST  121 STREET,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  121 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T23:40:40.000,10 MANHATTAN,1019270008,MANHATTAN,997584,233333,PHONE,Unspecified,MANHATTAN,40.80711098931465,-73.9518341807724,"{'latitude': '40.80711098931465', 'longitude': '-73.9518341807724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58830697,2023-09-16T22:57:47.000,2023-09-16T23:02:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:02:53.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826931,2023-09-16T22:57:43.000,2023-09-16T23:23:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,1034 AVENUE ST JOHN,AVENUE ST JOHN,SOUTHERN BOULEVARD,TIMPSON PLACE,SOUTHERN BOULEVARD,TIMPSON PLACE,ADDRESS,BRONX,AVENUE ST JOHN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:23:35.000,02 BRONX,2026030026,BRONX,1011559,235372,ONLINE,Unspecified,BRONX,40.812675331572436,-73.90134464214002,"{'latitude': '40.812675331572436', 'longitude': '-73.90134464214002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58834698,2023-09-16T22:57:40.000,2023-09-16T23:25:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1890 OCEAN AVENUE,OCEAN AVENUE,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:25:15.000,14 BROOKLYN,3067570015,BROOKLYN,996885,163556,ONLINE,Unspecified,BROOKLYN,40.61559085398725,-73.95449009736528,"{'latitude': '40.61559085398725', 'longitude': '-73.95449009736528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
58826740,2023-09-16T22:57:38.000,2023-09-16T23:04:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11419,101-33 132 STREET,132 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,132 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T23:04:11.000,09 QUEENS,4095000062,QUEENS,1035575,191477,ONLINE,Unspecified,QUEENS,40.692088082362936,-73.81492067742141,"{'latitude': '40.692088082362936', 'longitude': '-73.81492067742141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,
