unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction
58869553,2023-09-19T20:14:10.000,2023-09-19T20:28:01.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,EDGECOMBE AVENUE,EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  145 STREET,EDGECOMBE AVENUE,WEST  145 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:28:06.000,09 MANHATTAN,,MANHATTAN,999792,239359,ONLINE,Unspecified,MANHATTAN,40.82364706126328,-73.94384436755173,"{'latitude': '40.82364706126328', 'longitude': '-73.94384436755173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868784,2023-09-19T20:14:00.000,2023-09-20T06:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10453,2170 WALTON AVENUE,WALTON AVENUE,CAMERON PL,E 182 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T06:45:00.000,05 BRONX,2031810001,BRONX,1010753,251176,ONLINE,Unspecified,BRONX,40.856055179664764,-73.90419391877361,"{'latitude': '40.856055179664764', 'longitude': '-73.90419391877361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58868833,2023-09-19T20:14:00.000,2023-09-21T11:45:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11221,396 JEFFERSON AVENUE,JEFFERSON AVENUE,TOMPKINS AVE,THROOP AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-21T11:45:00.000,03 BROOKLYN,3018350032,BROOKLYN,1000282,188546,PHONE,Unspecified,BROOKLYN,40.684177465033635,-73.94219507623238,"{'latitude': '40.684177465033635', 'longitude': '-73.94219507623238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862988,2023-09-19T20:14:00.000,2023-09-25T07:53:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10304,49 TOWNSEND AVENUE,TOWNSEND AVENUE,BAY ST,TOMPKINS AVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T07:53:00.000,01 STATEN ISLAND,5028390135,STATEN ISLAND,963971,165334,PHONE,Unspecified,STATEN ISLAND,40.62045689536729,-74.07304809352641,"{'latitude': '40.62045689536729', 'longitude': '-74.07304809352641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58859803,2023-09-19T20:13:44.000,2023-09-19T21:01:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,1049 GREENE AVENUE,GREENE AVENUE,BROADWAY,GOODWIN PLACE,BROADWAY,GOODWIN PLACE,ADDRESS,BROOKLYN,GREENE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T21:01:44.000,04 BROOKLYN,3032830057,BROOKLYN,1004968,191320,PHONE,Unspecified,BROOKLYN,40.69178172765594,-73.92529072773563,"{'latitude': '40.69178172765594', 'longitude': '-73.92529072773563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865305,2023-09-19T20:13:25.000,2023-09-20T01:49:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,131 HURON STREET,HURON STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,HURON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:49:52.000,01 BROOKLYN,3025220063,BROOKLYN,996371,206293,ONLINE,Unspecified,BROOKLYN,40.73289499141823,-73.95626461351945,"{'latitude': '40.73289499141823', 'longitude': '-73.95626461351945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861664,2023-09-19T20:13:21.000,2023-09-19T20:43:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,13 DAHL COURT,DAHL COURT,DEAD END,58 STREET,DEAD END,58 STREET,ADDRESS,BROOKLYN,DAHL COURT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:43:08.000,12 BROOKLYN,3054940134,BROOKLYN,988617,166039,ONLINE,Unspecified,BROOKLYN,40.62241410538549,-73.98426893124258,"{'latitude': '40.62241410538549', 'longitude': '-73.98426893124258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868267,2023-09-19T20:13:16.000,2023-09-20T06:03:48.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11414,161-04 96 STREET,96 STREET,161 AVENUE,162 AVENUE,161 AVENUE,162 AVENUE,ADDRESS,HOWARD BEACH,96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T06:03:53.000,10 QUEENS,4141910009,QUEENS,1029713,178294,PHONE,Unspecified,QUEENS,40.6559358288751,-73.83614807457711,"{'latitude': '40.6559358288751', 'longitude': '-73.83614807457711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870317,2023-09-19T20:13:15.000,2023-09-29T12:25:24.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11361,36-18 202 STREET,202 STREET,36 AVENUE,38 AVENUE,36 AVENUE,38 AVENUE,ADDRESS,BAYSIDE,202 STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-29T12:25:30.000,11 QUEENS,4061460014,QUEENS,1043946,217810,PHONE,Unspecified,QUEENS,40.7643130163862,-73.7845011352116,"{'latitude': '40.7643130163862', 'longitude': '-73.7845011352116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872309,2023-09-19T20:12:54.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Adjacent Buildings Not Protected,,10452,1295 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,04 BRONX,2025190021,BRONX,1005694,245224,UNKNOWN,Unspecified,BRONX,40.839732438428115,-73.92250079663414,"{'latitude': '40.839732438428115', 'longitude': '-73.92250079663414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58865377,2023-09-19T20:12:28.000,2023-09-19T22:37:55.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11369,23-17 101 STREET,101 STREET,23 AVENUE,24 AVENUE,23 AVENUE,24 AVENUE,ADDRESS,EAST ELMHURST,101 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:37:58.000,03 QUEENS,4016380068,QUEENS,1020403,219195,PHONE,Unspecified,QUEENS,40.76824210202294,-73.86948229163774,"{'latitude': '40.76824210202294', 'longitude': '-73.86948229163774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868912,2023-09-19T20:12:26.000,2023-09-19T20:53:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11224,2830 STILLWELL AVENUE,STILLWELL AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,ADDRESS,BROOKLYN,STILLWELL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:53:18.000,13 BROOKLYN,3070230018,BROOKLYN,989302,150000,MOBILE,Unspecified,BROOKLYN,40.57838993990168,-73.9818133786915,"{'latitude': '40.57838993990168', 'longitude': '-73.9818133786915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860273,2023-09-19T20:11:59.000,2023-09-19T21:36:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10459,1075 INTERVALE AVENUE,INTERVALE AVENUE,EAST  165 STREET,EAST  167 STREET,EAST  165 STREET,EAST  167 STREET,ADDRESS,BRONX,INTERVALE AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T21:36:49.000,02 BRONX,2027000048,BRONX,1012796,239940,PHONE,Unspecified,BRONX,40.82520928675032,-73.89685648054166,"{'latitude': '40.82520928675032', 'longitude': '-73.89685648054166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863612,2023-09-19T20:11:58.000,2023-09-19T21:29:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1455 WALTON AVENUE,WALTON AVENUE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,WALTON AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T21:29:07.000,04 BRONX,2028440065,BRONX,1007758,245630,ONLINE,Unspecified,BRONX,40.840841536420385,-73.91504002545291,"{'latitude': '40.840841536420385', 'longitude': '-73.91504002545291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857734,2023-09-19T20:11:47.000,2023-09-19T22:46:58.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11211,125 BEDFORD AVENUE,BEDFORD AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:46:57.000,01 BROOKLYN,3022980001,BROOKLYN,996490,201439,ONLINE,Unspecified,BROOKLYN,40.719571779736484,-73.95584406254427,"{'latitude': '40.719571779736484', 'longitude': '-73.95584406254427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863556,2023-09-19T20:11:43.000,2023-09-19T20:19:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,1881 58 STREET,58 STREET,DAHL COURT,19 AVENUE,DAHL COURT,19 AVENUE,ADDRESS,BROOKLYN,58 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:19:27.000,12 BROOKLYN,3054940097,BROOKLYN,988632,165909,ONLINE,Unspecified,BROOKLYN,40.622057275129755,-73.98421498173255,"{'latitude': '40.622057275129755', 'longitude': '-73.98421498173255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862819,2023-09-19T20:11:39.000,2023-09-20T01:10:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11204,5424 16 AVENUE,16 AVENUE,54 STREET,55 STREET,54 STREET,55 STREET,ADDRESS,BROOKLYN,16 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:10:27.000,12 BROOKLYN,3054847501,BROOKLYN,987412,168100,MOBILE,Unspecified,BROOKLYN,40.62807163021563,-73.98860868883688,"{'latitude': '40.62807163021563', 'longitude': '-73.98860868883688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867276,2023-09-19T20:11:38.000,2023-09-19T20:51:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,158-02 111 AVENUE,111 AVENUE,158 STREET,159 STREET,158 STREET,159 STREET,ADDRESS,JAMAICA,111 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T20:51:36.000,12 QUEENS,4121740038,QUEENS,1042142,190853,PHONE,Unspecified,QUEENS,40.690334830958456,-73.79124534676849,"{'latitude': '40.690334830958456', 'longitude': '-73.79124534676849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870415,2023-09-19T20:11:35.000,2023-09-19T20:15:11.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10009,520 EAST   12 STREET,EAST   12 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   12 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T20:15:15.000,03 MANHATTAN,1004050017,MANHATTAN,989613,204796,ONLINE,Unspecified,MANHATTAN,40.72879277256722,-73.98065024082318,"{'latitude': '40.72879277256722', 'longitude': '-73.98065024082318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862688,2023-09-19T20:11:35.000,2023-09-21T08:58:12.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10009,520 EAST   12 STREET,EAST   12 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   12 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T08:58:14.000,03 MANHATTAN,1004050017,MANHATTAN,989613,204796,ONLINE,Unspecified,MANHATTAN,40.72879277256722,-73.98065024082318,"{'latitude': '40.72879277256722', 'longitude': '-73.98065024082318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858043,2023-09-19T20:11:29.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10460,1558 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,03 BRONX,2030010020,BRONX,1015599,243063,PHONE,Unspecified,BRONX,40.83377151700781,-73.88671398918511,"{'latitude': '40.83377151700781', 'longitude': '-73.88671398918511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860095,2023-09-19T20:11:29.000,2023-09-22T14:46:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10460,1558 BRYANT AVENUE,BRYANT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,03 BRONX,2030010020,BRONX,1015599,243063,PHONE,Unspecified,BRONX,40.83377151700781,-73.88671398918511,"{'latitude': '40.83377151700781', 'longitude': '-73.88671398918511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857495,2023-09-19T20:11:28.000,2023-09-19T20:15:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,265 EAST HOUSTON STREET,EAST HOUSTON STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,EAST HOUSTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T20:15:07.000,03 MANHATTAN,1003557501,MANHATTAN,988446,202240,MOBILE,Unspecified,MANHATTAN,40.721777803951724,-73.98486238239464,"{'latitude': '40.721777803951724', 'longitude': '-73.98486238239464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863044,2023-09-19T20:11:20.000,2023-09-19T22:22:33.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,11220,5523 6 AVENUE,6 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,NYC Parks didn't take action because the issue you reported is out of their jurisdiction.,2023-09-19T22:22:38.000,07 BROOKLYN,3008330001,BROOKLYN,981142,172736,PHONE,Unspecified,BROOKLYN,40.640796484626236,-74.01119890785435,"{'latitude': '40.640796484626236', 'longitude': '-74.01119890785435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863026,2023-09-19T20:11:00.000,2023-09-19T20:11:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10025,,,,,WEST 106 STREET,WEST END AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T20:11:00.000,07 MANHATTAN,,MANHATTAN,992948,231336,PHONE,Unspecified,MANHATTAN,40.80163555413056,-73.9685831841681,"{'latitude': '40.80163555413056', 'longitude': '-73.9685831841681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864938,2023-09-19T20:11:00.000,2023-10-01T10:55:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10467,2996 HOLLAND AVENUE,HOLLAND AVENUE,WILLIAMSBRIDGE RD,ADEE AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-01T10:55:00.000,11 BRONX,2045480131,BRONX,1021516,256108,PHONE,Unspecified,BRONX,40.86955314385188,-73.86525922168619,"{'latitude': '40.86955314385188', 'longitude': '-73.86525922168619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867492,2023-09-19T20:10:47.000,2023-09-19T22:48:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11213,1004 MONTGOMERY STREET,MONTGOMERY STREET,UTICA AVENUE,EAST NEW YORK AVENUE,UTICA AVENUE,EAST NEW YORK AVENUE,ADDRESS,BROOKLYN,MONTGOMERY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:48:35.000,09 BROOKLYN,3014250006,BROOKLYN,1003332,181311,ONLINE,Unspecified,BROOKLYN,40.6643129734187,-73.93121849409458,"{'latitude': '40.6643129734187', 'longitude': '-73.93121849409458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
