unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58891852,2023-09-22T07:00:43.000,2023-09-22T08:52:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,132-36 87 STREET,87 STREET,SUTTER AVENUE,133 AVENUE,SUTTER AVENUE,133 AVENUE,ADDRESS,OZONE PARK,87 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T08:52:45.000,10 QUEENS,4113490025,QUEENS,1025978,185283,MOBILE,Unspecified,QUEENS,40.675137442066095,-73.8495659981326,"{'latitude': '40.675137442066095', 'longitude': '-73.8495659981326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891837,2023-09-22T07:00:32.000,2023-09-22T07:20:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10031,517 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  144 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T07:20:41.000,09 MANHATTAN,1020760023,MANHATTAN,998415,239805,MOBILE,Unspecified,MANHATTAN,40.82487352001085,-73.94881873725379,"{'latitude': '40.82487352001085', 'longitude': '-73.94881873725379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898833,2023-09-22T07:00:30.000,2023-09-22T08:26:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11419,120-08 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T08:27:02.000,09 QUEENS,,QUEENS,1032292,192298,MOBILE,Unspecified,QUEENS,40.69435996313046,-73.82675337603642,"{'latitude': '40.69435996313046', 'longitude': '-73.82675337603642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902675,2023-09-22T07:00:30.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T19:34:55.000,Unspecified BROOKLYN,,BROOKLYN,996874,205731,ONLINE,Unspecified,BROOKLYN,40.73135173593732,-73.95445072731815,"{'latitude': '40.73135173593732', 'longitude': '-73.95445072731815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,G,G to Queens,Platform,,
58893874,2023-09-22T06:59:17.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10306,1995 HYLAN BOULEVARD,HYLAN BOULEVARD,,,,,ADDRESS,STATEN ISLAND,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,02 STATEN ISLAND,5035590001,STATEN ISLAND,956954,151108,ONLINE,Unspecified,STATEN ISLAND,40.58139059670746,-74.09826690802619,"{'latitude': '40.58139059670746', 'longitude': '-74.09826690802619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900129,2023-09-22T06:59:00.000,2023-10-05T14:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10467,3062 DECATUR AVENUE,DECATUR AVENUE,E MOSHOLU PKWY N,E 204 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-05T14:25:00.000,07 BRONX,2033310020,BRONX,1017719,256635,MOBILE,Unspecified,BRONX,40.87101481004814,-73.87898519039744,"{'latitude': '40.87101481004814', 'longitude': '-73.87898519039744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899172,2023-09-22T06:58:43.000,2023-09-22T07:03:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11206,7 MAUJER STREET,MAUJER STREET,SOUTH    1 STREET,UNION AVENUE,SOUTH    1 STREET,UNION AVENUE,ADDRESS,BROOKLYN,MAUJER STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T07:03:26.000,01 BROOKLYN,3024000014,BROOKLYN,997789,198030,ONLINE,Unspecified,BROOKLYN,40.7102129983437,-73.95116476248783,"{'latitude': '40.7102129983437', 'longitude': '-73.95116476248783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899473,2023-09-22T06:58:20.000,2023-09-29T11:35:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10459,INTERVALE AVENUE,INTERVALE AVENUE,EAST  169 STREET,KELLY STREET,,,BLOCKFACE,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T11:35:00.000,02 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,N/A,,,,,,
58902736,2023-09-22T06:57:47.000,2023-09-23T14:35:14.000,DSNY,Department of Sanitation,Dead Animal,Dog,Sidewalk,11368,45 AVENUE,45 AVENUE,45 AVENUE,108 STREET,45 AVENUE,108 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T23:17:18.000,04 QUEENS,,QUEENS,1023789,211782,PHONE,Unspecified,QUEENS,40.74788084248102,-73.85730194459506,"{'latitude': '40.74788084248102', 'longitude': '-73.85730194459506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899998,2023-09-22T06:56:43.000,2023-09-26T13:17:35.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11432,81-40 165 STREET,165 STREET,81 AVENUE,GOETHALS AVENUE,81 AVENUE,GOETHALS AVENUE,ADDRESS,JAMAICA,165 STREET,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-26T13:17:40.000,08 QUEENS,4070250030,QUEENS,1039114,201795,ONLINE,Unspecified,QUEENS,40.720387254822036,-73.80207492212419,"{'latitude': '40.720387254822036', 'longitude': '-73.80207492212419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902189,2023-09-22T06:56:24.000,2023-10-06T07:05:50.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10026,306 WEST  114 STREET,WEST  114 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,10 MANHATTAN,1018470063,MANHATTAN,996245,231927,PHONE,Unspecified,MANHATTAN,40.80325382624683,-73.95667350253744,"{'latitude': '40.80325382624683', 'longitude': '-73.95667350253744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900838,2023-09-22T06:56:24.000,2023-10-05T21:04:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10026,306 WEST  114 STREET,WEST  114 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,10 MANHATTAN,1018470063,MANHATTAN,996245,231927,PHONE,Unspecified,MANHATTAN,40.80325382624683,-73.95667350253744,"{'latitude': '40.80325382624683', 'longitude': '-73.95667350253744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896589,2023-09-22T06:56:24.000,2023-10-06T07:05:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10026,306 WEST  114 STREET,WEST  114 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,10 MANHATTAN,1018470063,MANHATTAN,996245,231927,PHONE,Unspecified,MANHATTAN,40.80325382624683,-73.95667350253744,"{'latitude': '40.80325382624683', 'longitude': '-73.95667350253744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892018,2023-09-22T06:56:17.000,2023-09-22T07:17:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10463,3300 NETHERLAND AVENUE,NETHERLAND AVENUE,WEST  232 STREET,WEST  235 STREET,WEST  232 STREET,WEST  235 STREET,ADDRESS,BRONX,NETHERLAND AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T07:17:41.000,08 BRONX,2057870154,BRONX,1008768,261568,PHONE,Unspecified,BRONX,40.88458376308551,-73.911331493528,"{'latitude': '40.88458376308551', 'longitude': '-73.911331493528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902151,2023-09-22T06:56:14.000,2023-09-25T21:40:50.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11212,2026 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,16 BROOKLYN,3035090046,BROOKLYN,1005958,182276,PHONE,Unspecified,BROOKLYN,40.666955634079706,-73.92174991449824,"{'latitude': '40.666955634079706', 'longitude': '-73.92174991449824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897275,2023-09-22T06:56:00.000,2023-10-02T06:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10011,21 WEST   17 STREET,WEST   17 STREET,5 AVE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T06:45:00.000,05 MANHATTAN,1008190026,MANHATTAN,986145,208267,PHONE,Unspecified,MANHATTAN,40.73832123661919,-73.99316184278383,"{'latitude': '40.73832123661919', 'longitude': '-73.99316184278383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58898087,2023-09-22T06:55:48.000,2023-09-22T07:10:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,458 CENTRAL PARK WEST,CENTRAL PARK WEST,CENTRAL PARK ENTRANCE W  106 ST,WEST  107 STREET,CENTRAL PARK ENTRANCE W  106 ST,WEST  107 STREET,ADDRESS,NEW YORK,CENTRAL PARK WEST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T07:10:42.000,07 MANHATTAN,,MANHATTAN,995348,230089,ONLINE,Unspecified,MANHATTAN,40.798210191444994,-73.95991654565523,"{'latitude': '40.798210191444994', 'longitude': '-73.95991654565523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899996,2023-09-22T06:55:43.000,2023-09-28T13:04:56.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Street,11377,72-08 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,WOODSIDE,41 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-28T13:05:01.000,04 QUEENS,,QUEENS,1013903,210718,ONLINE,Unspecified,QUEENS,40.74499910849145,-73.89298561955151,"{'latitude': '40.74499910849145', 'longitude': '-73.89298561955151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893325,2023-09-22T06:55:39.000,2023-09-22T13:08:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,1902 AVENUE T,AVENUE T,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,AVENUE T,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:08:12.000,15 BROOKLYN,3073240001,BROOKLYN,997346,158430,MOBILE,Unspecified,BROOKLYN,40.601520367271426,-73.95283956580492,"{'latitude': '40.601520367271426', 'longitude': '-73.95283956580492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899808,2023-09-22T06:55:30.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10022,130 EAST   59 STREET,EAST   59 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   59 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-22T10:12:29.000,05 MANHATTAN,1013137502,MANHATTAN,992965,217029,MOBILE,Unspecified,MANHATTAN,40.76236662204392,-73.96854033989447,"{'latitude': '40.76236662204392', 'longitude': '-73.96854033989447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897439,2023-09-22T06:54:35.000,2023-09-22T07:07:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10467,EAST  206 STREET,EAST  206 STREET,EAST  206 STREET,PERRY AVENUE,EAST  206 STREET,PERRY AVENUE,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T07:07:17.000,07 BRONX,,BRONX,1018269,258023,MOBILE,Unspecified,BRONX,40.87482233752173,-73.87698949491214,"{'latitude': '40.87482233752173', 'longitude': '-73.87698949491214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896781,2023-09-22T06:54:02.000,2023-09-25T14:05:34.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Unauthorized Tree Removal,Street,10312,247 WAINWRIGHT AVENUE,WAINWRIGHT AVENUE,READING AVENUE,LEVERETT AVENUE,READING AVENUE,LEVERETT AVENUE,ADDRESS,STATEN ISLAND,WAINWRIGHT AVENUE,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-25T14:05:39.000,03 STATEN ISLAND,5056090032,STATEN ISLAND,936815,141500,ONLINE,Unspecified,STATEN ISLAND,40.554933669319986,-74.17070072444132,"{'latitude': '40.554933669319986', 'longitude': '-74.17070072444132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900416,2023-09-22T06:54:00.000,2023-09-22T09:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11216,,,,,MARCY AVENUE,HALSEY STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T09:05:00.000,03 BROOKLYN,,BROOKLYN,999066,187818,UNKNOWN,Unspecified,BROOKLYN,40.6821813902562,-73.9465810812082,"{'latitude': '40.6821813902562', 'longitude': '-73.9465810812082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58894336,2023-09-22T06:53:55.000,2023-09-26T12:38:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11201,142 JORALEMON STREET,JORALEMON STREET,SIDNEY PLACE,CLINTON STREET,SIDNEY PLACE,CLINTON STREET,ADDRESS,BROOKLYN,JORALEMON STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-26T12:38:08.000,02 BROOKLYN,3002640015,BROOKLYN,986033,191722,MOBILE,Unspecified,BROOKLYN,40.69290919496656,-73.99357037991446,"{'latitude': '40.69290919496656', 'longitude': '-73.99357037991446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896274,2023-09-22T06:53:40.000,2023-09-22T07:14:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,51 EAST  125 STREET,EAST  125 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST  125 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T07:14:26.000,11 MANHATTAN,1017500021,MANHATTAN,1000775,232786,ONLINE,Unspecified,MANHATTAN,40.80560423343632,-73.9403088220804,"{'latitude': '40.80560423343632', 'longitude': '-73.9403088220804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902142,2023-09-22T06:53:30.000,2023-09-22T15:17:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,352 EAST    8 STREET,EAST    8 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-22T00:00:00.000,12 BROOKLYN,3053590043,BROOKLYN,992218,173040,PHONE,Unspecified,BROOKLYN,40.641627860602014,-73.97128892827205,"{'latitude': '40.641627860602014', 'longitude': '-73.97128892827205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895133,2023-09-22T06:53:23.000,2023-10-10T19:56:37.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,315 ECHO PLACE,ECHO PLACE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,05 BRONX,2028140045,BRONX,1011227,248717,PHONE,Unspecified,BRONX,40.84930452392898,-73.9024903456145,"{'latitude': '40.84930452392898', 'longitude': '-73.9024903456145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
