unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58826480,2023-09-16T21:34:26.000,2023-09-16T22:27:33.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10461,1505 BENSON STREET,BENSON STREET,FRISBY AVENUE,ST RAYMOND AVENUE,FRISBY AVENUE,ST RAYMOND AVENUE,ADDRESS,BRONX,BENSON STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T22:27:35.000,10 BRONX,2039870047,BRONX,1027102,245865,PHONE,Unspecified,BRONX,40.84141385986781,-73.8451277234672,"{'latitude': '40.84141385986781', 'longitude': '-73.8451277234672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833674,2023-09-16T21:34:24.000,2023-09-16T21:43:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,3 DEBEVOISE STREET,DEBEVOISE STREET,BROADWAY,GRAHAM AVENUE,BROADWAY,GRAHAM AVENUE,ADDRESS,BROOKLYN,DEBEVOISE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:43:42.000,01 BROOKLYN,3031190037,BROOKLYN,1000052,194877,MOBILE,Unspecified,BROOKLYN,40.70155500628646,-73.9430095120071,"{'latitude': '40.70155500628646', 'longitude': '-73.9430095120071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828276,2023-09-16T21:34:14.000,2023-09-16T21:36:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10034,19 CUMMING STREET,CUMMING STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,CUMMING STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T21:37:02.000,12 MANHATTAN,1022370064,MANHATTAN,1004616,255002,ONLINE,Unspecified,MANHATTAN,40.86657268279735,-73.92636701169785,"{'latitude': '40.86657268279735', 'longitude': '-73.92636701169785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58835079,2023-09-16T21:34:05.000,2023-09-16T21:57:38.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:57:42.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832660,2023-09-16T21:34:03.000,2023-09-17T20:19:54.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,62-02 69 LANE,69 LANE,62 AVENUE,DEAD END,62 AVENUE,DEAD END,ADDRESS,MIDDLE VILLAGE,69 LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T20:19:59.000,05 QUEENS,4029540011,QUEENS,1015525,201045,MOBILE,Unspecified,QUEENS,40.71844353058121,-73.88717696978726,"{'latitude': '40.71844353058121', 'longitude': '-73.88717696978726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58832189,2023-09-16T21:34:01.000,2023-09-16T22:03:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-26 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:03:07.000,12 QUEENS,4101460051,QUEENS,1041463,192497,ONLINE,Unspecified,QUEENS,40.694851633900804,-73.79367980321378,"{'latitude': '40.694851633900804', 'longitude': '-73.79367980321378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826613,2023-09-16T21:34:00.000,2023-09-16T22:00:47.000,NYPD,New York City Police Department,Drinking,In Public,Park/Playground,11222,12 ECKFORD STREET,ECKFORD STREET,MANHATTAN AVENUE,ENGERT AVENUE,MANHATTAN AVENUE,ENGERT AVENUE,ADDRESS,BROOKLYN,ECKFORD STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:00:52.000,01 BROOKLYN,3027140033,BROOKLYN,998710,201846,ONLINE,Unspecified,BROOKLYN,40.72068554639611,-73.9478345149923,"{'latitude': '40.72068554639611', 'longitude': '-73.9478345149923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834606,2023-09-16T21:33:54.000,2023-09-16T22:55:02.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10462,2121 WESTCHESTER AVENUE,WESTCHESTER AVENUE,OLMSTEAD AVENUE,UNIONPORT ROAD,OLMSTEAD AVENUE,UNIONPORT ROAD,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T22:55:05.000,09 BRONX,2039330001,BRONX,1024683,243152,MOBILE,Unspecified,BRONX,40.83397887943587,-73.85388661843878,"{'latitude': '40.83397887943587', 'longitude': '-73.85388661843878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828372,2023-09-16T21:33:52.000,2023-09-16T21:43:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,85 BRADHURST AVENUE,BRADHURST AVENUE,WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,BRADHURST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:43:42.000,10 MANHATTAN,1020520001,MANHATTAN,1000239,239560,MOBILE,Unspecified,MANHATTAN,40.82419795129009,-73.94222880941287,"{'latitude': '40.82419795129009', 'longitude': '-73.94222880941287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58830682,2023-09-16T21:33:42.000,2023-09-16T22:04:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:23.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828073,2023-09-16T21:33:40.000,2023-09-16T22:55:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10019,350 WEST   50 STREET,WEST   50 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   50 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T22:55:06.000,04 MANHATTAN,1010407501,MANHATTAN,987632,217254,ONLINE,Unspecified,MANHATTAN,40.762987837651075,-73.98779144453326,"{'latitude': '40.762987837651075', 'longitude': '-73.98779144453326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836198,2023-09-16T21:33:36.000,2023-09-16T21:38:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,500 EAST  171 STREET,EAST  171 STREET,WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  171 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:39:02.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831412,2023-09-16T21:33:35.000,2023-09-16T21:56:27.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10030,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  134 STREET,ST NICHOLAS AVENUE,WEST  134 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:56:33.000,10 MANHATTAN,,MANHATTAN,998545,236709,MOBILE,Unspecified,MANHATTAN,40.81637566579652,-73.94835561395031,"{'latitude': '40.81637566579652', 'longitude': '-73.94835561395031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826971,2023-09-16T21:33:24.000,2023-09-16T22:08:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,1929 WOODBINE STREET,WOODBINE STREET,WOODWARD AVENUE,FAIRVIEW AVENUE,WOODWARD AVENUE,FAIRVIEW AVENUE,ADDRESS,RIDGEWOOD,WOODBINE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:08:59.000,05 QUEENS,4034790052,QUEENS,1010731,196065,MOBILE,Unspecified,QUEENS,40.70479027183323,-73.90449066273342,"{'latitude': '40.70479027183323', 'longitude': '-73.90449066273342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831001,2023-09-16T21:33:23.000,2023-09-16T22:17:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10036,340 WEST   42 STREET,WEST   42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:17:07.000,04 MANHATTAN,1010320054,MANHATTAN,986734,215344,MOBILE,Unspecified,MANHATTAN,40.75774567540909,-73.99103380689725,"{'latitude': '40.75774567540909', 'longitude': '-73.99103380689725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829410,2023-09-16T21:33:17.000,2023-09-16T22:48:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,131-04 109 AVENUE,109 AVENUE,131 STREET,132 STREET,131 STREET,132 STREET,ADDRESS,SOUTH OZONE PARK,109 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:48:20.000,10 QUEENS,4116110003,QUEENS,1036310,189022,ONLINE,Unspecified,QUEENS,40.6853453938969,-73.81228922631496,"{'latitude': '40.6853453938969', 'longitude': '-73.81228922631496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833471,2023-09-16T21:33:04.000,2023-09-16T22:10:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,130 AVENUE,130 AVENUE,130 AVENUE,GUY R BREWER BOULEVARD,130 AVENUE,GUY R BREWER BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:10:37.000,12 QUEENS,,QUEENS,1045805,185842,ONLINE,Unspecified,QUEENS,40.67655610432052,-73.7780826467359,"{'latitude': '40.67655610432052', 'longitude': '-73.7780826467359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829580,2023-09-16T21:33:02.000,2023-09-16T21:40:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,133 AVENUE D,AVENUE D,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:40:22.000,03 MANHATTAN,1003790037,MANHATTAN,991031,203188,ONLINE,Unspecified,MANHATTAN,40.724378230616104,-73.97553570277516,"{'latitude': '40.724378230616104', 'longitude': '-73.97553570277516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828326,2023-09-16T21:32:56.000,2023-09-16T22:22:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,257 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,EAST NEW YORK AVENUE,LIBERTY AVENUE,EAST NEW YORK AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,MOTHER GASTON BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:22:25.000,16 BROOKLYN,3036750004,BROOKLYN,1009846,184498,ONLINE,Unspecified,BROOKLYN,40.6730441374613,-73.9077265462496,"{'latitude': '40.6730441374613', 'longitude': '-73.9077265462496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828763,2023-09-16T21:32:54.000,2023-09-16T22:05:07.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10027,273 WEST  122 STREET,WEST  122 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  122 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-16T22:05:12.000,10 MANHATTAN,1019280005,MANHATTAN,997634,233604,MOBILE,Unspecified,MANHATTAN,40.80785473371258,-73.95165302772789,"{'latitude': '40.80785473371258', 'longitude': '-73.95165302772789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58834932,2023-09-16T21:32:54.000,2023-09-16T21:39:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,500 EAST  171 STREET,EAST  171 STREET,WASHINGTON AVENUE,3 AVENUE,WASHINGTON AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  171 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T21:39:27.000,03 BRONX,2029110001,BRONX,1011114,244412,ONLINE,Unspecified,BRONX,40.83748891098481,-73.90291603500285,"{'latitude': '40.83748891098481', 'longitude': '-73.90291603500285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836276,2023-09-16T21:32:49.000,2023-09-16T21:45:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,979 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:45:12.000,04 BROOKLYN,3031840001,BROOKLYN,1003785,193772,ONLINE,Unspecified,BROOKLYN,40.698514586942345,-73.92954952205734,"{'latitude': '40.698514586942345', 'longitude': '-73.92954952205734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826491,2023-09-16T21:32:41.000,2023-09-16T21:54:47.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10030,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  134 STREET,ST NICHOLAS AVENUE,WEST  134 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:54:52.000,10 MANHATTAN,,MANHATTAN,998545,236709,MOBILE,Unspecified,MANHATTAN,40.81637566579652,-73.94835561395031,"{'latitude': '40.81637566579652', 'longitude': '-73.94835561395031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58829491,2023-09-16T21:32:37.000,2023-09-16T21:53:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10305,122 OCEANSIDE AVENUE,OCEANSIDE AVENUE,SAND LANE,CRESTWATER COURT,SAND LANE,CRESTWATER COURT,ADDRESS,STATEN ISLAND,OCEANSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T21:53:52.000,02 STATEN ISLAND,5034910095,STATEN ISLAND,965344,154554,ONLINE,Unspecified,STATEN ISLAND,40.59087104176246,-74.06807216140123,"{'latitude': '40.59087104176246', 'longitude': '-74.06807216140123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58828185,2023-09-16T21:32:18.000,2023-09-16T22:04:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,672 EAST  231 STREET,EAST  231 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  231 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T22:04:27.000,12 BRONX,2048330080,BRONX,1023174,264429,MOBILE,Unspecified,BRONX,40.89238451539139,-73.8592161325675,"{'latitude': '40.89238451539139', 'longitude': '-73.8592161325675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58831753,2023-09-16T21:32:07.000,2023-09-16T21:54:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,147-35 SANFORD AVENUE,SANFORD AVENUE,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,FLUSHING,SANFORD AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T21:54:08.000,07 QUEENS,4050530010,QUEENS,1035105,216225,PHONE,Unspecified,QUEENS,40.76001788560902,-73.81642848704493,"{'latitude': '40.76001788560902', 'longitude': '-73.81642848704493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58833630,2023-09-16T21:32:03.000,2023-09-16T22:42:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10466,730 EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  232 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T22:42:53.000,12 BRONX,2048450011,BRONX,1023911,264424,ONLINE,Unspecified,BRONX,40.89236751017808,-73.85655051819639,"{'latitude': '40.89236751017808', 'longitude': '-73.85655051819639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826356,2023-09-16T21:32:00.000,2023-10-06T12:45:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10003,210 EAST   15 STREET,EAST   15 STREET,3 AVE,RUTHERFORD PL,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T12:45:00.000,06 MANHATTAN,1008960039,MANHATTAN,988153,206564,ONLINE,Unspecified,MANHATTAN,40.73364626392617,-73.98591691018474,"{'latitude': '40.73364626392617', 'longitude': '-73.98591691018474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
