unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58939993,2023-09-27T23:53:29.000,2023-09-28T00:18:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10011,119 WAVERLY PLACE,WAVERLY PLACE,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:18:10.000,02 MANHATTAN,1005530039,MANHATTAN,984417,206186,MOBILE,Unspecified,MANHATTAN,40.732609606411415,-73.99939742777346,"{'latitude': '40.732609606411415', 'longitude': '-73.99939742777346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,WAVERLY PLACE,,,,,
58942433,2023-09-27T23:53:08.000,2023-09-28T00:16:10.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11226,2187 CLARENDON ROAD,CLARENDON ROAD,FLATBUSH AVENUE,EAST   22 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T00:16:14.000,14 BROOKLYN,,BROOKLYN,996214,173450,ONLINE,Unspecified,BROOKLYN,40.64274872604129,-73.95688942770705,"{'latitude': '40.64274872604129', 'longitude': '-73.95688942770705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,FLATBUSH AVENUE,EAST   22 STREET,CLARENDON ROAD,,,,,
58938552,2023-09-27T23:53:04.000,2023-09-28T00:36:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11223,625 KINGS HIGHWAY,KINGS HIGHWAY,OCEAN PARKWAY,EAST    7 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T00:36:30.000,15 BROOKLYN,,BROOKLYN,993584,160017,ONLINE,Unspecified,BROOKLYN,40.605881119564586,-73.96638483241397,"{'latitude': '40.605881119564586', 'longitude': '-73.96638483241397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,OCEAN PARKWAY,EAST    7 STREET,KINGS HIGHWAY,,,,,
58942158,2023-09-27T23:53:02.000,2023-09-28T01:51:18.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,10065,1166 1 AVENUE,1 AVENUE,EAST   63 STREET,EAST   64 STREET,ADDRESS,NEW YORK,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-28T01:51:22.000,08 MANHATTAN,,MANHATTAN,995400,217131,ONLINE,Unspecified,MANHATTAN,40.762643850150944,-73.95975023809389,"{'latitude': '40.762643850150944', 'longitude': '-73.95975023809389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST   63 STREET,EAST   64 STREET,1 AVENUE,,,,,
58944810,2023-09-27T23:53:01.000,2023-09-28T00:02:19.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,10009,701 EAST    6 STREET,EAST    6 STREET,AVENUE C,AVENUE D,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T00:02:23.000,03 MANHATTAN,1003760063,MANHATTAN,990000,202870,MOBILE,Unspecified,MANHATTAN,40.72350612794746,-73.97925558653198,"{'latitude': '40.72350612794746', 'longitude': '-73.97925558653198', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE C,AVENUE D,EAST    6 STREET,,,,,
58938213,2023-09-27T23:53:00.000,2023-09-28T18:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10038,85 JOHN STREET,JOHN STREET,WILLIAM ST,GOLD ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T18:45:00.000,01 MANHATTAN,1000770001,MANHATTAN,982384,197354,PHONE,Unspecified,MANHATTAN,40.70836770045829,-74.00673048422725,"{'latitude': '40.70836770045829', 'longitude': '-74.00673048422725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58936965,2023-09-27T23:53:00.000,2023-09-28T18:44:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10011,54 WEST   16 STREET,WEST   16 STREET,5 AVE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T18:44:00.000,05 MANHATTAN,1008170085,MANHATTAN,985812,208165,ONLINE,Unspecified,MANHATTAN,40.73804133696895,-73.99436350570022,"{'latitude': '40.73804133696895', 'longitude': '-73.99436350570022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58943805,2023-09-27T23:52:57.000,2023-09-28T00:12:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034,BROADWAY,BROADWAY,BROADWAY,WEST  204 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:12:45.000,12 MANHATTAN,,MANHATTAN,1005517,255164,ONLINE,Unspecified,MANHATTAN,40.86701519865037,-73.92310894630785,"{'latitude': '40.86701519865037', 'longitude': '-73.92310894630785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,WEST  204 STREET,,,,,,
58939032,2023-09-27T23:52:46.000,2023-09-28T02:53:00.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10305,33 BELAIR ROAD,BELAIR ROAD,BAY STREET,SETH LOOP,ADDRESS,STATEN ISLAND,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T02:53:09.000,01 STATEN ISLAND,5028600068,STATEN ISLAND,966092,161910,ONLINE,Unspecified,STATEN ISLAND,40.611063327531674,-74.06539871838086,"{'latitude': '40.611063327531674', 'longitude': '-74.06539871838086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BAY STREET,SETH LOOP,BELAIR ROAD,,,,,
58936019,2023-09-27T23:52:39.000,2023-09-28T00:39:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10304,68 CANAL STREET,CANAL STREET,BAY STREET,WRIGHT STREET,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T00:39:05.000,01 STATEN ISLAND,,STATEN ISLAND,963170,167584,ONLINE,Unspecified,STATEN ISLAND,40.6266308027576,-74.07594044427188,"{'latitude': '40.6266308027576', 'longitude': '-74.07594044427188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,BAY STREET,WRIGHT STREET,CANAL STREET,,,,,
58937174,2023-09-27T23:52:36.000,2023-09-28T00:23:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10453,MONTGOMERY AVENUE,MONTGOMERY AVENUE,MONTGOMERY AVENUE,POPHAM AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T00:23:15.000,05 BRONX,,BRONX,1007136,249445,PHONE,Unspecified,BRONX,40.85131421899506,-73.91727496581099,"{'latitude': '40.85131421899506', 'longitude': '-73.91727496581099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MONTGOMERY AVENUE,POPHAM AVENUE,,,,,,
58938621,2023-09-27T23:52:31.000,2023-09-28T01:40:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10452,1435 UNIVERSITY AVENUE,UNIVERSITY AVENUE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T01:41:00.000,04 BRONX,,BRONX,1005174,246677,ONLINE,Unspecified,BRONX,40.843721745138744,-73.92437555648263,"{'latitude': '40.843721745138744', 'longitude': '-73.92437555648263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,MERRIAM AVENUE,BOSCOBEL PLACE,UNIVERSITY AVENUE,,,,,
58938638,2023-09-27T23:51:32.000,2023-09-28T00:40:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11433,107-38 159 STREET,159 STREET,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:40:38.000,12 QUEENS,4101250033,QUEENS,1041234,192905,ONLINE,Unspecified,QUEENS,40.695972973618375,-73.79450216305685,"{'latitude': '40.695972973618375', 'longitude': '-73.79450216305685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,107 AVENUE,108 AVENUE,159 STREET,,,,,
58938273,2023-09-27T23:51:26.000,2023-09-28T01:31:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11103,32-12 46 STREET,46 STREET,BROADWAY,34 AVENUE,ADDRESS,ASTORIA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T01:31:07.000,01 QUEENS,,QUEENS,1007933,214852,MOBILE,Unspecified,QUEENS,40.75636389209108,-73.91451611125349,"{'latitude': '40.75636389209108', 'longitude': '-73.91451611125349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,34 AVENUE,46 STREET,,,,,
58942468,2023-09-27T23:51:25.000,2023-09-28T00:24:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10029,301 EAST   99 STREET,EAST   99 STREET,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T00:24:16.000,11 MANHATTAN,1016710001,MANHATTAN,999388,225654,ONLINE,Unspecified,MANHATTAN,40.7860313171124,-73.94533498305347,"{'latitude': '40.7860313171124', 'longitude': '-73.94533498305347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,2 AVENUE,1 AVENUE,EAST   99 STREET,,,,,
58941163,2023-09-27T23:51:21.000,2023-09-28T00:07:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10032,900 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T00:07:54.000,12 MANHATTAN,1021360167,MANHATTAN,999049,244634,MOBILE,Unspecified,MANHATTAN,40.83812669619484,-73.94651730320311,"{'latitude': '40.83812669619484', 'longitude': '-73.94651730320311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  161 STREET,WEST  162 STREET,RIVERSIDE DRIVE,,,,,
58937366,2023-09-27T23:50:54.000,2023-09-28T01:17:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11354,37-18 BOWNE STREET,BOWNE STREET,37 AVENUE,38 AVENUE,ADDRESS,FLUSHING,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T01:17:42.000,07 QUEENS,4050110029,QUEENS,1032668,217211,MOBILE,Unspecified,QUEENS,40.76273787864091,-73.82521821096665,"{'latitude': '40.76273787864091', 'longitude': '-73.82521821096665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,37 AVENUE,38 AVENUE,BOWNE STREET,,,,,
58937395,2023-09-27T23:50:51.000,2023-09-28T00:29:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11377,72 STREET,72 STREET,41 AVENUE,WOODSIDE AVENUE,BLOCKFACE,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T00:29:06.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,Street/Sidewalk,41 AVENUE,WOODSIDE AVENUE,,,,,,
58940044,2023-09-27T23:50:45.000,2023-10-01T18:48:21.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58936186,2023-09-27T23:50:45.000,2023-09-30T10:15:44.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58940179,2023-09-27T23:50:45.000,2023-10-01T18:48:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58941056,2023-09-27T23:50:45.000,2023-09-28T00:37:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11235,2665 EAST   18 STREET,EAST   18 STREET,JEROME AVENUE,VOORHIES AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T00:37:20.000,15 BROOKLYN,3074630056,BROOKLYN,997805,153061,MOBILE,Unspecified,BROOKLYN,40.58678285395388,-73.95119741793594,"{'latitude': '40.58678285395388', 'longitude': '-73.95119741793594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,JEROME AVENUE,VOORHIES AVENUE,EAST   18 STREET,,,,,
58941396,2023-09-27T23:50:45.000,2023-10-01T18:48:21.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58937436,2023-09-27T23:50:45.000,2023-10-01T18:48:20.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10453,1632 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,05 BRONX,2028770254,BRONX,1005841,248655,PHONE,Unspecified,BRONX,40.849149165409735,-73.92195848781175,"{'latitude': '40.849149165409735', 'longitude': '-73.92195848781175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58939055,2023-09-27T23:50:43.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11212,310 NEWPORT STREET,NEWPORT STREET,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,ADDRESS,BROOKLYN,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-11-24T15:51:06.000,16 BROOKLYN,3038450128,BROOKLYN,1011006,179801,PHONE,Unspecified,BROOKLYN,40.660148494883884,-73.90356339659445,"{'latitude': '40.660148494883884', 'longitude': '-73.90356339659445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,MOTHER GASTON BOULEVARD,CHRISTOPHER AVENUE,NEWPORT STREET,,,,,
58943950,2023-09-27T23:50:39.000,2023-10-03T13:16:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10019,328 WEST   49 STREET,WEST   49 STREET,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,04 MANHATTAN,1010390050,MANHATTAN,987601,216973,PHONE,Unspecified,MANHATTAN,40.76221657677796,-73.98790349035079,"{'latitude': '40.76221657677796', 'longitude': '-73.98790349035079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58938865,2023-09-27T23:50:31.000,2023-10-07T10:28:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,11377,72-10 41 AVENUE,41 AVENUE,,,ADDRESS,WOODSIDE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,04 QUEENS,4013120010,QUEENS,1013908,210718,ONLINE,Unspecified,QUEENS,40.74499909172425,-73.89296757512533,"{'latitude': '40.74499909172425', 'longitude': '-73.89296757512533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
