unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,facility_type,due_date,bbl,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough
58966459,2023-09-29T05:58:49.000,2023-09-29T06:55:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,819 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,EAST    6 STREET,EAST   10 STREET,EAST    6 STREET,EAST   10 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T06:55:19.000,03 MANHATTAN,MANHATTAN,991459,202825,ONLINE,Unspecified,MANHATTAN,40.723381545179556,-73.97399196557704,"{'latitude': '40.723381545179556', 'longitude': '-73.97399196557704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1003620010,FRANKLIN D ROOSEVELT DRIVE,,,,,,
59442810,2023-09-29T05:58:41.000,2023-10-18T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10453,1978 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST BURNSIDE AVENUE,WEST  179 STREET,WEST BURNSIDE AVENUE,WEST  179 STREET,ADDRESS,Closed,,2023-10-18T00:00:00.000,05 BRONX,BRONX,1008682,250583,PHONE,Unspecified,BRONX,40.854433546491066,-73.91168256285728,"{'latitude': '40.854433546491066', 'longitude': '-73.91168256285728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2028680127,UNIVERSITY AVENUE,,,,,,
58956612,2023-09-29T05:58:41.000,2023-11-20T12:17:37.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10468,2497 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-20T00:00:00.000,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2032130080,,,,,,,
58962721,2023-09-29T05:58:41.000,2023-11-20T12:17:37.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10468,2497 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-20T00:00:00.000,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2032130080,,,,,,,
58964400,2023-09-29T05:58:41.000,2023-11-20T12:17:37.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10468,2497 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-20T00:00:00.000,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2032130080,,,,,,,
58962811,2023-09-29T05:58:41.000,2023-11-20T12:17:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10468,2497 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-20T00:00:00.000,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2032130080,,,,,,,
58963311,2023-09-29T05:58:00.000,2023-10-02T11:38:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10306,282 LOCUST AVENUE,LOCUST AVENUE,CLAWSON STREET,HYLAN BOULEVARD,,,ADDRESS,Closed,The Department of Sanitation collected the E-waste.,2023-10-02T11:38:00.000,02 STATEN ISLAND,STATEN ISLAND,953948,148230,PHONE,Unspecified,STATEN ISLAND,40.57348129362201,-74.10907574004726,"{'latitude': '40.57348129362201', 'longitude': '-74.10907574004726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,,5036460035,,,,,,,
58967976,2023-09-29T05:56:39.000,2023-10-04T13:22:05.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11357,10-15 150 STREET,150 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-10-04T13:22:09.000,07 QUEENS,QUEENS,1035439,227951,ONLINE,Unspecified,QUEENS,40.79220067347506,-73.81513352115228,"{'latitude': '40.79220067347506', 'longitude': '-73.81513352115228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITESTONE,,,,150 STREET,,,,,,
58966724,2023-09-29T05:56:00.000,2023-09-29T07:20:00.000,DEP,Department of Environmental Protection,Sewer,Highway Flooding (SH),,,Belt Pkwy - Westbound,Belt Pkwy - Westbound,VZ Br (I-278) (Exit 3),4 Ave (Exit 2),,,BLOCKFACE,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-29T07:20:00.000,Unspecified BROOKLYN,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,
58966750,2023-09-29T05:56:00.000,2023-09-29T07:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11228,8405 10 AVENUE,10 AVENUE,84 ST,85 ST,,,ADDRESS,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-29T07:00:00.000,10 BROOKLYN,BROOKLYN,978862,164836,ONLINE,Unspecified,BROOKLYN,40.61911155905005,-74.01940801582049,"{'latitude': '40.61911155905005', 'longitude': '-74.01940801582049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,3060300008,,,,,,,
59439922,2023-09-29T05:55:39.000,,HPD,Department of Housing Preservation and Development,General,Cabinet,Apartment,10468,2497 GRAND AVENUE,GRAND AVENUE,WEST  188 STREET,WEST  190 STREET,WEST  188 STREET,WEST  190 STREET,ADDRESS,In Progress,,,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,GRAND AVENUE,,,,,,
59448526,2023-09-29T05:55:38.000,,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,10468,2497 GRAND AVENUE,GRAND AVENUE,WEST  188 STREET,WEST  190 STREET,WEST  188 STREET,WEST  190 STREET,ADDRESS,In Progress,,,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,GRAND AVENUE,,,,,,
59450252,2023-09-29T05:55:37.000,,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,10468,2497 GRAND AVENUE,GRAND AVENUE,WEST  188 STREET,WEST  190 STREET,WEST  188 STREET,WEST  190 STREET,ADDRESS,In Progress,,,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,GRAND AVENUE,,,,,,
59445284,2023-09-29T05:55:33.000,,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10468,2497 GRAND AVENUE,GRAND AVENUE,WEST  188 STREET,WEST  190 STREET,WEST  188 STREET,WEST  190 STREET,ADDRESS,In Progress,,,07 BRONX,BRONX,1011332,254209,PHONE,Unspecified,BRONX,40.86437809005707,-73.90208862996202,"{'latitude': '40.86437809005707', 'longitude': '-73.90208862996202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,GRAND AVENUE,,,,,,
58963293,2023-09-29T05:55:05.000,2023-09-29T06:32:36.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,2200 AQUEDUCT AVENUE,AQUEDUCT AVENUE,CLINTON PLACE,WEST  182 STREET,CLINTON PLACE,WEST  182 STREET,ADDRESS,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-29T06:32:42.000,05 BRONX,BRONX,1009707,251921,ONLINE,Unspecified,BRONX,40.858103058610766,-73.90797228726721,"{'latitude': '40.858103058610766', 'longitude': '-73.90797228726721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,AQUEDUCT AVENUE,,,,,,
58963350,2023-09-29T05:55:02.000,2023-09-29T07:13:33.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-29T07:13:37.000,Unspecified MANHATTAN,MANHATTAN,986088,211507,MOBILE,Unspecified,MANHATTAN,40.747214240254344,-73.99336664342263,"{'latitude': '40.747214240254344', 'longitude': '-73.99336664342263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,1,,Mezzanine,,,
58965550,2023-09-29T05:54:48.000,2023-09-29T10:05:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,39-27 22 STREET,22 STREET,39 AVENUE,40 AVENUE,39 AVENUE,40 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T10:05:40.000,01 QUEENS,QUEENS,1001020,214550,PHONE,Unspecified,QUEENS,40.755550793376656,-73.93946935768506,"{'latitude': '40.755550793376656', 'longitude': '-73.93946935768506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,,,4003930001,22 STREET,,,,,,
59449231,2023-09-29T05:54:47.000,2023-09-29T07:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Highway,Highway,,,,,,,,,Closed,,2023-09-29T07:20:00.000,Unspecified BROOKLYN,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,Belt Pkwy,West/Staten Island Bound,Verrazzano-Narrows Br (I-278) (Exit 3) - 4 Ave Ft Hamilton Pkwy (Exit 2),Roadway,,
58967035,2023-09-29T05:54:31.000,2023-09-29T10:03:07.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11356,121-11 SIXTH AVENUE,SIXTH AVENUE,COLLEGE PLACE,COLLEGE POINT BOULEVARD,COLLEGE PLACE,COLLEGE POINT BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T10:03:05.000,07 QUEENS,QUEENS,1026904,227745,MOBILE,Unspecified,QUEENS,40.791680577395695,-73.84595847939349,"{'latitude': '40.791680577395695', 'longitude': '-73.84595847939349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE POINT,,,,6 AVENUE,,,,,,
58963849,2023-09-29T05:53:50.000,2023-09-29T15:33:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10469,2536 COLDEN AVENUE,COLDEN AVENUE,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T15:33:30.000,11 BRONX,BRONX,1023069,253996,MOBILE,Unspecified,BRONX,40.8637496600636,-73.8596563624807,"{'latitude': '40.8637496600636', 'longitude': '-73.8596563624807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,COLDEN AVENUE,,,,,,
59445562,2023-09-29T05:53:35.000,2023-09-29T07:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11228,8405 10 AVENUE,10 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,Closed,,2023-09-29T07:00:00.000,10 BROOKLYN,BROOKLYN,978862,164836,ONLINE,Unspecified,BROOKLYN,40.61911155905005,-74.01940801582049,"{'latitude': '40.61911155905005', 'longitude': '-74.01940801582049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,10 AVENUE,,,,,,
58967069,2023-09-29T05:52:49.000,2023-09-29T06:23:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11222,28 BOX STREET,BOX STREET,COMMERCIAL STREET,MANHATTAN AVENUE,COMMERCIAL STREET,MANHATTAN AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T06:23:33.000,01 BROOKLYN,BROOKLYN,996520,207880,MOBILE,Unspecified,BROOKLYN,40.737250709166624,-73.95572409263063,"{'latitude': '40.737250709166624', 'longitude': '-73.95572409263063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,,,BOX STREET,,,,,,
58968039,2023-09-29T05:52:40.000,2023-09-29T10:07:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,121-11 SIXTH AVENUE,SIXTH AVENUE,COLLEGE PLACE,COLLEGE POINT BOULEVARD,COLLEGE PLACE,COLLEGE POINT BOULEVARD,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T10:07:34.000,07 QUEENS,QUEENS,1026904,227745,MOBILE,Unspecified,QUEENS,40.791680577395695,-73.84595847939349,"{'latitude': '40.791680577395695', 'longitude': '-73.84595847939349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE POINT,,,4039400088,6 AVENUE,,,,,,
58957305,2023-09-29T05:52:02.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10019,57 WEST   58 STREET,WEST   58 STREET,GRAND ARMY PLAZA,AVENUE OF THE AMERICAS,GRAND ARMY PLAZA,AVENUE OF THE AMERICAS,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T11:51:20.000,05 MANHATTAN,MANHATTAN,991029,217813,MOBILE,Unspecified,MANHATTAN,40.764520196364096,-73.97552817786556,"{'latitude': '40.764520196364096', 'longitude': '-73.97552817786556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,,1012747502,WEST   58 STREET,,,,,,
58965453,2023-09-29T05:51:41.000,2023-09-29T20:32:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-73 59 DRIVE,59 DRIVE,60 LANE,61 STREET,60 LANE,61 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T20:32:20.000,05 QUEENS,QUEENS,1010956,200796,MOBILE,Unspecified,QUEENS,40.71777505819323,-73.90366038690817,"{'latitude': '40.71777505819323', 'longitude': '-73.90366038690817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,,,,59 DRIVE,,,,,,
58968126,2023-09-29T05:49:37.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T17:45:06.000,Unspecified MANHATTAN,MANHATTAN,983213,203860,MOBILE,Unspecified,MANHATTAN,40.72622524566041,-74.00374136248857,"{'latitude': '40.72622524566041', 'longitude': '-74.00374136248857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,A,C E Uptown - Queens,Platform,,,
58958152,2023-09-29T05:49:20.000,2023-10-15T18:24:44.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10474,1321 SENECA AVENUE,SENECA AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-15T00:00:00.000,02 BRONX,BRONX,1015648,237688,PHONE,Unspecified,BRONX,40.81901851137442,-73.88656207139834,"{'latitude': '40.81901851137442', 'longitude': '-73.88656207139834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2027610142,,,,,,,
58965807,2023-09-29T05:49:20.000,2023-10-01T10:13:07.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10474,1321 SENECA AVENUE,SENECA AVENUE,,,,,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-01T00:00:00.000,02 BRONX,BRONX,1015648,237688,PHONE,Unspecified,BRONX,40.81901851137442,-73.88656207139834,"{'latitude': '40.81901851137442', 'longitude': '-73.88656207139834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2027610142,,,,,,,
58960907,2023-09-29T05:49:20.000,2023-09-29T06:16:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11411,115-04 220 STREET,220 STREET,115 AVENUE,115 ROAD,115 AVENUE,115 ROAD,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T06:16:42.000,13 QUEENS,QUEENS,1056987,194368,PHONE,Unspecified,QUEENS,40.69987309495521,-73.73767760730601,"{'latitude': '40.69987309495521', 'longitude': '-73.73767760730601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CAMBRIA HEIGHTS,,,,220 STREET,,,,,,
58966339,2023-09-29T05:49:08.000,2023-09-29T07:15:19.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10463,3045 GODWIN TERRACE,GODWIN TERRACE,KIMBERLY PLACE,WEST  231 STREET,KIMBERLY PLACE,WEST  231 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T07:15:17.000,08 BRONX,BRONX,1010169,259447,MOBILE,Unspecified,BRONX,40.87875827837968,-73.9062730360959,"{'latitude': '40.87875827837968', 'longitude': '-73.9062730360959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,2057030197,GODWIN TERRACE,,,,,,
