unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
58977491,2023-09-30T13:43:39.000,2023-10-20T17:22:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58975154,2023-09-30T13:43:39.000,2023-10-20T17:22:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58974487,2023-09-30T13:43:38.000,2023-09-30T18:40:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11379,62-52 65 STREET,65 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T18:40:04.000,05 QUEENS,4027720067,QUEENS,1012814,199505,MOBILE,Unspecified,QUEENS,40.71422577088958,-73.89696329466844,"{'latitude': '40.71422577088958', 'longitude': '-73.89696329466844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,METROPOLITAN AVENUE,62 AVENUE,METROPOLITAN AVENUE,65 STREET,,,,,,
58977545,2023-09-30T13:43:38.000,2023-10-22T11:27:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,253 EAST  181 STREET,EAST  181 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-22T00:00:00.000,05 BRONX,2031490118,BRONX,1011903,250519,PHONE,Unspecified,BRONX,40.854248384756666,-73.90003948073578,"{'latitude': '40.854248384756666', 'longitude': '-73.90003948073578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58975145,2023-09-30T13:43:38.000,2023-10-22T11:27:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,253 EAST  181 STREET,EAST  181 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-22T00:00:00.000,05 BRONX,2031490118,BRONX,1011903,250519,PHONE,Unspecified,BRONX,40.854248384756666,-73.90003948073578,"{'latitude': '40.854248384756666', 'longitude': '-73.90003948073578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58977581,2023-09-30T13:43:38.000,2023-10-22T11:27:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10457,253 EAST  181 STREET,EAST  181 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-22T00:00:00.000,05 BRONX,2031490118,BRONX,1011903,250519,PHONE,Unspecified,BRONX,40.854248384756666,-73.90003948073578,"{'latitude': '40.854248384756666', 'longitude': '-73.90003948073578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58976918,2023-09-30T13:43:26.000,2023-09-30T14:17:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11213,1198 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T14:17:12.000,08 BROOKLYN,3013820016,BROOKLYN,1001335,183739,PHONE,Unspecified,BROOKLYN,40.67098136974615,-73.93841057044929,"{'latitude': '40.67098136974615', 'longitude': '-73.93841057044929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ST JOHNS PLACE,,,,,,
58971068,2023-09-30T13:43:17.000,2023-09-30T14:06:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10027,2 WEST  125 STREET,WEST  125 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T14:06:12.000,10 MANHATTAN,1017220039,MANHATTAN,1000167,233115,ONLINE,Unspecified,MANHATTAN,40.80650836377572,-73.94250424329658,"{'latitude': '40.80650836377572', 'longitude': '-73.94250424329658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,WEST  125 STREET,,,,,,
58972347,2023-09-30T13:43:00.000,2023-09-30T14:03:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,42-25 LAYTON STREET,LAYTON STREET,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:03:27.000,04 QUEENS,4015080022,QUEENS,1016406,210460,ONLINE,Unspecified,QUEENS,40.744282216484834,-73.88395381445368,"{'latitude': '40.744282216484834', 'longitude': '-73.88395381445368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAXTER AVENUE,PETTIT AVENUE,BAXTER AVENUE,PETTIT AVENUE,LAYTON STREET,,,,,,
59441754,2023-09-30T13:42:59.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,In Progress,,,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PLACE,GRAND AVENUE,PARK PLACE,GRAND AVENUE,WASHINGTON AVENUE,,,,,,
59439719,2023-09-30T13:42:58.000,,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,In Progress,,,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PLACE,GRAND AVENUE,PARK PLACE,GRAND AVENUE,WASHINGTON AVENUE,,,,,,
59453228,2023-09-30T13:42:56.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11238,750 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,In Progress,,,08 BROOKLYN,3011660053,BROOKLYN,994432,185314,ONLINE,Unspecified,BROOKLYN,40.67531502123216,-73.96329269609444,"{'latitude': '40.67531502123216', 'longitude': '-73.96329269609444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PLACE,GRAND AVENUE,PARK PLACE,GRAND AVENUE,WASHINGTON AVENUE,,,,,,
58976876,2023-09-30T13:42:51.000,2023-09-30T14:21:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11230,1359 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T14:21:14.000,14 BROOKLYN,3067460074,BROOKLYN,995939,164052,ONLINE,Unspecified,BROOKLYN,40.61695356961603,-73.95789662774799,"{'latitude': '40.61695356961603', 'longitude': '-73.95789662774799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CEDAR STREET,AVENUE N,CEDAR STREET,AVENUE N,EAST   17 STREET,,,,,,
59446867,2023-09-30T13:42:27.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-01T00:00:00.000,12 MANHATTAN,1022230005,MANHATTAN,1006543,254798,PHONE,Unspecified,MANHATTAN,40.86600810878767,-73.9194006525354,"{'latitude': '40.86600810878767', 'longitude': '-73.9194006525354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,SHERMAN AVENUE,,,,,,
59460536,2023-09-30T13:42:26.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-06T00:00:00.000,12 MANHATTAN,1022230005,MANHATTAN,1006543,254798,PHONE,Unspecified,MANHATTAN,40.86600810878767,-73.9194006525354,"{'latitude': '40.86600810878767', 'longitude': '-73.9194006525354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,SHERMAN AVENUE,,,,,,
59455696,2023-09-30T13:42:22.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Toilet,Apartment,10034,241 SHERMAN AVENUE,SHERMAN AVENUE,ADDRESS,NEW YORK,Closed,,2023-10-06T00:00:00.000,12 MANHATTAN,1022230005,MANHATTAN,1006543,254798,PHONE,Unspecified,MANHATTAN,40.86600810878767,-73.9194006525354,"{'latitude': '40.86600810878767', 'longitude': '-73.9194006525354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,SHERMAN AVENUE,,,,,,
59436569,2023-09-30T13:42:15.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Cabinet,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59434919,2023-09-30T13:42:14.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59459167,2023-09-30T13:42:14.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59449485,2023-09-30T13:42:13.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59443072,2023-09-30T13:42:13.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59434887,2023-09-30T13:42:12.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
59438945,2023-09-30T13:42:08.000,2023-10-20T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11207,604 VAN SICLEN AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-20T00:00:00.000,05 BROOKLYN,3040870041,BROOKLYN,1015232,181519,PHONE,Unspecified,BROOKLYN,40.66485024288178,-73.88832375334968,"{'latitude': '40.66485024288178', 'longitude': '-73.88832375334968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIVONIA AVENUE,NEW LOTS AVENUE,LIVONIA AVENUE,NEW LOTS AVENUE,VAN SICLEN AVENUE,,,,,,
58971808,2023-09-30T13:41:55.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10010,423 EAST   23 STREET,EAST   23 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-30T16:08:47.000,06 MANHATTAN,1009550005,MANHATTAN,990406,207601,PHONE,Unspecified,MANHATTAN,40.736491292034465,-73.97778652236467,"{'latitude': '40.736491292034465', 'longitude': '-73.97778652236467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,ASSER LEVY PLACE,1 AVENUE,ASSER LEVY PLACE,EAST   23 STREET,,,,,,
58977680,2023-09-30T13:41:49.000,2023-10-04T12:24:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10465,2950 DEWEY AVENUE,DEWEY AVENUE,ADDRESS,BRONX,Closed,NYC Parks performed the work necessary to correct the condition.,2023-10-04T08:23:01.000,10 BRONX,2054440001,BRONX,1034556,239021,ONLINE,Unspecified,BRONX,40.822589769787044,-73.81823946758915,"{'latitude': '40.822589769787044', 'longitude': '-73.81823946758915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EDISON AVENUE,LOGAN AVENUE,EDISON AVENUE,LOGAN AVENUE,DEWEY AVENUE,,,,,,
58976591,2023-09-30T13:41:27.000,2023-10-03T13:01:30.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10305,149 GARFIELD AVENUE,GARFIELD AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-03T13:01:33.000,01 STATEN ISLAND,5030750051,STATEN ISLAND,965722,160101,ONLINE,Unspecified,STATEN ISLAND,40.60609722881247,-74.06672636447934,"{'latitude': '40.60609722881247', 'longitude': '-74.06672636447934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TOMPKINS AVENUE,FILLMORE PLACE,TOMPKINS AVENUE,FILLMORE PLACE,GARFIELD AVENUE,,,,,,
58975955,2023-09-30T13:41:17.000,2023-09-30T15:13:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1001 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T15:14:00.000,04 BRONX,2025120045,BRONX,1004203,242690,ONLINE,Unspecified,BRONX,40.832780838847206,-73.92789684704749,"{'latitude': '40.832780838847206', 'longitude': '-73.92789684704749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,WOODYCREST AVENUE,,,,,,
59449836,2023-09-30T13:41:14.000,2023-10-22T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10457,253 EAST  181 STREET,EAST  181 STREET,ADDRESS,BRONX,Closed,,2023-10-22T00:00:00.000,05 BRONX,2031490118,BRONX,1011903,250519,PHONE,Unspecified,BRONX,40.854248384756666,-73.90003948073578,"{'latitude': '40.854248384756666', 'longitude': '-73.90003948073578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RYER AVENUE,VALENTINE AVENUE,RYER AVENUE,VALENTINE AVENUE,EAST  181 STREET,,,,,,
58975628,2023-09-30T13:41:00.000,2023-10-06T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11692,57-17 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,ADDRESS,ARVERNE,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-06T11:00:00.000,14 QUEENS,,QUEENS,1043319,155060,ONLINE,Unspecified,QUEENS,40.59208324512612,-73.78731455406306,"{'latitude': '40.59208324512612', 'longitude': '-73.78731455406306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH 56 PL,BEACH 59 ST,,,,,,,,,
