unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,vehicle_type,taxi_company_borough,road_ramp
58910889,2023-09-24T06:50:19.000,2023-09-24T07:19:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,1834 BROWN STREET,BROWN STREET,GERRITSEN AVENUE,AVENUE S,GERRITSEN AVENUE,AVENUE S,ADDRESS,BROOKLYN,BROWN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T07:19:41.000,15 BROOKLYN,3068370019,BROOKLYN,1000611,160294,PHONE,Unspecified,BROOKLYN,40.606631240106566,-73.94107735544492,"{'latitude': '40.606631240106566', 'longitude': '-73.94107735544492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912617,2023-09-24T06:49:49.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11419,125-04 107 AVENUE,107 AVENUE,,,,,ADDRESS,SOUTH RICHMOND HILL,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,10 QUEENS,4096050002,QUEENS,1034716,189187,UNKNOWN,Unspecified,QUEENS,40.68580751212533,-73.81803539920567,"{'latitude': '40.68580751212533', 'longitude': '-73.81803539920567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58913303,2023-09-24T06:48:41.000,2023-09-24T07:15:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11426,89-02 250 STREET,250 STREET,88 ROAD,JERICHO TURNPIKE,88 ROAD,JERICHO TURNPIKE,ADDRESS,BELLEROSE,250 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T07:15:06.000,13 QUEENS,4086660024,QUEENS,1063185,204529,MOBILE,Unspecified,QUEENS,40.72770935246953,-73.71520583869129,"{'latitude': '40.72770935246953', 'longitude': '-73.71520583869129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912020,2023-09-24T06:48:34.000,2023-09-25T14:58:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10301,206 HAMILTON AVENUE,HAMILTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,01 STATEN ISLAND,5000320041,STATEN ISLAND,960897,174355,ONLINE,Unspecified,STATEN ISLAND,40.64521004783767,-74.0841523275717,"{'latitude': '40.64521004783767', 'longitude': '-74.0841523275717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913780,2023-09-24T06:48:34.000,2023-10-02T19:35:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10301,206 HAMILTON AVENUE,HAMILTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,01 STATEN ISLAND,5000320041,STATEN ISLAND,960897,174355,ONLINE,Unspecified,STATEN ISLAND,40.64521004783767,-74.0841523275717,"{'latitude': '40.64521004783767', 'longitude': '-74.0841523275717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914574,2023-09-24T06:48:34.000,2023-10-02T19:35:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10301,206 HAMILTON AVENUE,HAMILTON AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,01 STATEN ISLAND,5000320041,STATEN ISLAND,960897,174355,ONLINE,Unspecified,STATEN ISLAND,40.64521004783767,-74.0841523275717,"{'latitude': '40.64521004783767', 'longitude': '-74.0841523275717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915232,2023-09-24T06:48:01.000,2023-09-24T07:03:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11354,154-20 27 AVENUE,27 AVENUE,154 STREET,157 STREET,154 STREET,157 STREET,ADDRESS,FLUSHING,27 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T07:03:15.000,07 QUEENS,4048500015,QUEENS,1037043,221022,ONLINE,Unspecified,QUEENS,40.77317301743148,-73.80939522408094,"{'latitude': '40.77317301743148', 'longitude': '-73.80939522408094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912621,2023-09-24T06:48:00.000,2023-10-17T10:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Base Door,,11223,,,,,AVENUE S,EAST 8 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-17T10:35:00.000,15 BROOKLYN,,BROOKLYN,994271,158876,UNKNOWN,Unspecified,BROOKLYN,40.60274855710524,-73.96391238582537,"{'latitude': '40.60274855710524', 'longitude': '-73.96391238582537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58910192,2023-09-24T06:48:00.000,2023-09-19T10:48:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,11 ST E,,,,BLOCKFACE,,,Pending,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T10:48:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58914161,2023-09-24T06:47:38.000,2023-09-24T07:22:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11213,1512 PROSPECT PLACE,PROSPECT PLACE,ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T07:22:11.000,08 BROOKLYN,3013680031,BROOKLYN,1004653,184483,PHONE,Unspecified,BROOKLYN,40.67301645726768,-73.92644732112159,"{'latitude': '40.67301645726768', 'longitude': '-73.92644732112159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915108,2023-09-24T06:47:00.000,2023-09-19T10:44:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,FDR DR,FDR DR,11 ST E,,,,BLOCKFACE,,,Pending,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T10:44:00.000,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,,
58912096,2023-09-24T06:46:10.000,2023-09-30T10:50:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10039,700 ESPLANADE GDNS PLAZA,ESPLANADE GDNS PLAZA,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,10 MANHATTAN,1017440001,MANHATTAN,1001924,238226,PHONE,Unspecified,MANHATTAN,40.820533288941945,-73.93614411094367,"{'latitude': '40.820533288941945', 'longitude': '-73.93614411094367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914984,2023-09-24T06:45:38.000,2023-09-24T09:48:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,6802 BAY PARKWAY,BAY PARKWAY,68 STREET,WEST    9 STREET,68 STREET,WEST    9 STREET,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T09:48:04.000,11 BROOKLYN,3055800038,BROOKLYN,988900,162284,MOBILE,Unspecified,BROOKLYN,40.61210726531446,-73.98325207789046,"{'latitude': '40.61210726531446', 'longitude': '-73.98325207789046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914370,2023-09-24T06:45:37.000,2023-09-24T07:09:00.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11215,555 4 AVENUE,4 AVENUE,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T07:09:06.000,07 BROOKLYN,3010470003,BROOKLYN,986617,182097,MOBILE,Unspecified,BROOKLYN,40.666490615339626,-73.99146781662199,"{'latitude': '40.666490615339626', 'longitude': '-73.99146781662199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910965,2023-09-24T06:44:17.000,2023-09-24T07:58:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11360,16-33 BELL BOULEVARD,BELL BOULEVARD,16 AVENUE,18 AVENUE,16 AVENUE,18 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T07:58:53.000,07 QUEENS,4059480035,QUEENS,1045607,225398,ONLINE,Unspecified,QUEENS,40.78512864756921,-73.77843576885337,"{'latitude': '40.78512864756921', 'longitude': '-73.77843576885337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913415,2023-09-24T06:43:59.000,2023-09-24T09:17:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,2409 MATTHEWS AVENUE,MATTHEWS AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T09:17:12.000,11 BRONX,2044370051,BRONX,1022225,253228,PHONE,Unspecified,BRONX,40.86164540565619,-73.86271205066438,"{'latitude': '40.86164540565619', 'longitude': '-73.86271205066438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914157,2023-09-24T06:42:07.000,2023-09-24T09:04:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,713 AVENUE P,AVENUE P,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,ADDRESS,BROOKLYN,AVENUE P,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T09:04:27.000,12 BROOKLYN,3066140054,BROOKLYN,993677,161369,MOBILE,Unspecified,BROOKLYN,40.60959198404629,-73.96604801803227,"{'latitude': '40.60959198404629', 'longitude': '-73.96604801803227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912805,2023-09-24T06:40:25.000,2023-09-24T07:58:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,37-61 79 STREET,79 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,79 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T07:58:36.000,03 QUEENS,4012900047,QUEENS,1015553,212213,ONLINE,Unspecified,QUEENS,40.74909681794822,-73.88702400099824,"{'latitude': '40.74909681794822', 'longitude': '-73.88702400099824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914144,2023-09-24T06:39:45.000,2023-09-24T07:05:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2502 EAST   19 STREET,EAST   19 STREET,AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T07:05:11.000,15 BROOKLYN,3074390006,BROOKLYN,997889,154289,ONLINE,Unspecified,BROOKLYN,40.59015333949006,-73.95089251104693,"{'latitude': '40.59015333949006', 'longitude': '-73.95089251104693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910013,2023-09-24T06:39:45.000,2023-09-24T09:10:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,45 AVENUE O,AVENUE O,WEST   10 STREET,WEST    9 STREET,WEST   10 STREET,WEST    9 STREET,ADDRESS,BROOKLYN,AVENUE O,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T09:10:38.000,11 BROOKLYN,3065750035,BROOKLYN,988840,161618,MOBILE,Unspecified,BROOKLYN,40.610279263617436,-73.98346863279576,"{'latitude': '40.610279263617436', 'longitude': '-73.98346863279576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911197,2023-09-24T06:39:43.000,2023-10-01T13:04:01.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10014,107 CHRISTOPHER STREET,CHRISTOPHER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,02 MANHATTAN,1006190039,MANHATTAN,982877,206436,PHONE,Unspecified,MANHATTAN,40.73329568998939,-74.00495413284982,"{'latitude': '40.73329568998939', 'longitude': '-74.00495413284982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913753,2023-09-24T06:39:43.000,2023-10-01T13:04:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10014,107 CHRISTOPHER STREET,CHRISTOPHER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,02 MANHATTAN,1006190039,MANHATTAN,982877,206436,PHONE,Unspecified,MANHATTAN,40.73329568998939,-74.00495413284982,"{'latitude': '40.73329568998939', 'longitude': '-74.00495413284982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911276,2023-09-24T06:39:42.000,2023-10-01T13:04:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10014,107 CHRISTOPHER STREET,CHRISTOPHER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,02 MANHATTAN,1006190039,MANHATTAN,982877,206436,PHONE,Unspecified,MANHATTAN,40.73329568998939,-74.00495413284982,"{'latitude': '40.73329568998939', 'longitude': '-74.00495413284982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914921,2023-09-24T06:39:36.000,2023-09-24T07:13:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,66-37 WETHEROLE STREET,WETHEROLE STREET,66 AVENUE,67 AVENUE,66 AVENUE,67 AVENUE,ADDRESS,REGO PARK,WETHEROLE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T07:13:31.000,06 QUEENS,4031570154,QUEENS,1024135,203542,ONLINE,Unspecified,QUEENS,40.72526255548812,-73.85610206915734,"{'latitude': '40.72526255548812', 'longitude': '-73.85610206915734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911718,2023-09-24T06:39:34.000,2023-09-24T08:27:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11378,72-47 52 AVENUE,52 AVENUE,DEAD END,73 STREET,DEAD END,73 STREET,ADDRESS,MASPETH,52 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T08:27:12.000,05 QUEENS,4024850061,QUEENS,1014565,206646,PHONE,Unspecified,QUEENS,40.73382024330727,-73.89061488814521,"{'latitude': '40.73382024330727', 'longitude': '-73.89061488814521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913812,2023-09-24T06:39:32.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11231,539 COURT STREET,COURT STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,06 BROOKLYN,3004790009,BROOKLYN,984334,184999,ONLINE,Unspecified,BROOKLYN,40.67445627234466,-73.99969717405858,"{'latitude': '40.67445627234466', 'longitude': '-73.99969717405858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913364,2023-09-24T06:39:18.000,2023-09-24T07:54:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11214,8101 18 AVENUE,18 AVENUE,81 STREET,82 STREET,81 STREET,82 STREET,ADDRESS,BROOKLYN,18 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T07:54:36.000,11 BROOKLYN,3062960001,BROOKLYN,984380,161465,MOBILE,Unspecified,BROOKLYN,40.60986049789185,-73.99953179428257,"{'latitude': '40.60986049789185', 'longitude': '-73.99953179428257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
