unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,bridge_highway_direction,road_ramp
58899958,2023-09-21T10:04:26.000,2023-09-22T11:40:46.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11413,135-06 230 STREET,230 STREET,135 AVENUE,137 AVENUE,135 AVENUE,137 AVENUE,ADDRESS,SPRINGFIELD GARDENS,230 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-22T11:40:45.000,13 QUEENS,4131630041,QUEENS,1055917,184995,ONLINE,Unspecified,QUEENS,40.67415520039522,-73.74163618762591,"{'latitude': '40.67415520039522', 'longitude': '-73.74163618762591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888264,2023-09-21T10:04:21.000,2023-09-21T10:20:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1041 NELSON AVENUE,NELSON AVENUE,WEST  164 STREET,WEST  165 STREET,WEST  164 STREET,WEST  165 STREET,ADDRESS,BRONX,NELSON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:20:26.000,04 BRONX,2025120015,BRONX,1004134,243003,ONLINE,Unspecified,BRONX,40.83364008903812,-73.92814526096437,"{'latitude': '40.83364008903812', 'longitude': '-73.92814526096437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891667,2023-09-21T10:04:12.000,2023-10-04T06:52:48.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,11411,115 ROAD,115 ROAD,115 ROAD,NASHVILLE BOULEVARD,115 ROAD,NASHVILLE BOULEVARD,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T12:06:49.000,13 QUEENS,,QUEENS,1055434,194330,ONLINE,Unspecified,QUEENS,40.699781423020085,-73.7432787942065,"{'latitude': '40.699781423020085', 'longitude': '-73.7432787942065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890329,2023-09-21T10:03:58.000,2023-09-21T10:14:58.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11230,379 WEBSTER AVENUE,WEBSTER AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,WEBSTER AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T10:15:02.000,14 BROOKLYN,3054180043,BROOKLYN,993133,170332,MOBILE,Unspecified,BROOKLYN,40.63419410859662,-73.9679954767374,"{'latitude': '40.63419410859662', 'longitude': '-73.9679954767374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58890258,2023-09-21T10:03:57.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T20:55:05.000,Unspecified BRONX,,BRONX,1010797,235168,ONLINE,Unspecified,BRONX,40.812117731364886,-73.90409821625235,"{'latitude': '40.812117731364886', 'longitude': '-73.90409821625235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,Platform,,,,6 to Manhattan,
58881448,2023-09-21T10:03:55.000,2023-09-21T10:29:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10025,633 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:29:26.000,09 MANHATTAN,1018960052,MANHATTAN,993692,233646,MOBILE,Unspecified,MANHATTAN,40.80797510431966,-73.96589263851523,"{'latitude': '40.80797510431966', 'longitude': '-73.96589263851523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887538,2023-09-21T10:03:00.000,2023-09-25T11:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10306,20 COLFAX AVENUE,COLFAX AVENUE,RICHMOND ROAD,LISBON PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-25T11:12:00.000,02 STATEN ISLAND,5035780020,STATEN ISLAND,953527,151122,PHONE,Unspecified,STATEN ISLAND,40.581417809323625,-74.11060432350503,"{'latitude': '40.581417809323625', 'longitude': '-74.11060432350503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891632,2023-09-21T10:02:37.000,2023-09-21T10:02:37.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11237,180 NOLL STREET,NOLL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,04 BROOKLYN,3031550014,BROOKLYN,1003617,195743,UNKNOWN,Unspecified,BROOKLYN,40.703924888069885,-73.9301497242385,"{'latitude': '40.703924888069885', 'longitude': '-73.9301497242385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884029,2023-09-21T10:02:34.000,2023-09-21T10:28:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,111 8 AVENUE,8 AVENUE,PRESIDENT STREET,CARROLL STREET,PRESIDENT STREET,CARROLL STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:28:07.000,06 BROOKLYN,3010680004,BROOKLYN,991564,184278,ONLINE,Unspecified,BROOKLYN,40.67247426837155,-73.97363329584172,"{'latitude': '40.67247426837155', 'longitude': '-73.97363329584172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883020,2023-09-21T10:02:21.000,2023-09-21T10:47:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,2020 KINGS HIGHWAY,KINGS HIGHWAY,OCEAN AVENUE,AVENUE P,OCEAN AVENUE,AVENUE P,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:47:07.000,15 BROOKLYN,3067830010,BROOKLYN,997304,161827,ONLINE,Unspecified,BROOKLYN,40.61084449886981,-73.95298424755036,"{'latitude': '40.61084449886981', 'longitude': '-73.95298424755036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887752,2023-09-21T10:02:19.000,2023-09-26T19:47:15.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,10462,1871 WHITE PLAINS ROAD,WHITE PLAINS ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-26T19:47:18.000,11 BRONX,2040490042,BRONX,1021139,247781,PHONE,Unspecified,BRONX,40.84669963535313,-73.86666814591258,"{'latitude': '40.84669963535313', 'longitude': '-73.86666814591258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881868,2023-09-21T10:02:16.000,2023-09-22T13:24:30.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,18 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,14 BROOKLYN,3050620043,BROOKLYN,995159,177506,PHONE,Unspecified,BROOKLYN,40.65388292872775,-73.9606844099776,"{'latitude': '40.65388292872775', 'longitude': '-73.9606844099776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883246,2023-09-21T10:02:16.000,2023-09-22T13:24:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11226,18 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,14 BROOKLYN,3050620043,BROOKLYN,995159,177506,PHONE,Unspecified,BROOKLYN,40.65388292872775,-73.9606844099776,"{'latitude': '40.65388292872775', 'longitude': '-73.9606844099776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888552,2023-09-21T10:02:16.000,2023-09-22T13:24:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,18 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,14 BROOKLYN,3050620043,BROOKLYN,995159,177506,PHONE,Unspecified,BROOKLYN,40.65388292872775,-73.9606844099776,"{'latitude': '40.65388292872775', 'longitude': '-73.9606844099776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58888499,2023-09-21T10:02:16.000,2023-09-22T13:24:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,18 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,14 BROOKLYN,3050620043,BROOKLYN,995159,177506,PHONE,Unspecified,BROOKLYN,40.65388292872775,-73.9606844099776,"{'latitude': '40.65388292872775', 'longitude': '-73.9606844099776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883301,2023-09-21T10:02:15.000,2023-09-22T13:24:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,18 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,14 BROOKLYN,3050620043,BROOKLYN,995159,177506,PHONE,Unspecified,BROOKLYN,40.65388292872775,-73.9606844099776,"{'latitude': '40.65388292872775', 'longitude': '-73.9606844099776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58889808,2023-09-21T10:02:15.000,2023-09-22T13:24:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,11226,18 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,14 BROOKLYN,3050620043,BROOKLYN,995159,177506,PHONE,Unspecified,BROOKLYN,40.65388292872775,-73.9606844099776,"{'latitude': '40.65388292872775', 'longitude': '-73.9606844099776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886291,2023-09-21T10:02:11.000,2023-09-21T14:19:00.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11201,24 ELM PLACE,ELM PLACE,FULTON STREET,LIVINGSTON STREET,FULTON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,ELM PLACE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-21T14:19:05.000,02 BROOKLYN,3001577501,BROOKLYN,988536,190469,ONLINE,Unspecified,BROOKLYN,40.68946914074636,-73.98454518784537,"{'latitude': '40.68946914074636', 'longitude': '-73.98454518784537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58887284,2023-09-21T10:02:10.000,2023-09-25T12:35:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10461,BALCOM AVENUE,BALCOM AVENUE,LATTING STREET,WATERBURY AVENUE,,,BLOCKFACE,BRONX,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-25T12:35:00.000,10 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,N/A,,,
58881885,2023-09-21T10:02:05.000,2023-09-22T16:41:22.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886518,2023-09-21T10:01:55.000,2023-11-01T04:05:10.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Business,10011,151 WEST   19 STREET,WEST   19 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   19 STREET,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-11-01T04:05:16.000,04 MANHATTAN,1007950012,MANHATTAN,985350,209264,PHONE,Unspecified,MANHATTAN,40.741057888666745,-73.99603045810285,"{'latitude': '40.741057888666745', 'longitude': '-73.99603045810285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881567,2023-09-21T10:01:47.000,2023-09-21T10:48:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11201,85 ADAMS STREET,ADAMS STREET,FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,ADDRESS,BROOKLYN,ADAMS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T10:48:24.000,02 BROOKLYN,3000527501,BROOKLYN,987412,194967,PHONE,Unspecified,BROOKLYN,40.70181557936636,-73.98859608814186,"{'latitude': '40.70181557936636', 'longitude': '-73.98859608814186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58886397,2023-09-21T10:01:45.000,2023-09-21T10:13:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11368,100-02 SPRUCE STREET,SPRUCE STREET,100 STREET,102 STREET,100 STREET,102 STREET,ADDRESS,CORONA,SPRUCE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T10:13:20.000,04 QUEENS,4016090014,QUEENS,1021601,212293,MOBILE,Unspecified,QUEENS,40.7492929195999,-73.86519568552332,"{'latitude': '40.7492929195999', 'longitude': '-73.86519568552332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881398,2023-09-21T10:01:40.000,2023-09-21T10:42:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11210,2635 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T10:42:57.000,18 BROOKLYN,3076480016,BROOKLYN,999333,165332,PHONE,Unspecified,BROOKLYN,40.620461775273064,-73.94566870071728,"{'latitude': '40.620461775273064', 'longitude': '-73.94566870071728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58883744,2023-09-21T10:01:36.000,2023-10-10T10:36:15.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10035,55 EAST  118 STREET,EAST  118 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST  118 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T13:51:41.000,11 MANHATTAN,1017450024,MANHATTAN,999929,231137,ONLINE,Unspecified,MANHATTAN,40.80107972385523,-73.94336857138981,"{'latitude': '40.80107972385523', 'longitude': '-73.94336857138981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58884561,2023-09-21T10:01:14.000,2023-09-26T17:00:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10001,128 WEST   30 STREET,WEST   30 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,05 MANHATTAN,1008057501,MANHATTAN,986850,211679,PHONE,Unspecified,MANHATTAN,40.74768614581407,-73.99061651290191,"{'latitude': '40.74768614581407', 'longitude': '-73.99061651290191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
