unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,vehicle_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58887519,2023-09-21T13:09:07.000,2023-09-25T07:34:33.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11216,182 MACON STREET,MACON STREET,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,MACON STREET,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-25T07:34:36.000,03 BROOKLYN,3018510036,BROOKLYN,999760,187647,PHONE,Unspecified,BROOKLYN,40.68171084540228,-73.94407926638748,"{'latitude': '40.68171084540228', 'longitude': '-73.94407926638748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891246,2023-09-21T13:09:03.000,2023-09-21T13:23:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11106,34-21 34 STREET,34 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,ASTORIA,34 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:23:06.000,01 QUEENS,4006420021,QUEENS,1004970,215479,PHONE,Unspecified,QUEENS,40.758092286462976,-73.92520913443245,"{'latitude': '40.758092286462976', 'longitude': '-73.92520913443245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884677,2023-09-21T13:09:00.000,2023-09-21T13:17:15.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T13:17:19.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890724,2023-09-21T13:08:51.000,2023-09-21T14:03:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11222,96 LOMBARDY STREET,LOMBARDY STREET,VANDERVOORT AVENUE,PORTER AVENUE,VANDERVOORT AVENUE,PORTER AVENUE,ADDRESS,BROOKLYN,LOMBARDY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T14:03:30.000,01 BROOKLYN,3028360011,BROOKLYN,1001763,202570,MOBILE,Unspecified,BROOKLYN,40.72266723395809,-73.93681871858112,"{'latitude': '40.72266723395809', 'longitude': '-73.93681871858112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888762,2023-09-21T13:08:50.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11218,868 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,DITMAS AVENUE,18 AVENUE,DITMAS AVENUE,18 AVENUE,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,In Progress,,,12 BROOKLYN,3054030016,BROOKLYN,993154,171062,PHONE,Unspecified,BROOKLYN,40.63619778217848,-73.96791885269367,"{'latitude': '40.63619778217848', 'longitude': '-73.96791885269367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890064,2023-09-21T13:08:40.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11377,47-82 61 STREET,61 STREET,47 AVENUE,BROOKLYN QUEENS EXPRESSWAY EN SB,47 AVENUE,BROOKLYN QUEENS EXPRESSWAY EN SB,ADDRESS,WOODSIDE,61 STREET,In Progress,,,02 QUEENS,,QUEENS,1011058,208750,ONLINE,Unspecified,QUEENS,40.73960652454764,-73.90326074299455,"{'latitude': '40.73960652454764', 'longitude': '-73.90326074299455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885416,2023-09-21T13:08:21.000,2023-09-21T13:32:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11418,91-58 117 STREET,117 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,RICHMOND HILL,117 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T13:32:39.000,09 QUEENS,4093480034,QUEENS,1031358,192314,ONLINE,Unspecified,QUEENS,40.69440890027352,-73.83012139904504,"{'latitude': '40.69440890027352', 'longitude': '-73.83012139904504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891520,2023-09-21T13:08:03.000,2023-09-28T11:31:20.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10017,295 MADISON AVENUE,MADISON AVENUE,EAST   40 STREET,EAST   41 STREET,EAST   40 STREET,EAST   41 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-28T11:31:23.000,05 MANHATTAN,1012750050,MANHATTAN,989829,213250,ONLINE,Unspecified,MANHATTAN,40.751996766736994,-73.97986389906207,"{'latitude': '40.751996766736994', 'longitude': '-73.97986389906207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886298,2023-09-21T13:08:03.000,2023-09-21T13:34:34.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10017,295 MADISON AVENUE,MADISON AVENUE,EAST   40 STREET,EAST   41 STREET,EAST   40 STREET,EAST   41 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T13:34:39.000,05 MANHATTAN,1012750050,MANHATTAN,989829,213250,ONLINE,Unspecified,MANHATTAN,40.751996766736994,-73.97986389906207,"{'latitude': '40.751996766736994', 'longitude': '-73.97986389906207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885295,2023-09-21T13:08:02.000,2023-09-21T19:29:37.000,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,11214,8685 BAY PARKWAY,BAY PARKWAY,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T19:29:42.000,11 BROOKLYN,3064150040,BROOKLYN,985404,157863,ONLINE,Unspecified,BROOKLYN,40.59997366837429,-73.99584438929942,"{'latitude': '40.59997366837429', 'longitude': '-73.99584438929942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881934,2023-09-21T13:07:48.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10453,2201 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,05 BRONX,2031860030,BRONX,1010817,251328,PHONE,Unspecified,BRONX,40.85647218162993,-73.90396196201236,"{'latitude': '40.85647218162993', 'longitude': '-73.90396196201236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885989,2023-09-21T13:07:47.000,2023-09-21T13:16:57.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T13:17:01.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882594,2023-09-21T13:07:42.000,2023-09-22T12:12:30.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,11428,92-45 219 STREET,219 STREET,92 AVENUE,93 AVENUE,92 AVENUE,93 AVENUE,ADDRESS,QUEENS VILLAGE,219 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T12:12:34.000,13 QUEENS,4107030072,QUEENS,1056628,202878,ONLINE,Unspecified,QUEENS,40.723233860957215,-73.73888082894157,"{'latitude': '40.723233860957215', 'longitude': '-73.73888082894157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891196,2023-09-21T13:07:38.000,2023-09-21T13:17:43.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T13:17:49.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890979,2023-09-21T13:07:33.000,2023-09-25T21:39:39.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11207,554 WILSON AVENUE,WILSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,04 BROOKLYN,3034170025,BROOKLYN,1009572,191041,PHONE,Unspecified,BROOKLYN,40.69100396223151,-73.90868972688655,"{'latitude': '40.69100396223151', 'longitude': '-73.90868972688655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891311,2023-09-21T13:07:29.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11362,242-17 51 AVENUE,51 AVENUE,DOUGLASTON PARKWAY,REDFIELD STREET,DOUGLASTON PARKWAY,REDFIELD STREET,ADDRESS,LITTLE NECK,51 AVENUE,In Progress,,,11 QUEENS,4081870059,QUEENS,1055966,216388,PHONE,Unspecified,QUEENS,40.760320674598155,-73.74112508116515,"{'latitude': '40.760320674598155', 'longitude': '-73.74112508116515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886373,2023-09-21T13:07:25.000,2023-10-04T07:50:45.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11361,211-23 35 AVENUE,35 AVENUE,211 STREET,212 STREET,211 STREET,212 STREET,ADDRESS,BAYSIDE,35 AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-22T12:14:41.000,11 QUEENS,4061110034,QUEENS,1046288,219354,ONLINE,Unspecified,QUEENS,40.768534758558566,-73.77603244547797,"{'latitude': '40.768534758558566', 'longitude': '-73.77603244547797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890644,2023-09-21T13:07:21.000,2023-09-21T13:39:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10040,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T13:39:46.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891613,2023-09-21T13:07:15.000,2023-09-21T19:06:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,601 WEST  227 STREET,WEST  227 STREET,ARLINGTON AVENUE,FAIRFIELD AVENUE,ARLINGTON AVENUE,FAIRFIELD AVENUE,ADDRESS,BRONX,WEST  227 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T19:06:58.000,08 BRONX,2057310836,BRONX,1007625,259989,MOBILE,Unspecified,BRONX,40.88025300394023,-73.9154706216212,"{'latitude': '40.88025300394023', 'longitude': '-73.9154706216212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883470,2023-09-21T13:07:10.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,1-2 Family Dwelling,11004,83-43 261 STREET,261 STREET,83 AVENUE,HILLSIDE AVENUE,83 AVENUE,HILLSIDE AVENUE,ADDRESS,GLEN OAKS,261 STREET,In Progress,,,13 QUEENS,4087730013,QUEENS,1065231,208477,ONLINE,Unspecified,QUEENS,40.73852708734027,-73.70777649238258,"{'latitude': '40.73852708734027', 'longitude': '-73.70777649238258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887394,2023-09-21T13:07:05.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11216,170 NEW YORK AVENUE,NEW YORK AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,NEW YORK AVENUE,In Progress,,,08 BROOKLYN,3012270044,BROOKLYN,998870,185015,PHONE,Unspecified,BROOKLYN,40.67448811670077,-73.94729383756261,"{'latitude': '40.67448811670077', 'longitude': '-73.94729383756261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889476,2023-09-21T13:06:45.000,2023-09-21T14:03:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11222,96 LOMBARDY STREET,LOMBARDY STREET,VANDERVOORT AVENUE,PORTER AVENUE,VANDERVOORT AVENUE,PORTER AVENUE,ADDRESS,BROOKLYN,LOMBARDY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T14:03:27.000,01 BROOKLYN,3028360011,BROOKLYN,1001763,202570,MOBILE,Unspecified,BROOKLYN,40.72266723395809,-73.93681871858112,"{'latitude': '40.72266723395809', 'longitude': '-73.93681871858112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883810,2023-09-21T13:06:43.000,2023-09-21T15:01:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11215,PROSPECT PARK WEST,PROSPECT PARK WEST,PROSPECT PARK WEST,WINDSOR PLACE,PROSPECT PARK WEST,WINDSOR PLACE,INTERSECTION,,,Closed,N/A,2023-09-21T15:01:33.000,07 BROOKLYN,,BROOKLYN,989556,179658,PHONE,Unspecified,BROOKLYN,40.65979482661043,-73.9808756987022,"{'latitude': '40.65979482661043', 'longitude': '-73.9808756987022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888401,2023-09-21T13:06:31.000,2023-09-21T13:13:49.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-44 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-21T13:13:54.000,06 QUEENS,4031690031,QUEENS,1024703,203258,ONLINE,Unspecified,QUEENS,40.72448046621805,-73.85405453785015,"{'latitude': '40.72448046621805', 'longitude': '-73.85405453785015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889004,2023-09-21T13:06:17.000,2023-09-21T13:17:36.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11385,60-43 67 AVENUE,67 AVENUE,60 PLACE,60 LANE,60 PLACE,60 LANE,ADDRESS,RIDGEWOOD,67 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-21T13:17:42.000,05 QUEENS,4035110055,QUEENS,1012305,196189,MOBILE,Unspecified,QUEENS,40.70512577194018,-73.89881318652989,"{'latitude': '40.70512577194018', 'longitude': '-73.89881318652989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886121,2023-09-21T13:05:47.000,2023-09-21T13:05:47.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,10304,185 PARK HILL AVENUE,PARK HILL AVENUE,OSGOOD AVENUE,SOBEL COURT,OSGOOD AVENUE,SOBEL COURT,ADDRESS,STATEN ISLAND,PARK HILL AVENUE,Closed,An inspection of the property was conducted and it passed with minor violations found.,2023-09-21T13:05:47.000,01 STATEN ISLAND,5029220150,STATEN ISLAND,961374,163026,PHONE,Unspecified,STATEN ISLAND,40.61411559192989,-74.08239506383015,"{'latitude': '40.61411559192989', 'longitude': '-74.08239506383015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886326,2023-09-21T13:05:39.000,2023-09-22T14:59:25.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,11368,39-06 108 STREET,108 STREET,39 AVENUE,ROOSEVELT AVENUE,39 AVENUE,ROOSEVELT AVENUE,ADDRESS,CORONA,108 STREET,Closed,The Department of Sanitation removed the items.,2023-09-22T12:53:52.000,03 QUEENS,4017767501,QUEENS,1023286,213052,ONLINE,Unspecified,QUEENS,40.75136890245101,-73.85910991939181,"{'latitude': '40.75136890245101', 'longitude': '-73.85910991939181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888642,2023-09-21T13:05:37.000,2023-09-21T13:16:38.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T13:16:44.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
