unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_company_borough
58797076,2023-09-12T08:34:05.000,2023-09-13T13:32:38.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,11434,115-07 MERRICK BOULEVARD,MERRICK BOULEVARD,ADDRESS,JAMAICA,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T13:32:43.000,12 QUEENS,4124020027,QUEENS,1045899,190622,PHONE,Unspecified,QUEENS,40.689675418821295,-73.77770002804654,"{'latitude': '40.689675418821295', 'longitude': '-73.77770002804654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,MERRICK BOULEVARD,,,,,,,,
58795151,2023-09-12T08:33:57.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11211,260 POWERS STREET,POWERS STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T00:00:00.000,01 BROOKLYN,3029220003,BROOKLYN,1000746,198966,UNKNOWN,Unspecified,BROOKLYN,40.712777076277206,-73.94049655901442,"{'latitude': '40.712777076277206', 'longitude': '-73.94049655901442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58793268,2023-09-12T08:33:57.000,2023-09-12T08:33:57.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,,GREEN STREET,GREEN STREET,ADDRESS,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-12T00:00:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,N/A,,,,,,,
58793738,2023-09-12T08:33:56.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,901 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-02T00:00:00.000,04 BRONX,2024760091,BRONX,1005389,240950,UNKNOWN,Unspecified,BRONX,40.82800228039951,-73.92361654340769,"{'latitude': '40.82800228039951', 'longitude': '-73.92361654340769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58795754,2023-09-12T08:33:55.000,2023-09-12T10:08:24.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11691,535 BRIAR PLACE,BRIAR PLACE,ADDRESS,FAR ROCKAWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T10:08:29.000,14 QUEENS,4157720031,QUEENS,1051396,157710,MOBILE,Unspecified,QUEENS,40.59929942545252,-73.75820608958,"{'latitude': '40.59929942545252', 'longitude': '-73.75820608958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLIER AVENUE,BROOKHAVEN AVENUE,COLLIER AVENUE,BROOKHAVEN AVENUE,BRIAR PLACE,,,,,,,,
58789662,2023-09-12T08:33:49.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Temperature,Mobile Food Vendor,10301,1 BAY STREET,BAY STREET,ADDRESS,STATEN ISLAND,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-13T07:52:07.000,01 STATEN ISLAND,5000020001,STATEN ISLAND,964050,173814,MOBILE,Unspecified,STATEN ISLAND,40.64373287259008,-74.07278890585648,"{'latitude': '40.64373287259008', 'longitude': '-74.07278890585648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SI FERRY TRML PEDESTRIAN OVPS,DEAD END,SI FERRY TRML PEDESTRIAN OVPS,DEAD END,BAY STREET,,,,,,,,
58791725,2023-09-12T08:33:19.000,2023-09-12T09:02:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11216,BEDFORD AVENUE,BEDFORD AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T09:02:28.000,03 BROOKLYN,,BROOKLYN,997229,186961,PHONE,Unspecified,BROOKLYN,40.67983200444963,-73.95320601298964,"{'latitude': '40.67983200444963', 'longitude': '-73.95320601298964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,HERKIMER STREET,BEDFORD AVENUE,HERKIMER STREET,,,,,,,,,
58791305,2023-09-12T08:33:15.000,2023-09-15T10:49:18.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11411,221-40 114 AVENUE,114 AVENUE,ADDRESS,CAMBRIA HEIGHTS,Closed,The Department of Sanitation collected the requested items.,2023-09-12T21:35:48.000,13 QUEENS,4112400058,QUEENS,1057465,195075,ONLINE,Unspecified,QUEENS,40.70180969385404,-73.735946048358,"{'latitude': '40.70180969385404', 'longitude': '-73.735946048358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",221 STREET,223 STREET,221 STREET,223 STREET,114 AVENUE,,,,,,,,
58791681,2023-09-12T08:33:09.000,2023-09-12T09:01:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10019,853 12 AVENUE,12 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T09:01:28.000,04 MANHATTAN,1011090025,MANHATTAN,986022,220766,MOBILE,Unspecified,MANHATTAN,40.772627835661574,-73.99360239744527,"{'latitude': '40.772627835661574', 'longitude': '-73.99360239744527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   58 STREET,WEST   59 STREET,WEST   58 STREET,WEST   59 STREET,12 AVENUE,,,,,,,,
58794674,2023-09-12T08:33:00.000,2023-09-12T08:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10029,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-12T08:45:00.000,11 MANHATTAN,,MANHATTAN,998671,226050,UNKNOWN,Unspecified,MANHATTAN,40.78711943010513,-73.94792329976002,"{'latitude': '40.78711943010513', 'longitude': '-73.94792329976002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,3 AVENUE,EAST 99 STREET,,N/A,,,,,,,
58790934,2023-09-12T08:32:59.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11217,116 6 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-14T15:30:51.000,06 BROOKLYN,3009410030,BROOKLYN,990955,186513,ONLINE,Unspecified,BROOKLYN,40.678609321764746,-73.97582649513845,"{'latitude': '40.678609321764746', 'longitude': '-73.97582649513845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK PLACE,STERLING PLACE,PARK PLACE,STERLING PLACE,6 AVENUE,,,,,,,,
58795495,2023-09-12T08:32:50.000,2023-09-12T08:37:13.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10010,2430 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T08:37:18.000,06 MANHATTAN,1009910050,MANHATTAN,991243,207312,ONLINE,Unspecified,MANHATTAN,40.735697436244294,-73.97476656938484,"{'latitude': '40.735697436244294', 'longitude': '-73.97476656938484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   23 STREET,EAST   25 STREET PEDESTRIAN OVPS,EAST   23 STREET,EAST   25 STREET PEDESTRIAN OVPS,FRANKLIN D ROOSEVELT DRIVE,,,,,,,,
58792416,2023-09-12T08:32:46.000,2023-09-12T08:32:46.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,10032,542 WEST  162 STREET,WEST  162 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-12T08:32:46.000,12 MANHATTAN,1021200017,MANHATTAN,1000548,244060,PHONE,Unspecified,MANHATTAN,40.836548593723215,-73.94110140361393,"{'latitude': '40.836548593723215', 'longitude': '-73.94110140361393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,BROADWAY,ST NICHOLAS AVENUE,BROADWAY,WEST  162 STREET,,,,,,,,
58789913,2023-09-12T08:32:45.000,2023-09-14T21:17:20.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Containers Left Out After Collection,Sidewalk,11212,63 SUTTER AVENUE,SUTTER AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-14T21:17:26.000,16 BROOKLYN,3035110080,BROOKLYN,1006408,181812,ONLINE,Unspecified,BROOKLYN,40.665680942960805,-73.92012934080647,"{'latitude': '40.665680942960805', 'longitude': '-73.92012934080647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TAPSCOTT STREET,HOWARD AVENUE,TAPSCOTT STREET,HOWARD AVENUE,SUTTER AVENUE,,,,,,,,
58797437,2023-09-12T08:32:41.000,2023-09-12T09:36:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11105,45 STREET,45 STREET,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-12T09:36:29.000,01 QUEENS,,QUEENS,1013543,222797,PHONE,Unspecified,QUEENS,40.77815403516182,-73.89423218413165,"{'latitude': '40.77815403516182', 'longitude': '-73.89423218413165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 STREET,BERRIAN BOULEVARD,45 STREET,BERRIAN BOULEVARD,,,,,,,,,
58799277,2023-09-12T08:32:27.000,2023-09-14T16:21:13.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10312,659 LEVERETT AVENUE,LEVERETT AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,03 STATEN ISLAND,5056090006,STATEN ISLAND,937248,141442,PHONE,Unspecified,STATEN ISLAND,40.55477677617627,-74.16914212116707,"{'latitude': '40.55477677617627', 'longitude': '-74.16914212116707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58799316,2023-09-12T08:32:27.000,2023-10-27T12:14:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10312,659 LEVERETT AVENUE,LEVERETT AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,03 STATEN ISLAND,5056090006,STATEN ISLAND,937248,141442,PHONE,Unspecified,STATEN ISLAND,40.55477677617627,-74.16914212116707,"{'latitude': '40.55477677617627', 'longitude': '-74.16914212116707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58799243,2023-09-12T08:32:26.000,2023-09-13T09:16:17.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,PHONE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58790786,2023-09-12T08:32:26.000,2023-09-13T09:16:17.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,1841 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-13T00:00:00.000,05 BRONX,2028790045,BRONX,1007941,249537,PHONE,Unspecified,BRONX,40.851564608300045,-73.91436484385679,"{'latitude': '40.851564608300045', 'longitude': '-73.91436484385679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58799834,2023-09-12T08:32:21.000,2023-09-12T08:59:33.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11211,229 JACKSON STREET,JACKSON STREET,ADDRESS,BROOKLYN,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-12T08:59:33.000,01 BROOKLYN,3028750066,BROOKLYN,1000538,200502,MOBILE,Unspecified,BROOKLYN,40.71699341358108,-73.94124312825514,"{'latitude': '40.71699341358108', 'longitude': '-73.94124312825514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODPOINT ROAD,KINGSLAND AVENUE,WOODPOINT ROAD,KINGSLAND AVENUE,JACKSON STREET,,,,,,,,
58791368,2023-09-12T08:32:07.000,2023-09-13T09:45:02.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11221,509 HART STREET,HART STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-13T09:45:01.000,04 BROOKLYN,3032140027,BROOKLYN,1003400,192819,ONLINE,Unspecified,BROOKLYN,40.695899666019706,-73.93094068425233,"{'latitude': '40.695899666019706', 'longitude': '-73.93094068425233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,HART STREET,,,,,,,,
58798387,2023-09-12T08:32:03.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,,KOSCIUSZKO BRIDGE,KOSCIUSZKO BRIDGE,UNRECOGNIZED,BROOKLYN,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:06:37.000,01 BROOKLYN,,BROOKLYN,1003911,204245,PHONE,Unspecified,BROOKLYN,40.72726018768649,-73.92906453394744,"{'latitude': '40.72726018768649', 'longitude': '-73.92906453394744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEWTOWN CREEK SHORELINE,KOSCIUSZKO BRIDGE,NEWTOWN CREEK SHORELINE,KOSCIUSZKO BRIDGE,KOSCIUSZKO BRIDGE,,,"KOSCIUSZKO BRIDGE, BROOKLYN ,NY,",,,,,BROOKLYN
58792927,2023-09-12T08:32:00.000,2023-09-20T19:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11361,206-39 46 ROAD,46 ROAD,ADDRESS,BAYSIDE,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T19:00:00.000,11 QUEENS,4073080064,QUEENS,1046512,214671,ONLINE,Unspecified,QUEENS,40.7556795953182,-73.77526714528624,"{'latitude': '40.7556795953182', 'longitude': '-73.77526714528624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",206 ST,OCEANIA ST,,,,N/A,,,,,,,
58793974,2023-09-12T08:31:59.000,2023-09-26T10:06:19.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11216,HERBERT VON KING PARK,HERBERT VON KING PARK,UNRECOGNIZED,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T10:06:22.000,03 BROOKLYN,3017900001,BROOKLYN,999043,190542,MOBILE,Herbert Von King Park,BROOKLYN,40.68965818409251,-73.94665802675449,"{'latitude': '40.68965818409251', 'longitude': '-73.94665802675449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,VAN BUREN STREET,LAFAYETTE AVENUE,VAN BUREN STREET,HERBERT VON KING PARK,,,,,,,,
58792741,2023-09-12T08:31:55.000,2023-09-14T13:38:09.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11213,1517 PARK PLACE,PARK PLACE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T11:18:44.000,08 BROOKLYN,3013680068,BROOKLYN,1004514,184172,ONLINE,Unspecified,BROOKLYN,40.6721631515944,-73.92694934993281,"{'latitude': '40.6721631515944', 'longitude': '-73.92694934993281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCHESTER AVENUE,BUFFALO AVENUE,ROCHESTER AVENUE,BUFFALO AVENUE,PARK PLACE,,,,,,,,
