unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,taxi_company_borough,taxi_pick_up_location
58886200,2023-09-21T04:37:26.000,2023-09-21T08:14:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10466,3935 CARPENTER AVENUE,CARPENTER AVENUE,EAST  223 STREET,EAST  224 STREET,EAST  223 STREET,EAST  224 STREET,ADDRESS,BRONX,CARPENTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:14:54.000,12 BRONX,2048190005,BRONX,1021873,262708,ONLINE,Unspecified,BRONX,40.88766656235698,-73.86393136917474,"{'latitude': '40.88766656235698', 'longitude': '-73.86393136917474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881755,2023-09-21T04:34:48.000,2023-09-21T05:14:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,ST JOHNS PLACE,ST JOHNS PLACE,ST JOHNS PLACE,TROY AVENUE,ST JOHNS PLACE,TROY AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T05:14:24.000,08 BROOKLYN,,BROOKLYN,1001868,183705,ONLINE,Unspecified,BROOKLYN,40.67088700272673,-73.9364892572286,"{'latitude': '40.67088700272673', 'longitude': '-73.9364892572286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885611,2023-09-21T04:34:42.000,2023-09-21T05:19:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11206,63 CENTRAL AVENUE,CENTRAL AVENUE,GEORGE STREET,MELROSE STREET,GEORGE STREET,MELROSE STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T05:19:59.000,04 BROOKLYN,3031570101,BROOKLYN,1003453,194774,ONLINE,Unspecified,BROOKLYN,40.70126556864167,-73.93074398010619,"{'latitude': '40.70126556864167', 'longitude': '-73.93074398010619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890718,2023-09-21T04:34:12.000,2023-09-21T05:28:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,48 WEST  176 STREET,WEST  176 STREET,GRAND AVENUE,HARRISON AVENUE,GRAND AVENUE,HARRISON AVENUE,ADDRESS,BRONX,WEST  176 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T05:29:06.000,05 BRONX,2028660079,BRONX,1007985,248474,PHONE,Unspecified,BRONX,40.84864687109667,-73.91420956160104,"{'latitude': '40.84864687109667', 'longitude': '-73.91420956160104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882991,2023-09-21T04:34:05.000,2023-09-21T05:11:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T05:11:41.000,10 MANHATTAN,1020260029,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890364,2023-09-21T04:33:31.000,2023-09-22T07:29:41.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10014,224 WEST    4 STREET,WEST    4 STREET,7 AVENUE SOUTH,WEST   10 STREET,7 AVENUE SOUTH,WEST   10 STREET,ADDRESS,NEW YORK,WEST    4 STREET,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-22T07:29:41.000,02 MANHATTAN,1006190074,MANHATTAN,983445,206693,ONLINE,Unspecified,MANHATTAN,40.7340011617027,-74.0029046752847,"{'latitude': '40.7340011617027', 'longitude': '-74.0029046752847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883379,2023-09-21T04:33:27.000,2023-09-21T04:40:07.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T04:40:13.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888391,2023-09-21T04:32:50.000,2023-09-21T09:07:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:07:15.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888254,2023-09-21T04:32:49.000,2023-09-21T05:14:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,1884 BROADWAY,BROADWAY,MAC DOUGAL STREET,DE SALES PLACE,MAC DOUGAL STREET,DE SALES PLACE,ADDRESS,BROOKLYN,BROADWAY,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T05:14:44.000,16 BROOKLYN,3015350025,BROOKLYN,1010195,187251,PHONE,Unspecified,BROOKLYN,40.68059948076078,-73.90645780582372,"{'latitude': '40.68059948076078', 'longitude': '-73.90645780582372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889955,2023-09-21T04:32:22.000,2023-09-21T04:40:28.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T04:40:35.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882727,2023-09-21T04:32:19.000,2023-09-21T08:59:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11369,32-43 88 STREET,88 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,88 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T08:59:15.000,03 QUEENS,4014180001,QUEENS,1017498,215209,MOBILE,Unspecified,QUEENS,40.7573129713591,-73.87998947484759,"{'latitude': '40.7573129713591', 'longitude': '-73.87998947484759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889917,2023-09-21T04:32:11.000,2023-09-21T17:10:53.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888386,2023-09-21T04:32:04.000,2023-09-21T05:01:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,37-55 79 STREET,79 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,79 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T05:01:35.000,03 QUEENS,4012900049,QUEENS,1015553,212214,PHONE,Unspecified,QUEENS,40.749099562693985,-73.8870239963435,"{'latitude': '40.749099562693985', 'longitude': '-73.8870239963435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885245,2023-09-21T04:32:00.000,2023-09-21T07:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11362,60-28 255 STREET,255 STREET,60 AVE,61 AVE,,,ADDRESS,LITTLE NECK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T07:00:00.000,11 QUEENS,4083580020,QUEENS,1060555,216022,ONLINE,Unspecified,QUEENS,40.75927768876925,-73.72456432083601,"{'latitude': '40.75927768876925', 'longitude': '-73.72456432083601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58884697,2023-09-21T04:31:30.000,2023-09-21T04:40:49.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T04:40:55.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890921,2023-09-21T04:31:23.000,2023-09-21T04:47:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10014,GREENWICH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,BLOCKFACE,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T04:47:20.000,Unspecified MANHATTAN,,MANHATTAN,,,ONLINE,Unspecified,MANHATTAN,,,,,,,,,,,
58891531,2023-09-21T04:30:46.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,House of Worship,10019,217 WEST   51 STREET,WEST   51 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   51 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T08:00:55.000,05 MANHATTAN,1010230011,MANHATTAN,988668,216986,ONLINE,Unspecified,MANHATTAN,40.7622517896242,-73.98405180304098,"{'latitude': '40.7622517896242', 'longitude': '-73.98405180304098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889956,2023-09-21T04:29:39.000,2023-09-21T04:41:46.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T04:41:53.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891204,2023-09-21T04:29:35.000,2023-09-21T04:41:17.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T04:41:20.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886551,2023-09-21T04:29:00.000,2023-09-21T18:20:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10009,,,,,EAST 10 STREET,AVENUE D,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-21T18:20:00.000,03 MANHATTAN,,MANHATTAN,991134,203370,ONLINE,Unspecified,MANHATTAN,40.72487769688808,-73.97516391618328,"{'latitude': '40.72487769688808', 'longitude': '-73.97516391618328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58888850,2023-09-21T04:28:00.000,2023-09-21T08:58:32.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10452,WEST  163 STREET,WEST  163 STREET,WEST  163 STREET,WOODYCREST AVENUE,WEST  163 STREET,WOODYCREST AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:58:39.000,04 BRONX,,BRONX,1004019,242369,ONLINE,Unspecified,BRONX,40.831900200234024,-73.92856270428858,"{'latitude': '40.831900200234024', 'longitude': '-73.92856270428858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884328,2023-09-21T04:27:25.000,2023-09-21T04:44:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11367,64-30 137 STREET,137 STREET,64 AVENUE,64 ROAD,64 AVENUE,64 ROAD,ADDRESS,FLUSHING,137 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T04:44:10.000,07 QUEENS,4064990048,QUEENS,1031513,208321,MOBILE,Unspecified,QUEENS,40.73834337009265,-73.82945006030103,"{'latitude': '40.73834337009265', 'longitude': '-73.82945006030103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882518,2023-09-21T04:27:05.000,2023-09-21T09:57:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11414,89-38 155 AVENUE,155 AVENUE,89 STREET,151 AVENUE,89 STREET,151 AVENUE,ADDRESS,HOWARD BEACH,155 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T09:57:26.000,10 QUEENS,4114510009,QUEENS,1027236,182281,MOBILE,Unspecified,QUEENS,40.66689161763295,-73.84504992381204,"{'latitude': '40.66689161763295', 'longitude': '-73.84504992381204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890119,2023-09-21T04:26:30.000,2023-09-21T08:58:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10452,WEST  163 STREET,WEST  163 STREET,WEST  163 STREET,WOODYCREST AVENUE,WEST  163 STREET,WOODYCREST AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T08:58:55.000,04 BRONX,,BRONX,1004019,242369,ONLINE,Unspecified,BRONX,40.831900200234024,-73.92856270428858,"{'latitude': '40.831900200234024', 'longitude': '-73.92856270428858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890719,2023-09-21T04:25:55.000,2023-09-21T05:49:43.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1825 BRONXDALE AVENUE,BRONXDALE AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,BRONXDALE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T05:49:50.000,11 BRONX,2040560080,BRONX,1023021,248020,PHONE,Unspecified,BRONX,40.8473475561099,-73.85986446160487,"{'latitude': '40.8473475561099', 'longitude': '-73.85986446160487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889446,2023-09-21T04:24:49.000,2023-09-21T05:19:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,125 STREET,125 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,BLOCKFACE,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T05:19:44.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,
58881731,2023-09-21T04:24:29.000,2023-09-21T09:06:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,963 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T09:07:00.000,04 BRONX,2025110068,BRONX,1003966,242285,ONLINE,Unspecified,BRONX,40.831669762919574,-73.9287544719845,"{'latitude': '40.831669762919574', 'longitude': '-73.9287544719845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
