unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date,taxi_company_borough,taxi_pick_up_location
58860873,2023-09-15T05:14:47.000,2023-09-15T07:01:38.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,,,,,,Closed,N/A,2023-09-15T07:01:38.000,0 Unspecified,,Unspecified,984885,213496,ONLINE,Unspecified,Unspecified,40.75267371164249,-73.99770809214527,"{'latitude': '40.75267371164249', 'longitude': '-73.99770809214527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866552,2023-09-15T05:14:27.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,810 7 AVENUE,7 AVENUE,WEST 52 STREET,WEST 53 STREET,WEST   52 STREET,WEST   53 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T08:37:02.000,05 MANHATTAN,1010240038,MANHATTAN,989196,217127,ONLINE,Unspecified,MANHATTAN,40.76263851872255,-73.98214571293042,"{'latitude': '40.76263851872255', 'longitude': '-73.98214571293042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865039,2023-09-15T05:13:31.000,2023-09-15T05:34:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T05:34:15.000,0 Unspecified,,Unspecified,997150,230621,MOBILE,Unspecified,Unspecified,40.79966793924669,-73.95340711021777,"{'latitude': '40.79966793924669', 'longitude': '-73.95340711021777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862868,2023-09-15T05:13:30.000,2023-09-15T07:01:35.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,,,,,,Closed,N/A,2023-09-15T07:01:35.000,0 Unspecified,,Unspecified,984885,213496,ONLINE,Unspecified,Unspecified,40.75267371164249,-73.99770809214527,"{'latitude': '40.75267371164249', 'longitude': '-73.99770809214527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870053,2023-09-15T05:13:26.000,2023-09-22T11:06:32.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Broken Glass,Bus Stop Shelter,11358,46 AVENUE,46 AVENUE,46 AVENUE,AUBURNDALE LANE,46 AVENUE,AUBURNDALE LANE,INTERSECTION,,,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T11:06:43.000,07 QUEENS,,QUEENS,1041164,213887,PHONE,Unspecified,QUEENS,40.75356376217573,-73.79457715579518,"{'latitude': '40.75356376217573', 'longitude': '-73.79457715579518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867349,2023-09-15T05:13:05.000,2023-09-15T06:31:01.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T06:31:06.000,0 Unspecified,,Unspecified,,261444,ONLINE,Unspecified,Unspecified,,,,,,,,,,,
58865357,2023-09-15T05:12:53.000,2023-09-15T06:09:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T06:10:01.000,0 Unspecified,,Unspecified,1006914,178762,PHONE,Unspecified,Unspecified,40.657308089023836,-73.91831566770666,"{'latitude': '40.657308089023836', 'longitude': '-73.91831566770666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861692,2023-09-15T05:12:24.000,2023-09-15T05:55:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:55:12.000,0 Unspecified,,Unspecified,999447,184021,ONLINE,Unspecified,Unspecified,40.6717588386781,-73.94521595227886,"{'latitude': '40.6717588386781', 'longitude': '-73.94521595227886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857474,2023-09-15T05:12:10.000,2023-09-15T06:25:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T06:25:38.000,0 Unspecified,,Unspecified,996168,,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58868902,2023-09-15T05:12:01.000,2023-09-15T05:42:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:42:36.000,0 Unspecified,,Unspecified,1000475,199443,MOBILE,Unspecified,Unspecified,40.714086828353686,-73.94147294503588,"{'latitude': '40.714086828353686', 'longitude': '-73.94147294503588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864634,2023-09-15T05:11:46.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,1666 BROADWAY,BROADWAY,WEST 51 STREET,WEST 52 STREET,WEST   51 STREET,WEST   52 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-15T08:27:50.000,05 MANHATTAN,1010230029,MANHATTAN,988868,217079,ONLINE,Unspecified,MANHATTAN,40.762506948489175,-73.9833297746177,"{'latitude': '40.762506948489175', 'longitude': '-73.9833297746177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868876,2023-09-15T05:11:32.000,2023-09-15T05:46:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T05:46:56.000,0 Unspecified,,Unspecified,1031257,210833,ONLINE,Unspecified,Unspecified,40.745239535732594,-73.83035628675516,"{'latitude': '40.745239535732594', 'longitude': '-73.83035628675516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866082,2023-09-15T05:11:18.000,2023-09-15T05:47:17.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T05:47:20.000,0 Unspecified,,Unspecified,,200153,ONLINE,Unspecified,Unspecified,,,,,,,,,,,
58861312,2023-09-15T05:10:42.000,2023-09-15T06:14:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T06:14:13.000,0 Unspecified,,Unspecified,997465,160295,MOBILE,Unspecified,Unspecified,40.6066392349121,-73.95240738215082,"{'latitude': '40.6066392349121', 'longitude': '-73.95240738215082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863107,2023-09-15T05:09:36.000,2023-09-15T05:34:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:34:11.000,0 Unspecified,,Unspecified,990181,176288,MOBILE,Unspecified,Unspecified,40.65054451740678,-73.9786259885401,"{'latitude': '40.65054451740678', 'longitude': '-73.9786259885401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820460,2023-09-15T05:08:00.000,2023-09-21T19:50:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10038,100 MAIDEN LANE,MAIDEN LANE,GOLD ST,PEARL ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-21T19:50:00.000,01 MANHATTAN,1000420001,MANHATTAN,982312,196807,ONLINE,Unspecified,MANHATTAN,40.706866299284606,-74.00699002392852,"{'latitude': '40.706866299284606', 'longitude': '-74.00699002392852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58861743,2023-09-15T05:07:55.000,2023-09-15T05:50:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T05:50:05.000,0 Unspecified,,Unspecified,1013985,210606,ONLINE,Unspecified,Unspecified,40.744691421416505,-73.89269018611729,"{'latitude': '40.744691421416505', 'longitude': '-73.89269018611729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58833182,2023-09-15T05:06:26.000,2023-09-15T11:33:57.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,2 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,,,ADDRESS,NEW YORK,,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-15T05:06:26.000,12 MANHATTAN,1022470056,MANHATTAN,1004197,254915,PHONE,Unspecified,MANHATTAN,40.8663348510651,-73.92788215861218,"{'latitude': '40.8663348510651', 'longitude': '-73.92788215861218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860620,2023-09-15T05:06:21.000,2023-09-15T05:31:50.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:31:56.000,0 Unspecified,,Unspecified,,257629,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58867182,2023-09-15T05:05:56.000,2023-09-15T05:31:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:31:36.000,0 Unspecified,,Unspecified,,257629,MOBILE,Unspecified,Unspecified,,,,,,,,,,,
58863278,2023-09-15T05:05:07.000,2023-09-15T05:41:19.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T05:41:21.000,0 Unspecified,,Unspecified,991413,188010,MOBILE,Unspecified,Unspecified,40.682717887976956,-73.97417367875545,"{'latitude': '40.682717887976956', 'longitude': '-73.97417367875545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869274,2023-09-15T05:04:46.000,2023-09-15T05:37:08.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-15T05:37:12.000,0 Unspecified,,Unspecified,1021352,258473,ONLINE,Unspecified,Unspecified,40.87604502610229,-73.86583909078169,"{'latitude': '40.87604502610229', 'longitude': '-73.86583909078169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861765,2023-09-15T05:04:29.000,2023-09-15T06:14:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T06:14:41.000,0 Unspecified,,Unspecified,1011859,263201,MOBILE,Unspecified,Unspecified,40.88905670348957,-73.90014627513274,"{'latitude': '40.88905670348957', 'longitude': '-73.90014627513274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868891,2023-09-15T05:03:32.000,2023-09-15T07:16:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T07:16:37.000,0 Unspecified,,Unspecified,993031,168631,ONLINE,Unspecified,Unspecified,40.629525325555775,-73.96836518532764,"{'latitude': '40.629525325555775', 'longitude': '-73.96836518532764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58820639,2023-09-15T05:03:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10012,70 GREENE STREET,GREENE STREET,BROOME ST,SPRING ST,,,ADDRESS,NEW YORK,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-31T10:23:00.000,02 MANHATTAN,1004857503,MANHATTAN,984024,202775,UNKNOWN,Unspecified,MANHATTAN,40.723247241819315,-74.0008153424675,"{'latitude': '40.723247241819315', 'longitude': '-74.0008153424675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857548,2023-09-15T05:02:50.000,2023-09-15T05:40:02.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10031,617 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:40:05.000,09 MANHATTAN,1020880080,MANHATTAN,997282,239541,MOBILE,Unspecified,MANHATTAN,40.824150659391215,-73.95291302756016,"{'latitude': '40.824150659391215', 'longitude': '-73.95291302756016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856587,2023-09-15T05:02:12.000,2023-09-15T05:02:12.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10034,2 SEAMAN AVENUE,SEAMAN AVENUE,DYCKMAN STREET,CUMMING STREET,DYCKMAN STREET,CUMMING STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-15T05:02:12.000,12 MANHATTAN,1022470056,MANHATTAN,1004197,254915,PHONE,Unspecified,MANHATTAN,40.8663348510651,-73.92788215861218,"{'latitude': '40.8663348510651', 'longitude': '-73.92788215861218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867499,2023-09-15T05:02:08.000,2023-09-15T05:16:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,298 UNION STREET,UNION STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T05:16:50.000,06 BROOKLYN,3004350012,BROOKLYN,985564,187801,ONLINE,Unspecified,BROOKLYN,40.682147031318635,-73.99526239073904,"{'latitude': '40.682147031318635', 'longitude': '-73.99526239073904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824379,2023-09-15T05:01:16.000,2023-09-18T09:36:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10029,1265 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,11 MANHATTAN,1016250071,MANHATTAN,997615,226246,PHONE,Unspecified,MANHATTAN,40.78765905760488,-73.95173630579889,"{'latitude': '40.78765905760488', 'longitude': '-73.95173630579889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859195,2023-09-15T05:00:40.000,2023-09-15T05:35:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,67 PLACE,67 PLACE,67 PLACE,OTTO ROAD,67 PLACE,OTTO ROAD,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T05:36:00.000,05 QUEENS,,QUEENS,1015470,196518,PHONE,Unspecified,QUEENS,40.7060181977481,-73.88739637228674,"{'latitude': '40.7060181977481', 'longitude': '-73.88739637228674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
