unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58822756,2023-09-15T12:18:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,230 KINGSTON AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-27T00:00:00.000,08 BROOKLYN,3012500025,BROOKLYN,1000344,184044,PHONE,Unspecified,BROOKLYN,40.6718203832721,-73.9419822804104,"{'latitude': '40.6718203832721', 'longitude': '-73.9419822804104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-27T15:05:40.000,,,,,,,,,,,,,
58836718,2023-09-15T12:18:05.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-16T12:52:08.000,0 Unspecified,,Unspecified,1038833,,MOBILE,Unspecified,Unspecified,,,,2023-09-16T12:52:08.000,,,,,,,,,,,,,
58820112,2023-09-15T12:18:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11213,230 KINGSTON AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-30T00:00:00.000,08 BROOKLYN,3012500025,BROOKLYN,1000344,184044,PHONE,Unspecified,BROOKLYN,40.6718203832721,-73.9419822804104,"{'latitude': '40.6718203832721', 'longitude': '-73.9419822804104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-30T02:02:22.000,,,,,,,,,,,,,
58853047,2023-09-15T12:18:04.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,,,,,,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-18T11:37:23.000,0 Unspecified,,Unspecified,942504,,ONLINE,Unspecified,Unspecified,,,,2023-09-18T11:37:18.000,,,,,,,,,,,,,
58832806,2023-09-15T12:18:03.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,,,,,,Closed,The Department of Sanitation cleaned the location.,2023-09-16T05:53:46.000,0 Unspecified,,Unspecified,980649,161932,PHONE,Unspecified,Unspecified,40.61114158617285,-74.01296954730405,"{'latitude': '40.61114158617285', 'longitude': '-74.01296954730405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:25:12.000,,,,,,,,,,,,,
58868118,2023-09-15T12:17:57.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Park,10469,2910 EASTCHESTER ROAD,EASTCHESTER ROAD,ADDRESS,BRONX,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T14:49:24.000,12 BRONX,,BRONX,1027926,255780,ONLINE,Unspecified,BRONX,40.86862349593598,-73.84208509558907,"{'latitude': '40.86862349593598', 'longitude': '-73.84208509558907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T14:49:19.000,EAST GUN HILL ROAD,,EAST GUN HILL ROAD,,EASTCHESTER ROAD,,,,,,,,
58823563,2023-09-15T12:17:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10016,207 EAST   27 STREET,EAST   27 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,06 MANHATTAN,1009080009,MANHATTAN,989538,209313,ONLINE,Unspecified,MANHATTAN,40.74119086894689,-73.9809172912662,"{'latitude': '40.74119086894689', 'longitude': '-73.9809172912662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T13:14:17.000,,,,,,,,,,,,,
58826057,2023-09-15T12:17:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11215,350 7 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BROOKLYN,3010180041,BROOKLYN,989198,181995,ONLINE,Unspecified,BROOKLYN,40.666209581789026,-73.98216431529103,"{'latitude': '40.666209581789026', 'longitude': '-73.98216431529103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T15:44:35.000,,,,,,,,,,,,,
58859785,2023-09-15T12:17:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:41:14.000,0 Unspecified,,Unspecified,,178839,PHONE,Unspecified,Unspecified,,,,2023-09-15T12:41:10.000,,,,,,,,,,,,,
58825683,2023-09-15T12:17:50.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10304,114 TOWNSEND AVENUE,TOWNSEND AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-16T00:00:00.000,01 STATEN ISLAND,5028400033,STATEN ISLAND,963513,164859,UNKNOWN,Unspecified,STATEN ISLAND,40.61915205953744,-74.07469642051761,"{'latitude': '40.61915205953744', 'longitude': '-74.07469642051761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-16T00:00:00.000,,,,,,,,,,,,,
58819807,2023-09-15T12:17:48.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10302,114 FABER STREET,FABER STREET,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-15T00:00:00.000,01 STATEN ISLAND,5010790064,STATEN ISLAND,946574,171714,UNKNOWN,Unspecified,STATEN ISLAND,40.637911728727026,-74.13575031530794,"{'latitude': '40.637911728727026', 'longitude': '-74.13575031530794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:17:48.000,,,,,,N/A,,,,,,,
58824893,2023-09-15T12:17:48.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10463,3871 SEDGWICK AVENUE,SEDGWICK AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,08 BRONX,2032630292,BRONX,1013457,260999,UNKNOWN,Unspecified,BRONX,40.88300776408377,-73.8943763821246,"{'latitude': '40.88300776408377', 'longitude': '-73.8943763821246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:17:48.000,,,,,,,,,,,,,
58869107,2023-09-15T12:17:35.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T13:30:08.000,0 Unspecified,,Unspecified,991540,177639,PHONE,Unspecified,Unspecified,40.65425170347214,-73.97372699328642,"{'latitude': '40.65425170347214', 'longitude': '-73.97372699328642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:30:04.000,,,,,,,,,,,,,
58854065,2023-09-15T12:17:21.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Used Car Dealer,Business,,,,,,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-18T12:11:17.000,0 Unspecified,,Unspecified,1017322,247292,PHONE,Unspecified,Unspecified,40.84537259671305,-73.88046673053842,"{'latitude': '40.84537259671305', 'longitude': '-73.88046673053842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:11:10.000,,,,,,,,,,,,,
58869368,2023-09-15T12:17:16.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T12:55:33.000,0 Unspecified,,Unspecified,1023633,264454,ONLINE,Unspecified,Unspecified,40.89245109571035,-73.85755583544478,"{'latitude': '40.89245109571035', 'longitude': '-73.85755583544478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:55:28.000,,,,,,,,,,,,,
58869332,2023-09-15T12:17:15.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T12:50:35.000,0 Unspecified,,Unspecified,984451,200882,ONLINE,Unspecified,Unspecified,40.71805141386574,-73.99927490681421,"{'latitude': '40.71805141386574', 'longitude': '-73.99927490681421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:50:28.000,,,,,,,,,,,,,
58855750,2023-09-15T12:17:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T14:06:49.000,0 Unspecified,,Unspecified,,241310,PHONE,Unspecified,Unspecified,,,,2023-09-15T14:06:43.000,,,,,,,,,,,,,
58821285,2023-09-15T12:17:00.000,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,10016,567 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) investigated this complaint. There is an active asbestos abatement project on file at the location. Because the work is in compliance with all of DEP's rules and regulations, no summons was issued.",2023-09-15T15:00:00.000,06 MANHATTAN,1009180004,MANHATTAN,990752,211753,ONLINE,Unspecified,MANHATTAN,40.7478872490446,-73.97653399311561,"{'latitude': '40.7478872490446', 'longitude': '-73.97653399311561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:00:00.000,E 37 ST,E 38 ST,,,,N/A,,,,,,,
58820486,2023-09-15T12:17:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Knocked Over/Missing (WC),,10021,1320 YORK AVENUE,YORK AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-16T16:34:00.000,08 MANHATTAN,1014820001,MANHATTAN,996859,218291,ONLINE,Unspecified,MANHATTAN,40.76582578999067,-73.95448130048541,"{'latitude': '40.76582578999067', 'longitude': '-73.95448130048541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:34:00.000,E 70 ST,E 71 ST,,,,,,,,,,,
58858327,2023-09-15T12:16:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T14:01:36.000,0 Unspecified,,Unspecified,1007602,195295,ONLINE,Unspecified,Unspecified,40.702685614625175,-73.91577872691816,"{'latitude': '40.702685614625175', 'longitude': '-73.91577872691816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:01:33.000,,,,,,,,,,,,,
58860878,2023-09-15T12:16:44.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,,,,,,Closed,N/A,2023-09-15T14:02:15.000,0 Unspecified,,Unspecified,995518,223517,PHONE,Unspecified,Unspecified,40.78017160221023,-73.95931356933336,"{'latitude': '40.78017160221023', 'longitude': '-73.95931356933336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:02:15.000,,,,,,,,,,,,,
58856831,2023-09-15T12:16:38.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10027,316 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-06T10:43:27.000,10 MANHATTAN,1019520019,MANHATTAN,997473,234838,ONLINE,Unspecified,MANHATTAN,40.811241963509204,-73.95223217653106,"{'latitude': '40.811241963509204', 'longitude': '-73.95223217653106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST  125 STREET,WEST  126 STREET,WEST  125 STREET,WEST  126 STREET,ST NICHOLAS AVENUE,,,,"316 ST NICHOLAS AVENUE, MANHATTAN (NEW YORK), NY, 10027",,,,
58856575,2023-09-15T12:16:26.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11201,2 GRACE COURT,GRACE COURT,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T12:33:08.000,02 BROOKLYN,3002520008,BROOKLYN,984714,192286,PHONE,Unspecified,BROOKLYN,40.69445741186369,-73.99832674537677,"{'latitude': '40.69445741186369', 'longitude': '-73.99832674537677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T12:33:05.000,DEAD END,HICKS STREET,DEAD END,HICKS STREET,GRACE COURT,,,,,,,,
58859340,2023-09-15T12:16:19.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T12:27:12.000,0 Unspecified,,Unspecified,1001553,237821,MOBILE,Unspecified,Unspecified,40.819422412917135,-73.93748557201977,"{'latitude': '40.819422412917135', 'longitude': '-73.93748557201977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:27:08.000,,,,,,,,,,,,,
58867979,2023-09-15T12:16:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:21:23.000,0 Unspecified,,Unspecified,997487,234725,ONLINE,Unspecified,Unspecified,40.81093178899667,-73.95218182465722,"{'latitude': '40.81093178899667', 'longitude': '-73.95218182465722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:21:20.000,,,,,,,,,,,,,
58832849,2023-09-15T12:16:01.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T05:41:27.000,0 Unspecified,,Unspecified,1035120,181441,ONLINE,Unspecified,Unspecified,40.664544220440234,-73.81663716952706,"{'latitude': '40.664544220440234', 'longitude': '-73.81663716952706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:25:37.000,,,,,,,,,,,,,
58861177,2023-09-15T12:15:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T12:19:18.000,0 Unspecified,,Unspecified,984160,188428,ONLINE,Unspecified,Unspecified,40.68386810055574,-74.00032450215981,"{'latitude': '40.68386810055574', 'longitude': '-74.00032450215981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:19:14.000,,,,,,,,,,,,,
58834199,2023-09-15T12:15:29.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T10:34:48.000,0 Unspecified,,Unspecified,1012283,179858,PHONE,Unspecified,Unspecified,40.660300996357975,-73.89896047477431,"{'latitude': '40.660300996357975', 'longitude': '-73.89896047477431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T11:02:22.000,,,,,,,,,,,,,
58859339,2023-09-15T12:15:22.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T15:50:57.000,0 Unspecified,,Unspecified,1007414,189824,ONLINE,Unspecified,Unspecified,40.68766948980747,-73.91647558117278,"{'latitude': '40.68766948980747', 'longitude': '-73.91647558117278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:50:48.000,,,,,,,,,,,,,
