unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58904981,2023-09-23T14:56:52.000,2023-09-23T16:37:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11226,29 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,Closed,2023-09-23T16:37:31.000,14 BROOKLYN,3050780057,BROOKLYN,994187,176162,ONLINE,Unspecified,BROOKLYN,40.650195085761055,-73.96418943798935,"{'latitude': '40.650195085761055', 'longitude': '-73.96418943798935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,EAST   17 STREET,The Police Department issued a summons in response to the complaint.,,,,,,,,
58904869,2023-09-23T14:56:20.000,2023-09-23T17:58:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11420,117-10 SUTTER AVENUE,SUTTER AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,2023-09-23T17:58:29.000,10 QUEENS,4117240034,QUEENS,1033789,185052,MOBILE,Unspecified,QUEENS,40.67446313563532,-73.82140825894088,"{'latitude': '40.67446313563532', 'longitude': '-73.82140825894088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,117 STREET,118 STREET,117 STREET,118 STREET,SUTTER AVENUE,The Police Department reviewed your complaint and provided additional information below.,,,,,,,,
58904972,2023-09-23T14:56:18.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,11362,71-77 244 STREET,244 STREET,ADDRESS,LITTLE NECK,In Progress,2023-10-04T15:25:36.000,11 QUEENS,4083000430,QUEENS,1057684,211692,ONLINE,Unspecified,QUEENS,40.74741730323678,-73.73497489970204,"{'latitude': '40.74741730323678', 'longitude': '-73.73497489970204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,242 STREET,DOUGLASTON PARKWAY,242 STREET,DOUGLASTON PARKWAY,244 STREET,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",,,,,,,,
58906761,2023-09-23T14:56:00.000,2023-09-23T17:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),11101,45-04 VERNON BOULEVARD,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,Closed,2023-09-23T17:25:00.000,02 QUEENS,4000250011,QUEENS,997488,211958,ONLINE,Unspecified,QUEENS,40.74844240401484,-73.95222306990097,"{'latitude': '40.74844240401484', 'longitude': '-73.95222306990097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,45 AVE,10 ST,,,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,,
58905418,2023-09-23T14:55:46.000,2023-09-23T15:04:27.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),10312,ARTHUR KILL ROAD,ARTHUR KILL ROAD,INTERSECTION,,Closed,2023-09-23T15:04:31.000,03 STATEN ISLAND,,STATEN ISLAND,937878,143517,PHONE,Unspecified,STATEN ISLAND,40.56047555908232,-74.1668892252524,"{'latitude': '40.56047555908232', 'longitude': '-74.1668892252524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ARTHUR KILL ROAD,GETZ AVENUE,ARTHUR KILL ROAD,GETZ AVENUE,,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905183,2023-09-23T14:55:05.000,2023-09-26T13:21:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,10314,200 FAHY AVENUE,FAHY AVENUE,ADDRESS,STATEN ISLAND,Closed,2023-09-26T11:12:59.000,02 STATEN ISLAND,5016200056,STATEN ISLAND,938961,164257,PHONE,Unspecified,STATEN ISLAND,40.61740821356139,-74.16313060502358,"{'latitude': '40.61740821356139', 'longitude': '-74.16313060502358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,LONGDALE STREET,ARLENE STREET,LONGDALE STREET,ARLENE STREET,FAHY AVENUE,The Department of Sanitation removed the items.,,,,,,,,
58905317,2023-09-23T14:55:04.000,2023-09-23T16:36:57.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10469,2562 STEDMAN PLACE,STEDMAN PLACE,ADDRESS,BRONX,Closed,2023-09-23T16:37:01.000,11 BRONX,2044630033,BRONX,1025302,254261,PHONE,Unspecified,BRONX,40.86446690197531,-73.85158171416762,"{'latitude': '40.86446690197531', 'longitude': '-73.85158171416762', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,ALLERTON AVENUE,,ALLERTON AVENUE,STEDMAN PLACE,This complaint does not fall under the Police Department's jurisdiction.,,,,,,,,
58905098,2023-09-23T14:54:51.000,2023-09-23T15:14:48.000,NYPD,New York City Police Department,Encampment,N/A,10026,217 WEST  110 STREET,WEST  110 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T15:14:51.000,10 MANHATTAN,1018260018,MANHATTAN,996427,230651,PHONE,Unspecified,MANHATTAN,40.79975130698999,-73.95601842430074,"{'latitude': '40.79975130698999', 'longitude': '-73.95601842430074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CENTRAL PARK EN POWELL BLVD,FREDERICK DOUGLASS CIRCLE,CENTRAL PARK EN POWELL BLVD,FREDERICK DOUGLASS CIRCLE,WEST  110 STREET,The Police Department visited the location and no Encampment was found.,,,,,,,,
58904903,2023-09-23T14:54:44.000,2023-09-23T19:26:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10457,551 EAST  178 STREET,EAST  178 STREET,ADDRESS,BRONX,Closed,2023-09-23T19:26:09.000,06 BRONX,2030610036,BRONX,1013411,248072,ONLINE,Unspecified,BRONX,40.847527247698046,-73.89459898591058,"{'latitude': '40.847527247698046', 'longitude': '-73.89459898591058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MONTEREY AVENUE,LAFONTAINE AVENUE,MONTEREY AVENUE,LAFONTAINE AVENUE,EAST  178 STREET,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58904915,2023-09-23T14:54:39.000,2023-09-25T12:55:33.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,10301,77 RANDALL AVENUE,RANDALL AVENUE,ADDRESS,STATEN ISLAND,Closed,2023-09-25T12:10:57.000,01 STATEN ISLAND,5001310061,STATEN ISLAND,956785,169507,ONLINE,Unspecified,STATEN ISLAND,40.63189153463496,-74.09895013744223,"{'latitude': '40.63189153463496', 'longitude': '-74.09895013744223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,GREGG PLACE,FOREST AVENUE,GREGG PLACE,FOREST AVENUE,RANDALL AVENUE,The Department of Sanitation collected the requested items.,,,,,,,,
58907528,2023-09-23T14:54:03.000,2023-09-30T10:44:55.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,10458,2681 MARION AVENUE,MARION AVENUE,ADDRESS,BRONX,Closed,2023-09-30T00:00:00.000,07 BRONX,2032870094,BRONX,1014589,254468,PHONE,Unspecified,BRONX,40.865078373125385,-73.89031221865868,"{'latitude': '40.865078373125385', 'longitude': '-73.89031221865868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",,,,,,,,
58906476,2023-09-23T14:54:02.000,2023-10-04T14:19:27.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58907071,2023-09-23T14:54:02.000,2023-10-04T14:19:28.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909688,2023-09-23T14:54:02.000,2023-10-04T14:19:27.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58905972,2023-09-23T14:54:02.000,2023-10-04T14:19:28.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909165,2023-09-23T14:54:02.000,2023-10-04T14:19:27.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58907542,2023-09-23T14:54:02.000,2023-10-04T14:19:28.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58905971,2023-09-23T14:54:02.000,2023-10-04T14:19:28.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58906026,2023-09-23T14:54:02.000,2023-10-04T14:19:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CABINET,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58909793,2023-09-23T14:54:02.000,2023-10-04T14:19:28.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10034,128 SEAMAN AVENUE,SEAMAN AVENUE,ADDRESS,NEW YORK,Closed,2023-10-04T00:00:00.000,12 MANHATTAN,1022480092,MANHATTAN,1005479,255801,ONLINE,Unspecified,MANHATTAN,40.86876366045193,-73.92324431758524,"{'latitude': '40.86876366045193', 'longitude': '-73.92324431758524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,,,,,,,,
58906829,2023-09-23T14:53:59.000,2023-11-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11225,271 WINTHROP STREET,WINTHROP STREET,ADDRESS,BROOKLYN,Closed,2023-11-20T00:00:00.000,09 BROOKLYN,3050470056,BROOKLYN,997764,178657,UNKNOWN,Unspecified,BROOKLYN,40.65703857907263,-73.95129379174588,"{'latitude': '40.65703857907263', 'longitude': '-73.95129379174588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,,,,,,,,
58905308,2023-09-23T14:53:58.000,2023-09-23T15:17:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,10029,1590 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Closed,2023-09-23T15:17:34.000,11 MANHATTAN,1200929999,MANHATTAN,999805,230195,ONLINE,Unspecified,MANHATTAN,40.79849441067989,-73.94381863260045,"{'latitude': '40.79849441067989', 'longitude': '-73.94381863260045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Club/Bar/Restaurant,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,PARK AVENUE,This complaint does not fall under the Police Department's jurisdiction.,,,,,,,,
58905432,2023-09-23T14:53:41.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,11215,282 9 STREET,9 STREET,ADDRESS,BROOKLYN,In Progress,,06 BROOKLYN,3010100023,BROOKLYN,987699,183297,ONLINE,Unspecified,BROOKLYN,40.66978399247034,-73.98756698201366,"{'latitude': '40.66978399247034', 'longitude': '-73.98756698201366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,9 STREET,,,,,,,,,
58905402,2023-09-23T14:53:30.000,2023-09-23T15:15:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11435,97-23 SANDERS PLACE,SANDERS PLACE,ADDRESS,JAMAICA,Closed,2023-09-23T15:15:54.000,12 QUEENS,4100110033,QUEENS,1036770,192725,MOBILE,Unspecified,QUEENS,40.69550653464193,-73.81060175839113,"{'latitude': '40.69550653464193', 'longitude': '-73.81060175839113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,SANDERS PLACE,The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,,
58905255,2023-09-23T14:53:23.000,2023-09-23T15:06:42.000,NYPD,New York City Police Department,Animal-Abuse,Tortured,10035,117 EAST  118 STREET,EAST  118 STREET,ADDRESS,NEW YORK,Closed,2023-09-23T15:06:46.000,11 MANHATTAN,1017670005,MANHATTAN,1000445,230851,PHONE,Unspecified,MANHATTAN,40.80029380152135,-73.94150550658483,"{'latitude': '40.80029380152135', 'longitude': '-73.94150550658483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,EAST  118 STREET,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
58905523,2023-09-23T14:53:15.000,2023-09-23T16:58:11.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11370,22-24 74 STREET,74 STREET,ADDRESS,EAST ELMHURST,Closed,2023-09-23T15:57:05.000,01 QUEENS,4010050016,QUEENS,1013282,219040,ONLINE,Unspecified,QUEENS,40.76784292150567,-73.89519080298392,"{'latitude': '40.76784292150567', 'longitude': '-73.89519080298392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,DITMARS BOULEVARD,ASTORIA BOULEVARD NORTH,74 STREET,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",,,,,,,,
