unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58896055,2023-09-22T20:35:40.000,2023-09-22T22:56:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11365,67-06 PARSONS BOULEVARD,PARSONS BOULEVARD,65 AVENUE,JEWEL AVENUE,65 AVENUE,JEWEL AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T22:56:48.000,08 QUEENS,4067920030,QUEENS,1036722,206838,PHONE,Unspecified,QUEENS,40.734243540172635,-73.81066485143799,"{'latitude': '40.734243540172635', 'longitude': '-73.81066485143799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900649,2023-09-22T20:35:25.000,2023-09-22T21:29:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472,1295 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,WESTCHESTER AVENUE,EAST  172 STREET,WESTCHESTER AVENUE,EAST  172 STREET,ADDRESS,BRONX,ST LAWRENCE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:29:38.000,09 BRONX,2037850025,BRONX,1020920,242625,MOBILE,Unspecified,BRONX,40.83254884401894,-73.86748789108071,"{'latitude': '40.83254884401894', 'longitude': '-73.86748789108071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901473,2023-09-22T20:35:00.000,2023-09-26T18:04:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10007,105 DUANE STREET,DUANE STREET,BROADWAY,TRIMBLE PL,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:04:00.000,01 MANHATTAN,1001510001,MANHATTAN,982569,199967,ONLINE,Unspecified,MANHATTAN,40.715539800779354,-74.00606385928269,"{'latitude': '40.715539800779354', 'longitude': '-74.00606385928269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58893839,2023-09-22T20:34:36.000,2023-09-26T11:00:46.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10032,725 WEST  172 STREET,WEST  172 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,12 MANHATTAN,1021390335,MANHATTAN,1000495,247103,PHONE,Unspecified,MANHATTAN,40.844900837506614,-73.94128556682087,"{'latitude': '40.844900837506614', 'longitude': '-73.94128556682087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902113,2023-09-22T20:34:32.000,2023-09-24T07:36:44.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11223,1770 WEST    9 STREET,WEST    9 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,11 BROOKLYN,3066470041,BROOKLYN,989290,159330,PHONE,Unspecified,BROOKLYN,40.60399892727333,-73.98184961801319,"{'latitude': '40.60399892727333', 'longitude': '-73.98184961801319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901988,2023-09-22T20:34:14.000,2023-09-22T20:51:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,620 WEST  172 STREET,WEST  172 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  172 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:51:27.000,12 MANHATTAN,1021420073,MANHATTAN,1001037,246797,ONLINE,Unspecified,MANHATTAN,40.84405994368422,-73.93932737854615,"{'latitude': '40.84405994368422', 'longitude': '-73.93932737854615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902409,2023-09-22T20:34:10.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,236 STAGG STREET,STAGG STREET,BUSHWICK AVENUE,WATERBURY STREET,BUSHWICK AVENUE,WATERBURY STREET,ADDRESS,BROOKLYN,STAGG STREET,In Progress,,,01 BROOKLYN,3030377501,BROOKLYN,1001013,197908,MOBILE,Unspecified,BROOKLYN,40.70987261662607,-73.93953608621152,"{'latitude': '40.70987261662607', 'longitude': '-73.93953608621152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904298,2023-09-22T20:34:10.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Street,11426,247-06 UNION TURNPIKE,UNION TURNPIKE,247 STREET,248 STREET,247 STREET,248 STREET,ADDRESS,BELLEROSE,UNION TURNPIKE,In Progress,Department of Sanitation (DSNY) cleaning crews will address the condition.,2023-09-27T06:24:02.000,13 QUEENS,4085600001,QUEENS,1061096,209766,ONLINE,Unspecified,QUEENS,40.74210194951556,-73.72268299426639,"{'latitude': '40.74210194951556', 'longitude': '-73.72268299426639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902761,2023-09-22T20:34:10.000,2023-09-22T20:49:24.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11205,80 SPENCER STREET,SPENCER STREET,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,SPENCER STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T20:49:30.000,03 BROOKLYN,3017347512,BROOKLYN,996585,192933,MOBILE,Unspecified,BROOKLYN,40.69622469244695,-73.95551693154546,"{'latitude': '40.69622469244695', 'longitude': '-73.95551693154546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902414,2023-09-22T20:33:58.000,2023-09-26T09:21:36.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10002,387 GRAND STREET,GRAND STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,GRAND STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-22T20:33:58.000,03 MANHATTAN,1003110013,MANHATTAN,987616,200238,MOBILE,Unspecified,MANHATTAN,40.71628315028367,-73.98785771681491,"{'latitude': '40.71628315028367', 'longitude': '-73.98785771681491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901925,2023-09-22T20:33:55.000,2023-09-22T20:39:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,25-14 FAR ROCKAWAY BOULEVARD,FAR ROCKAWAY BOULEVARD,BAY   25 STREET,HARTMAN LANE,BAY   25 STREET,HARTMAN LANE,ADDRESS,FAR ROCKAWAY,FAR ROCKAWAY BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:39:12.000,14 QUEENS,4157850037,QUEENS,1050363,157907,ONLINE,Unspecified,QUEENS,40.59984791481341,-73.76192399399451,"{'latitude': '40.59984791481341', 'longitude': '-73.76192399399451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898559,2023-09-22T20:33:50.000,2023-09-22T22:01:24.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10458,260 EAST  188 STREET,EAST  188 STREET,VALENTINE AVENUE,TIEBOUT AVENUE,VALENTINE AVENUE,TIEBOUT AVENUE,ADDRESS,BRONX,EAST  188 STREET,Closed,N/A,2023-09-22T22:01:28.000,05 BRONX,2031470050,BRONX,1012985,252949,ONLINE,Unspecified,BRONX,40.86091454702431,-73.89611783592919,"{'latitude': '40.86091454702431', 'longitude': '-73.89611783592919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902033,2023-09-22T20:33:35.000,2023-09-22T20:40:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,3889 BROADWAY,BROADWAY,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:40:30.000,12 MANHATTAN,1021370080,MANHATTAN,1000194,244404,ONLINE,Unspecified,MANHATTAN,40.837493420052255,-73.94237988990615,"{'latitude': '40.837493420052255', 'longitude': '-73.94237988990615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901924,2023-09-22T20:33:28.000,2023-09-22T20:44:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,69-01 DARTMOUTH STREET,DARTMOUTH STREET,69 AVENUE,70 AVENUE,69 AVENUE,70 AVENUE,ADDRESS,FOREST HILLS,DARTMOUTH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:44:07.000,06 QUEENS,4032190001,QUEENS,1025753,201362,ONLINE,Unspecified,QUEENS,40.719271547847924,-73.85027806931892,"{'latitude': '40.719271547847924', 'longitude': '-73.85027806931892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895548,2023-09-22T20:33:25.000,2023-10-04T14:01:24.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,10016,2 AVENUE,2 AVENUE,EAST   33 STREET,EAST   34 STREET,EAST   33 STREET,EAST   34 STREET,BLOCKFACE,,,Closed,"The Department of Transportation inspected the condition and made the determination that the street meets resurfacing standards and will be planned for either the next or future resurfacing seasons (2 - 3 years). The Department of Transportation works with Community Boards and elected officials to determine resurfacing priority. For specific scheduling information regarding your street, contact your Community Board.",2023-10-04T14:01:29.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
58898804,2023-09-22T20:32:58.000,2023-09-22T21:04:06.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10027,165 WEST  122 STREET,WEST  122 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  122 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:04:10.000,10 MANHATTAN,1019070104,MANHATTAN,998485,233132,MOBILE,Unspecified,MANHATTAN,40.80655789416365,-73.94857996519718,"{'latitude': '40.80655789416365', 'longitude': '-73.94857996519718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896470,2023-09-22T20:32:56.000,2023-09-22T21:22:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11238,400 ST MARKS AVENUE,ST MARKS AVENUE,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:22:37.000,08 BROOKLYN,3011550020,BROOKLYN,994904,185956,MOBILE,Unspecified,BROOKLYN,40.677076610803546,-73.96159006609929,"{'latitude': '40.677076610803546', 'longitude': '-73.96159006609929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897814,2023-09-22T20:32:56.000,2023-09-22T21:04:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10011,197 8 AVENUE,8 AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:04:12.000,04 MANHATTAN,1007440036,MANHATTAN,984307,210159,MOBILE,Unspecified,MANHATTAN,40.743514508762324,-73.99979429797175,"{'latitude': '40.743514508762324', 'longitude': '-73.99979429797175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901641,2023-09-22T20:32:38.000,2023-09-22T20:58:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11211,169 SOUTH    4 STREET,SOUTH    4 STREET,DRIGGS AVENUE,SOUTH    5 PLACE,DRIGGS AVENUE,SOUTH    5 PLACE,ADDRESS,BROOKLYN,SOUTH    4 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T20:58:55.000,01 BROOKLYN,3024320042,BROOKLYN,994981,198429,PHONE,Unspecified,BROOKLYN,40.711312009687425,-73.96129259442637,"{'latitude': '40.711312009687425', 'longitude': '-73.96129259442637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901557,2023-09-22T20:32:35.000,2023-09-22T21:00:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1440 BRONX RIVER AVENUE,BRONX RIVER AVENUE,EAST  174 STREET,CROSS BRONX EXPRESSWAY,EAST  174 STREET,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,BRONX RIVER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T21:01:02.000,09 BRONX,2038860002,BRONX,1018017,243713,PHONE,Unspecified,BRONX,40.83554666365087,-73.87797279135413,"{'latitude': '40.83554666365087', 'longitude': '-73.87797279135413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894177,2023-09-22T20:32:34.000,2023-10-04T10:10:53.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11421,85-57 88 STREET,88 STREET,85 ROAD,JAMAICA AVENUE,85 ROAD,JAMAICA AVENUE,ADDRESS,WOODHAVEN,88 STREET,Closed,The Department of Health and Mental Hygiene has determined that this issue is not within its jurisdiction; it cannot be determined if another agency would regulate the issue reported. This Service Request has been closed.,2023-10-04T10:11:00.000,09 QUEENS,4088630120,QUEENS,1023897,192536,ONLINE,Unspecified,QUEENS,40.69505480763814,-73.85702553898902,"{'latitude': '40.69505480763814', 'longitude': '-73.85702553898902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897798,2023-09-22T20:32:09.000,2023-09-22T20:54:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,4087 BROADWAY,BROADWAY,WEST  172 STREET,WEST  173 STREET,WEST  172 STREET,WEST  173 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T20:54:45.000,12 MANHATTAN,1021420100,MANHATTAN,1001137,246863,MOBILE,Unspecified,MANHATTAN,40.84424090362248,-73.93896578622551,"{'latitude': '40.84424090362248', 'longitude': '-73.93896578622551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901766,2023-09-22T20:32:04.000,2023-09-22T21:12:05.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11230,1010 EAST   14 STREET,EAST   14 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   14 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T21:12:10.000,14 BROOKLYN,3067150010,BROOKLYN,994735,166819,ONLINE,Unspecified,BROOKLYN,40.62454991391493,-73.96222909588866,"{'latitude': '40.62454991391493', 'longitude': '-73.96222909588866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58901469,2023-09-22T20:32:00.000,2023-10-02T08:42:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11224,2975 WEST   33 STREET,WEST   33 STREET,MERMAID AVE,SURF AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-02T08:42:00.000,13 BROOKLYN,3070480015,BROOKLYN,984474,148060,ONLINE,Unspecified,BROOKLYN,40.573066457463426,-73.99919368993085,"{'latitude': '40.573066457463426', 'longitude': '-73.99919368993085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58895506,2023-09-22T20:31:57.000,2023-10-06T11:00:59.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11207,116 ELDERT STREET,ELDERT STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,ELDERT STREET,Closed,NYC Parks couldn't respond to your complaint because they had to devote resources to other critical services at the time. The agency will use your complaint for future planning.,2023-10-06T11:01:04.000,04 BROOKLYN,,BROOKLYN,1008783,190042,MOBILE,Tiger Playground,BROOKLYN,40.68826416071583,-73.9115384700617,"{'latitude': '40.68826416071583', 'longitude': '-73.9115384700617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899120,2023-09-22T20:31:55.000,2023-09-22T21:00:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,496 HENDRIX STREET,HENDRIX STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,HENDRIX STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:00:30.000,05 BROOKLYN,3040420029,BROOKLYN,1015155,183240,MOBILE,Unspecified,BROOKLYN,40.66957427011969,-73.88859341404066,"{'latitude': '40.66957427011969', 'longitude': '-73.88859341404066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
