unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58928765,2023-09-26T11:46:30.000,2023-10-02T19:15:38.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11365,67-00 192 STREET,192 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,08 QUEENS,QUEENS,1044792,208157,ONLINE,Unspecified,QUEENS,40.73781230075766,-73.78153404711799,"{'latitude': '40.73781230075766', 'longitude': '-73.78153404711799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,,4071170003,,,,,,,
58928799,2023-09-26T11:46:22.000,2023-09-26T11:47:56.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T11:47:51.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,PARSONS BOULEVARD,4068290001,,,,,,,
58930801,2023-09-26T11:46:17.000,2023-09-26T12:11:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,302 WALSH COURT,WALSH COURT,EAST    3 STREET,EAST    5 STREET,EAST    3 STREET,EAST    5 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T12:11:06.000,14 BROOKLYN,BROOKLYN,991410,168096,MOBILE,Unspecified,BROOKLYN,40.62805832185605,-73.97420563800982,"{'latitude': '40.62805832185605', 'longitude': '-73.97420563800982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,WALSH COURT,3065030116,,,,,,,
58927389,2023-09-26T11:46:08.000,2023-10-02T11:04:15.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11216,1430 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,08 BROOKLYN,BROOKLYN,997069,184932,PHONE,Unspecified,BROOKLYN,40.674263091545946,-73.95378673001083,"{'latitude': '40.674263091545946', 'longitude': '-73.95378673001083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3012310047,,,,,,,
58927508,2023-09-26T11:46:06.000,2023-09-26T11:48:30.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T11:48:36.000,08 QUEENS,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,PARSONS BOULEVARD,4068290001,,,,,,,
58933821,2023-09-26T11:46:04.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11235,3131 BRIGHTON   13 STREET,BRIGHTON   13 STREET,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,13 BROOKLYN,BROOKLYN,996278,149522,ONLINE,Unspecified,BROOKLYN,40.57707120408271,-73.95670143122548,"{'latitude': '40.57707120408271', 'longitude': '-73.95670143122548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3087210360,,,,,,,
58928690,2023-09-26T11:46:04.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11235,3131 BRIGHTON   13 STREET,BRIGHTON   13 STREET,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,13 BROOKLYN,BROOKLYN,996278,149522,ONLINE,Unspecified,BROOKLYN,40.57707120408271,-73.95670143122548,"{'latitude': '40.57707120408271', 'longitude': '-73.95670143122548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3087210360,,,,,,,
58927439,2023-09-26T11:46:04.000,2023-09-28T19:25:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11433,168-29 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,12 QUEENS,QUEENS,1042609,195505,PHONE,Unspecified,QUEENS,40.70310038538026,-73.7895210762072,"{'latitude': '40.70310038538026', 'longitude': '-73.7895210762072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4102180052,,,,,,,
58929955,2023-09-26T11:46:04.000,2023-09-28T19:25:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11433,168-29 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,12 QUEENS,QUEENS,1042609,195505,PHONE,Unspecified,QUEENS,40.70310038538026,-73.7895210762072,"{'latitude': '40.70310038538026', 'longitude': '-73.7895210762072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4102180052,,,,,,,
58926115,2023-09-26T11:46:04.000,2023-09-28T19:25:57.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11433,168-29 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,12 QUEENS,QUEENS,1042609,195505,PHONE,Unspecified,QUEENS,40.70310038538026,-73.7895210762072,"{'latitude': '40.70310038538026', 'longitude': '-73.7895210762072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4102180052,,,,,,,
58933716,2023-09-26T11:46:04.000,2023-09-28T19:25:56.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11433,168-29 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,12 QUEENS,QUEENS,1042609,195505,PHONE,Unspecified,QUEENS,40.70310038538026,-73.7895210762072,"{'latitude': '40.70310038538026', 'longitude': '-73.7895210762072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4102180052,,,,,,,
58935164,2023-09-26T11:46:04.000,2023-09-28T19:25:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11433,168-29 LIBERTY AVENUE,LIBERTY AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,12 QUEENS,QUEENS,1042609,195505,PHONE,Unspecified,QUEENS,40.70310038538026,-73.7895210762072,"{'latitude': '40.70310038538026', 'longitude': '-73.7895210762072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,,4102180052,,,,,,,
58925634,2023-09-26T11:45:58.000,2023-09-26T11:56:59.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,,,,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T11:57:04.000,Unspecified BROOKLYN,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,BQE/Gowanus Expwy,East/Queens Bound,Atlantic Ave (Exit 27),,Ramp,
58932292,2023-09-26T11:45:55.000,2023-09-26T11:53:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T11:53:02.000,06 QUEENS,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOREST HILLS,QUEENS BOULEVARD,4031737501,,,,,,,
58930176,2023-09-26T11:45:55.000,2023-11-01T12:46:05.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11221,578 MADISON STREET,MADISON STREET,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-01T12:46:11.000,03 BROOKLYN,BROOKLYN,1002318,189401,ONLINE,Unspecified,BROOKLYN,40.68652032204313,-73.93485179148402,"{'latitude': '40.68652032204313', 'longitude': '-73.93485179148402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MADISON STREET,3016450009,,,,,,,
58929428,2023-09-26T11:45:54.000,2023-09-26T12:10:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10036,7 AVENUE,7 AVENUE,7 AVENUE,WEST   42 STREET,7 AVENUE,WEST   42 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T12:10:26.000,05 MANHATTAN,MANHATTAN,987866,214721,PHONE,Unspecified,MANHATTAN,40.75603530883254,-73.98694809910084,"{'latitude': '40.75603530883254', 'longitude': '-73.98694809910084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58928931,2023-09-26T11:45:43.000,2023-09-26T11:45:43.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11229,2114 BROWN STREET,BROWN STREET,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T11:45:43.000,15 BROOKLYN,BROOKLYN,1000945,157924,PHONE,Unspecified,BROOKLYN,40.600125451066866,-73.93988034334325,"{'latitude': '40.600125451066866', 'longitude': '-73.93988034334325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BROWN STREET,3073640011,,,,,,,
58929663,2023-09-26T11:45:09.000,2023-09-26T12:15:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10028,222 EAST   82 STREET,EAST   82 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T12:15:06.000,08 MANHATTAN,MANHATTAN,996662,221976,MOBILE,Unspecified,MANHATTAN,40.775940431657155,-73.95518566792737,"{'latitude': '40.775940431657155', 'longitude': '-73.95518566792737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   82 STREET,1015270035,,,,,,,
58927130,2023-09-26T11:45:08.000,2023-09-26T12:07:22.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,1425 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  130 STREET,WEST  131 STREET,WEST  130 STREET,WEST  131 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T12:07:27.000,09 MANHATTAN,MANHATTAN,996868,236535,MOBILE,Unspecified,MANHATTAN,40.815900639148985,-73.95441453630735,"{'latitude': '40.815900639148985', 'longitude': '-73.95441453630735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AMSTERDAM AVENUE,1019700002,,,,,,,
58926350,2023-09-26T11:44:45.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11237,400 IRVING AVENUE,IRVING AVENUE,WOODBINE STREET,MADISON STREET,WOODBINE STREET,MADISON STREET,ADDRESS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-23T11:31:11.000,04 BROOKLYN,BROOKLYN,1008882,193292,PHONE,Unspecified,BROOKLYN,40.69718437997631,-73.91116961045805,"{'latitude': '40.69718437997631', 'longitude': '-73.91116961045805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,IRVING AVENUE,3033650098,,,,,,,
58926932,2023-09-26T11:44:27.000,2023-09-26T12:02:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11221,1298 DEKALB AVENUE,DEKALB AVENUE,EVERGREEN AVENUE,MYRTLE AVENUE,EVERGREEN AVENUE,MYRTLE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T12:01:59.000,04 BROOKLYN,BROOKLYN,1004782,193386,MOBILE,Unspecified,BROOKLYN,40.69745285021338,-73.92595514748784,"{'latitude': '40.69745285021338', 'longitude': '-73.92595514748784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,DEKALB AVENUE,3032430032,,,,,,,
58934358,2023-09-26T11:44:25.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10003,40 EAST    9 STREET,EAST    9 STREET,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,2023-09-27T00:00:00.000,02 MANHATTAN,MANHATTAN,986059,205894,UNKNOWN,Unspecified,MANHATTAN,40.73180795466836,-73.99347281410138,"{'latitude': '40.73180795466836', 'longitude': '-73.99347281410138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1005607502,,,,,,,
58934684,2023-09-26T11:44:25.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,10034,139 PAYSON AVENUE,PAYSON AVENUE,,,,,ADDRESS,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,12 MANHATTAN,MANHATTAN,1004956,255789,UNKNOWN,Unspecified,MANHATTAN,40.86873196644229,-73.92513531524392,"{'latitude': '40.86873196644229', 'longitude': '-73.92513531524392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1022480024,,,,,,,
58933997,2023-09-26T11:44:21.000,2023-09-27T09:56:09.000,DOT,Department of Transportation,Broken Parking Meter,No Receipt,Street,11216,1551 FULTON STREET,FULTON STREET,THROOP AVENUE,ALBANY AVENUE,THROOP AVENUE,ALBANY AVENUE,ADDRESS,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-27T09:55:48.000,03 BROOKLYN,BROOKLYN,1001093,186966,MOBILE,Unspecified,BROOKLYN,40.6798392193952,-73.93927488757787,"{'latitude': '40.6798392193952', 'longitude': '-73.93927488757787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FULTON STREET,3018580041,,,,,,,
58932421,2023-09-26T11:44:20.000,2023-10-06T11:51:35.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,155 LINDEN BOULEVARD,LINDEN BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,997199,176989,PHONE,Unspecified,BROOKLYN,40.652461128591106,-73.9533333272863,"{'latitude': '40.652461128591106', 'longitude': '-73.9533333272863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3050840061,,,,,,,
58926233,2023-09-26T11:44:19.000,2023-10-06T11:51:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11226,155 LINDEN BOULEVARD,LINDEN BOULEVARD,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,17 BROOKLYN,BROOKLYN,997199,176989,PHONE,Unspecified,BROOKLYN,40.652461128591106,-73.9533333272863,"{'latitude': '40.652461128591106', 'longitude': '-73.9533333272863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3050840061,,,,,,,
