unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,vehicle_type,taxi_company_borough,road_ramp,due_date
58923084,2023-09-25T14:23:44.000,2023-09-28T11:08:07.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,10001,441 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-28T11:08:13.000,04 MANHATTAN,,MANHATTAN,985862,212966,ONLINE,Unspecified,MANHATTAN,40.751218871645,-73.99418192948342,"{'latitude': '40.751218871645', 'longitude': '-73.99418192948342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST   31 STREET,WEST   33 STREET,WEST   31 STREET,WEST   33 STREET,8 AVENUE,,,,"441 8 AVENUE, MANHATTAN (NEW YORK), NY, 10001",,Car Service,MANHATTAN,,
58918648,2023-09-25T14:23:38.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10019,744 FIFTH AVENUE,FIFTH AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T18:08:26.000,05 MANHATTAN,1012730033,MANHATTAN,991511,217343,MOBILE,Unspecified,MANHATTAN,40.76322978488524,-73.97378869180984,"{'latitude': '40.76322978488524', 'longitude': '-73.97378869180984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST 57 STREET,EAST 58 STREET,EAST   57 STREET,EAST   58 STREET,5 AVENUE,,,,,,,,,
58917572,2023-09-25T14:23:27.000,2023-09-28T12:55:46.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11225,310 WINTHROP STREET,WINTHROP STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-28T12:55:46.000,09 BROOKLYN,3048270012,BROOKLYN,998240,178691,MOBILE,Unspecified,BROOKLYN,40.65713116235151,-73.94957815586373,"{'latitude': '40.65713116235151', 'longitude': '-73.94957815586373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,WINTHROP STREET,,,,,,,,,
58919462,2023-09-25T14:23:00.000,2023-09-25T20:20:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),11420,135-12 130 STREET,130 STREET,ADDRESS,SOUTH OZONE PARK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T20:20:00.000,10 QUEENS,4118630043,QUEENS,1036974,182826,ONLINE,Unspecified,QUEENS,40.66833488230633,-73.80994354576127,"{'latitude': '40.66833488230633', 'longitude': '-73.80994354576127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,135 AVE,N CONDUIT AVE,,,,,,,,,,,,
58919878,2023-09-25T14:23:00.000,2023-09-26T11:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),11216,426 TOMPKINS AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-26T11:25:00.000,03 BROOKLYN,3018390040,BROOKLYN,999844,187977,ONLINE,Unspecified,BROOKLYN,40.682616472547885,-73.94377564388914,"{'latitude': '40.682616472547885', 'longitude': '-73.94377564388914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,HANCOCK ST,HALSEY ST,,,,N/A,,,,,,,,
58922008,2023-09-25T14:23:00.000,2023-09-27T10:55:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10314,295 LATHROP AVENUE,LATHROP AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-27T10:55:00.000,01 STATEN ISLAND,5014540038,STATEN ISLAND,945080,165095,PHONE,Unspecified,STATEN ISLAND,40.619737511210474,-74.14109492042951,"{'latitude': '40.619737511210474', 'longitude': '-74.14109492042951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,MULLER AVENUE,CRYSTAL AVENUE,,,,,,,,,,,,
58923372,2023-09-25T14:23:00.000,2023-09-25T15:57:00.000,DEP,Department of Environmental Protection,Water Conservation,Water Meter Broken/Leaking - Private Residence (CMR),11211,72 MASPETH AVENUE,MASPETH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-25T15:57:00.000,01 BROOKLYN,3029070123,BROOKLYN,1000813,200048,ONLINE,Unspecified,BROOKLYN,40.71574678205447,-73.94025221838164,"{'latitude': '40.71574678205447', 'longitude': '-73.94025221838164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,CONSELYEA ST,KINGSLAND AVE,,,,,,,,,,,,
58923322,2023-09-25T14:22:58.000,2023-09-25T15:50:43.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,11375,62 AVENUE,62 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T15:50:48.000,06 QUEENS,,QUEENS,1026204,208224,ONLINE,Unspecified,QUEENS,40.73810390721791,-73.84860830891233,"{'latitude': '40.73810390721791', 'longitude': '-73.84860830891233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,62 AVENUE,COLONIAL AVENUE,62 AVENUE,COLONIAL AVENUE,,,,,,,,,,
58922276,2023-09-25T14:22:49.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,11208,29 SHEPHERD AVENUE,SHEPHERD AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,05 BROOKLYN,3039120014,BROOKLYN,1016746,188565,UNKNOWN,Unspecified,BROOKLYN,40.68418448302821,-73.88283249599371,"{'latitude': '40.68418448302821', 'longitude': '-73.88283249599371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,,,,
58917898,2023-09-25T14:22:45.000,2023-10-18T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,11378,54-30 ARNOLD AVENUE,ARNOLD AVENUE,ADDRESS,MASPETH,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-18T00:00:00.000,05 QUEENS,4026390038,QUEENS,1009190,199393,UNKNOWN,Unspecified,QUEENS,40.71392931579313,-73.91003627430523,"{'latitude': '40.71392931579313', 'longitude': '-73.91003627430523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,,
58919933,2023-09-25T14:22:41.000,2023-09-26T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,10457,2060 RYER AVENUE,RYER AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,05 BRONX,2031490028,BRONX,1011616,249782,UNKNOWN,Unspecified,BRONX,40.852226434491605,-73.90107994065292,"{'latitude': '40.852226434491605', 'longitude': '-73.90107994065292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,,,,
58922920,2023-09-25T14:22:28.000,2023-09-25T15:06:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,11215,180 9 STREET,9 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T15:06:52.000,06 BROOKLYN,3010080032,BROOKLYN,986567,184014,ONLINE,Unspecified,BROOKLYN,40.67175236567418,-73.99164738973691,"{'latitude': '40.67175236567418', 'longitude': '-73.99164738973691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,9 STREET,,,,,,,,,
58918856,2023-09-25T14:22:00.000,2023-09-26T00:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Visor,10470,,,INTERSECTION,BRONX,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T00:35:00.000,12 BRONX,,BRONX,1018862,265640,UNKNOWN,Unspecified,BRONX,40.895726289668104,-73.87480588425976,"{'latitude': '40.895726289668104', 'longitude': '-73.87480588425976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EAST 233 STREET,NAPIER AVENUE,,N/A,,,,,,,,
58920137,2023-09-25T14:22:00.000,2023-10-06T13:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11432,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-06T13:30:00.000,12 QUEENS,,QUEENS,1041773,196691,UNKNOWN,Unspecified,QUEENS,40.7063611411609,-73.79252607072335,"{'latitude': '40.7063611411609', 'longitude': '-73.79252607072335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,JAMAICA AVENUE,168 STREET,,N/A,,,,,,,,
58917452,2023-09-25T14:21:58.000,2023-09-25T14:49:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10039,251 WEST  154 STREET,WEST  154 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T14:49:12.000,10 MANHATTAN,1020400007,MANHATTAN,1001746,240975,PHONE,Unspecified,MANHATTAN,40.828078865918776,-73.93678005386273,"{'latitude': '40.828078865918776', 'longitude': '-73.93678005386273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MACOMBS PLACE,FREDERICK DOUGLASS BOULEVARD,MACOMBS PLACE,FREDERICK DOUGLASS BOULEVARD,WEST  154 STREET,,,,,,,,,
58922987,2023-09-25T14:21:43.000,2023-09-26T08:40:41.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11367,139-16 73 TERRACE,73 TERRACE,ADDRESS,FLUSHING,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T08:40:46.000,08 QUEENS,4066040022,QUEENS,1033105,202986,PHONE,Unspecified,QUEENS,40.72369148093438,-73.82374403250883,"{'latitude': '40.72369148093438', 'longitude': '-73.82374403250883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,139 STREET,141 STREET,139 STREET,141 STREET,73 TERRACE,,,,,,,,,
58918398,2023-09-25T14:21:41.000,2023-09-26T09:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,10467,EAST  216 STREET,EAST  216 STREET,BLOCKFACE,BRONX,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-26T09:10:00.000,12 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,KINGS    5 WAY,NYCTA SUBWAY,,,,N/A,,,,,,,,
58922883,2023-09-25T14:21:23.000,2023-09-25T15:59:09.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10305,42 OREGON ROAD,OREGON ROAD,ADDRESS,STATEN ISLAND,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T15:59:12.000,02 STATEN ISLAND,5033220001,STATEN ISLAND,959971,156174,ONLINE,Unspecified,STATEN ISLAND,40.595304525174505,-74.08742377283279,"{'latitude': '40.595304525174505', 'longitude': '-74.08742377283279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,OLD TOWN ROAD,DUMONT AVENUE,OLD TOWN ROAD,DUMONT AVENUE,OREGON ROAD,,,,,,,,,
58924582,2023-09-25T14:21:11.000,2023-09-25T14:41:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10007,CITY HALL PARK,CITY HALL PARK,UNRECOGNIZED,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T14:41:36.000,01 MANHATTAN,1001220001,MANHATTAN,982466,198874,PHONE,Unspecified,MANHATTAN,40.712539756514126,-74.00643512079881,"{'latitude': '40.712539756514126', 'longitude': '-74.00643512079881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PARK PLACE,MURRAY STREET,PARK PLACE,MURRAY STREET,CITY HALL PARK,,,,,,,,,
58921552,2023-09-25T14:20:58.000,2023-09-29T11:46:02.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11207,738 NEW JERSEY AVENUE,NEW JERSEY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,05 BROOKLYN,3042990025,BROOKLYN,1014345,180188,PHONE,Unspecified,BROOKLYN,40.66120000455211,-73.89152692914816,"{'latitude': '40.66120000455211', 'longitude': '-73.89152692914816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58924008,2023-09-25T14:20:58.000,2023-09-29T11:46:02.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CABINET,11207,738 NEW JERSEY AVENUE,NEW JERSEY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,05 BROOKLYN,3042990025,BROOKLYN,1014345,180188,PHONE,Unspecified,BROOKLYN,40.66120000455211,-73.89152692914816,"{'latitude': '40.66120000455211', 'longitude': '-73.89152692914816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58917211,2023-09-25T14:20:58.000,2023-09-29T11:46:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11207,738 NEW JERSEY AVENUE,NEW JERSEY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,05 BROOKLYN,3042990025,BROOKLYN,1014345,180188,PHONE,Unspecified,BROOKLYN,40.66120000455211,-73.89152692914816,"{'latitude': '40.66120000455211', 'longitude': '-73.89152692914816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58920324,2023-09-25T14:20:47.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10452,1503 WALTON AVENUE,WALTON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,04 BRONX,2028450001,BRONX,1007938,245962,PHONE,Unspecified,BRONX,40.841752298115495,-73.9143883173933,"{'latitude': '40.841752298115495', 'longitude': '-73.9143883173933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58922687,2023-09-25T14:20:46.000,2023-09-26T19:42:16.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,11221,593 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,03 BROOKLYN,3016190065,BROOKLYN,1001483,190372,PHONE,Unspecified,BROOKLYN,40.68918715871355,-73.93786008574368,"{'latitude': '40.68918715871355', 'longitude': '-73.93786008574368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
