unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58838333,2023-09-17T05:34:17.000,2023-09-17T06:02:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,50 AVENUE,50 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:02:25.000,02 QUEENS,,QUEENS,1011453,207822,ONLINE,Unspecified,QUEENS,40.737058189941614,-73.90183910114906,"{'latitude': '40.737058189941614', 'longitude': '-73.90183910114906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50 AVENUE,64 STREET,,50 AVENUE,64 STREET,,,,,
58839849,2023-09-17T05:34:16.000,2023-09-17T05:57:55.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11204,1910 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T05:58:00.000,11 BROOKLYN,,BROOKLYN,986046,162208,MOBILE,Unspecified,BROOKLYN,40.61189969907013,-73.99353136033822,"{'latitude': '40.61189969907013', 'longitude': '-73.99353136033822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVENUE,20 AVENUE,,19 AVENUE,20 AVENUE,BAY RIDGE PARKWAY,,,,
58844776,2023-09-17T05:34:11.000,2023-09-17T05:52:52.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11377,41 AVENUE,41 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:53:00.000,02 QUEENS,,QUEENS,1013569,210668,ONLINE,Unspecified,QUEENS,40.744862984756715,-73.89419120520024,"{'latitude': '40.744862984756715', 'longitude': '-73.89419120520024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 AVENUE,71 STREET,,41 AVENUE,71 STREET,,,,,
58838325,2023-09-17T05:34:01.000,2023-09-17T06:07:10.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,92 STREET,92 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:07:15.000,03 QUEENS,,QUEENS,1018911,212582,ONLINE,Unspecified,QUEENS,40.75009710409597,-73.87490272033908,"{'latitude': '40.75009710409597', 'longitude': '-73.87490272033908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",92 STREET,ELMHURST AVENUE,,92 STREET,ELMHURST AVENUE,,,,,
58840607,2023-09-17T05:34:01.000,2023-09-17T05:46:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11106,34-02 34 AVENUE,34 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:46:29.000,01 QUEENS,4006420028,QUEENS,1005103,215621,ONLINE,Unspecified,QUEENS,40.75848172733981,-73.92472861772626,"{'latitude': '40.75848172733981', 'longitude': '-73.92472861772626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34 STREET,35 STREET,,34 STREET,35 STREET,34 AVENUE,,,,
58840142,2023-09-17T05:33:49.000,2023-09-17T06:05:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,184 ETNA STREET,ETNA STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:05:45.000,05 BROOKLYN,3041150026,BROOKLYN,1018413,189241,ONLINE,Unspecified,BROOKLYN,40.68603366963854,-73.87681854478991,"{'latitude': '40.68603366963854', 'longitude': '-73.87681854478991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND STREET,CHESTNUT STREET,,RICHMOND STREET,CHESTNUT STREET,ETNA STREET,,,,
58842978,2023-09-17T05:33:44.000,2023-09-17T05:57:39.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11204,1973 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T05:57:45.000,11 BROOKLYN,3062170045,BROOKLYN,986441,161903,MOBILE,Unspecified,BROOKLYN,40.61106244796524,-73.99210879078274,"{'latitude': '40.61106244796524', 'longitude': '-73.99210879078274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVENUE,20 AVENUE,,19 AVENUE,20 AVENUE,BAY RIDGE PARKWAY,,,,
58842707,2023-09-17T05:33:11.000,2023-09-17T07:08:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:08:21.000,04 BROOKLYN,,BROOKLYN,1006886,193881,ONLINE,Unspecified,BROOKLYN,40.6988063776396,-73.91836580203518,"{'latitude': '40.6988063776396', 'longitude': '-73.91836580203518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KNICKERBOCKER AVENUE,MYRTLE AVENUE,,KNICKERBOCKER AVENUE,MYRTLE AVENUE,,,,,
58842642,2023-09-17T05:32:59.000,2023-09-17T05:45:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11106,34-04 34 AVENUE,34 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T05:45:54.000,01 QUEENS,4006420028,QUEENS,1005106,215619,ONLINE,Unspecified,QUEENS,40.75847623077714,-73.92471779507927,"{'latitude': '40.75847623077714', 'longitude': '-73.92471779507927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34 STREET,35 STREET,,34 STREET,35 STREET,34 AVENUE,,,,
58838480,2023-09-17T05:32:45.000,2023-09-17T05:46:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,AUDOBON AVENUE,AUDOBON AVENUE,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T05:46:19.000,12 MANHATTAN,,MANHATTAN,1002184,247084,ONLINE,Unspecified,MANHATTAN,40.84484541928634,-73.9351810535763,"{'latitude': '40.84484541928634', 'longitude': '-73.9351810535763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AUDOBON AVENUE,WEST  175 STREET,,AUDOBON AVENUE,WEST  175 STREET,,,,,
58838143,2023-09-17T05:32:40.000,2023-09-17T06:27:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10453,2244 CRESTON AVENUE,CRESTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:27:31.000,05 BRONX,2031630006,BRONX,1011498,251451,PHONE,Unspecified,BRONX,40.856807704117266,-73.90149969181229,"{'latitude': '40.856807704117266', 'longitude': '-73.90149969181229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  182 STREET,EAST  183 STREET,,EAST  182 STREET,EAST  183 STREET,CRESTON AVENUE,,,,
58837998,2023-09-17T05:32:29.000,2023-09-17T05:48:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10031,514W WEST  136 STREET,WEST  136 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T05:48:04.000,09 MANHATTAN,,MANHATTAN,997300,238040,ONLINE,Unspecified,MANHATTAN,40.82003081301524,-73.952850909447,"{'latitude': '40.82003081301524', 'longitude': '-73.952850909447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,,AMSTERDAM AVENUE,BROADWAY,WEST  136 STREET,,,,
58837391,2023-09-17T05:32:10.000,2023-09-17T07:01:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,411 EAST TREMONT AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T07:01:07.000,06 BRONX,2030277501,BRONX,1011795,248098,MOBILE,Unspecified,BRONX,40.84760379904119,-73.90043982720897,"{'latitude': '40.84760379904119', 'longitude': '-73.90043982720897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEBSTER AVENUE,PARK AVENUE,,WEBSTER AVENUE,PARK AVENUE,EAST TREMONT AVENUE,,,,
58839577,2023-09-17T05:31:55.000,2023-09-19T20:44:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58841183,2023-09-17T05:31:33.000,2023-09-17T06:05:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,184 ETNA STREET,ETNA STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:05:30.000,05 BROOKLYN,3041150026,BROOKLYN,1018413,189241,ONLINE,Unspecified,BROOKLYN,40.68603366963854,-73.87681854478991,"{'latitude': '40.68603366963854', 'longitude': '-73.87681854478991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND STREET,CHESTNUT STREET,,RICHMOND STREET,CHESTNUT STREET,ETNA STREET,,,,
58841556,2023-09-17T05:31:11.000,2023-09-17T05:45:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,60-10 47 AVENUE,47 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T05:45:09.000,02 QUEENS,4023220001,QUEENS,1010762,208861,MOBILE,Unspecified,QUEENS,40.73991208408455,-73.9043284492515,"{'latitude': '40.73991208408455', 'longitude': '-73.9043284492515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60 STREET,61 STREET,,60 STREET,61 STREET,47 AVENUE,,,,
58841295,2023-09-17T05:31:08.000,2023-09-17T06:22:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10459,885 JENNINGS STREET,JENNINGS STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T06:22:21.000,03 BRONX,2029770329,BRONX,1014060,242603,MOBILE,Unspecified,BRONX,40.83251427919986,-73.89227751830461,"{'latitude': '40.83251427919986', 'longitude': '-73.89227751830461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",INTERVALE AVENUE,CHARLOTTE STREET,,INTERVALE AVENUE,CHARLOTTE STREET,JENNINGS STREET,,,,
58842528,2023-09-17T05:31:02.000,2023-09-17T07:01:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11239,911 ERSKINE STREET,ERSKINE STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-17T07:01:51.000,05 BROOKLYN,3045867501,BROOKLYN,1020973,177807,MOBILE,Unspecified,BROOKLYN,40.65463968119303,-73.867650262116,"{'latitude': '40.65463968119303', 'longitude': '-73.867650262116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHROEDERS AVENUE,GATEWAY DRIVE,,SCHROEDERS AVENUE,GATEWAY DRIVE,ERSKINE STREET,,,,
58839561,2023-09-17T05:30:52.000,2023-09-17T05:56:14.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11419,102 AVENUE,102 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:56:20.000,09 QUEENS,,QUEENS,1034838,191296,ONLINE,Unspecified,QUEENS,40.691595523592376,-73.81757967061118,"{'latitude': '40.691595523592376', 'longitude': '-73.81757967061118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",102 AVENUE,129 STREET,,102 AVENUE,129 STREET,,,,,
58836957,2023-09-17T05:30:40.000,2023-09-17T19:07:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,818 WOODWARD AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T19:08:01.000,05 QUEENS,4034720035,QUEENS,1011120,195543,MOBILE,Unspecified,QUEENS,40.703356332735225,-73.90308973581432,"{'latitude': '40.703356332735225', 'longitude': '-73.90308973581432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PUTNAM AVENUE,CORNELIA STREET,,PUTNAM AVENUE,CORNELIA STREET,WOODWARD AVENUE,,,,
58838377,2023-09-17T05:30:38.000,2023-09-17T05:56:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,102 AVENUE,102 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:56:35.000,09 QUEENS,,QUEENS,1034838,191296,ONLINE,Unspecified,QUEENS,40.691595523592376,-73.81757967061118,"{'latitude': '40.691595523592376', 'longitude': '-73.81757967061118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",102 AVENUE,129 STREET,,102 AVENUE,129 STREET,,,,,
58844542,2023-09-17T05:30:37.000,2023-09-17T06:08:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,206 WEST  148 STREET,WEST  148 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:08:46.000,10 MANHATTAN,1020330038,MANHATTAN,1001331,239421,ONLINE,Unspecified,MANHATTAN,40.823814391623685,-73.93828356816849,"{'latitude': '40.823814391623685', 'longitude': '-73.93828356816849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  148 STREET,,,,
58839169,2023-09-17T05:29:31.000,2023-09-17T06:17:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1944 WEST   11 STREET,WEST   11 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T06:17:40.000,11 BROOKLYN,3070770022,BROOKLYN,989001,157699,ONLINE,Unspecified,BROOKLYN,40.59952232326418,-73.9828915311129,"{'latitude': '40.59952232326418', 'longitude': '-73.9828915311129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE S,AVENUE T,,AVENUE S,AVENUE T,WEST   11 STREET,,,,
58838283,2023-09-17T05:29:17.000,2023-09-17T05:56:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,127-22 102 AVENUE,102 AVENUE,ADDRESS,SOUTH RICHMOND HILL,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T05:57:01.000,09 QUEENS,4094950041,QUEENS,1034547,191185,ONLINE,Unspecified,QUEENS,40.69129251340925,-73.81862984236146,"{'latitude': '40.69129251340925', 'longitude': '-73.81862984236146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",127 STREET,129 STREET,,127 STREET,129 STREET,102 AVENUE,,,,
58844736,2023-09-17T05:29:15.000,2023-09-17T06:21:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,815 WOODWARD AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T06:21:50.000,05 QUEENS,4034820055,QUEENS,1011114,195555,MOBILE,Unspecified,QUEENS,40.70338928811415,-73.90311132773233,"{'latitude': '40.70338928811415', 'longitude': '-73.90311132773233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PUTNAM AVENUE,CORNELIA STREET,,PUTNAM AVENUE,CORNELIA STREET,WOODWARD AVENUE,,,,
58842536,2023-09-17T05:29:09.000,2023-09-17T06:16:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,50-12 102 STREET,102 STREET,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T06:17:00.000,04 QUEENS,4019270019,QUEENS,1022671,210105,ONLINE,Unspecified,QUEENS,40.743282831683665,-73.86134643078358,"{'latitude': '40.743282831683665', 'longitude': '-73.86134643078358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALSTYNE AVENUE,CHRISTIE AVENUE,,ALSTYNE AVENUE,CHRISTIE AVENUE,102 STREET,,,,
58841854,2023-09-17T05:29:04.000,2023-09-18T11:14:50.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11230,1555 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-18T11:14:50.000,14 BROOKLYN,3067660077,BROOKLYN,996733,162304,ONLINE,Unspecified,BROOKLYN,40.61215458834643,-73.95503989939718,"{'latitude': '40.61215458834643', 'longitude': '-73.95503989939718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE O,AVENUE P,,AVENUE O,AVENUE P,EAST   19 STREET,,,,
58842394,2023-09-17T05:28:35.000,2023-09-17T08:23:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,516 GLENMORE AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T08:23:29.000,05 BROOKLYN,3039930012,BROOKLYN,1014421,184811,ONLINE,Unspecified,BROOKLYN,40.67388884164553,-73.8912323084168,"{'latitude': '40.67388884164553', 'longitude': '-73.8912323084168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MILLER AVENUE,VAN SICLEN AVENUE,,MILLER AVENUE,VAN SICLEN AVENUE,GLENMORE AVENUE,,,,
