unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction
58830602,2023-09-16T16:58:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11226,1917 CHURCH AVENUE,CHURCH AVENUE,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,CHURCH AVENUE,Closed,14 BROOKLYN,3050800075,BROOKLYN,994828,176045,ONLINE,Unspecified,BROOKLYN,40.649873203734266,-73.9618796116721,"{'latitude': '40.649873203734266', 'longitude': '-73.9618796116721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:02:06.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:02:10.000,,,,,,,
58834367,2023-09-16T16:58:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,11355,,,,,PARSONS BOULEVARD,46 AVENUE,INTERSECTION,QUEENS,,Closed,07 QUEENS,,QUEENS,1035957,214109,UNKNOWN,Unspecified,QUEENS,40.754205076945105,-73.81336930163837,"{'latitude': '40.754205076945105', 'longitude': '-73.81336930163837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T00:55:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-17T00:55:00.000,N/A,,,,,,
58830950,2023-09-16T16:57:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10013,15 MERCER STREET,MERCER STREET,HOWARD STREET,GRAND STREET,HOWARD STREET,GRAND STREET,ADDRESS,NEW YORK,MERCER STREET,Closed,02 MANHATTAN,1002307504,MANHATTAN,983704,201829,MOBILE,Unspecified,MANHATTAN,40.7206506864118,-74.00196973293467,"{'latitude': '40.7206506864118', 'longitude': '-74.00196973293467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:28:10.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:28:13.000,,,,,,,
58836321,2023-09-16T16:57:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10011,412 WEST   19 STREET,WEST   19 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   19 STREET,Closed,04 MANHATTAN,1007160017,MANHATTAN,983256,210417,MOBILE,Unspecified,MANHATTAN,40.744222598603464,-74.00358719279463,"{'latitude': '40.744222598603464', 'longitude': '-74.00358719279463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:31:33.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T17:31:35.000,,,,,,,
58830811,2023-09-16T16:56:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,112-11 103 AVENUE,103 AVENUE,112 STREET,113 STREET,112 STREET,113 STREET,ADDRESS,SOUTH RICHMOND HILL,103 AVENUE,Closed,09 QUEENS,4094300038,QUEENS,1031203,189377,ONLINE,Unspecified,QUEENS,40.686348350496814,-73.83070082090569,"{'latitude': '40.686348350496814', 'longitude': '-73.83070082090569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T20:12:08.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T20:12:12.000,,,,,,,
58836522,2023-09-16T16:56:45.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11423,90-20 191 STREET,191 STREET,90 AVENUE,JAMAICA AVENUE,90 AVENUE,JAMAICA AVENUE,ADDRESS,HOLLIS,191 STREET,In Progress,12 QUEENS,4104460020,QUEENS,1048191,199255,ONLINE,Unspecified,QUEENS,40.71335463788695,-73.7693533831405,"{'latitude': '40.71335463788695', 'longitude': '-73.7693533831405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-14T09:27:46.000,,,,,,,
58834029,2023-09-16T16:56:42.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,UNRECOGNIZED,BROOKLYN,MCCARREN PARK,In Progress,01 BROOKLYN,3026960001,BROOKLYN,997610,201904,MOBILE,McCarren Park,BROOKLYN,40.72084647199604,-73.95180272776703,"{'latitude': '40.72084647199604', 'longitude': '-73.95180272776703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58829534,2023-09-16T16:56:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11234,2184 EAST   66 STREET,EAST   66 STREET,AVENUE U,STRICKLAND AVENUE,AVENUE U,STRICKLAND AVENUE,ADDRESS,BROOKLYN,EAST   66 STREET,Closed,18 BROOKLYN,3084660041,BROOKLYN,1009356,163745,ONLINE,Unspecified,BROOKLYN,40.6160830591993,-73.90957022619965,"{'latitude': '40.6160830591993', 'longitude': '-73.90957022619965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T16:59:34.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:59:38.000,,,,,,,
58836648,2023-09-16T16:56:16.000,DOT,Department of Transportation,Street Sign - Damaged,"No Parking, Standing, Stopping",Street,11417,95-04 150 ROAD,150 ROAD,95 STREET,CENTREVILLE STREET,95 STREET,CENTREVILLE STREET,ADDRESS,OZONE PARK,150 ROAD,In Progress,10 QUEENS,4115477501,QUEENS,1028582,183137,PHONE,Unspecified,QUEENS,40.669234505531186,-73.84019242782045,"{'latitude': '40.669234505531186', 'longitude': '-73.84019242782045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,This request required re-assignment to a new DOT unit.,2023-09-18T14:46:27.000,,,,,,,
58829074,2023-09-16T16:56:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11369,23-56 102 STREET,102 STREET,DITMARS BOULEVARD,24 AVENUE,DITMARS BOULEVARD,24 AVENUE,ADDRESS,EAST ELMHURST,102 STREET,Closed,03 QUEENS,4016380030,QUEENS,1020697,218923,PHONE,Unspecified,QUEENS,40.76749432621712,-73.8684223844676,"{'latitude': '40.76749432621712', 'longitude': '-73.8684223844676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:13:16.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T17:13:23.000,,,,,,,
58826388,2023-09-16T16:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10035,,,,,EAST 122 STREET,2 AVENUE,INTERSECTION,MANHATTAN,,Closed,11 MANHATTAN,,MANHATTAN,1002269,231034,PHONE,Unspecified,MANHATTAN,40.80079255501521,-73.93491693777082,"{'latitude': '40.80079255501521', 'longitude': '-73.93491693777082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T21:20:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-16T21:20:00.000,,,,,,,
58836350,2023-09-16T16:55:47.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10312,174 MC ARTHUR AVENUE,MC ARTHUR AVENUE,LUDLOW STREET,LORING AVENUE,LUDLOW STREET,LORING AVENUE,ADDRESS,STATEN ISLAND,MC ARTHUR AVENUE,Closed,03 STATEN ISLAND,5056800242,STATEN ISLAND,934406,141235,ONLINE,Unspecified,STATEN ISLAND,40.55419308406877,-74.179367833055,"{'latitude': '40.55419308406877', 'longitude': '-74.179367833055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:30:33.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T17:30:39.000,,,,,,,
58830110,2023-09-16T16:55:39.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11102,30 AVENUE,30 AVENUE,30 AVENUE,NEWTOWN AVENUE,30 AVENUE,NEWTOWN AVENUE,INTERSECTION,,,Closed,01 QUEENS,,QUEENS,1006472,218417,ONLINE,Unspecified,QUEENS,40.76615269007771,-73.91977780939396,"{'latitude': '40.76615269007771', 'longitude': '-73.91977780939396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:30:39.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T13:32:55.000,,,,,,,
58830938,2023-09-16T16:55:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,165 SHERMAN AVENUE,SHERMAN AVENUE,ACADEMY STREET,WEST  204 STREET,ACADEMY STREET,WEST  204 STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,12 MANHATTAN,1022210011,MANHATTAN,1005613,254344,ONLINE,Unspecified,MANHATTAN,40.86476431663921,-73.92276447154296,"{'latitude': '40.86476431663921', 'longitude': '-73.92276447154296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:38:58.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:39:01.000,,,,,,,
58834195,2023-09-16T16:54:52.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10011,257 WEST   19 STREET,WEST   19 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   19 STREET,Closed,04 MANHATTAN,1007690008,MANHATTAN,984471,209752,PHONE,Unspecified,MANHATTAN,40.74239739275836,-73.99920246691218,"{'latitude': '40.74239739275836', 'longitude': '-73.99920246691218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:13:32.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-17T13:13:45.000,,,,,,,
58831022,2023-09-16T16:54:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11361,47-20 BELL BOULEVARD,BELL BOULEVARD,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,BAYSIDE,BELL BOULEVARD,Closed,11 QUEENS,4073300023,QUEENS,1048654,214990,ONLINE,Unspecified,QUEENS,40.756539823188305,-73.76753263942949,"{'latitude': '40.756539823188305', 'longitude': '-73.76753263942949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:36:43.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T17:36:49.000,,,,,,,
58832925,2023-09-16T16:54:46.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Other Store (Non-Food),Business,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,AVENUE Z,WILLIAMS COURT,AVENUE Z,WILLIAMS COURT,ADDRESS,BROOKLYN,HOMECREST AVENUE,Closed,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,ONLINE,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T11:05:53.000,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-18T11:06:01.000,,,,,,,
58829205,2023-09-16T16:54:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10452,953 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,04 BRONX,2025110073,BRONX,1003916,242199,ONLINE,Unspecified,BRONX,40.8314338291739,-73.92893540348943,"{'latitude': '40.8314338291739', 'longitude': '-73.92893540348943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:48:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T17:48:59.000,,,,,,,
58829204,2023-09-16T16:54:40.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11231,624 CLINTON STREET,CLINTON STREET,CENTRE MALL,BUSH STREET,CENTRE MALL,BUSH STREET,ADDRESS,BROOKLYN,CLINTON STREET,Closed,06 BROOKLYN,3005380001,BROOKLYN,983643,184858,ONLINE,Unspecified,BROOKLYN,40.67406923864178,-74.00218826523523,"{'latitude': '40.67406923864178', 'longitude': '-74.00218826523523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:06:54.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T17:06:58.000,,,,,,,
58833129,2023-09-16T16:54:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,52-41 CENTER BOULEVARD,CENTER BOULEVARD,BORDEN AVENUE,54 AVENUE,BORDEN AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,Closed,02 QUEENS,4000067505,QUEENS,995153,209394,ONLINE,Unspecified,QUEENS,40.74140805386253,-73.96065441435366,"{'latitude': '40.74140805386253', 'longitude': '-73.96065441435366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:29:43.000,The Police Department issued a summons in response to the complaint.,2023-09-16T17:29:48.000,,,,,,,
58835520,2023-09-16T16:54:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10309,719 RAMONA AVENUE,RAMONA AVENUE,MINTURN AVENUE,MAGUIRE AVENUE,MINTURN AVENUE,MAGUIRE AVENUE,ADDRESS,STATEN ISLAND,RAMONA AVENUE,Closed,03 STATEN ISLAND,5069610001,STATEN ISLAND,925817,134421,ONLINE,Unspecified,STATEN ISLAND,40.53543756356401,-74.21021711799789,"{'latitude': '40.53543756356401', 'longitude': '-74.21021711799789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:18:53.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T17:18:55.000,,,,,,,
58827587,2023-09-16T16:54:24.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11222,70 DOBBIN STREET,DOBBIN STREET,NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,DOBBIN STREET,Closed,01 BROOKLYN,3026430001,BROOKLYN,996989,203132,ONLINE,Unspecified,BROOKLYN,40.72421795062144,-73.95404071035829,"{'latitude': '40.72421795062144', 'longitude': '-73.95404071035829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T17:47:44.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T17:47:49.000,,,,,,,
58831489,2023-09-16T16:54:21.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11237,CYPRESS AVENUE,CYPRESS AVENUE,CYPRESS AVENUE,SUYDAM STREET,CYPRESS AVENUE,SUYDAM STREET,INTERSECTION,,,Closed,0 Unspecified,,Unspecified,1006852,197005,ONLINE,Unspecified,Unspecified,40.70738110741721,-73.91847793416208,"{'latitude': '40.70738110741721', 'longitude': '-73.91847793416208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:56:49.000,The Department of Sanitation found an open service request already exists for the same location.,2023-09-18T10:31:16.000,,,,,,,
58835182,2023-09-16T16:54:02.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10462,1579 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BRONX,,Closed,09 BRONX,2039447501,BRONX,1023706,245340,UNKNOWN,Unspecified,BRONX,40.839988716414055,-73.85740434158187,"{'latitude': '40.839988716414055', 'longitude': '-73.85740434158187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T00:00:00.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,,,,,,,
58829148,2023-09-16T16:54:00.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,10459,868 EAST  164 STREET,EAST  164 STREET,,,,,ADDRESS,BRONX,,Closed,02 BRONX,2026900143,BRONX,1012122,239244,UNKNOWN,Unspecified,BRONX,40.823301118122124,-73.89929469256205,"{'latitude': '40.823301118122124', 'longitude': '-73.89929469256205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,The Department of Buildings reviewed this complaint and referred it to the New York Police Department for further action.,2023-09-20T00:00:00.000,,,,,,,
58834518,2023-09-16T16:54:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11220,473 BAY RIDGE AVENUE,BAY RIDGE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,10 BROOKLYN,3058640054,BROOKLYN,978213,170194,UNKNOWN,Unspecified,BROOKLYN,40.633817724764754,-74.02175055892226,"{'latitude': '40.633817724764754', 'longitude': '-74.02175055892226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T00:00:00.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-19T00:00:00.000,,,,,,,
