unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction
58912031,2023-09-24T19:33:35.000,2023-09-26T14:18:47.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911826,2023-09-24T19:33:34.000,2023-09-24T20:22:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,36 BEDFORD PARK BOULEVARD,BEDFORD PARK BOULEVARD,VILLA AVENUE,GRAND CONCOURSE,VILLA AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,BEDFORD PARK BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:22:21.000,07 BRONX,2033200019,BRONX,1015093,257218,ONLINE,Unspecified,BRONX,40.872624531631075,-73.88847739843212,"{'latitude': '40.872624531631075', 'longitude': '-73.88847739843212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914460,2023-09-24T19:33:22.000,2023-09-24T19:35:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,227 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:35:58.000,12 MANHATTAN,1022370001,MANHATTAN,1004275,254730,ONLINE,Unspecified,MANHATTAN,40.865826905815766,-73.92760070465683,"{'latitude': '40.865826905815766', 'longitude': '-73.92760070465683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912582,2023-09-24T19:33:17.000,2023-09-24T20:34:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,30-31 91 STREET,91 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,91 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:34:16.000,03 QUEENS,4013890052,QUEENS,1018100,216539,MOBILE,Unspecified,QUEENS,40.76096119315186,-73.87780982824827,"{'latitude': '40.76096119315186', 'longitude': '-73.87780982824827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912452,2023-09-24T19:32:52.000,2023-09-24T20:51:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,2074 EAST   35 STREET,EAST   35 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST   35 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:51:30.000,18 BROOKLYN,3085200001,BROOKLYN,1003448,160850,ONLINE,Unspecified,BROOKLYN,40.608151653777114,-73.93085858294359,"{'latitude': '40.608151653777114', 'longitude': '-73.93085858294359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914428,2023-09-24T19:32:49.000,2023-09-24T19:35:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,237 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:35:13.000,12 MANHATTAN,1022370008,MANHATTAN,1004199,254815,MOBILE,Unspecified,MANHATTAN,40.86606037701009,-73.9278752253558,"{'latitude': '40.86606037701009', 'longitude': '-73.9278752253558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913068,2023-09-24T19:32:41.000,2023-10-04T13:19:46.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11421,92-17 JAMAICA AVENUE,JAMAICA AVENUE,92 STREET,WOODHAVEN BOULEVARD,92 STREET,WOODHAVEN BOULEVARD,ADDRESS,WOODHAVEN,JAMAICA AVENUE,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-04T13:19:51.000,09 QUEENS,4088700047,QUEENS,1025009,191918,PHONE,Unspecified,QUEENS,40.693353491611006,-73.85301920688893,"{'latitude': '40.693353491611006', 'longitude': '-73.85301920688893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910134,2023-09-24T19:32:33.000,2023-09-24T20:34:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,30-31 91 STREET,91 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,91 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:34:09.000,03 QUEENS,4013890052,QUEENS,1018100,216539,MOBILE,Unspecified,QUEENS,40.76096119315186,-73.87780982824827,"{'latitude': '40.76096119315186', 'longitude': '-73.87780982824827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914973,2023-09-24T19:32:15.000,2023-09-24T20:30:14.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10034,250 SHERMAN AVENUE,SHERMAN AVENUE,WEST  207 STREET,ISHAM STREET,WEST  207 STREET,ISHAM STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T20:30:19.000,12 MANHATTAN,1022270021,MANHATTAN,1006616,254840,MOBILE,Unspecified,MANHATTAN,40.86612320132696,-73.91913658426407,"{'latitude': '40.86612320132696', 'longitude': '-73.91913658426407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911820,2023-09-24T19:31:41.000,2023-09-24T20:02:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11208,1025 ELTON STREET,ELTON STREET,COZINE AVENUE,FLATLANDS AVENUE,COZINE AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,ELTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T20:02:11.000,05 BROOKLYN,3044270001,BROOKLYN,1018803,179193,MOBILE,Unspecified,BROOKLYN,40.65845267683171,-73.87546383241147,"{'latitude': '40.65845267683171', 'longitude': '-73.87546383241147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911956,2023-09-24T19:31:36.000,2023-09-24T19:35:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,237 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:35:35.000,12 MANHATTAN,1022370008,MANHATTAN,1004199,254815,MOBILE,Unspecified,MANHATTAN,40.86606037701009,-73.9278752253558,"{'latitude': '40.86606037701009', 'longitude': '-73.9278752253558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58914804,2023-09-24T19:31:18.000,2023-09-24T20:00:21.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11223,26 VILLAGE ROAD EAST,VILLAGE ROAD EAST,VILLAGE ROAD NORTH,GRAVESEND NECK ROAD,VILLAGE ROAD NORTH,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,VILLAGE ROAD EAST,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-24T20:00:26.000,15 BROOKLYN,3071250030,BROOKLYN,992125,156354,ONLINE,Unspecified,BROOKLYN,40.59582834482768,-73.971643498099,"{'latitude': '40.59582834482768', 'longitude': '-73.971643498099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915080,2023-09-24T19:31:15.000,2023-09-25T01:28:15.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Store/Commercial,10466,4168 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  231 STREET,EAST  232 STREET,EAST  231 STREET,EAST  232 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T01:28:20.000,12 BRONX,2048450042,BRONX,1023563,264506,ONLINE,Unspecified,BRONX,40.89259413118851,-73.85780871233345,"{'latitude': '40.89259413118851', 'longitude': '-73.85780871233345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58916089,2023-09-24T19:31:03.000,2023-09-24T19:51:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,237 57 STREET,57 STREET,2 AVENUE,GOWANUS EXPRESSWAY WB EXIT   22,2 AVENUE,GOWANUS EXPRESSWAY WB EXIT   22,ADDRESS,BROOKLYN,57 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T19:51:09.000,07 BROOKLYN,3008370064,BROOKLYN,978666,174141,ONLINE,Unspecified,BROOKLYN,40.644651692696954,-74.02012172297974,"{'latitude': '40.644651692696954', 'longitude': '-74.02012172297974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915486,2023-09-24T19:30:57.000,2023-10-04T13:53:46.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,10029,221 EAST  116 STREET,EAST  116 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  116 STREET,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-10-04T13:53:52.000,11 MANHATTAN,1016660009,MANHATTAN,1001136,229845,ONLINE,Unspecified,MANHATTAN,40.797531312898144,-73.93901222395343,"{'latitude': '40.797531312898144', 'longitude': '-73.93901222395343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913579,2023-09-24T19:30:55.000,2023-09-24T19:35:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,BROADWAY,BROADWAY,BROADWAY,DYCKMAN STREET,BROADWAY,DYCKMAN STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:35:48.000,12 MANHATTAN,,MANHATTAN,1004367,254624,PHONE,Unspecified,MANHATTAN,40.865535758901885,-73.92726840202711,"{'latitude': '40.865535758901885', 'longitude': '-73.92726840202711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912685,2023-09-24T19:30:54.000,2023-09-24T19:47:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,417 ATKINS AVENUE,ATKINS AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,ATKINS AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:47:21.000,05 BROOKLYN,3044550076,BROOKLYN,1018318,182710,ONLINE,Unspecified,BROOKLYN,40.668107933308455,-73.8771940995924,"{'latitude': '40.668107933308455', 'longitude': '-73.8771940995924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910860,2023-09-24T19:30:37.000,2023-09-24T19:35:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T19:35:30.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915881,2023-09-24T19:30:14.000,2023-09-24T20:52:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,35-08 103 STREET,103 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,CORONA,103 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:52:32.000,03 QUEENS,4017430109,QUEENS,1021641,214191,ONLINE,Unspecified,QUEENS,40.75450227404349,-73.86504076705388,"{'latitude': '40.75450227404349', 'longitude': '-73.86504076705388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58910480,2023-09-24T19:30:10.000,2023-10-11T12:07:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11237,257 LINDEN STREET,LINDEN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,04 BROOKLYN,3033260065,BROOKLYN,1007743,193447,ONLINE,Unspecified,BROOKLYN,40.69761291570151,-73.91527664326397,"{'latitude': '40.69761291570151', 'longitude': '-73.91527664326397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913012,2023-09-24T19:30:03.000,2023-09-26T08:29:04.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11104,43-34 43 STREET,43 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,43 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-26T08:29:10.000,02 QUEENS,4001630037,QUEENS,1006067,210568,MOBILE,Unspecified,QUEENS,40.7446101998547,-73.92126534101408,"{'latitude': '40.7446101998547', 'longitude': '-73.92126534101408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58915964,2023-09-24T19:30:00.000,2023-09-24T20:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10472,,,,,BRUCKNER BOULEVARD,WHITE PLAINS ROAD,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T20:15:00.000,09 BRONX,,BRONX,1023078,240343,UNKNOWN,Unspecified,BRONX,40.82627619146205,-73.85970288046927,"{'latitude': '40.82627619146205', 'longitude': '-73.85970288046927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58915655,2023-09-24T19:29:35.000,2023-09-24T21:01:40.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10467,3175 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  206 STREET,EAST  207 STREET,EAST  206 STREET,EAST  207 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,N/A,2023-09-24T21:01:45.000,07 BRONX,2033350175,BRONX,1017572,258190,ONLINE,Unspecified,BRONX,40.87528335956138,-73.87950896802964,"{'latitude': '40.87528335956138', 'longitude': '-73.87950896802964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913671,2023-09-24T19:29:33.000,2023-09-24T19:36:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,239 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:36:06.000,12 MANHATTAN,1022370008,MANHATTAN,1004183,254831,MOBILE,Unspecified,MANHATTAN,40.866104328280535,-73.92793302506863,"{'latitude': '40.866104328280535', 'longitude': '-73.92793302506863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58913172,2023-09-24T19:28:50.000,2023-09-24T20:29:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10040,143 FT GEORGE AVENUE,FT GEORGE AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,FORT GEORGE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T20:30:01.000,12 MANHATTAN,1021490270,MANHATTAN,1004241,251524,MOBILE,Unspecified,MANHATTAN,40.85702748211805,-73.9277331922969,"{'latitude': '40.85702748211805', 'longitude': '-73.9277331922969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58911951,2023-09-24T19:28:36.000,2023-09-24T19:36:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,225 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T19:36:25.000,12 MANHATTAN,1022370001,MANHATTAN,1004290,254713,ONLINE,Unspecified,MANHATTAN,40.865780211951396,-73.9275465238366,"{'latitude': '40.865780211951396', 'longitude': '-73.9275465238366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912781,2023-09-24T19:28:30.000,2023-09-24T20:16:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,1365 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,CROSS BRONX EXPRESSWAY,WEST  179 STREET,CROSS BRONX EXPRESSWAY,WEST  179 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:16:21.000,12 MANHATTAN,1021620001,MANHATTAN,1002269,248153,MOBILE,Unspecified,MANHATTAN,40.84777933601725,-73.9348709650853,"{'latitude': '40.84777933601725', 'longitude': '-73.9348709650853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58912632,2023-09-24T19:28:00.000,2023-09-24T21:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10034,,,,,POST AVENUE,WEST 204 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T21:35:00.000,12 MANHATTAN,,MANHATTAN,1006032,254107,UNKNOWN,Unspecified,MANHATTAN,40.86411279974097,-73.92125039518714,"{'latitude': '40.86411279974097', 'longitude': '-73.92125039518714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
