unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,taxi_pick_up_location,due_date
58802257,2023-09-13T11:33:52.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11207,553 MILLER AVENUE,MILLER AVENUE,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,05 BROOKLYN,3040570001,BROOKLYN,1014816,182382,UNKNOWN,Unspecified,BROOKLYN,40.667220430179626,-73.88981933290854,"{'latitude': '40.667220430179626', 'longitude': '-73.88981933290854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T15:04:56.000,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-11-03T15:05:01.000,,,
58801421,2023-09-13T11:33:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11104,38-19 50 STREET,50 STREET,BARNETT AVENUE,39 AVENUE,BARNETT AVENUE,39 AVENUE,ADDRESS,SUNNYSIDE,50 STREET,Closed,02 QUEENS,4001170001,QUEENS,1008204,212476,PHONE,Unspecified,QUEENS,40.74984164766279,-73.91354640045054,"{'latitude': '40.74984164766279', 'longitude': '-73.91354640045054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:03:34.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T13:03:40.000,,,
58803446,2023-09-13T11:33:36.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Broken Glass,Bus Stop Shelter,10026,1400 5 AVENUE,5 AVENUE,EAST  115 STREET,EAST  116 STREET,EAST  115 STREET,EAST  116 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,10 MANHATTAN,1015997501,MANHATTAN,998968,230801,PHONE,Unspecified,MANHATTAN,40.80015914885864,-73.94684037039517,"{'latitude': '40.80015914885864', 'longitude': '-73.94684037039517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T09:48:34.000,The contractor has reported that the requested work has been completed.,2023-09-22T09:48:39.000,,,
58805396,2023-09-13T11:33:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,147 PRINCE STREET,PRINCE STREET,FAIR STREET,FLATBUSH AVENUE EXTENSION,FAIR STREET,FLATBUSH AVENUE EXTENSION,ADDRESS,BROOKLYN,PRINCE STREET,Closed,02 BROOKLYN,3020620006,BROOKLYN,989094,191627,ONLINE,Unspecified,BROOKLYN,40.69264729589128,-73.98253227283492,"{'latitude': '40.69264729589128', 'longitude': '-73.98253227283492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:32:07.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T12:32:11.000,,,
58805563,2023-09-13T11:33:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11204,1835 62 STREET,62 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,11 BROOKLYN,3055260061,BROOKLYN,987701,165293,PHONE,Unspecified,BROOKLYN,40.62036689515745,-73.98756898256906,"{'latitude': '40.62036689515745', 'longitude': '-73.98756898256906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:39:45.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:39:49.000,,,
58801279,2023-09-13T11:33:07.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11215,19 15 STREET,15 STREET,,2 AVENUE,,2 AVENUE,ADDRESS,BROOKLYN,15 STREET,Closed,06 BROOKLYN,,BROOKLYN,985238,183024,ONLINE,Unspecified,BROOKLYN,40.66903528512495,-73.99643847960434,"{'latitude': '40.66903528512495', 'longitude': '-73.99643847960434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:47:54.000,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-13T11:47:54.000,,,
58808828,2023-09-13T11:33:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10306,132 CORONA AVENUE,CORONA AVENUE,HART LOOP,CROFT COURT,,,ADDRESS,STATEN ISLAND,,Closed,03 STATEN ISLAND,5044780078,STATEN ISLAND,945606,144390,PHONE,Unspecified,STATEN ISLAND,40.56290881779621,-74.13908179352977,"{'latitude': '40.56290881779621', 'longitude': '-74.13908179352977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T12:14:00.000,The Department of Sanitation collected the E-waste.,2023-09-14T12:14:00.000,,,
58809392,2023-09-13T11:32:32.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,11233,523 HALSEY STREET,HALSEY STREET,,,,,ADDRESS,BROOKLYN,,Closed,03 BROOKLYN,3016610084,BROOKLYN,1003238,188454,UNKNOWN,Unspecified,BROOKLYN,40.68391909842243,-73.93153719611175,"{'latitude': '40.68391909842243', 'longitude': '-73.93153719611175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-19T00:00:00.000,N/A,,
58808105,2023-09-13T11:32:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,733 LIVONIA AVENUE,LIVONIA AVENUE,BRADFORD STREET,MILLER AVENUE,BRADFORD STREET,MILLER AVENUE,ADDRESS,BROOKLYN,LIVONIA AVENUE,Closed,05 BROOKLYN,3038100050,BROOKLYN,1014819,181717,PHONE,Unspecified,BROOKLYN,40.6653951440826,-73.88981153420205,"{'latitude': '40.6653951440826', 'longitude': '-73.88981153420205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:52:45.000,The Police Department issued a summons in response to the complaint.,2023-09-13T14:52:49.000,,,
58801599,2023-09-13T11:32:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10455,593 TINTON AVENUE,TINTON AVENUE,EAST  150 STREET,EAST  151 STREET,EAST  150 STREET,EAST  151 STREET,ADDRESS,BRONX,TINTON AVENUE,Closed,01 BRONX,2026530144,BRONX,1010292,235801,PHONE,Unspecified,BRONX,40.81385664195096,-73.90592008557151,"{'latitude': '40.81385664195096', 'longitude': '-73.90592008557151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T15:28:13.000,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T15:28:17.000,,,
58804838,2023-09-13T11:32:12.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10312,35 TUCKAHOE AVENUE,TUCKAHOE AVENUE,DEISIUS STREET,EYLANDT STREET,DEISIUS STREET,EYLANDT STREET,ADDRESS,STATEN ISLAND,TUCKAHOE AVENUE,In Progress,03 STATEN ISLAND,5065740008,STATEN ISLAND,931860,131994,ONLINE,Unspecified,STATEN ISLAND,40.52881366330837,-74.1884582566895,"{'latitude': '40.52881366330837', 'longitude': '-74.1884582566895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-02T13:34:16.000,,,
58809972,2023-09-13T11:32:08.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10461,2878 WATERBURY AVENUE,WATERBURY AVENUE,MAYFLOWER AVENUE,BRADFORD AVENUE,MAYFLOWER AVENUE,BRADFORD AVENUE,ADDRESS,BRONX,WATERBURY AVENUE,Closed,10 BRONX,2053330044,BRONX,1030856,244377,MOBILE,Unspecified,BRONX,40.83731072539796,-73.83157068881022,"{'latitude': '40.83731072539796', 'longitude': '-73.83157068881022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:17:11.000,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-19T12:17:14.000,,,
58800918,2023-09-13T11:32:04.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10469,TILLOTSON AVENUE,TILLOTSON AVENUE,ELY AVENUE,GRACE AVENUE,ELY AVENUE,GRACE AVENUE,BLOCKFACE,,,Closed,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,2023-09-15T10:05:36.000,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-15T10:05:39.000,,,
58808817,2023-09-13T11:32:01.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11217,265 ASHLAND PLACE,ASHLAND PLACE,FULTON STREET,LAFAYETTE AVENUE,FULTON STREET,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,ASHLAND PLACE,Closed,02 BROOKLYN,3021080001,BROOKLYN,990279,189685,ONLINE,Unspecified,BROOKLYN,40.68731622515462,-73.97826083655103,"{'latitude': '40.68731622515462', 'longitude': '-73.97826083655103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T11:28:10.000,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-12T11:28:17.000,,,
58801062,2023-09-13T11:31:57.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11214,8428 23 AVENUE,23 AVENUE,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,BROOKLYN,23 AVENUE,Closed,11 BROOKLYN,3063360044,BROOKLYN,986860,158439,MOBILE,Unspecified,BROOKLYN,40.60155436234205,-73.99060103923252,"{'latitude': '40.60155436234205', 'longitude': '-73.99060103923252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:16:27.000,The Police Department issued a summons in response to the complaint.,2023-09-13T12:16:31.000,,,
58803020,2023-09-13T11:31:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10034,136 SEAMAN AVENUE,SEAMAN AVENUE,PAYSON AVENUE,WEST  207 STREET,PAYSON AVENUE,WEST  207 STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,Closed,12 MANHATTAN,1022480092,MANHATTAN,1005579,255848,ONLINE,Unspecified,MANHATTAN,40.868892420000556,-73.92288260765025,"{'latitude': '40.868892420000556', 'longitude': '-73.92288260765025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T11:55:01.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-13T11:55:05.000,,,
58807240,2023-09-13T11:31:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,151 AVENUE C,AVENUE C,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,AVENUE C,Closed,03 MANHATTAN,1003920035,MANHATTAN,990402,203609,ONLINE,Unspecified,MANHATTAN,40.72553423319804,-73.97780460597261,"{'latitude': '40.72553423319804', 'longitude': '-73.97780460597261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:12:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T12:12:04.000,,,
58801926,2023-09-13T11:31:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10451,399 EAST  160 STREET,EAST  160 STREET,,,,,ADDRESS,BRONX,,Closed,03 BRONX,2024070025,BRONX,1007921,239379,PHONE,Unspecified,BRONX,40.82368391165611,-73.91447298726317,"{'latitude': '40.82368391165611', 'longitude': '-73.91447298726317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T02:01:46.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,,,
58805897,2023-09-13T11:31:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10030,117 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,Closed,10 MANHATTAN,1020100018,MANHATTAN,1001210,237368,ONLINE,Unspecified,MANHATTAN,40.81817972089657,-73.93872594945869,"{'latitude': '40.81817972089657', 'longitude': '-73.93872594945869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T18:05:39.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,,,
58803213,2023-09-13T11:31:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10029,2154 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1016820052,MANHATTAN,1000788,228402,PHONE,Unspecified,MANHATTAN,40.79357132821463,-73.94027266129952,"{'latitude': '40.79357132821463', 'longitude': '-73.94027266129952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T20:09:39.000,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,,,
58801882,2023-09-13T11:31:29.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10029,2154 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1016820052,MANHATTAN,1000788,228402,PHONE,Unspecified,MANHATTAN,40.79357132821463,-73.94027266129952,"{'latitude': '40.79357132821463', 'longitude': '-73.94027266129952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T20:09:39.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-14T00:00:00.000,,,
58800646,2023-09-13T11:31:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10029,2154 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1016820052,MANHATTAN,1000788,228402,PHONE,Unspecified,MANHATTAN,40.79357132821463,-73.94027266129952,"{'latitude': '40.79357132821463', 'longitude': '-73.94027266129952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T20:09:39.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-14T00:00:00.000,,,
58807104,2023-09-13T11:31:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10029,2154 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1016820052,MANHATTAN,1000788,228402,PHONE,Unspecified,MANHATTAN,40.79357132821463,-73.94027266129952,"{'latitude': '40.79357132821463', 'longitude': '-73.94027266129952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T20:09:38.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,,,
58807196,2023-09-13T11:31:29.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10029,2154 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,11 MANHATTAN,1016820052,MANHATTAN,1000788,228402,PHONE,Unspecified,MANHATTAN,40.79357132821463,-73.94027266129952,"{'latitude': '40.79357132821463', 'longitude': '-73.94027266129952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:50:11.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-15T00:00:00.000,,,
58803175,2023-09-13T11:31:26.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11219,1415 67 STREET,67 STREET,,,,,ADDRESS,BROOKLYN,,Open,11 BROOKLYN,3057620069,BROOKLYN,984257,166312,ONLINE,Unspecified,BROOKLYN,40.62316450962734,-73.9999747838977,"{'latitude': '40.62316450962734', 'longitude': '-73.9999747838977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,,,
