unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58860839,2023-09-19T12:22:41.000,2023-09-19T13:02:58.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10031,1746 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  146 STREET,WEST  147 STREET,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T13:03:03.000,09 MANHATTAN,1020780019,MANHATTAN,998941,240287,ONLINE,Unspecified,MANHATTAN,40.8261956134662,-73.94691712856535,"{'latitude': '40.8261956134662', 'longitude': '-73.94691712856535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858175,2023-09-19T12:22:37.000,2023-09-21T16:26:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10456,1330 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,04 BRONX,2027850016,BRONX,1008540,244027,PHONE,Unspecified,BRONX,40.836439652945714,-73.91221961619729,"{'latitude': '40.836439652945714', 'longitude': '-73.91221961619729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856753,2023-09-19T12:22:29.000,2023-09-26T10:08:36.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11236,1505 EAST   94 STREET,EAST   94 STREET,AVENUE M,ROST PLACE,AVENUE M,ROST PLACE,ADDRESS,BROOKLYN,EAST   94 STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-26T10:08:41.000,18 BROOKLYN,3082780035,BROOKLYN,1013245,170775,PHONE,Unspecified,BROOKLYN,40.63536704724216,-73.89553217810074,"{'latitude': '40.63536704724216', 'longitude': '-73.89553217810074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859367,2023-09-19T12:22:21.000,2023-09-19T12:49:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10040,570 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T12:49:13.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863078,2023-09-19T12:22:18.000,2023-09-19T12:48:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10040,599 WEST  190 STREET,WEST  190 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T12:49:02.000,12 MANHATTAN,1021610001,MANHATTAN,1003772,250722,ONLINE,Unspecified,MANHATTAN,40.85482728192759,-73.92943094675587,"{'latitude': '40.85482728192759', 'longitude': '-73.92943094675587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858169,2023-09-19T12:22:16.000,2023-09-25T21:35:36.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869715,2023-09-19T12:22:16.000,2023-09-25T21:35:36.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862120,2023-09-19T12:22:16.000,2023-09-25T21:35:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869860,2023-09-19T12:22:16.000,2023-09-25T21:35:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,530 HERZL STREET,HERZL STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,16 BROOKLYN,3036200038,BROOKLYN,1008590,178514,PHONE,Unspecified,BROOKLYN,40.65662293540622,-73.91227602044573,"{'latitude': '40.65662293540622', 'longitude': '-73.91227602044573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856254,2023-09-19T12:22:11.000,2023-09-28T12:31:55.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10027,2010 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 MANHATTAN,1019260029,MANHATTAN,997961,232946,ONLINE,Unspecified,MANHATTAN,40.806048204260044,-73.95047315099791,"{'latitude': '40.806048204260044', 'longitude': '-73.95047315099791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865986,2023-09-19T12:22:11.000,2023-09-28T12:31:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10027,2010 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,10 MANHATTAN,1019260029,MANHATTAN,997961,232946,ONLINE,Unspecified,MANHATTAN,40.806048204260044,-73.95047315099791,"{'latitude': '40.806048204260044', 'longitude': '-73.95047315099791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867337,2023-09-19T12:22:04.000,2023-09-19T12:53:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11418,86-12 123 STREET,123 STREET,HILLSIDE AVENUE,JAMAICA AVENUE,HILLSIDE AVENUE,JAMAICA AVENUE,ADDRESS,RICHMOND HILL,123 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T12:53:49.000,09 QUEENS,4092760067,QUEENS,1031997,195047,PHONE,Unspecified,QUEENS,40.70190690947685,-73.82779769936317,"{'latitude': '40.70190690947685', 'longitude': '-73.82779769936317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858204,2023-09-19T12:21:57.000,2023-09-22T13:14:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862150,2023-09-19T12:21:57.000,2023-09-22T13:14:23.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862113,2023-09-19T12:21:57.000,2023-09-22T13:14:22.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865873,2023-09-19T12:21:57.000,2023-09-22T13:14:21.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863880,2023-09-19T12:21:57.000,2023-09-22T13:14:21.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867792,2023-09-19T12:21:57.000,2023-09-22T13:14:22.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860105,2023-09-19T12:21:57.000,2023-09-22T13:14:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856256,2023-09-19T12:21:57.000,2023-09-22T13:14:21.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865893,2023-09-19T12:21:57.000,2023-09-22T13:14:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10003,102 EAST   10 STREET,EAST   10 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,03 MANHATTAN,1004650009,MANHATTAN,987370,205448,ONLINE,Unspecified,MANHATTAN,40.73058342869095,-73.98874270546446,"{'latitude': '40.73058342869095', 'longitude': '-73.98874270546446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867324,2023-09-19T12:21:41.000,2023-09-19T12:54:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,94-22 24 AVENUE,24 AVENUE,JACKSON MILL ROAD,95 STREET,JACKSON MILL ROAD,95 STREET,ADDRESS,EAST ELMHURST,24 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T12:54:18.000,03 QUEENS,4011050010,QUEENS,1018783,218412,PHONE,Unspecified,QUEENS,40.76609944886582,-73.87533474747937,"{'latitude': '40.76609944886582', 'longitude': '-73.87533474747937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866648,2023-09-19T12:21:36.000,2023-09-23T13:50:03.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11238,151 CLIFTON PLACE,CLIFTON PLACE,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,CLIFTON PLACE,Closed,The Department of Sanitation collected the requested items.,2023-09-21T06:54:08.000,03 BROOKLYN,3019490052,BROOKLYN,995864,190066,PHONE,Unspecified,BROOKLYN,40.6883564161583,-73.95812197877649,"{'latitude': '40.6883564161583', 'longitude': '-73.95812197877649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865752,2023-09-19T12:21:10.000,2023-09-19T12:22:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10017,342 EAST   47 STREET,EAST   47 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   47 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T12:22:27.000,06 MANHATTAN,1013390027,MANHATTAN,993031,213361,MOBILE,Unspecified,MANHATTAN,40.752298833595354,-73.9683068818053,"{'latitude': '40.752298833595354', 'longitude': '-73.9683068818053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860770,2023-09-19T12:20:57.000,2023-09-22T15:47:50.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11208,352 SHEPHERD AVENUE,SHEPHERD AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,SHEPHERD AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T12:13:43.000,05 BROOKLYN,3039880028,BROOKLYN,1017175,185614,ONLINE,Unspecified,BROOKLYN,40.676083079482744,-73.88130011448386,"{'latitude': '40.676083079482744', 'longitude': '-73.88130011448386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868202,2023-09-19T12:20:34.000,2023-09-19T12:20:34.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Swimming Pool - Unmaintained,1-2 Family Dwelling,10312,115 JEANETTE AVENUE,JEANETTE AVENUE,LUCY LOOP,LUCY LOOP,LUCY LOOP,LUCY LOOP,ADDRESS,STATEN ISLAND,JEANNETTE AVENUE,Closed,An inspection of the property was conducted and the owner was issued a summons. Follow-up inspections will be scheduled.,2023-09-19T12:20:34.000,03 STATEN ISLAND,5062120156,STATEN ISLAND,936072,136825,PHONE,Unspecified,STATEN ISLAND,40.54209770190333,-74.17334120390643,"{'latitude': '40.54209770190333', 'longitude': '-74.17334120390643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861339,2023-09-19T12:20:27.000,2023-09-19T13:20:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11375,108-08 65 ROAD,65 ROAD,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,65 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:20:58.000,06 QUEENS,4021730013,QUEENS,1026346,205665,MOBILE,Unspecified,QUEENS,40.73107941845285,-73.84811191212314,"{'latitude': '40.73107941845285', 'longitude': '-73.84811191212314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
