unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_segment,latitude,longitude,location,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,bbl,facility_type,due_date,taxi_pick_up_location
58909638,2023-09-23T22:06:34.000,2023-09-23T22:32:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T22:32:28.000,07 MANHATTAN,MANHATTAN,990329,222399,ONLINE,Unspecified,MANHATTAN,,,40.77710807942408,-73.9780509915721,"{'latitude': '40.77710807942408', 'longitude': '-73.9780509915721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10023,53 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,1011250001,,,
58907429,2023-09-23T22:06:30.000,2023-09-23T22:54:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:55:01.000,05 QUEENS,QUEENS,1011492,200375,ONLINE,Unspecified,QUEENS,,,40.716617880641195,-73.9017285180996,"{'latitude': '40.716617880641195', 'longitude': '-73.9017285180996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11378,60-12 FRESH POND ROAD,FRESH POND ROAD,60 AVENUE,60 ROAD,60 AVENUE,60 ROAD,ADDRESS,MASPETH,FRESH POND ROAD,4027430041,,,
58905633,2023-09-23T22:06:22.000,2023-09-23T23:18:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:18:31.000,11 BROOKLYN,BROOKLYN,989057,159125,ONLINE,Unspecified,BROOKLYN,,,40.60343637347915,-73.98268885892743,"{'latitude': '40.60343637347915', 'longitude': '-73.98268885892743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11223,1794 WEST   10 STREET,WEST   10 STREET,KINGS HIGHWAY,HIGHLAWN AVENUE,KINGS HIGHWAY,HIGHLAWN AVENUE,ADDRESS,BROOKLYN,WEST   10 STREET,3066460045,,,
58908943,2023-09-23T22:06:17.000,2023-09-23T23:01:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:01:21.000,03 QUEENS,QUEENS,1018162,212290,ONLINE,Unspecified,QUEENS,,,40.74929854270207,-73.87760745411289,"{'latitude': '40.74929854270207', 'longitude': '-73.87760745411289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11372,37-54 89 STREET,89 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,89 STREET,4014760034,,,
58908608,2023-09-23T22:06:17.000,2023-09-23T22:27:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T22:28:03.000,08 MANHATTAN,MANHATTAN,992156,218490,ONLINE,Unspecified,MANHATTAN,,,40.766377450250204,-73.9714589730051,"{'latitude': '40.766377450250204', 'longitude': '-73.9714589730051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10065,812 5 AVENUE,5 AVENUE,EAST   62 STREET,EAST   63 STREET,EAST   62 STREET,EAST   63 STREET,ADDRESS,NEW YORK,5 AVENUE,1013770003,,,
58906877,2023-09-23T22:06:10.000,2023-09-23T22:10:27.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:10:30.000,05 QUEENS,QUEENS,1009798,194428,ONLINE,Unspecified,QUEENS,,,40.700299836296374,-73.90786193263344,"{'latitude': '40.700299836296374', 'longitude': '-73.90786193263344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11385,1680 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,ADDRESS,RIDGEWOOD,MADISON STREET,4034510007,,,
58906994,2023-09-23T22:06:05.000,2023-09-23T22:23:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:23:36.000,07 MANHATTAN,MANHATTAN,989475,223194,ONLINE,Unspecified,MANHATTAN,,,40.77929069076215,-73.98113384967594,"{'latitude': '40.77929069076215', 'longitude': '-73.98113384967594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10023,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   73 STREET,AMSTERDAM AVENUE,WEST   73 STREET,INTERSECTION,,,,,,
58909038,2023-09-23T22:05:52.000,2023-09-23T22:27:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:27:31.000,06 MANHATTAN,MANHATTAN,992091,213600,ONLINE,Unspecified,MANHATTAN,,,40.752955711523796,-73.97169932932918,"{'latitude': '40.752955711523796', 'longitude': '-73.97169932932918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10017,235 EAST   46 STREET,EAST   46 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   46 STREET,1013200018,,,
58908767,2023-09-23T22:05:33.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,In Progress,,,06 BROOKLYN,BROOKLYN,985475,183368,MOBILE,Unspecified,BROOKLYN,,,40.66997945868044,-73.99558408477148,"{'latitude': '40.66997945868044', 'longitude': '-73.99558408477148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11215,182 2 AVENUE,2 AVENUE,13 STREET,14 STREET,13 STREET,14 STREET,ADDRESS,BROOKLYN,2 AVENUE,3010310001,,,
58909096,2023-09-23T22:05:16.000,2023-09-23T22:17:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:17:33.000,06 QUEENS,QUEENS,1026926,207755,ONLINE,Unspecified,QUEENS,,,40.73681316585824,-73.84600594068627,"{'latitude': '40.73681316585824', 'longitude': '-73.84600594068627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11375,62-60 GRAND CENTRAL PARKWAY SR WEST,GRAND CENTRAL PARKWAY SR WEST,62 DRIVE,63 AVENUE,62 DRIVE,63 AVENUE,ADDRESS,FOREST HILLS,GRAND CENTRAL PARKWAY SR WEST,4021800040,,,
58906044,2023-09-23T22:05:10.000,2023-09-24T05:18:44.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T05:18:49.000,05 QUEENS,QUEENS,1011103,204238,PHONE,Unspecified,QUEENS,,,40.727222065143735,-73.90311636435638,"{'latitude': '40.727222065143735', 'longitude': '-73.90311636435638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11378,54-03 63 STREET,63 STREET,54 AVENUE,BORDEN AVENUE,54 AVENUE,BORDEN AVENUE,ADDRESS,MASPETH,63 STREET,4023660090,,,
58907169,2023-09-23T22:05:01.000,2023-09-23T22:39:25.000,NYPD,New York City Police Department,Animal-Abuse,No Shelter,Residential Building,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:39:31.000,07 BRONX,BRONX,1017714,261433,ONLINE,Unspecified,BRONX,,,40.88418384207384,-73.878979301389,"{'latitude': '40.88418384207384', 'longitude': '-73.878979301389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10467,3569 DEKALB AVENUE,DEKALB AVENUE,EAST  212 STREET,EAST  213 STREET,EAST  212 STREET,EAST  213 STREET,ADDRESS,BRONX,DEKALB AVENUE,2033290040,,,
58905588,2023-09-23T22:05:00.000,2023-09-28T09:13:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,Closed,"The Department of Environmental Protection (DEP) closed your Service Request because it didn't include enough dog owner location information to respond to the complaint.  If the excessive dog barking continues, please file a new Service Request. You must include an NYC address for the dog's owner so DEP can send them a letter.",2023-09-28T09:13:00.000,07 BRONX,BRONX,1017714,261433,ONLINE,Unspecified,BRONX,,,40.88418384207384,-73.878979301389,"{'latitude': '40.88418384207384', 'longitude': '-73.878979301389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10467,3569 DE KALB AVENUE,DE KALB AVENUE,E 212 ST,E 213 ST,,,ADDRESS,BRONX,,2033290040,N/A,,
58907756,2023-09-23T22:05:00.000,2023-09-25T12:25:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:25:00.000,12 BROOKLYN,BROOKLYN,985874,168662,ONLINE,Unspecified,BROOKLYN,,,40.629614617245316,-73.99414929886284,"{'latitude': '40.629614617245316', 'longitude': '-73.99414929886284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11219,5619 14 AVENUE,14 AVENUE,56 ST,57 ST,,,ADDRESS,BROOKLYN,,3056920001,N/A,,
58906797,2023-09-23T22:04:58.000,2023-09-23T22:22:36.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:22:41.000,09 BROOKLYN,BROOKLYN,1001665,180190,MOBILE,Unspecified,BROOKLYN,,,40.66123951290553,-73.93723012704466,"{'latitude': '40.66123951290553', 'longitude': '-73.93723012704466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11203,510 TROY AVENUE,TROY AVENUE,MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,TROY AVENUE,,,,
58908813,2023-09-23T22:04:40.000,2023-09-24T08:35:40.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-24T08:35:43.000,05 MANHATTAN,MANHATTAN,988872,210273,ONLINE,Unspecified,MANHATTAN,,,40.743826202627474,-73.9833200135365,"{'latitude': '40.743826202627474', 'longitude': '-73.9833200135365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10016,101 EAST   29 STREET,EAST   29 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   29 STREET,1008850001,,,
58906684,2023-09-23T22:04:40.000,2023-09-23T22:12:27.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-23T22:12:31.000,05 MANHATTAN,MANHATTAN,988872,210273,ONLINE,Unspecified,MANHATTAN,,,40.743826202627474,-73.9833200135365,"{'latitude': '40.743826202627474', 'longitude': '-73.9833200135365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10016,101 EAST   29 STREET,EAST   29 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   29 STREET,1008850001,,,
58905896,2023-09-23T22:04:35.000,2023-10-08T09:48:41.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,11 MANHATTAN,MANHATTAN,998534,226130,ONLINE,Unspecified,MANHATTAN,,,40.78733923114985,-73.94841785998625,"{'latitude': '40.78733923114985', 'longitude': '-73.94841785998625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10029,171 EAST   99 STREET,EAST   99 STREET,,,,,ADDRESS,NEW YORK,,1016270032,,,
58906493,2023-09-23T22:04:31.000,2023-09-27T14:32:21.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,02 QUEENS,QUEENS,998380,211130,ONLINE,Unspecified,QUEENS,,,40.746168372105345,-73.94900551566387,"{'latitude': '40.746168372105345', 'longitude': '-73.94900551566387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11101,11-19 46 AVENUE,46 AVENUE,,,,,ADDRESS,LONG ISLAND CITY,,4000540116,,,
58909001,2023-09-23T22:04:19.000,2023-09-23T22:16:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:16:11.000,03 MANHATTAN,MANHATTAN,985767,201269,ONLINE,Unspecified,MANHATTAN,,,40.719113508065384,-73.99452744332153,"{'latitude': '40.719113508065384', 'longitude': '-73.99452744332153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10002,145 BOWERY,BOWERY,GRAND STREET,BROOME STREET,GRAND STREET,BROOME STREET,ADDRESS,NEW YORK,BOWERY,1004230009,,,
58909654,2023-09-23T22:04:18.000,2023-09-23T22:18:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:18:16.000,15 BROOKLYN,BROOKLYN,996536,159911,MOBILE,Unspecified,BROOKLYN,,,40.605586570194475,-73.95575378891145,"{'latitude': '40.605586570194475', 'longitude': '-73.95575378891145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11229,1815 EAST   17 STREET,EAST   17 STREET,AVENUE R,MOORE PLACE,AVENUE R,MOORE PLACE,ADDRESS,BROOKLYN,EAST   17 STREET,3068210275,,,
58907800,2023-09-23T22:04:12.000,2023-09-23T22:28:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:28:36.000,14 QUEENS,QUEENS,1028372,149100,MOBILE,Unspecified,QUEENS,,,40.57581126369034,-73.84117190028296,"{'latitude': '40.57581126369034', 'longitude': '-73.84117190028296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11694,122-20 OCEAN PROMENADE,OCEAN PROMENADE,BEACH  122 STREET,BEACH  123 STREET,BEACH  122 STREET,BEACH  123 STREET,ADDRESS,FAR ROCKAWAY,OCEAN PROMENADE,4162320045,,,
58907480,2023-09-23T22:04:07.000,2023-09-23T22:38:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:38:36.000,12 MANHATTAN,MANHATTAN,1006698,256728,MOBILE,Unspecified,MANHATTAN,,,40.87130497520482,-73.9188337917223,"{'latitude': '40.87130497520482', 'longitude': '-73.9188337917223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10034,230 SEAMAN AVENUE,SEAMAN AVENUE,WEST  214 STREET,WEST  215 STREET,WEST  214 STREET,WEST  215 STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,1022500023,,,
58908964,2023-09-23T22:04:00.000,2023-10-02T22:30:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T22:30:00.000,03 BROOKLYN,BROOKLYN,999162,192475,UNKNOWN,Unspecified,BROOKLYN,,,40.69496362189155,-73.94622464665716,"{'latitude': '40.69496362189155', 'longitude': '-73.94622464665716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11206,179 VERNON AVENUE,VERNON AVENUE,THROOP AVE,TOMPKINS AVE,VERNON AVENUE,TOMPKINS AVENUE,INTERSECTION,BROOKLYN,,3017560061,,,
58908394,2023-09-23T22:03:59.000,2023-09-23T22:23:32.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:23:36.000,14 BROOKLYN,BROOKLYN,996360,162994,ONLINE,Unspecified,BROOKLYN,,,40.61404901344957,-73.95638209818564,"{'latitude': '40.61404901344957', 'longitude': '-73.95638209818564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11230,1496 EAST   18 STREET,EAST   18 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   18 STREET,3067550041,,,
58909129,2023-09-23T22:03:56.000,2023-09-23T22:22:14.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T22:22:18.000,05 BROOKLYN,BROOKLYN,1013524,187915,MOBILE,Unspecified,BROOKLYN,,,40.682411625049106,-73.89445254392386,"{'latitude': '40.682411625049106', 'longitude': '-73.89445254392386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11207,38 CROSBY AVENUE,CROSBY AVENUE,MILLER PLACE,BULWER PLACE,MILLER PLACE,BULWER PLACE,ADDRESS,BROOKLYN,CROSBY AVENUE,3038850199,,,
