unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,vehicle_type
58965211,2023-09-29T21:41:00.000,2023-09-29T21:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,2411 MILL AVENUE,MILL AVENUE,MAYFAIR DR N,E 60 PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T21:55:00.000,18 BROOKLYN,3086540013,BROOKLYN,1009122,162059,PHONE,Unspecified,BROOKLYN,40.61145599957939,-73.91041928495382,"{'latitude': '40.61145599957939', 'longitude': '-73.91041928495382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966672,2023-09-29T21:41:00.000,2023-10-04T02:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10036,414 WEST   44 STREET,WEST   44 STREET,9 AVE,10 AVE,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T02:15:00.000,04 MANHATTAN,1010530044,MANHATTAN,986356,216173,ONLINE,Unspecified,MANHATTAN,40.760021166416,-73.99239796789224,"{'latitude': '40.760021166416', 'longitude': '-73.99239796789224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58958203,2023-09-29T21:40:44.000,2023-10-01T17:44:05.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957892,2023-09-29T21:40:44.000,2023-09-29T22:00:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2271 GRAND AVENUE,GRAND AVENUE,WEST  183 STREET,EVELYN PLACE,WEST  183 STREET,EVELYN PLACE,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-29T22:00:58.000,07 BRONX,2032090014,BRONX,1010343,252283,ONLINE,Unspecified,BRONX,40.859094782603385,-73.9056717233948,"{'latitude': '40.859094782603385', 'longitude': '-73.9056717233948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965837,2023-09-29T21:40:44.000,2023-10-04T11:31:55.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956705,2023-09-29T21:40:44.000,2023-10-03T19:35:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963022,2023-09-29T21:40:44.000,2023-10-03T19:35:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967520,2023-09-29T21:40:44.000,2023-10-03T19:35:34.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962853,2023-09-29T21:40:43.000,2023-10-11T08:54:35.000,HPD,Department of Housing Preservation and Development,SAFETY,FIRE ESCAPE,RESIDENTIAL BUILDING,11225,320 STERLING STREET,STERLING STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962760,2023-09-29T21:40:43.000,2023-10-11T08:54:35.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11225,320 STERLING STREET,STERLING STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967522,2023-09-29T21:40:43.000,2023-10-11T08:54:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11225,320 STERLING STREET,STERLING STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966147,2023-09-29T21:40:43.000,2023-10-11T08:54:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11225,320 STERLING STREET,STERLING STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962747,2023-09-29T21:40:36.000,2023-10-01T10:15:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10033,608 WEST  178 STREET,WEST  178 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-10-01T00:00:00.000,12 MANHATTAN,1021440038,MANHATTAN,1002080,248054,ONLINE,Unspecified,MANHATTAN,40.84750799394153,-73.93555436187681,"{'latitude': '40.84750799394153', 'longitude': '-73.93555436187681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958188,2023-09-29T21:40:33.000,2023-11-17T20:22:25.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10032,69 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-17T00:00:00.000,09 MANHATTAN,1020690001,MANHATTAN,1000567,241366,ONLINE,Unspecified,MANHATTAN,40.8291543056864,-73.94103929340858,"{'latitude': '40.8291543056864', 'longitude': '-73.94103929340858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961613,2023-09-29T21:40:26.000,2023-10-13T20:06:49.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10457,2111 HUGHES AVENUE,HUGHES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,06 BRONX,2030700030,BRONX,1014618,248730,PHONE,Unspecified,BRONX,40.849329193408714,-73.8902333674608,"{'latitude': '40.849329193408714', 'longitude': '-73.8902333674608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59434865,2023-09-29T21:40:24.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11225,320 STERLING STREET,STERLING STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59434928,2023-09-29T21:40:23.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11225,320 STERLING STREET,STERLING STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59448923,2023-09-29T21:40:22.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Safety,Fire Escape,Apartment,11225,320 STERLING STREET,STERLING STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59435877,2023-09-29T21:40:21.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11225,320 STERLING STREET,STERLING STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,,2023-10-11T00:00:00.000,09 BROOKLYN,3013210011,BROOKLYN,998073,180888,ONLINE,Unspecified,BROOKLYN,40.663161704647315,-73.95017554238143,"{'latitude': '40.663161704647315', 'longitude': '-73.95017554238143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956322,2023-09-29T21:40:16.000,2023-09-29T22:19:08.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11212,30 GLENMORE AVENUE,GLENMORE AVENUE,ROCKAWAY AVENUE,WATKINS STREET,ROCKAWAY AVENUE,WATKINS STREET,ADDRESS,BROOKLYN,GLENMORE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:19:13.000,16 BROOKLYN,3034890001,BROOKLYN,1009310,183810,ONLINE,Unspecified,BROOKLYN,40.671157266206365,-73.90966138007676,"{'latitude': '40.671157266206365', 'longitude': '-73.90966138007676', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453975,2023-09-29T21:40:06.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10033,610 WEST  178 STREET,WEST  178 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  178 STREET,Closed,,2023-10-01T00:00:00.000,12 MANHATTAN,1021440038,MANHATTAN,1002067,248061,ONLINE,Unspecified,MANHATTAN,40.847527233114675,-73.93560133110536,"{'latitude': '40.847527233114675', 'longitude': '-73.93560133110536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59460784,2023-09-29T21:40:04.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ADDRESS,BROOKLYN,HEGEMAN AVENUE,Closed,,2023-10-01T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59441490,2023-09-29T21:40:04.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ADDRESS,BROOKLYN,HEGEMAN AVENUE,Closed,,2023-10-03T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59444930,2023-09-29T21:40:03.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ADDRESS,BROOKLYN,HEGEMAN AVENUE,Closed,,2023-10-03T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59435897,2023-09-29T21:40:00.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11208,1004 HEGEMAN AVENUE,HEGEMAN AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ATKINS AVENUE,MONTAUK AVENUE,ADDRESS,BROOKLYN,HEGEMAN AVENUE,Closed,,2023-10-03T00:00:00.000,05 BROOKLYN,3044780004,BROOKLYN,1018705,182214,PHONE,Unspecified,BROOKLYN,40.66674502747116,-73.87580160641936,"{'latitude': '40.66674502747116', 'longitude': '-73.87580160641936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449817,2023-09-29T21:39:51.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10457,2111 HUGHES AVENUE,HUGHES AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,HUGHES AVENUE,Closed,,2023-10-13T00:00:00.000,06 BRONX,2030700030,BRONX,1014618,248730,PHONE,Unspecified,BRONX,40.849329193408714,-73.8902333674608,"{'latitude': '40.849329193408714', 'longitude': '-73.8902333674608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965959,2023-09-29T21:39:50.000,2023-10-13T18:30:50.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10456,1208 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,03 BRONX,2026140019,BRONX,1010878,241705,ONLINE,Unspecified,BRONX,40.83005969548922,-73.90377966194463,"{'latitude': '40.83005969548922', 'longitude': '-73.90377966194463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967778,2023-09-29T21:39:50.000,2023-10-04T10:05:33.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,1208 FRANKLIN AVENUE,FRANKLIN AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,03 BRONX,2026140019,BRONX,1010878,241705,ONLINE,Unspecified,BRONX,40.83005969548922,-73.90377966194463,"{'latitude': '40.83005969548922', 'longitude': '-73.90377966194463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
