unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_pick_up_location
58843107,2023-09-18T00:52:42.000,2023-09-20T08:12:39.000,DSNY,Department of Sanitation,Dead Animal,Opossum,Street,10304,54 DELAWARE AVENUE,DELAWARE AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation removed the items.,2023-09-18T13:26:43.000,02 STATEN ISLAND,5033000004,STATEN ISLAND,957098,155383,PHONE,Unspecified,STATEN ISLAND,40.593125054742586,-74.09776567827836,"{'latitude': '40.593125054742586', 'longitude': '-74.09776567827836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PLATTSBURG STREET,BEAR STREET,PLATTSBURG STREET,BEAR STREET,DELAWARE AVENUE,,,,,,,
58839131,2023-09-18T00:52:32.000,2023-09-18T01:38:02.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:38:10.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58840568,2023-09-18T00:51:44.000,2023-09-18T01:16:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,963 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:16:55.000,04 BRONX,2025110068,BRONX,1003966,242285,ONLINE,Unspecified,BRONX,40.831669762919574,-73.9287544719845,"{'latitude': '40.831669762919574', 'longitude': '-73.9287544719845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,WOODYCREST AVENUE,,,,,,,
58840754,2023-09-18T00:51:44.000,2023-09-18T01:38:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:38:40.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58838223,2023-09-18T00:51:34.000,2023-09-18T01:46:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10030,695 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T01:46:25.000,09 MANHATTAN,1020500131,MANHATTAN,999474,239328,ONLINE,Unspecified,MANHATTAN,40.823562528881716,-73.94499342041004,"{'latitude': '40.823562528881716', 'longitude': '-73.94499342041004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  141 STREET,WEST  145 STREET,WEST  141 STREET,WEST  145 STREET,ST NICHOLAS AVENUE,,,,,,,
58840380,2023-09-18T00:51:27.000,2023-09-18T01:29:13.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,1962 59 STREET,59 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T01:29:20.000,12 BROOKLYN,3055130032,BROOKLYN,988918,165341,ONLINE,Unspecified,BROOKLYN,40.62049808753,-73.98318513370536,"{'latitude': '40.62049808753', 'longitude': '-73.98318513370536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,59 STREET,,,,,,,
58841215,2023-09-18T00:51:15.000,2023-09-18T01:28:27.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10466,2132 EDENWALD AVENUE,EDENWALD AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T01:28:35.000,12 BRONX,2049870038,BRONX,1028780,265005,MOBILE,Unspecified,BRONX,40.89393894013596,-73.83893605354662,"{'latitude': '40.89393894013596', 'longitude': '-73.83893605354662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONTICELLO AVENUE,SETON AVENUE,MONTICELLO AVENUE,SETON AVENUE,EDENWALD AVENUE,,,,,,,
58842612,2023-09-18T00:51:08.000,2023-09-18T01:16:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11213,952 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T01:16:20.000,08 BROOKLYN,3012300025,BROOKLYN,1000788,185083,ONLINE,Unspecified,BROOKLYN,40.674671386010345,-73.94037914334119,"{'latitude': '40.674671386010345', 'longitude': '-73.94037914334119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ST MARKS AVENUE,,,,,,,
58844791,2023-09-18T00:51:01.000,2023-09-18T02:02:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10451,EAST  158 STREET,EAST  158 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T02:02:56.000,04 BRONX,,BRONX,1004826,240324,PHONE,Unspecified,BRONX,40.8262854190558,-73.92565280096316,"{'latitude': '40.8262854190558', 'longitude': '-73.92565280096316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  158 STREET,GERARD AVENUE,EAST  158 STREET,GERARD AVENUE,,,,,,,,
58845083,2023-09-18T00:50:42.000,2023-09-18T02:05:58.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T02:06:06.000,Unspecified QUEENS,,QUEENS,1039396,195150,MOBILE,Unspecified,QUEENS,40.702146602995356,-73.80111202259863,"{'latitude': '40.702146602995356', 'longitude': '-73.80111202259863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,E,Mezzanine,,,
58842494,2023-09-18T00:50:32.000,2023-09-18T01:18:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11232,362 41 STREET,41 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T01:18:55.000,07 BROOKLYN,3007180035,BROOKLYN,981994,176810,ONLINE,Unspecified,BROOKLYN,40.6519789926096,-74.0081302994817,"{'latitude': '40.6519789926096', 'longitude': '-74.0081302994817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,41 STREET,,,,,,,
58839342,2023-09-18T00:50:08.000,2023-09-18T01:25:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,780 ALBANY AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:25:40.000,17 BROOKLYN,3048450023,BROOKLYN,1001046,177954,ONLINE,Unspecified,BROOKLYN,40.655103381394625,-73.93946679248317,"{'latitude': '40.655103381394625', 'longitude': '-73.93946679248317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ALBANY AVENUE,,,,,,,
58850378,2023-09-18T00:50:00.000,2023-09-18T02:20:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10452,,,INTERSECTION,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T02:20:00.000,04 BRONX,,BRONX,1004019,242369,ONLINE,Unspecified,BRONX,40.831900200234024,-73.92856270428858,"{'latitude': '40.831900200234024', 'longitude': '-73.92856270428858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,WEST 163 STREET,WOODYCREST AVENUE,,,,,,,,
58837676,2023-09-18T00:49:36.000,2023-09-18T02:58:33.000,NYPD,New York City Police Department,Illegal Fireworks,N/A,Street/Sidewalk,11102,24-64 27 STREET,27 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T02:58:42.000,01 QUEENS,4008520060,QUEENS,1006617,220824,ONLINE,Unspecified,QUEENS,40.77275891044082,-73.91924634416988,"{'latitude': '40.77275891044082', 'longitude': '-73.91924634416988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24 AVENUE,HOYT AVENUE NORTH,24 AVENUE,HOYT AVENUE NORTH,27 STREET,,,,,,,
58838470,2023-09-18T00:49:13.000,2023-09-18T01:15:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11102,23-26 28 AVENUE,28 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T01:15:30.000,01 QUEENS,4005460022,QUEENS,1005112,219869,MOBILE,Unspecified,QUEENS,40.77014136561767,-73.92468294712693,"{'latitude': '40.77014136561767', 'longitude': '-73.92468294712693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 STREET,CRESCENT STREET,23 STREET,CRESCENT STREET,28 AVENUE,,,,,,,
58841983,2023-09-18T00:48:45.000,2023-09-18T02:06:32.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T02:06:41.000,Unspecified QUEENS,,QUEENS,1039396,195150,MOBILE,Unspecified,QUEENS,40.702146602995356,-73.80111202259863,"{'latitude': '40.702146602995356', 'longitude': '-73.80111202259863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,E,Mezzanine,,,
58843413,2023-09-18T00:48:27.000,2023-09-18T00:59:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,409 HART STREET,HART STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:00:05.000,03 BROOKLYN,3015930055,BROOKLYN,1002656,192462,PHONE,Unspecified,BROOKLYN,40.69492136281659,-73.93362469428516,"{'latitude': '40.69492136281659', 'longitude': '-73.93362469428516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STUYVESANT AVENUE,BROADWAY,STUYVESANT AVENUE,BROADWAY,HART STREET,,,,,,,
58845159,2023-09-18T00:48:13.000,2023-09-18T06:14:48.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10075,301 EAST   80 STREET,EAST   80 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T06:14:56.000,08 MANHATTAN,1015437503,MANHATTAN,996868,221263,ONLINE,Unspecified,MANHATTAN,40.7739831423561,-73.95444323051757,"{'latitude': '40.7739831423561', 'longitude': '-73.95444323051757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   80 STREET,,,,,,,
58839960,2023-09-18T00:47:42.000,2023-09-18T21:50:02.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11221,1223 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T21:50:10.000,04 BROOKLYN,3033950008,BROOKLYN,1007760,189890,ONLINE,Unspecified,BROOKLYN,40.687849732282864,-73.91522774980368,"{'latitude': '40.687849732282864', 'longitude': '-73.91522774980368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HANCOCK STREET,WEIRFIELD STREET,HANCOCK STREET,WEIRFIELD STREET,BUSHWICK AVENUE,,,,,,,
58837769,2023-09-18T00:47:38.000,2023-09-18T02:07:41.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T02:07:51.000,Unspecified QUEENS,,QUEENS,1039396,195150,MOBILE,Unspecified,QUEENS,40.702146602995356,-73.80111202259863,"{'latitude': '40.702146602995356', 'longitude': '-73.80111202259863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,J,Platform,J Z platform,,
58843970,2023-09-18T00:47:07.000,2023-09-18T03:44:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,3-24 27 AVENUE,27 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T03:44:53.000,01 QUEENS,4004900080,QUEENS,1002537,221597,ONLINE,Unspecified,QUEENS,40.77488997442309,-73.9339746370488,"{'latitude': '40.77488997442309', 'longitude': '-73.9339746370488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 STREET,4 STREET,3 STREET,4 STREET,27 AVENUE,,,,,,,
58849027,2023-09-18T00:47:00.000,2023-10-12T07:00:00.000,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11226,55 LENOX ROAD,LENOX ROAD,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection sent a report to the complainant.,2023-10-12T07:00:00.000,14 BROOKLYN,3050640092,BROOKLYN,995989,177437,ONLINE,Unspecified,BROOKLYN,40.653692477421174,-73.95769324445949,"{'latitude': '40.653692477421174', 'longitude': '-73.95769324445949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATBUSH AVE,BEDFORD AVE,,,,N/A,,,,,,
58869290,2023-09-18T00:46:26.000,2023-09-19T19:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10017,,,INTERSECTION,MANHATTAN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T19:15:00.000,05 MANHATTAN,,MANHATTAN,991780,214662,UNKNOWN,Unspecified,MANHATTAN,40.7558709018793,-73.9728206381604,"{'latitude': '40.7558709018793', 'longitude': '-73.9728206381604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,EAST 49 STREET,LEXINGTON AVENUE,,N/A,,,,,,
58842953,2023-09-18T00:46:19.000,2023-09-18T02:31:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1340 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T02:31:57.000,09 BRONX,2038670023,BRONX,1018491,242613,ONLINE,Unspecified,BRONX,40.83252565879467,-73.87626546717489,"{'latitude': '40.83252565879467', 'longitude': '-73.87626546717489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,STRATFORD AVENUE,,,,,,,
58852022,2023-09-18T00:45:30.000,2023-09-19T20:44:46.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58843272,2023-09-18T00:45:02.000,2023-09-18T01:26:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10456,1421 TELLER AVENUE,TELLER AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:26:25.000,04 BRONX,2027840025,BRONX,1009403,244514,MOBILE,Unspecified,BRONX,40.837773910294494,-73.90909904068954,"{'latitude': '40.837773910294494', 'longitude': '-73.90909904068954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,TELLER AVENUE,,,,,,,
58848093,2023-09-18T00:44:52.000,2023-09-18T00:44:52.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T00:00:00.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,UNKNOWN,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58840286,2023-09-18T00:44:24.000,2023-09-18T01:28:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1773 73 STREET,73 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:28:40.000,11 BROOKLYN,3061930053,BROOKLYN,985476,163355,MOBILE,Unspecified,BROOKLYN,40.6150480746143,-73.99558411678143,"{'latitude': '40.6150480746143', 'longitude': '-73.99558411678143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,73 STREET,,,,,,,
58842033,2023-09-18T00:43:31.000,2023-09-19T14:52:11.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11691,27-34 COLD SPRING ROAD,COLD SPRING ROAD,ADDRESS,FAR ROCKAWAY,Closed,The Department of Sanitation collected the requested items.,2023-09-18T12:29:44.000,14 QUEENS,4157210054,QUEENS,1049349,159939,ONLINE,Unspecified,QUEENS,40.605432828019964,-73.7655558539046,"{'latitude': '40.605432828019964', 'longitude': '-73.7655558539046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY   27 STREET,BAY PARK PLACE,BAY   27 STREET,BAY PARK PLACE,COLD SPRING ROAD,,,,,,,
