unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58902641,2023-09-21T11:38:26.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10018,625 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T18:51:17.000,04 MANHATTAN,1010320029,MANHATTAN,986864,214778,PHONE,Unspecified,MANHATTAN,40.756192112317805,-73.99056478174674,"{'latitude': '40.756192112317805', 'longitude': '-73.99056478174674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,WEST 40 STREET,WEST 41 STREET,WEST   40 STREET,WEST   41 STREET,8 AVENUE,,,,,,,
58890028,2023-09-21T11:38:25.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,10151,745 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:37.000,05 MANHATTAN,1012930069,MANHATTAN,991537,217378,MOBILE,Unspecified,MANHATTAN,40.76332582947217,-73.97369479710342,"{'latitude': '40.76332582947217', 'longitude': '-73.97369479710342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Mobile Food Vendor,EAST   57 STREET,EAST   58 STREET,EAST   57 STREET,EAST   58 STREET,5 AVENUE,,,,,,,
58890068,2023-09-21T11:38:09.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,11214,192 BAY   47 STREET,BAY   47 STREET,ADDRESS,BROOKLYN,In Progress,,,13 BROOKLYN,3069140135,BROOKLYN,987552,153459,PHONE,Unspecified,BROOKLYN,40.58788503373831,-73.98811148817664,"{'latitude': '40.58788503373831', 'longitude': '-73.98811148817664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,HARWAY AVENUE,CROPSEY AVENUE,HARWAY AVENUE,CROPSEY AVENUE,BAY   47 STREET,,,,,,,
58882767,2023-09-21T11:38:06.000,2023-09-21T13:40:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,10466,1785 NEREID AVENUE,NEREID AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T13:40:50.000,12 BRONX,2050900037,BRONX,1025452,266545,MOBILE,Unspecified,BRONX,40.89818191066493,-73.85096384897555,"{'latitude': '40.89818191066493', 'longitude': '-73.85096384897555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BARNES AVENUE,WICKHAM AVENUE,BARNES AVENUE,WICKHAM AVENUE,NEREID AVENUE,,,,,,,
58886353,2023-09-21T11:38:06.000,2023-10-10T12:12:30.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,10012,237 SULLIVAN STREET,SULLIVAN STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation collected the requested items.,2023-09-22T12:32:59.000,02 MANHATTAN,1005390014,MANHATTAN,984357,205144,ONLINE,Unspecified,MANHATTAN,40.72974957268947,-73.99961393735919,"{'latitude': '40.72974957268947', 'longitude': '-73.99961393735919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,BLEECKER STREET,WEST    3 STREET,BLEECKER STREET,WEST    3 STREET,SULLIVAN STREET,,,,,,,
58891151,2023-09-21T11:37:54.000,2023-09-26T09:44:32.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,11377,41-42 66 STREET,66 STREET,ADDRESS,WOODSIDE,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,02 QUEENS,4012980079,QUEENS,1012512,210343,ONLINE,Unspecified,QUEENS,40.743974382848975,-73.89800715500168,"{'latitude': '40.743974382848975', 'longitude': '-73.89800715500168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58884629,2023-09-21T11:37:54.000,2023-09-26T11:33:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11377,41-42 66 STREET,66 STREET,ADDRESS,WOODSIDE,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,02 QUEENS,4012980079,QUEENS,1012512,210343,ONLINE,Unspecified,QUEENS,40.743974382848975,-73.89800715500168,"{'latitude': '40.743974382848975', 'longitude': '-73.89800715500168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58885947,2023-09-21T11:37:54.000,2023-09-26T11:33:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11377,41-42 66 STREET,66 STREET,ADDRESS,WOODSIDE,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,02 QUEENS,4012980079,QUEENS,1012512,210343,ONLINE,Unspecified,QUEENS,40.743974382848975,-73.89800715500168,"{'latitude': '40.743974382848975', 'longitude': '-73.89800715500168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58887120,2023-09-21T11:37:53.000,2023-10-18T17:43:46.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,10019,424 WEST   56 STREET,WEST   56 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,04 MANHATTAN,1010650044,MANHATTAN,987817,218941,PHONE,Unspecified,MANHATTAN,40.76761814389863,-73.98712272471346,"{'latitude': '40.76761814389863', 'longitude': '-73.98712272471346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889759,2023-09-21T11:37:50.000,2023-10-04T19:18:39.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,11213,1692 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,09 BROOKLYN,3014020029,BROOKLYN,1002998,182611,PHONE,Unspecified,BROOKLYN,40.6678818970187,-73.93241878910723,"{'latitude': '40.6678818970187', 'longitude': '-73.93241878910723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58891132,2023-09-21T11:37:50.000,2023-10-04T19:18:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11213,1692 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,09 BROOKLYN,3014020029,BROOKLYN,1002998,182611,PHONE,Unspecified,BROOKLYN,40.6678818970187,-73.93241878910723,"{'latitude': '40.6678818970187', 'longitude': '-73.93241878910723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58885378,2023-09-21T11:37:36.000,2023-09-21T12:12:18.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11230,117 RYDER AVENUE,RYDER AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T12:12:23.000,12 BROOKLYN,3065830027,BROOKLYN,991625,162492,PHONE,Unspecified,BROOKLYN,40.61267633338495,-73.97343720868248,"{'latitude': '40.61267633338495', 'longitude': '-73.97343720868248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,MCDONALD AVENUE,EAST    2 STREET,MCDONALD AVENUE,EAST    2 STREET,RYDER AVENUE,,,,,,,
58884632,2023-09-21T11:37:35.000,2023-10-03T13:22:45.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10009,208 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,03 MANHATTAN,1004400006,MANHATTAN,988885,205364,PHONE,Unspecified,MANHATTAN,40.73035220512113,-73.98327648099517,"{'latitude': '40.73035220512113', 'longitude': '-73.98327648099517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58883457,2023-09-21T11:37:31.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11215,503 16 STREET,16 STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T14:37:39.000,07 BROOKLYN,3011060054,BROOKLYN,990107,179620,PHONE,Unspecified,BROOKLYN,40.659690177653395,-73.9788897743728,"{'latitude': '40.659690177653395', 'longitude': '-73.9788897743728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,PROSPECT PARK WEST,10 AVENUE,PROSPECT PARK WEST,10 AVENUE,16 STREET,,,,,,,
58884634,2023-09-21T11:37:30.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11206,84 GRAHAM AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,01 BROOKLYN,3030970003,BROOKLYN,1000153,195767,PHONE,Unspecified,BROOKLYN,40.70399766598633,-73.9426431502142,"{'latitude': '40.70399766598633', 'longitude': '-73.9426431502142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889750,2023-09-21T11:37:30.000,2023-10-08T10:06:14.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,10002,173 RIVINGTON STREET,RIVINGTON STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,03 MANHATTAN,1003480053,MANHATTAN,988515,201204,ONLINE,Unspecified,MANHATTAN,40.71893420068737,-73.98461411236337,"{'latitude': '40.71893420068737', 'longitude': '-73.98461411236337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58881822,2023-09-21T11:37:29.000,2023-09-28T12:17:12.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11207,35 COVERT STREET,COVERT STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,04 BROOKLYN,3034140053,BROOKLYN,1008416,189128,PHONE,Unspecified,BROOKLYN,40.68575645107749,-73.912865082665,"{'latitude': '40.68575645107749', 'longitude': '-73.912865082665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58891005,2023-09-21T11:37:27.000,2023-10-10T08:44:38.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10458,615 EAST  189 STREET,EAST  189 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,06 BRONX,2030780033,BRONX,1015915,251577,PHONE,Unspecified,BRONX,40.857138798885416,-73.88553185495452,"{'latitude': '40.857138798885416', 'longitude': '-73.88553185495452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58889875,2023-09-21T11:37:27.000,2023-10-10T08:44:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10458,615 EAST  189 STREET,EAST  189 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,06 BRONX,2030780033,BRONX,1015915,251577,PHONE,Unspecified,BRONX,40.857138798885416,-73.88553185495452,"{'latitude': '40.857138798885416', 'longitude': '-73.88553185495452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58887332,2023-09-21T11:37:21.000,2023-09-21T13:34:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11379,80-15 PENELOPE AVENUE,PENELOPE AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T13:34:30.000,05 QUEENS,4029910041,QUEENS,1019038,201435,ONLINE,Unspecified,QUEENS,40.71950086910572,-73.87450199523677,"{'latitude': '40.71950086910572', 'longitude': '-73.87450199523677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,80 STREET,81 STREET,80 STREET,81 STREET,PENELOPE AVENUE,,,,,,,
58882341,2023-09-21T11:37:03.000,2023-09-25T07:28:56.000,DOT,Department of Transportation,Street Sign - Dangling,Other/Unknown,10002,110 MADISON STREET,MADISON STREET,ADDRESS,NEW YORK,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-25T07:28:59.000,03 MANHATTAN,1002760034,MANHATTAN,985598,198761,PHONE,Unspecified,MANHATTAN,40.71222967559057,-73.99513761071779,"{'latitude': '40.71222967559057', 'longitude': '-73.99513761071779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,CATHERINE STREET,MARKET STREET,CATHERINE STREET,MARKET STREET,MADISON STREET,,,,,,,
58887844,2023-09-21T11:37:00.000,2023-09-21T12:30:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,11368,GRAND CENTRAL PKWY,GRAND CENTRAL PKWY,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T12:30:00.000,03 QUEENS,,QUEENS,1024976,215463,UNKNOWN,Unspecified,QUEENS,40.75797885314241,-73.85299572086785,"{'latitude': '40.75797885314241', 'longitude': '-73.85299572086785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,NORTHERN BOULEVARD,GRAND CENTRAL PARKWAY,,,,,,,,
58883970,2023-09-21T11:36:45.000,2023-09-21T12:06:12.000,NYPD,New York City Police Department,Panhandling,N/A,10000,WEST DRIVE,WEST DRIVE,INTERSECTION,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T12:06:09.000,64 MANHATTAN,,MANHATTAN,990168,218969,MOBILE,N/A,MANHATTAN,40.76769373541037,-73.97863532320608,"{'latitude': '40.76769373541037', 'longitude': '-73.97863532320608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Park/Playground,CENTRAL PARK-CENTER DRIVE,WEST DRIVE,CENTRAL PARK-CENTER DRIVE,WEST DRIVE,,,,,,,,
58885088,2023-09-21T11:36:40.000,2023-09-25T11:40:51.000,DSNY,Department of Sanitation,Missed Collection,Trash,11223,278 AVENUE X,AVENUE X,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-23T11:37:36.000,15 BROOKLYN,3071930001,BROOKLYN,991826,154325,ONLINE,Unspecified,BROOKLYN,40.59025940809802,-73.97272241998913,"{'latitude': '40.59025940809802', 'longitude': '-73.97272241998913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,STRYKER STREET,WEST    2 STREET,STRYKER STREET,WEST    2 STREET,AVENUE X,,,,,,,
58884791,2023-09-21T11:36:29.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11213,1592 CARROLL STREET,CARROLL STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T10:01:18.000,09 BROOKLYN,3014130030,BROOKLYN,1002256,182042,ONLINE,Unspecified,BROOKLYN,40.66632165923314,-73.93509500694083,"{'latitude': '40.66632165923314', 'longitude': '-73.93509500694083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,CARROLL STREET,,,,,,,
58886521,2023-09-21T11:36:26.000,2023-10-31T10:46:24.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Furniture Store,10455,2801 3 AVENUE,3 AVENUE,ADDRESS,BRONX,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-31T10:46:36.000,01 BRONX,2023270024,BRONX,1006472,236198,PHONE,Unspecified,BRONX,40.814956730433764,-73.91971898060089,"{'latitude': '40.814956730433764', 'longitude': '-73.91971898060089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Business,COURTLANDT AVENUE,EAST  147 STREET,COURTLANDT AVENUE,EAST  147 STREET,3 AVENUE,,,,,,,
