unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp
58803404,2023-09-13T12:55:30.000,2023-10-16T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10029,111 EAST  100 STREET,EAST  100 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-16T00:00:00.000,11 MANHATTAN,1016280006,MANHATTAN,998065,226692,UNKNOWN,Unspecified,MANHATTAN,40.78888251589769,-73.95011034864612,"{'latitude': '40.78888251589769', 'longitude': '-73.95011034864612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808588,2023-09-13T12:55:30.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,460 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-06T00:00:00.000,14 BROOKLYN,3051630019,BROOKLYN,995737,173521,UNKNOWN,Unspecified,BROOKLYN,40.64294423726366,-73.95860810820945,"{'latitude': '40.64294423726366', 'longitude': '-73.95860810820945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800152,2023-09-13T12:55:29.000,2023-09-13T13:05:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11219,4915 10 AVENUE,10 AVENUE,49 STREET,50 STREET,49 STREET,50 STREET,ADDRESS,BROOKLYN,10 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T13:05:47.000,12 BROOKLYN,3056390001,BROOKLYN,984567,172034,MOBILE,Unspecified,BROOKLYN,40.638870184488546,-73.99885780202717,"{'latitude': '40.638870184488546', 'longitude': '-73.99885780202717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810051,2023-09-13T12:55:24.000,2023-10-11T15:15:49.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11236,134 BRANTON STREET,BRANTON STREET,COVENTRY ROAD,DITMAS AVENUE,COVENTRY ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,BRANTON STREET,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-11T15:15:56.000,17 BROOKLYN,3079080163,BROOKLYN,1006643,174543,ONLINE,Unspecified,BROOKLYN,40.64572854640275,-73.91930639781664,"{'latitude': '40.64572854640275', 'longitude': '-73.91930639781664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809840,2023-09-13T12:55:23.000,2023-09-24T10:25:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10460,1576 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,09 BRONX,2039250028,BRONX,1021074,245244,PHONE,Unspecified,BRONX,40.83973659217807,-73.8669170132215,"{'latitude': '40.83973659217807', 'longitude': '-73.8669170132215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800660,2023-09-13T12:55:23.000,2023-09-24T10:25:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10460,1576 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,09 BRONX,2039250028,BRONX,1021074,245244,PHONE,Unspecified,BRONX,40.83973659217807,-73.8669170132215,"{'latitude': '40.83973659217807', 'longitude': '-73.8669170132215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803272,2023-09-13T12:55:23.000,2023-09-24T10:25:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10460,1576 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,09 BRONX,2039250028,BRONX,1021074,245244,PHONE,Unspecified,BRONX,40.83973659217807,-73.8669170132215,"{'latitude': '40.83973659217807', 'longitude': '-73.8669170132215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806209,2023-09-13T12:55:17.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10153,767 5 AVENUE,5 AVENUE,EAST   58 STREET,CENTRAL PARK SOUTH,EAST   58 STREET,CENTRAL PARK SOUTH,ADDRESS,NEW YORK,5 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-15T09:37:32.000,05 MANHATTAN,1012940001,MANHATTAN,991677,217631,MOBILE,Unspecified,MANHATTAN,40.76402013271872,-73.97318913426022,"{'latitude': '40.76402013271872', 'longitude': '-73.97318913426022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802083,2023-09-13T12:55:05.000,2023-09-13T16:15:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10458,4611 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-13T00:00:00.000,06 BRONX,2030310053,BRONX,1013756,251735,PHONE,Unspecified,BRONX,40.857579940848666,-73.89333587988055,"{'latitude': '40.857579940848666', 'longitude': '-73.89333587988055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802946,2023-09-13T12:55:00.000,2023-09-14T01:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11412,,,,,LINDEN BOULEVARD,205 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T01:40:00.000,12 QUEENS,,QUEENS,1054282,192865,UNKNOWN,Unspecified,QUEENS,40.69576954771219,-73.74744862867455,"{'latitude': '40.69576954771219', 'longitude': '-73.74744862867455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58804524,2023-09-13T12:54:55.000,2023-09-13T19:38:45.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10459,957 KELLY STREET,KELLY STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,02 BRONX,2027030050,BRONX,1013067,238633,PHONE,Unspecified,BRONX,40.821621064810884,-73.8958829068127,"{'latitude': '40.821621064810884', 'longitude': '-73.8958829068127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804651,2023-09-13T12:54:55.000,2023-09-13T19:38:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10459,957 KELLY STREET,KELLY STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-13T00:00:00.000,02 BRONX,2027030050,BRONX,1013067,238633,PHONE,Unspecified,BRONX,40.821621064810884,-73.8958829068127,"{'latitude': '40.821621064810884', 'longitude': '-73.8958829068127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805860,2023-09-13T12:54:55.000,2023-09-13T19:38:45.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10459,957 KELLY STREET,KELLY STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,02 BRONX,2027030050,BRONX,1013067,238633,PHONE,Unspecified,BRONX,40.821621064810884,-73.8958829068127,"{'latitude': '40.821621064810884', 'longitude': '-73.8958829068127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804659,2023-09-13T12:54:55.000,2023-09-13T19:38:45.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10459,957 KELLY STREET,KELLY STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-13T00:00:00.000,02 BRONX,2027030050,BRONX,1013067,238633,PHONE,Unspecified,BRONX,40.821621064810884,-73.8958829068127,"{'latitude': '40.821621064810884', 'longitude': '-73.8958829068127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808686,2023-09-13T12:54:55.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11236,134 BRANTON STREET,BRANTON STREET,COVENTRY ROAD,DITMAS AVENUE,COVENTRY ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,BRANTON STREET,In Progress,,,17 BROOKLYN,3079080163,BROOKLYN,1006643,174543,ONLINE,Unspecified,BROOKLYN,40.64572854640275,-73.91930639781664,"{'latitude': '40.64572854640275', 'longitude': '-73.91930639781664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809862,2023-09-13T12:54:55.000,2023-09-13T19:38:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10459,957 KELLY STREET,KELLY STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,02 BRONX,2027030050,BRONX,1013067,238633,PHONE,Unspecified,BRONX,40.821621064810884,-73.8958829068127,"{'latitude': '40.821621064810884', 'longitude': '-73.8958829068127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808530,2023-09-13T12:54:55.000,2023-09-13T19:38:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10459,957 KELLY STREET,KELLY STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-13T00:00:00.000,02 BRONX,2027030050,BRONX,1013067,238633,PHONE,Unspecified,BRONX,40.821621064810884,-73.8958829068127,"{'latitude': '40.821621064810884', 'longitude': '-73.8958829068127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810746,2023-09-13T12:54:42.000,2023-09-15T12:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11221,HANCOCK STREET,HANCOCK STREET,BROADWAY,BUSHWICK AVENUE,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-15T12:50:00.000,04 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,,,,,
58807110,2023-09-13T12:54:26.000,2023-09-14T08:26:54.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801898,2023-09-13T12:54:26.000,2023-09-14T08:26:54.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805914,2023-09-13T12:54:26.000,2023-09-14T08:26:54.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804567,2023-09-13T12:54:26.000,2023-09-14T08:26:54.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807205,2023-09-13T12:54:26.000,2023-09-14T08:26:55.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807007,2023-09-13T12:54:26.000,2023-09-14T08:26:54.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807015,2023-09-13T12:54:26.000,2023-09-14T08:26:54.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805941,2023-09-13T12:54:26.000,2023-09-14T08:26:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809870,2023-09-13T12:54:26.000,2023-09-14T08:26:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11363,249-14 38 AVENUE,38 AVENUE,,,,,ADDRESS,LITTLE NECK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,11 QUEENS,4081620380,QUEENS,1055368,221738,PHONE,Unspecified,QUEENS,40.77500980409912,-73.74322707432867,"{'latitude': '40.77500980409912', 'longitude': '-73.74322707432867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
