unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
58877902,2023-09-20T09:31:36.000,2023-09-23T18:31:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11691,29-18 MARTIN COURT,MARTIN COURT,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,14 QUEENS,4157380104,QUEENS,1049073,159051,ONLINE,Unspecified,QUEENS,40.60299748085235,-73.76655834366564,"{'latitude': '40.60299748085235', 'longitude': '-73.76655834366564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875380,2023-09-20T09:31:36.000,2023-09-23T18:31:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11691,29-18 MARTIN COURT,MARTIN COURT,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,14 QUEENS,4157380104,QUEENS,1049073,159051,ONLINE,Unspecified,QUEENS,40.60299748085235,-73.76655834366564,"{'latitude': '40.60299748085235', 'longitude': '-73.76655834366564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877848,2023-09-20T09:31:34.000,2023-09-21T10:42:25.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11368,96-10 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,04 QUEENS,4019180052,QUEENS,1021769,207808,PHONE,Unspecified,QUEENS,40.73698201773687,-73.86461437160887,"{'latitude': '40.73698201773687', 'longitude': '-73.86461437160887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875377,2023-09-20T09:31:18.000,2023-09-27T12:34:47.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10455,440 JACKSON AVENUE,JACKSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,01 BRONX,2025780006,BRONX,1009133,234507,ONLINE,Unspecified,BRONX,40.810308314568466,-73.91011190899562,"{'latitude': '40.810308314568466', 'longitude': '-73.91011190899562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877879,2023-09-20T09:31:18.000,2023-09-27T12:34:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10455,440 JACKSON AVENUE,JACKSON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,01 BRONX,2025780006,BRONX,1009133,234507,ONLINE,Unspecified,BRONX,40.810308314568466,-73.91011190899562,"{'latitude': '40.810308314568466', 'longitude': '-73.91011190899562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874228,2023-09-20T09:31:16.000,2023-09-22T08:53:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,10453,1815 LORING PLACE SOUTH,LORING PLACE SOUTH,MONTGOMERY AVENUE,WEST BURNSIDE AVENUE,MONTGOMERY AVENUE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,LORING PLACE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-20T09:31:16.000,05 BRONX,2028790091,BRONX,1007485,249848,MOBILE,Unspecified,BRONX,40.852419422369536,-73.91601205469019,"{'latitude': '40.852419422369536', 'longitude': '-73.91601205469019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879840,2023-09-20T09:31:14.000,2023-09-21T20:38:13.000,DSNY,Department of Sanitation,Obstruction,Merchandise,Sidewalk,10467,EAST GUN HILL ROAD,EAST GUN HILL ROAD,EAST GUN HILL ROAD,WEBSTER AVENUE,EAST GUN HILL ROAD,WEBSTER AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-21T20:38:18.000,07 BRONX,,BRONX,1019758,259418,PHONE,Unspecified,BRONX,40.87864531280041,-73.87159798076605,"{'latitude': '40.87864531280041', 'longitude': '-73.87159798076605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871350,2023-09-20T09:31:12.000,2023-09-29T12:11:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10034,91 PARK TERRACE WEST,PARK TERRACE WEST,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,12 MANHATTAN,1022430385,MANHATTAN,1007316,256943,ONLINE,Unspecified,MANHATTAN,40.87189349074039,-73.91659852347219,"{'latitude': '40.87189349074039', 'longitude': '-73.91659852347219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873106,2023-09-20T09:31:00.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10023,2025 BROADWAY,BROADWAY,WEST 69 STREET,WEST 70 STREET,WEST   69 STREET,WEST   70 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-20T10:48:23.000,07 MANHATTAN,1011417502,MANHATTAN,989198,222223,MOBILE,Unspecified,MANHATTAN,40.77662571123505,-73.98213474146851,"{'latitude': '40.77662571123505', 'longitude': '-73.98213474146851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872892,2023-09-20T09:30:39.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11435,82 AVENUE,82 AVENUE,82 AVENUE,138 STREET,82 AVENUE,138 STREET,INTERSECTION,,,In Progress,,,08 QUEENS,,QUEENS,1033865,199734,PHONE,Unspecified,QUEENS,40.71476131203688,-73.82102613121079,"{'latitude': '40.71476131203688', 'longitude': '-73.82102613121079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872139,2023-09-20T09:30:26.000,2023-09-20T11:50:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,38-20 50 AVENUE,50 AVENUE,GREENPOINT AVENUE,39 STREET,GREENPOINT AVENUE,39 STREET,ADDRESS,LONG ISLAND CITY,50 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T11:50:35.000,02 QUEENS,4002127501,QUEENS,1004327,208294,MOBILE,Unspecified,QUEENS,40.738372759710344,-73.92755155456184,"{'latitude': '40.738372759710344', 'longitude': '-73.92755155456184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879716,2023-09-20T09:30:26.000,2023-09-22T06:43:01.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10452,1403 INWOOD AVENUE,INWOOD AVENUE,WEST  170 STREET,MACOMBS ROAD,WEST  170 STREET,MACOMBS ROAD,ADDRESS,BRONX,INWOOD AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-22T06:43:05.000,04 BRONX,,BRONX,1006706,245637,MOBILE,Unspecified,BRONX,40.84086348721115,-73.91884202008778,"{'latitude': '40.84086348721115', 'longitude': '-73.91884202008778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881107,2023-09-20T09:30:16.000,2023-09-27T10:51:02.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11354,157-56 27 AVENUE,27 AVENUE,157 STREET,160 STREET,157 STREET,160 STREET,ADDRESS,FLUSHING,27 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T11:13:53.000,07 QUEENS,4048680032,QUEENS,1038236,220902,ONLINE,Unspecified,QUEENS,40.77283644414176,-73.80508897396916,"{'latitude': '40.77283644414176', 'longitude': '-73.80508897396916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879749,2023-09-20T09:30:12.000,2023-09-21T12:57:25.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11230,1145 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Department of Sanitation collected the requested items.,2023-09-21T12:32:03.000,12 BROOKLYN,3065320074,BROOKLYN,992627,165459,PHONE,Unspecified,BROOKLYN,40.62081924236001,-73.969824589844,"{'latitude': '40.62081924236001', 'longitude': '-73.969824589844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871503,2023-09-20T09:30:01.000,2023-09-21T06:26:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11417,106-36 80 STREET,80 STREET,GLENMORE AVENUE,PITKIN AVENUE,GLENMORE AVENUE,PITKIN AVENUE,ADDRESS,OZONE PARK,80 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T06:26:12.000,10 QUEENS,4091350116,QUEENS,1023860,186082,PHONE,Unspecified,QUEENS,40.67734024419557,-73.8571969099642,"{'latitude': '40.67734024419557', 'longitude': '-73.8571969099642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878011,2023-09-20T09:29:58.000,2023-09-20T09:41:03.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T09:41:06.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879742,2023-09-20T09:29:47.000,2023-09-21T12:57:29.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11230,1250 EAST    9 STREET,EAST    9 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T10:34:51.000,12 BROOKLYN,3065440028,BROOKLYN,993698,164635,ONLINE,Unspecified,BROOKLYN,40.61855645659787,-73.9659678152052,"{'latitude': '40.61855645659787', 'longitude': '-73.9659678152052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874081,2023-09-20T09:29:40.000,2023-09-20T09:57:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,221 BOWERY,BOWERY,RIVINGTON STREET,PRINCE STREET,RIVINGTON STREET,PRINCE STREET,ADDRESS,NEW YORK,BOWERY,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T09:57:13.000,03 MANHATTAN,1004260004,MANHATTAN,986073,202279,MOBILE,Unspecified,MANHATTAN,40.72188565681757,-73.99342327897006,"{'latitude': '40.72188565681757', 'longitude': '-73.99342327897006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874082,2023-09-20T09:29:37.000,2023-09-20T10:00:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10025,747 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   96 STREET,WEST   97 STREET,WEST   96 STREET,WEST   97 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T09:46:38.000,07 MANHATTAN,1018327502,MANHATTAN,993305,228246,MOBILE,Unspecified,MANHATTAN,40.79315398632682,-73.96729788171551,"{'latitude': '40.79315398632682', 'longitude': '-73.96729788171551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871811,2023-09-20T09:29:27.000,2023-09-20T09:40:23.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11378,48-00 54 AVENUE,54 AVENUE,48 STREET,50 STREET,48 STREET,50 STREET,ADDRESS,MASPETH,54 AVENUE,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-20T09:40:23.000,02 QUEENS,,QUEENS,1006809,205532,MOBILE,Unspecified,QUEENS,40.7307857707777,-73.91860445051228,"{'latitude': '40.7307857707777', 'longitude': '-73.91860445051228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877078,2023-09-20T09:29:23.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10023,2025 BROADWAY,BROADWAY,WEST 69 STREET,WEST 70 STREET,WEST   69 STREET,WEST   70 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-20T10:51:57.000,07 MANHATTAN,1011417502,MANHATTAN,989198,222223,MOBILE,Unspecified,MANHATTAN,40.77662571123505,-73.98213474146851,"{'latitude': '40.77662571123505', 'longitude': '-73.98213474146851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880955,2023-09-20T09:29:22.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10031,770 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  148 STREET,DONNELLON SQUARE,WEST  148 STREET,DONNELLON SQUARE,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:10:24.000,09 MANHATTAN,1020530090,MANHATTAN,999978,240286,PHONE,Unspecified,MANHATTAN,40.82619108307154,-73.94317014821665,"{'latitude': '40.82619108307154', 'longitude': '-73.94317014821665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874459,2023-09-20T09:29:22.000,2023-09-20T12:43:41.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10458,460 CYRUS PLACE,CYRUS PLACE,PARK AVENUE,3 AVENUE,PARK AVENUE,3 AVENUE,ADDRESS,BRONX,CYRUS PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T12:43:45.000,06 BRONX,2030410016,BRONX,1014323,252051,MOBILE,Unspecified,BRONX,40.85844535227457,-73.89128476057375,"{'latitude': '40.85844535227457', 'longitude': '-73.89128476057375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876117,2023-09-20T09:29:06.000,2023-09-20T10:15:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,43-59 11 STREET,11 STREET,43 ROAD,44 AVENUE,43 ROAD,44 AVENUE,ADDRESS,LONG ISLAND CITY,11 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T10:15:47.000,02 QUEENS,4004450014,QUEENS,998389,212715,MOBILE,Unspecified,QUEENS,40.75051878308556,-73.9489697027781,"{'latitude': '40.75051878308556', 'longitude': '-73.9489697027781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875781,2023-09-20T09:29:03.000,2023-09-20T21:24:48.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,11220,5906 5 AVENUE,5 AVENUE,59 STREET,60 STREET,59 STREET,60 STREET,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T21:24:52.000,07 BROOKLYN,3008630040,BROOKLYN,979896,172431,PHONE,Unspecified,BROOKLYN,40.639958800082596,-74.01568836319431,"{'latitude': '40.639958800082596', 'longitude': '-74.01568836319431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875683,2023-09-20T09:28:55.000,2023-09-27T08:46:26.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11216,PROSPECT PLACE,PROSPECT PLACE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,BLOCKFACE,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-27T08:46:30.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,
58871087,2023-09-20T09:28:35.000,2023-09-20T09:53:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11106,12-35 35 AVENUE,35 AVENUE,12 STREET,21 STREET,12 STREET,21 STREET,ADDRESS,ASTORIA,35 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:53:37.000,01 QUEENS,4005230002,QUEENS,1001512,217039,ONLINE,Unspecified,QUEENS,40.76238151290782,-73.93768711322095,"{'latitude': '40.76238151290782', 'longitude': '-73.93768711322095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876427,2023-09-20T09:28:32.000,2023-09-20T10:00:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,1630 ST JOHNS PLACE,ST JOHNS PLACE,BUFFALO AVENUE,RALPH AVENUE,BUFFALO AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T10:00:42.000,08 BROOKLYN,3013870029,BROOKLYN,1005386,183451,ONLINE,Unspecified,BROOKLYN,40.67018212982146,-73.92380809827677,"{'latitude': '40.67018212982146', 'longitude': '-73.92380809827677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
