unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58898049,2023-09-22T22:48:37.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11206,165 MONTROSE AVENUE,MONTROSE AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,01 BROOKLYN,3030530032,BROOKLYN,1000182,197009,ONLINE,Unspecified,BROOKLYN,40.70740661035493,-73.94253561828593,"{'latitude': '40.70740661035493', 'longitude': '-73.94253561828593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893636,2023-09-22T22:48:34.000,2023-09-22T23:00:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11236,259 EAST   88 STREET,EAST   88 STREET,AVENUE B,DITMAS AVENUE,AVENUE B,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST   88 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:00:08.000,17 BROOKLYN,3079130011,BROOKLYN,1007312,175289,MOBILE,Unspecified,BROOKLYN,40.64777443745837,-73.91689309457166,"{'latitude': '40.64777443745837', 'longitude': '-73.91689309457166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901986,2023-09-22T22:48:31.000,2023-09-22T23:01:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,1000 PRESIDENT STREET,PRESIDENT STREET,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:01:10.000,09 BROOKLYN,3011880044,BROOKLYN,995664,182992,ONLINE,Unspecified,BROOKLYN,40.66894014972468,-73.9588551241932,"{'latitude': '40.66894014972468', 'longitude': '-73.9588551241932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898871,2023-09-22T22:48:00.000,2023-09-22T23:18:49.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11106,32-11 BROADWAY,BROADWAY,32 STREET,33 STREET,32 STREET,33 STREET,ADDRESS,ASTORIA,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:18:53.000,01 QUEENS,4006140005,QUEENS,1005192,216729,ONLINE,Unspecified,QUEENS,40.76152269186846,-73.92440391028953,"{'latitude': '40.76152269186846', 'longitude': '-73.92440391028953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897643,2023-09-22T22:47:59.000,2023-09-22T23:12:20.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11106,36-63 34 STREET,34 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,34 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T23:12:25.000,01 QUEENS,4006340007,QUEENS,1004146,214137,MOBILE,Unspecified,QUEENS,40.754410732266955,-73.92818741282252,"{'latitude': '40.754410732266955', 'longitude': '-73.92818741282252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902066,2023-09-22T22:47:56.000,2023-09-22T23:20:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10019,498 WEST   58 STREET,WEST   58 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   58 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T23:20:33.000,04 MANHATTAN,,MANHATTAN,987673,219665,ONLINE,Unspecified,MANHATTAN,40.76960539271763,-73.98764221233674,"{'latitude': '40.76960539271763', 'longitude': '-73.98764221233674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898273,2023-09-22T22:47:56.000,2023-11-08T11:30:57.000,DOT,Department of Transportation,Highway Condition,Loose Plate,Highway,,,,,,,,,,,Closed,The condition was inspected and determined not to be under New York City Department of Transportation's jurisdiction. The Department of Transportation notified the New York State Department of Transportation of the complaint.,2023-11-08T11:30:59.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,FDR Dr,Southbound/Downtown,Roadway,E 71 St (Exit 13) - E 63 St Ed Koch Queensboro Br (Exit 12)
58895077,2023-09-22T22:47:55.000,2023-09-22T22:58:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10003,99 UNIVERSITY PLACE,UNIVERSITY PLACE,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,ADDRESS,NEW YORK,UNIVERSITY PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:58:44.000,02 MANHATTAN,1005630019,MANHATTAN,986228,206629,ONLINE,Unspecified,MANHATTAN,40.73382531291093,-73.99286281670067,"{'latitude': '40.73382531291093', 'longitude': '-73.99286281670067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898573,2023-09-22T22:47:51.000,2023-09-25T14:29:25.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10456,1326 BOSTON ROAD,BOSTON ROAD,EAST  169 STREET,UNION AVENUE,EAST  169 STREET,UNION AVENUE,ADDRESS,BRONX,BOSTON ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T14:29:29.000,03 BRONX,2029610032,BRONX,1012093,242313,MOBILE,Unspecified,BRONX,40.83172473327016,-73.89938673702052,"{'latitude': '40.83172473327016', 'longitude': '-73.89938673702052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899249,2023-09-22T22:47:45.000,2023-09-22T23:15:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10012,170 BLEECKER STREET,BLEECKER STREET,SULLIVAN STREET,MAC DOUGAL STREET,SULLIVAN STREET,MAC DOUGAL STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:15:58.000,02 MANHATTAN,1005260064,MANHATTAN,984096,204814,MOBILE,Unspecified,MANHATTAN,40.72884380263013,-74.0005556340054,"{'latitude': '40.72884380263013', 'longitude': '-74.0005556340054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901822,2023-09-22T22:47:41.000,2023-09-22T23:07:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11362,253-24 NORTHERN BOULEVARD,NORTHERN BOULEVARD,LITTLE NECK PARKWAY,WESTMORELAND STREET,LITTLE NECK PARKWAY,WESTMORELAND STREET,ADDRESS,LITTLE NECK,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:07:33.000,11 QUEENS,4082600009,QUEENS,1057571,220248,ONLINE,Unspecified,QUEENS,40.77090216352115,-73.73528940439274,"{'latitude': '40.77090216352115', 'longitude': '-73.73528940439274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896898,2023-09-22T22:47:29.000,2023-11-14T13:46:46.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11228,9001 7 AVENUE,7 AVENUE,90 STREET,92 STREET,90 STREET,92 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-14T13:46:51.000,10 BROOKLYN,3064180001,BROOKLYN,978073,163675,ONLINE,Unspecified,BROOKLYN,40.61592434006546,-74.02224899591306,"{'latitude': '40.61592434006546', 'longitude': '-74.02224899591306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900912,2023-09-22T22:47:23.000,2023-09-22T22:56:19.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:56:23.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896249,2023-09-22T22:47:16.000,2023-09-22T23:04:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10033,68 CABRINI BOULEVARD,CABRINI BOULEVARD,WEST  180 STREET,WEST  181 STREET,WEST  180 STREET,WEST  181 STREET,ADDRESS,NEW YORK,CABRINI BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:04:33.000,12 MANHATTAN,1021770174,MANHATTAN,1000692,249141,MOBILE,Unspecified,MANHATTAN,40.85049418083834,-73.94056855083767,"{'latitude': '40.85049418083834', 'longitude': '-73.94056855083767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896250,2023-09-22T22:47:09.000,2023-09-23T01:21:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11249,96 WYTHE AVENUE,WYTHE AVENUE,NORTH   11 STREET,NORTH   10 STREET,NORTH   11 STREET,NORTH   10 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:21:05.000,01 BROOKLYN,3022950021,BROOKLYN,995800,202137,MOBILE,Unspecified,BROOKLYN,40.72148854900699,-73.95833204713233,"{'latitude': '40.72148854900699', 'longitude': '-73.95833204713233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896475,2023-09-22T22:47:09.000,2023-09-22T23:16:44.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10027,357 WEST  127 STREET,WEST  127 STREET,ST NICHOLAS AVENUE,ST NICHOLAS TERRACE,ST NICHOLAS AVENUE,ST NICHOLAS TERRACE,ADDRESS,NEW YORK,WEST  127 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:16:48.000,09 MANHATTAN,1019540012,MANHATTAN,997537,235197,MOBILE,Unspecified,MANHATTAN,40.812227222456855,-73.95200026721734,"{'latitude': '40.812227222456855', 'longitude': '-73.95200026721734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892287,2023-09-22T22:47:03.000,2023-09-22T22:51:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,143 LINDEN BOULEVARD,LINDEN BOULEVARD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:51:44.000,17 BROOKLYN,3050840080,BROOKLYN,997106,176983,ONLINE,Unspecified,BROOKLYN,40.65244479540239,-73.9536684997202,"{'latitude': '40.65244479540239', 'longitude': '-73.9536684997202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901963,2023-09-22T22:46:59.000,2023-09-22T23:15:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10025,535 WEST  112 STREET,WEST  112 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  112 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:15:55.000,09 MANHATTAN,1018840010,MANHATTAN,993953,232606,ONLINE,Unspecified,MANHATTAN,40.805120308722984,-73.96495133076377,"{'latitude': '40.805120308722984', 'longitude': '-73.96495133076377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897637,2023-09-22T22:46:47.000,2023-09-22T23:03:04.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031,396 WEST  145 STREET,WEST  145 STREET,ST NICHOLAS AVENUE,CONVENT AVENUE,ST NICHOLAS AVENUE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:03:08.000,09 MANHATTAN,1020500131,MANHATTAN,999382,239583,PHONE,Unspecified,MANHATTAN,40.824262589486636,-73.9453252549545,"{'latitude': '40.824262589486636', 'longitude': '-73.9453252549545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901656,2023-09-22T22:46:33.000,2023-09-22T22:52:42.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,87 AVENUE,85 STREET,87 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:52:47.000,09 QUEENS,,QUEENS,1023399,191374,PHONE,Unspecified,QUEENS,40.69186760765792,-73.85882816977646,"{'latitude': '40.69186760765792', 'longitude': '-73.85882816977646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900581,2023-09-22T22:46:32.000,2023-09-22T23:02:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10302,CRYSTAL AVENUE,CRYSTAL AVENUE,CRYSTAL AVENUE,GALLOWAY AVENUE,CRYSTAL AVENUE,GALLOWAY AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:02:15.000,01 STATEN ISLAND,,STATEN ISLAND,944963,166228,ONLINE,Unspecified,STATEN ISLAND,40.62284683783829,-74.14152296099826,"{'latitude': '40.62284683783829', 'longitude': '-74.14152296099826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900171,2023-09-22T22:46:24.000,2023-09-22T23:13:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10453,1473 POPHAM AVENUE,POPHAM AVENUE,WEST  174 STREET,WEST  174 STREET,WEST  174 STREET,WEST  174 STREET,ADDRESS,BRONX,POPHAM AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:13:40.000,05 BRONX,2028770202,BRONX,1005779,248074,PHONE,Unspecified,BRONX,40.8475546438764,-73.92218445465508,"{'latitude': '40.8475546438764', 'longitude': '-73.92218445465508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900511,2023-09-22T22:46:17.000,2023-09-22T23:24:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,349 VERNON AVENUE,VERNON AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,VERNON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:24:23.000,03 BROOKLYN,3015860067,BROOKLYN,1001762,192872,ONLINE,Unspecified,BROOKLYN,40.69604853155396,-73.93684755001826,"{'latitude': '40.69604853155396', 'longitude': '-73.93684755001826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896306,2023-09-22T22:46:12.000,2023-09-22T22:48:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1196 NELSON AVENUE,NELSON AVENUE,WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,ADDRESS,BRONX,NELSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:48:39.000,04 BRONX,2025150009,BRONX,1004861,244399,ONLINE,Unspecified,BRONX,40.837470037390105,-73.92551381527753,"{'latitude': '40.837470037390105', 'longitude': '-73.92551381527753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896488,2023-09-22T22:46:09.000,2023-09-22T23:14:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10027,2041 7 AVENUE,7 AVENUE,WEST  122 STREET,WEST  123 STREET,WEST  122 STREET,WEST  123 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:14:28.000,10 MANHATTAN,1019070001,MANHATTAN,998186,233340,ONLINE,Unspecified,MANHATTAN,40.807129273329735,-73.94965958870036,"{'latitude': '40.807129273329735', 'longitude': '-73.94965958870036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896366,2023-09-22T22:46:02.000,2023-09-22T22:53:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11379,65-27 77 PLACE,77 PLACE,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,ADDRESS,MIDDLE VILLAGE,77 PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T22:53:14.000,05 QUEENS,4030390047,QUEENS,1018552,200444,MOBILE,Unspecified,QUEENS,40.716782712621125,-73.8762602920995,"{'latitude': '40.716782712621125', 'longitude': '-73.8762602920995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896260,2023-09-22T22:46:00.000,2023-09-22T23:12:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,505 EAST   12 STREET,EAST   12 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST   12 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:12:33.000,03 MANHATTAN,1004060062,MANHATTAN,989543,204842,MOBILE,Unspecified,MANHATTAN,40.72891907349611,-73.98090276535221,"{'latitude': '40.72891907349611', 'longitude': '-73.98090276535221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
