unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58913776,2023-09-24T16:12:36.000,2023-10-10T08:44:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11378,73-33 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,MASPETH,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,05 QUEENS,4024917501,QUEENS,1015021,205214,PHONE,Unspecified,QUEENS,40.72988818307855,-73.88897606157514,"{'latitude': '40.72988818307855', 'longitude': '-73.88897606157514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912854,2023-09-24T16:12:36.000,2023-10-04T18:54:07.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911199,2023-09-24T16:12:36.000,2023-10-04T18:54:06.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58916018,2023-09-24T16:12:14.000,2023-09-24T17:22:41.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10302,2268 RICHMOND TERRACE,RICHMOND TERRACE,TREADWELL AVENUE,PORT LANE,TREADWELL AVENUE,PORT LANE,ADDRESS,STATEN ISLAND,RICHMOND TERRACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:22:46.000,01 STATEN ISLAND,5010860066,STATEN ISLAND,945934,172422,ONLINE,Unspecified,STATEN ISLAND,40.63985228956975,-74.13806031472556,"{'latitude': '40.63985228956975', 'longitude': '-74.13806031472556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914426,2023-09-24T16:12:03.000,2023-09-24T16:27:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,237 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:28:02.000,12 MANHATTAN,1022370008,MANHATTAN,1004199,254815,MOBILE,Unspecified,MANHATTAN,40.86606037701009,-73.9278752253558,"{'latitude': '40.86606037701009', 'longitude': '-73.9278752253558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914789,2023-09-24T16:12:00.000,2023-09-27T14:00:28.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11223,2240 WEST    7 STREET,WEST    7 STREET,AVENUE V,86 STREET,AVENUE V,86 STREET,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-27T10:41:45.000,15 BROOKLYN,3071430121,BROOKLYN,990377,155452,ONLINE,Unspecified,BROOKLYN,40.5933539171503,-73.97793855900825,"{'latitude': '40.5933539171503', 'longitude': '-73.97793855900825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910017,2023-09-24T16:11:44.000,2023-09-24T17:19:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11364,64-46 231 STREET,231 STREET,64 AVENUE,67 AVENUE,64 AVENUE,67 AVENUE,ADDRESS,OAKLAND GARDENS,231 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-24T17:19:28.000,11 QUEENS,4076650028,QUEENS,1054426,212418,ONLINE,Unspecified,QUEENS,40.7494364371354,-73.7467254584944,"{'latitude': '40.7494364371354', 'longitude': '-73.7467254584944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914668,2023-09-24T16:11:12.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11228,15 AVENUE,15 AVENUE,15 AVENUE,CROPSEY AVENUE,15 AVENUE,CROPSEY AVENUE,INTERSECTION,,,In Progress,,,11 BROOKLYN,,BROOKLYN,980170,160213,PHONE,Unspecified,BROOKLYN,40.606423076056885,-74.01469369984731,"{'latitude': '40.606423076056885', 'longitude': '-74.01469369984731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912385,2023-09-24T16:11:00.000,2023-09-25T12:27:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11221,459 LEXINGTON AVENUE,LEXINGTON AVENUE,TOMPKINS AVE,THROOP AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:27:00.000,03 BROOKLYN,3018000065,BROOKLYN,999886,190131,ONLINE,Unspecified,BROOKLYN,40.68852863465611,-73.94361921376435,"{'latitude': '40.68852863465611', 'longitude': '-73.94361921376435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58911338,2023-09-24T16:10:41.000,2023-09-25T09:01:06.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11207,583 HENDRIX STREET,HENDRIX STREET,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,HENDRIX STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-25T09:01:10.000,05 BROOKLYN,3040590100,BROOKLYN,1015308,182493,ONLINE,Unspecified,BROOKLYN,40.667523387964465,-73.88804532059413,"{'latitude': '40.667523387964465', 'longitude': '-73.88804532059413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913557,2023-09-24T16:10:22.000,2023-09-24T16:38:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,129 WEST  147 STREET,WEST  147 STREET,ESPLANADE GARDENS PLAZA,ADAM CLAYTON POWELL JR BOULEVARD,ESPLANADE GARDENS PLAZA,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  147 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:38:57.000,10 MANHATTAN,1020160050,MANHATTAN,1001832,238849,ONLINE,Unspecified,MANHATTAN,40.82224343105343,-73.93647487307123,"{'latitude': '40.82224343105343', 'longitude': '-73.93647487307123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910861,2023-09-24T16:10:14.000,2023-09-24T16:50:43.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11356,18-43 119 STREET,119 STREET,18 AVENUE,20 AVENUE,18 AVENUE,20 AVENUE,ADDRESS,COLLEGE POINT,119 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:50:47.000,07 QUEENS,4040810003,QUEENS,1026183,224561,MOBILE,Unspecified,QUEENS,40.78294481309976,-73.84858218456168,"{'latitude': '40.78294481309976', 'longitude': '-73.84858218456168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913476,2023-09-24T16:10:00.000,2023-09-24T17:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11216,,,,,EASTERN PARKWAY,NEW YORK AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T17:55:00.000,08 BROOKLYN,,BROOKLYN,998750,183275,UNKNOWN,Unspecified,BROOKLYN,40.66971240497725,-73.94773018921394,"{'latitude': '40.66971240497725', 'longitude': '-73.94773018921394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58911676,2023-09-24T16:09:54.000,2023-09-24T17:16:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11365,61-34 188 STREET,188 STREET,HORACE HARDING EXPRESSWAY,64 AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,ADDRESS,FRESH MEADOWS,188 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:16:33.000,08 QUEENS,4070750001,QUEENS,1043507,208853,MOBILE,Unspecified,QUEENS,40.739731345425106,-73.78616482319514,"{'latitude': '40.739731345425106', 'longitude': '-73.78616482319514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911830,2023-09-24T16:09:47.000,2023-09-24T16:29:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11234,1137 EAST   54 STREET,EAST   54 STREET,AVENUE I,FLATLANDS AVENUE,AVENUE I,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   54 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T16:29:37.000,18 BROOKLYN,3077800038,BROOKLYN,1005301,168851,ONLINE,Unspecified,BROOKLYN,40.63010851860043,-73.92416007610058,"{'latitude': '40.63010851860043', 'longitude': '-73.92416007610058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910978,2023-09-24T16:09:37.000,2023-09-24T16:09:37.000,DOT,Department of Transportation,Street Condition,Pothole,,10469,FENTON AVENUE,FENTON AVENUE,ALLERTON AVENUE,MACE AVENUE,,,BLOCKFACE,BRONX,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-24T16:09:37.000,11 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,N/A,,,,,,
58912969,2023-09-24T16:09:36.000,,DOT,Department of Transportation,Street Condition,Pothole,,10469,FENTON AVENUE,FENTON AVENUE,ALLERTON AVENUE,MACE AVENUE,,,BLOCKFACE,BRONX,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-24T16:09:36.000,11 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,N/A,,,,,,
58916210,2023-09-24T16:09:31.000,2023-09-26T06:55:27.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,112 WEST  167 STREET,WEST  167 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-26T00:00:00.000,04 BRONX,,BRONX,1004743,244067,ONLINE,Unspecified,BRONX,40.836559068523506,-73.92594127017908,"{'latitude': '40.836559068523506', 'longitude': '-73.92594127017908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912083,2023-09-24T16:09:30.000,2023-10-14T15:54:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,135 DECATUR STREET,DECATUR STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,03 BROOKLYN,3018560048,BROOKLYN,1001402,187357,ONLINE,Unspecified,BROOKLYN,40.6809118320548,-73.93815983589238,"{'latitude': '40.6809118320548', 'longitude': '-73.93815983589238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912702,2023-09-24T16:09:00.000,2023-09-24T16:54:32.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10037,2265 5 AVENUE,5 AVENUE,WEST  137 STREET,EAST  138 STREET,WEST  137 STREET,EAST  138 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T16:54:37.000,11 MANHATTAN,1017600001,MANHATTAN,1001837,235963,ONLINE,Unspecified,MANHATTAN,40.81432216460774,-73.93646437080162,"{'latitude': '40.81432216460774', 'longitude': '-73.93646437080162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910984,2023-09-24T16:09:00.000,2023-10-02T20:00:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11217,85 FLATBUSH AVENUE,FLATBUSH AVENUE,ASHLAND PL,ROCKWELL PL,FLATBUSH AVENUE,LAFAYETTE AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T20:00:00.000,02 BROOKLYN,,BROOKLYN,989973,189454,UNKNOWN,Unspecified,BROOKLYN,40.68668238625891,-73.97936439713388,"{'latitude': '40.68668238625891', 'longitude': '-73.97936439713388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910718,2023-09-24T16:08:59.000,2023-09-25T06:41:25.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11368,40-41 100 STREET,100 STREET,40 ROAD,41 AVENUE,40 ROAD,41 AVENUE,ADDRESS,CORONA,100 STREET,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-25T06:41:25.000,04 QUEENS,4016100065,QUEENS,1021673,212006,ONLINE,Unspecified,QUEENS,40.74850487341246,-73.86493742623736,"{'latitude': '40.74850487341246', 'longitude': '-73.86493742623736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915430,2023-09-24T16:08:03.000,2023-10-12T10:11:16.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10453,2055 HARRISON AVENUE,HARRISON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,05 BRONX,2032100059,BRONX,1009207,250724,PHONE,Unspecified,BRONX,40.85481908083007,-73.90978425543021,"{'latitude': '40.85481908083007', 'longitude': '-73.90978425543021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912078,2023-09-24T16:08:03.000,2023-10-12T10:11:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10453,2055 HARRISON AVENUE,HARRISON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,05 BRONX,2032100059,BRONX,1009207,250724,PHONE,Unspecified,BRONX,40.85481908083007,-73.90978425543021,"{'latitude': '40.85481908083007', 'longitude': '-73.90978425543021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912404,2023-09-24T16:08:00.000,2023-09-24T17:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11201,284 PACIFIC STREET,PACIFIC STREET,SMITH ST,HOYT ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-24T17:35:00.000,02 BROOKLYN,3001880012,BROOKLYN,987279,189852,PHONE,Unspecified,BROOKLYN,40.68777613694996,-73.98907805942045,"{'latitude': '40.68777613694996', 'longitude': '-73.98907805942045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911128,2023-09-24T16:07:46.000,2023-09-24T16:21:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,5 AVENUE,5 AVENUE,5 AVENUE,EAST  125 STREET,5 AVENUE,EAST  125 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T16:21:57.000,10 MANHATTAN,,MANHATTAN,1000234,233081,ONLINE,Unspecified,MANHATTAN,40.80641492221885,-73.94226230536307,"{'latitude': '40.80641492221885', 'longitude': '-73.94226230536307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
