unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction
58834943,2023-09-16T12:09:38.000,2023-09-16T12:40:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,356 WEST  145 STREET,WEST  145 STREET,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:40:25.000,09 MANHATTAN,MANHATTAN,999669,239423,ONLINE,Unspecified,MANHATTAN,40.823822938643275,-73.94428863824933,"{'latitude': '40.823822938643275', 'longitude': '-73.94428863824933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020510054,,,,,,
58832185,2023-09-16T12:09:33.000,2023-09-16T16:19:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T16:19:27.000,10 QUEENS,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4095810038,,,,,,
58830078,2023-09-16T12:09:09.000,2023-09-16T12:17:10.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11215,411 NINTH STREET,NINTH STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,9 STREET,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-16T12:17:10.000,06 BROOKLYN,BROOKLYN,989073,182428,MOBILE,Unspecified,BROOKLYN,40.66739813942417,-73.98261458363693,"{'latitude': '40.66739813942417', 'longitude': '-73.98261458363693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3010060058,,,,,,
58829082,2023-09-16T12:09:01.000,2023-09-16T12:23:17.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11215,225 6 AVENUE,6 AVENUE,PRESIDENT STREET,CARROLL STREET,PRESIDENT STREET,CARROLL STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:23:20.000,06 BROOKLYN,BROOKLYN,990229,185091,PHONE,Unspecified,BROOKLYN,40.67470677293904,-73.97844520092033,"{'latitude': '40.67470677293904', 'longitude': '-73.97844520092033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009600010,,,,,,
58826540,2023-09-16T12:08:58.000,2023-09-16T12:08:58.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11218,311 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-16T00:00:00.000,12 BROOKLYN,BROOKLYN,990473,174027,UNKNOWN,Unspecified,BROOKLYN,40.644338361324316,-73.97757577106825,"{'latitude': '40.644338361324316', 'longitude': '-73.97757577106825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053360050,,,,,,
58830487,2023-09-16T12:08:58.000,2023-09-17T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10075,353 EAST   78 STREET,EAST   78 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-17T00:00:00.000,08 MANHATTAN,MANHATTAN,996920,220584,UNKNOWN,Unspecified,MANHATTAN,40.77211939086943,-73.95425676686548,"{'latitude': '40.77211939086943', 'longitude': '-73.95425676686548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1014530021,N/A,,,,,
58829814,2023-09-16T12:08:57.000,2023-09-16T12:12:52.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:12:59.000,08 QUEENS,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4068280015,,,,,,
58827672,2023-09-16T12:08:49.000,2023-09-16T13:15:19.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11225,810 FRANKLIN AVENUE,FRANKLIN AVENUE,EASTERN PARKWAY,UNION STREET,EASTERN PARKWAY,UNION STREET,ADDRESS,BROOKLYN,FRANKLIN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T13:15:22.000,09 BROOKLYN,BROOKLYN,995856,183440,ONLINE,Unspecified,BROOKLYN,40.67016955991419,-73.95816223661683,"{'latitude': '40.67016955991419', 'longitude': '-73.95816223661683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3011850039,,,,,,
58829308,2023-09-16T12:08:44.000,2023-09-16T12:45:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,50 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T12:45:55.000,05 BROOKLYN,BROOKLYN,1012785,185857,ONLINE,Unspecified,BROOKLYN,40.67676529859904,-73.89712572137644,"{'latitude': '40.67676529859904', 'longitude': '-73.89712572137644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3036697501,,,,,,
58834692,2023-09-16T12:08:41.000,2023-09-16T12:27:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,3220 AVENUE H,AVENUE H,EAST   32 STREET,NEW YORK AVENUE,EAST   32 STREET,NEW YORK AVENUE,ADDRESS,BROOKLYN,AVENUE H,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-16T12:27:27.000,17 BROOKLYN,BROOKLYN,999426,169458,ONLINE,Unspecified,BROOKLYN,40.631786618058584,-73.94532442369567,"{'latitude': '40.631786618058584', 'longitude': '-73.94532442369567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3075780062,,,,,,
58836556,2023-09-16T12:08:16.000,2023-09-17T06:54:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11420,116-24 126 STREET,126 STREET,116 AVENUE,ROCKAWAY BOULEVARD,116 AVENUE,ROCKAWAY BOULEVARD,ADDRESS,SOUTH OZONE PARK,126 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T06:54:31.000,10 QUEENS,QUEENS,1036315,185749,ONLINE,Unspecified,QUEENS,40.67636174336354,-73.81229648593823,"{'latitude': '40.67636174336354', 'longitude': '-73.81229648593823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4116820063,,,,,,
58830082,2023-09-16T12:08:13.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T21:53:36.000,Unspecified BROOKLYN,BROOKLYN,997139,190529,MOBILE,Unspecified,BROOKLYN,40.68962547966401,-73.95352367026912,"{'latitude': '40.68962547966401', 'longitude': '-73.95352367026912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,G,Stairway,,
58836102,2023-09-16T12:08:05.000,2023-09-16T12:55:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,945 EAST   42 STREET,EAST   42 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,EAST   42 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:55:56.000,18 BROOKLYN,BROOKLYN,1002023,169442,ONLINE,Unspecified,BROOKLYN,40.63173787154944,-73.93596808570753,"{'latitude': '40.63173787154944', 'longitude': '-73.93596808570753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3077460037,,,,,,
58827682,2023-09-16T12:08:00.000,2023-09-18T12:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11235,3091 BRIGHTON    5 STREET,BRIGHTON    5 STREET,BRIGHTON BEACH AVE,BRIGHTWATER CT,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T12:16:00.000,13 BROOKLYN,BROOKLYN,994725,149520,ONLINE,Unspecified,BROOKLYN,40.577067685459454,-73.96229194549731,"{'latitude': '40.577067685459454', 'longitude': '-73.96229194549731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3086890015,N/A,,,,,
58826382,2023-09-16T12:08:00.000,2023-09-18T04:55:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11385,71-10 64 STREET,64 STREET,BEND,MYRTLE AVE,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-18T04:55:00.000,05 QUEENS,QUEENS,1013998,194901,ONLINE,Unspecified,QUEENS,40.701584987336815,-73.8927126880453,"{'latitude': '40.701584987336815', 'longitude': '-73.8927126880453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4036380050,,,,,,
58828559,2023-09-16T12:07:59.000,2023-09-16T17:24:47.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10462,1675 COLDEN AVENUE,COLDEN AVENUE,PIERCE AVENUE,VAN NEST AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,COLDEN AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T17:24:50.000,11 BRONX,BRONX,1024423,247598,PHONE,Unspecified,BRONX,40.84618302456529,-73.85479955107951,"{'latitude': '40.84618302456529', 'longitude': '-73.85479955107951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2040970007,,,,,,
58827197,2023-09-16T12:07:58.000,2023-09-28T18:22:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11233,1804 STERLING PLACE,STERLING PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,16 BROOKLYN,BROOKLYN,1006654,183688,ONLINE,Unspecified,BROOKLYN,40.67082952351085,-73.919236375767,"{'latitude': '40.67082952351085', 'longitude': '-73.919236375767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014710023,,,,,,
58835859,2023-09-16T12:07:56.000,2023-09-16T12:48:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10005,70 LIBERTY STREET,LIBERTY STREET,LIBERTY PLACE,BROADWAY,LIBERTY PLACE,BROADWAY,ADDRESS,NEW YORK,LIBERTY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T12:48:52.000,01 MANHATTAN,MANHATTAN,981485,197544,PHONE,Unspecified,MANHATTAN,40.708888970211135,-74.0099731695811,"{'latitude': '40.708888970211135', 'longitude': '-74.0099731695811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1000480001,,,,,,
58835114,2023-09-16T12:07:50.000,2023-09-19T10:15:52.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10031,45 HAMILTON TERRACE,HAMILTON TERRACE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,09 MANHATTAN,MANHATTAN,999069,239062,PHONE,Unspecified,MANHATTAN,40.82283312314735,-73.946457332823,"{'latitude': '40.82283312314735', 'longitude': '-73.946457332823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020500109,,,,,,
58836328,2023-09-16T12:07:47.000,2023-09-16T13:29:56.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,4 STANHOPE STREET,STANHOPE STREET,BUSHWICK AVENUE,EVERGREEN AVENUE,BUSHWICK AVENUE,EVERGREEN AVENUE,ADDRESS,BROOKLYN,STANHOPE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T13:29:59.000,04 BROOKLYN,BROOKLYN,1004623,192300,MOBILE,Unspecified,BROOKLYN,40.694472400963214,-73.92653183599688,"{'latitude': '40.694472400963214', 'longitude': '-73.92653183599688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58827164,2023-09-16T12:07:45.000,2023-09-17T16:44:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,3900 GREYSTONE AVENUE,GREYSTONE AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-17T00:00:00.000,08 BRONX,BRONX,1010662,263344,ONLINE,Unspecified,BRONX,40.88945285706443,-73.90447490856299,"{'latitude': '40.88945285706443', 'longitude': '-73.90447490856299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2057800940,,,,,,
58831785,2023-09-16T12:07:38.000,2023-09-16T12:26:09.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11434,131-11 MATHEWSON COURT,MATHEWSON COURT,FARMERS BOULEVARD,DEAD END,FARMERS BOULEVARD,DEAD END,ADDRESS,JAMAICA,MATHEWSON COURT,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:26:15.000,12 QUEENS,QUEENS,1050383,186656,PHONE,Unspecified,QUEENS,40.67875732493084,-73.76157018663046,"{'latitude': '40.67875732493084', 'longitude': '-73.76157018663046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4129830024,,,,,,
58835545,2023-09-16T12:07:38.000,2023-10-11T12:36:10.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10011,48 5 AVENUE,5 AVENUE,EAST   11 STREET,EAST   12 STREET,EAST   11 STREET,EAST   12 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,A Litter Basket was placed at the location.,2023-09-20T14:55:35.000,02 MANHATTAN,MANHATTAN,985639,206741,ONLINE,Unspecified,MANHATTAN,40.73413283745462,-73.99498807211829,"{'latitude': '40.73413283745462', 'longitude': '-73.99498807211829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005750048,,,,,,
58833156,2023-09-16T12:07:15.000,2023-09-16T12:41:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10031,472 WEST  141 STREET,WEST  141 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,CONVENT AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  141 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T12:41:36.000,09 MANHATTAN,MANHATTAN,998437,238895,MOBILE,Unspecified,MANHATTAN,40.822375793185,-73.94874117046957,"{'latitude': '40.822375793185', 'longitude': '-73.94874117046957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020570054,,,,,,
58834448,2023-09-16T12:07:02.000,2023-09-16T12:28:25.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10034,229 SEAMAN AVENUE,SEAMAN AVENUE,WEST  214 STREET,WEST  215 STREET,WEST  214 STREET,WEST  215 STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:28:28.000,12 MANHATTAN,MANHATTAN,1006680,256704,MOBILE,Unspecified,MANHATTAN,40.87123914834134,-73.91889895540905,"{'latitude': '40.87123914834134', 'longitude': '-73.91889895540905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022430090,,,,,,
58828035,2023-09-16T12:06:59.000,2023-09-16T12:38:57.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:39:01.000,06 QUEENS,QUEENS,1025568,203636,PHONE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4031737501,,,,,,
58836012,2023-09-16T12:06:52.000,2023-09-16T12:33:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10032,75 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T12:33:41.000,12 MANHATTAN,MANHATTAN,999706,244405,ONLINE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021360140,,,,,,
