unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,road_ramp
58922862,2023-09-25T05:17:12.000,2023-09-27T15:03:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10039,2504 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 MANHATTAN,1020310031,MANHATTAN,1001149,238700,ONLINE,Unspecified,MANHATTAN,40.821835801374654,-73.93894297936284,"{'latitude': '40.821835801374654', 'longitude': '-73.93894297936284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58923621,2023-09-25T05:16:32.000,2023-09-25T05:16:32.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11201,47 WILLOW STREET,WILLOW STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,02 BROOKLYN,3002200006,BROOKLYN,985737,194240,UNKNOWN,Unspecified,BROOKLYN,40.69982057445762,-73.9946372202887,"{'latitude': '40.69982057445762', 'longitude': '-73.9946372202887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58923614,2023-09-25T05:16:00.000,2023-10-10T12:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11214,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-10T12:40:00.000,11 BROOKLYN,,BROOKLYN,985553,155842,UNKNOWN,Unspecified,BROOKLYN,40.59442641071864,-73.9953082227799,"{'latitude': '40.59442641071864', 'longitude': '-73.9953082227799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CROPSEY AVENUE,24 AVENUE,,,,,,N/A,,
58919173,2023-09-25T05:16:00.000,2023-09-25T05:28:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10458,2789 VALENTINE AVENUE,VALENTINE AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:28:34.000,07 BRONX,2033040175,BRONX,1014397,255653,ONLINE,Unspecified,BRONX,40.868331493198625,-73.89100104477686,"{'latitude': '40.868331493198625', 'longitude': '-73.89100104477686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIRIAM STREET,EAST  197 STREET,MIRIAM STREET,EAST  197 STREET,VALENTINE AVENUE,,,,,,,
58916870,2023-09-25T05:15:00.000,2023-09-25T07:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11228,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T07:05:00.000,11 BROOKLYN,,BROOKLYN,983410,164301,UNKNOWN,Unspecified,BROOKLYN,40.61764469366998,-74.00302568205309,"{'latitude': '40.61764469366998', 'longitude': '-74.00302568205309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BAY RIDGE PARKWAY,15 AVENUE,,,,,,N/A,,
58925078,2023-09-25T05:14:10.000,2023-10-11T21:24:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10462,20 METROPOLITAN OVAL,METROPOLITAN OVAL,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,09 BRONX,2039437501,BRONX,1023232,244698,PHONE,Unspecified,BRONX,40.83822872044477,-73.85912112622498,"{'latitude': '40.83822872044477', 'longitude': '-73.85912112622498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58922585,2023-09-25T05:13:16.000,2023-09-25T07:21:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10455,520 WALES AVENUE,WALES AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T07:21:21.000,01 BRONX,2025810011,BRONX,1009866,235203,ONLINE,Unspecified,BRONX,40.81221654510209,-73.9074613438045,"{'latitude': '40.81221654510209', 'longitude': '-73.9074613438045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  147 STREET,EAST  149 STREET,EAST  147 STREET,EAST  149 STREET,WALES AVENUE,,,,,,,
58923416,2023-09-25T05:11:28.000,2023-09-25T07:25:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,135-40 95 STREET,95 STREET,ADDRESS,OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T07:25:27.000,10 QUEENS,4115130026,QUEENS,1028215,184761,MOBILE,Unspecified,QUEENS,40.67369384463384,-73.84150479070631,"{'latitude': '40.67369384463384', 'longitude': '-73.84150479070631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINDEN BOULEVARD,PITKIN AVENUE,LINDEN BOULEVARD,PITKIN AVENUE,95 STREET,,,,,,,
58923761,2023-09-25T05:11:08.000,2023-09-25T05:39:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,72-15 41 AVENUE,41 AVENUE,ADDRESS,WOODSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:39:38.000,04 QUEENS,4013040071,QUEENS,1013917,210726,ONLINE,Unspecified,QUEENS,40.74502101951681,-73.89293505987077,"{'latitude': '40.74502101951681', 'longitude': '-73.89293505987077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 STREET,73 STREET,72 STREET,73 STREET,41 AVENUE,,,,,,,
58922515,2023-09-25T05:10:30.000,2023-09-25T05:10:30.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11232,559 40 STREET,40 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,07 BROOKLYN,3009130049,BROOKLYN,983351,176075,UNKNOWN,Unspecified,BROOKLYN,40.649961819138234,-74.0032397687229,"{'latitude': '40.649961819138234', 'longitude': '-74.0032397687229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58921195,2023-09-25T05:10:00.000,2023-09-25T05:52:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,332 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:52:12.000,14 BROOKLYN,3065010112,BROOKLYN,991512,168398,MOBILE,Unspecified,BROOKLYN,40.628887165184764,-73.97383785151118,"{'latitude': '40.628887165184764', 'longitude': '-73.97383785151118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SETON PLACE,EAST    5 STREET,SETON PLACE,EAST    5 STREET,FOSTER AVENUE,,,,,,,
58919971,2023-09-25T05:08:42.000,2023-09-25T09:40:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,86-62 77 STREET,77 STREET,ADDRESS,WOODHAVEN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T09:40:53.000,09 QUEENS,,QUEENS,1021778,191197,MOBILE,Unspecified,QUEENS,40.69138880608055,-73.8646744945068,"{'latitude': '40.69138880608055', 'longitude': '-73.8646744945068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA AVENUE,88 AVENUE,JAMAICA AVENUE,88 AVENUE,77 STREET,,,,,,,
58918031,2023-09-25T05:08:08.000,2023-09-25T05:48:28.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11373,86-34 BROADWAY,BROADWAY,ADDRESS,ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:48:34.000,04 QUEENS,4015490025,QUEENS,1018267,208024,ONLINE,Unspecified,QUEENS,40.73758904638021,-73.87725007190566,"{'latitude': '40.73758904638021', 'longitude': '-73.87725007190566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JUSTICE AVENUE,GRAND AVENUE,JUSTICE AVENUE,GRAND AVENUE,BROADWAY,,,,,,,
58923622,2023-09-25T05:07:27.000,2023-09-25T05:07:27.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11226,115 EAST   29 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,17 BROOKLYN,3051400066,BROOKLYN,998107,174783,UNKNOWN,Unspecified,BROOKLYN,40.64640476384415,-73.95006553474708,"{'latitude': '40.64640476384415', 'longitude': '-73.95006553474708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58923401,2023-09-25T05:07:20.000,2023-09-25T09:00:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,88-59 76 STREET,76 STREET,ADDRESS,WOODHAVEN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T09:00:53.000,09 QUEENS,4089020042,QUEENS,1021676,190368,MOBILE,Unspecified,QUEENS,40.68911382660312,-73.86504691010431,"{'latitude': '40.68911382660312', 'longitude': '-73.86504691010431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 AVENUE,90 AVENUE,88 AVENUE,90 AVENUE,76 STREET,,,,,,,
58925441,2023-09-25T05:06:47.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T10:26:22.000,Unspecified MANHATTAN,,MANHATTAN,980550,196936,MOBILE,Unspecified,MANHATTAN,40.70721981245554,-74.0133453177322,"{'latitude': '40.70721981245554', 'longitude': '-74.0133453177322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,R,R W Uptown & Queens,Platform,,,,
58922330,2023-09-25T05:05:59.000,2023-09-25T05:51:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,811 AVENUE H,AVENUE H,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:51:53.000,14 BROOKLYN,3064960039,BROOKLYN,992931,168535,ONLINE,Unspecified,BROOKLYN,40.62926192437833,-73.9687255731493,"{'latitude': '40.62926192437833', 'longitude': '-73.9687255731493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,AVENUE H,,,,,,,
58922316,2023-09-25T05:02:44.000,2023-09-25T07:25:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11420,126-15 133 AVENUE,133 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T07:25:42.000,10 QUEENS,4117640002,QUEENS,1036192,183793,PHONE,Unspecified,QUEENS,40.67099369769891,-73.812754994811,"{'latitude': '40.67099369769891', 'longitude': '-73.812754994811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",126 STREET,127 STREET,126 STREET,127 STREET,133 AVENUE,,,,,,,
58924872,2023-09-25T05:02:07.000,2023-09-25T05:06:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2705 RESERVOIR AVENUE,RESERVOIR AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-25T05:06:58.000,08 BRONX,2032480240,BRONX,1012038,255865,ONLINE,Unspecified,BRONX,40.86892110959869,-73.89952931613277,"{'latitude': '40.86892110959869', 'longitude': '-73.89952931613277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND AVENUE,WEST  195 STREET,GRAND AVENUE,WEST  195 STREET,RESERVOIR AVENUE,,,,,,,
58924656,2023-09-25T05:01:24.000,2023-09-25T11:06:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,33-48 100 STREET,100 STREET,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T11:06:01.000,03 QUEENS,,QUEENS,1020734,214853,MOBILE,Unspecified,QUEENS,40.756323082511024,-73.86831089954686,"{'latitude': '40.756323082511024', 'longitude': '-73.86831089954686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,100 STREET,,,,,,,
58919712,2023-09-25T04:58:48.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10107,250 WEST   57 STREET,WEST   57 STREET,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-25T07:48:07.000,05 MANHATTAN,1010280056,MANHATTAN,989203,218494,ONLINE,Unspecified,MANHATTAN,40.76639057686906,-73.98211943675079,"{'latitude': '40.76639057686906', 'longitude': '-73.98211943675079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,WEST   57 STREET,,,,,,,
58919148,2023-09-25T04:58:11.000,2023-09-25T05:08:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,445 FOUNTAIN AVENUE,FOUNTAIN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:08:48.000,05 BROOKLYN,3042920061,BROOKLYN,1019387,182941,ONLINE,Unspecified,BROOKLYN,40.66873779808349,-73.87333944578113,"{'latitude': '40.66873779808349', 'longitude': '-73.87333944578113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DUMONT AVENUE,HEGEMAN AVENUE,DUMONT AVENUE,HEGEMAN AVENUE,FOUNTAIN AVENUE,,,,,,,
58917552,2023-09-25T04:57:07.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10002,70 PITT STREET,PITT STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T06:29:39.000,03 MANHATTAN,1003380001,MANHATTAN,989083,200905,PHONE,Unspecified,MANHATTAN,40.718113225498,-73.98256528039764,"{'latitude': '40.718113225498', 'longitude': '-73.98256528039764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,PITT STREET,,,,,,,
58920131,2023-09-25T04:57:02.000,2023-09-25T04:57:02.000,DOT,Department of Transportation,Street Condition,Pothole,,11420,,,INTERSECTION,QUEENS,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T04:57:02.000,10 QUEENS,,QUEENS,1034038,186614,UNKNOWN,Unspecified,QUEENS,40.678749067245,-73.8204990590482,"{'latitude': '40.678749067245', 'longitude': '-73.8204990590482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,LEFFERTS BOULEVARD,LINDEN BOULEVARD,,,,,,N/A,,
58919961,2023-09-25T04:56:03.000,2023-09-25T05:13:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,77-69 79 STREET,79 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T05:13:52.000,05 QUEENS,4038160084,QUEENS,1019795,196297,MOBILE,Unspecified,QUEENS,40.70539528853699,-73.8717982423681,"{'latitude': '40.70539528853699', 'longitude': '-73.8717982423681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",77 AVENUE,78 AVENUE,77 AVENUE,78 AVENUE,79 STREET,,,,,,,
58920318,2023-09-25T04:55:56.000,2023-10-11T16:33:04.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11224,2842 WEST   35 STREET,WEST   35 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,13 BROOKLYN,3070050022,BROOKLYN,983994,149167,ONLINE,Unspecified,BROOKLYN,40.57610495455769,-74.00092153914224,"{'latitude': '40.57610495455769', 'longitude': '-74.00092153914224', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
