unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58936802,2023-09-27T08:08:37.000,2023-09-29T15:44:28.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11103,41-03 31 AVENUE,31 AVENUE,ADDRESS,ASTORIA,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T16:02:38.000,01 QUEENS,4006820007,QUEENS,1007477,216501,ONLINE,Unspecified,QUEENS,40.76089118293551,-73.91615634714663,"{'latitude': '40.76089118293551', 'longitude': '-73.91615634714663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",41 STREET,42 STREET,41 STREET,42 STREET,31 AVENUE,,,,,,,,
58944964,2023-09-27T08:08:36.000,2023-09-27T09:11:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11354,31-22 137 STREET,137 STREET,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T09:11:30.000,07 QUEENS,4044090040,QUEENS,1030976,219531,ONLINE,Unspecified,QUEENS,40.769114771063315,-73.83130993647183,"{'latitude': '40.769114771063315', 'longitude': '-73.83130993647183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31 ROAD,32 AVENUE,31 ROAD,32 AVENUE,137 STREET,,,,,,,,
58945725,2023-09-27T08:08:21.000,2023-09-28T14:53:39.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11230,1460 EAST    4 STREET,EAST    4 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-28T04:37:47.000,12 BROOKLYN,3065660036,BROOKLYN,992269,163395,ONLINE,Unspecified,BROOKLYN,40.61515432240917,-73.97111661947935,"{'latitude': '40.61515432240917', 'longitude': '-73.97111661947935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE M,AVENUE N,AVENUE M,AVENUE N,EAST    4 STREET,,,,,,,,
58942159,2023-09-27T08:07:50.000,2023-09-27T14:21:11.000,DOT,Department of Transportation,Street Condition,Crash Cushion Defect,Street,10473,563 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ADDRESS,BRONX,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-09-27T14:21:14.000,09 BRONX,2035230034,BRONX,1022644,236876,PHONE,Unspecified,BRONX,40.81676216544154,-73.86129088580475,"{'latitude': '40.81676216544154', 'longitude': '-73.86129088580475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",THIERIOT AVENUE,RANDALL AVENUE,THIERIOT AVENUE,RANDALL AVENUE,SOUNDVIEW AVENUE,,,,,,,,
58944432,2023-09-27T08:07:29.000,2023-10-11T08:18:47.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11413,219-17 130 DRIVE,130 DRIVE,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Sanitation collected the requested items.,2023-09-28T12:06:49.000,13 QUEENS,4128960108,QUEENS,1054206,188361,ONLINE,Unspecified,QUEENS,40.68340775623681,-73.74776946945417,"{'latitude': '40.68340775623681', 'longitude': '-73.74776946945417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",219 STREET,220 STREET,219 STREET,220 STREET,130 DRIVE,,,,,,,,
58939079,2023-09-27T08:07:28.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11369,25-31 BUTLER STREET,BUTLER STREET,ADDRESS,EAST ELMHURST,In Progress,,,03 QUEENS,4016560003,QUEENS,1021418,218488,UNKNOWN,Unspecified,QUEENS,40.76629736337917,-73.86582190592095,"{'latitude': '40.76629736337917', 'longitude': '-73.86582190592095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25 AVENUE,27 AVENUE,25 AVENUE,27 AVENUE,BUTLER STREET,,,,,,,,
58940637,2023-09-27T08:07:17.000,2023-10-02T08:05:57.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10040,112 NAGLE AVENUE,NAGLE AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:55:58.000,12 MANHATTAN,1021740088,MANHATTAN,1004472,252906,PHONE,Unspecified,MANHATTAN,40.860820129878626,-73.9268939658624,"{'latitude': '40.860820129878626', 'longitude': '-73.9268939658624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SICKLES STREET,ARDEN STREET,SICKLES STREET,ARDEN STREET,NAGLE AVENUE,,,,,,,,
58939421,2023-09-27T08:07:09.000,2023-09-27T14:03:23.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11418,110-19 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,RICHMOND HILL,Closed,The Department of Sanitation collected the requested items.,2023-09-27T12:20:44.000,09 QUEENS,4092240039,QUEENS,1029255,193077,ONLINE,Unspecified,QUEENS,40.696514098931644,-73.8377000206504,"{'latitude': '40.696514098931644', 'longitude': '-73.8377000206504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",110 STREET,111 STREET,110 STREET,111 STREET,JAMAICA AVENUE,,,,,,,,
58942172,2023-09-27T08:07:04.000,2023-10-04T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10009,310 EAST HOUSTON STREET,EAST HOUSTON STREET,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-10-05T06:46:32.000,03 MANHATTAN,1003847503,MANHATTAN,988869,202078,UNKNOWN,Unspecified,MANHATTAN,40.72133294232513,-73.9833364659022,"{'latitude': '40.72133294232513', 'longitude': '-73.9833364659022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,2023-10-27T08:07:04.000,,,,,
58940940,2023-09-27T08:07:02.000,2023-09-27T09:02:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,110 SCHERMERHORN STREET,SCHERMERHORN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:02:40.000,02 BROOKLYN,3001690009,BROOKLYN,987250,190721,MOBILE,Unspecified,BROOKLYN,40.69016135207966,-73.9891822403939,"{'latitude': '40.69016135207966', 'longitude': '-73.9891822403939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,SCHERMERHORN STREET,,,,,,,,
58943087,2023-09-27T08:06:41.000,2023-09-27T08:37:11.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10037,60 EAST  135 STREET,EAST  135 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-27T08:37:19.000,11 MANHATTAN,1017570020,MANHATTAN,1002261,234975,MOBILE,Unspecified,MANHATTAN,40.81160952651286,-73.934935260047,"{'latitude': '40.81160952651286', 'longitude': '-73.934935260047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVENUE,HARLEM RIVER DRIVE EXIT   21 NB,MADISON AVENUE,HARLEM RIVER DRIVE EXIT   21 NB,EAST  135 STREET,,,,,,,,
58939794,2023-09-27T08:06:18.000,2023-09-27T08:39:35.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11691,147 BEACH   26 STREET,BEACH   26 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T08:39:39.000,14 QUEENS,4158180163,QUEENS,1051156,155680,PHONE,Unspecified,QUEENS,40.59372932105784,-73.75909043343856,"{'latitude': '40.59372932105784', 'longitude': '-73.75909043343856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,SEAGIRT AVENUE,DEAD END,SEAGIRT AVENUE,BEACH   26 STREET,,,,,,,,
58935874,2023-09-27T08:06:14.000,2023-09-27T09:39:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,805 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T09:39:56.000,14 BROOKLYN,3065090091,BROOKLYN,992210,168354,ONLINE,Unspecified,BROOKLYN,40.62876579476444,-73.97132328230839,"{'latitude': '40.62876579476444', 'longitude': '-73.97132328230839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE H,LIRR BAY RIDGE LINE,AVENUE H,LIRR BAY RIDGE LINE,OCEAN PARKWAY,,,,,,,,
58941914,2023-09-27T08:06:11.000,2023-09-29T11:51:10.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11217,171 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-28T11:19:51.000,02 BROOKLYN,3001950049,BROOKLYN,987887,188962,ONLINE,Unspecified,BROOKLYN,40.685333061840815,-73.98688621902238,"{'latitude': '40.685333061840815', 'longitude': '-73.98688621902238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,BERGEN STREET,,,,,,,,
58942014,2023-09-27T08:05:53.000,2023-10-11T13:13:51.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10036,38 WEST   48 STREET,WEST   48 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:06:32.000,05 MANHATTAN,1012630058,MANHATTAN,989819,215447,ONLINE,Unspecified,MANHATTAN,40.75802697917228,-73.97989817205469,"{'latitude': '40.75802697917228', 'longitude': '-73.97989817205469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKEFELLER PLAZA,AVENUE OF THE AMERICAS,ROCKEFELLER PLAZA,AVENUE OF THE AMERICAS,WEST   48 STREET,,,,,,,,
58940084,2023-09-27T08:05:52.000,2023-10-04T21:23:41.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10472,1134 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,09 BRONX,2037440057,BRONX,1018805,240859,PHONE,Unspecified,BRONX,40.82771021333198,-73.87513982136143,"{'latitude': '40.82771021333198', 'longitude': '-73.87513982136143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58942638,2023-09-27T08:05:51.000,2023-09-27T15:22:45.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11206,196 MAUJER STREET,MAUJER STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,01 BROOKLYN,3030270001,BROOKLYN,1000354,198344,ONLINE,Unspecified,BROOKLYN,40.71107055683469,-73.94191204670662,"{'latitude': '40.71107055683469', 'longitude': '-73.94191204670662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58938353,2023-09-27T08:05:48.000,2023-09-27T08:23:30.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10128,300 EAST   87 STREET,EAST   87 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T08:23:39.000,08 MANHATTAN,1015490001,MANHATTAN,997799,222899,ONLINE,Unspecified,MANHATTAN,40.77847215350028,-73.95107859523787,"{'latitude': '40.77847215350028', 'longitude': '-73.95107859523787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   87 STREET,,,,,,,,
58938971,2023-09-27T08:05:40.000,2023-09-27T08:42:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10011,132 WEST   13 STREET,WEST   13 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T08:42:50.000,02 MANHATTAN,1006087502,MANHATTAN,984687,207827,MOBILE,Unspecified,MANHATTAN,40.73711373775973,-73.99842310261427,"{'latitude': '40.73711373775973', 'longitude': '-73.99842310261427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   13 STREET,,,,,,,,
58943184,2023-09-27T08:05:40.000,2023-09-29T11:45:24.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11219,1256 55 STREET,55 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-27T11:04:38.000,12 BROOKLYN,3056830031,BROOKLYN,985190,169625,ONLINE,Unspecified,BROOKLYN,40.63225794771186,-73.99661337629256,"{'latitude': '40.63225794771186', 'longitude': '-73.99661337629256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,55 STREET,,,,,,,,
58936825,2023-09-27T08:05:29.000,2023-09-27T21:53:24.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11379,83-45 62 AVENUE,62 AVENUE,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T21:53:27.000,05 QUEENS,4029430001,QUEENS,1019402,203510,MOBILE,Unspecified,QUEENS,40.725194797647625,-73.87317802647337,"{'latitude': '40.725194797647625', 'longitude': '-73.87317802647337', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CALDWELL AVENUE,84 STREET,CALDWELL AVENUE,84 STREET,62 AVENUE,,,,,,,,
58941478,2023-09-27T08:05:28.000,2023-10-01T19:03:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10031,3341 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 MANHATTAN,1020020033,MANHATTAN,996702,238102,PHONE,Unspecified,MANHATTAN,40.820201848717986,-73.95501134237715,"{'latitude': '40.820201848717986', 'longitude': '-73.95501134237715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58945233,2023-09-27T08:05:28.000,2023-10-01T19:03:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,3341 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 MANHATTAN,1020020033,MANHATTAN,996702,238102,PHONE,Unspecified,MANHATTAN,40.820201848717986,-73.95501134237715,"{'latitude': '40.820201848717986', 'longitude': '-73.95501134237715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58940166,2023-09-27T08:05:22.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10467,3365 CRUGER AVENUE,CRUGER AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,12 BRONX,2046290020,BRONX,1021294,257914,PHONE,Unspecified,BRONX,40.87451098880618,-73.86605190948474,"{'latitude': '40.87451098880618', 'longitude': '-73.86605190948474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58939633,2023-09-27T08:05:22.000,2023-09-27T09:07:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11220,553 52 STREET,52 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T09:07:20.000,07 BROOKLYN,3008000055,BROOKLYN,981384,173648,PHONE,Unspecified,BROOKLYN,40.64329981044867,-74.01032730825283,"{'latitude': '40.64329981044867', 'longitude': '-74.01032730825283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,52 STREET,,,,,,,,
58942741,2023-09-27T08:05:18.000,2023-10-16T10:23:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11692,57-07 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,ADDRESS,ARVERNE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,14 QUEENS,4159260001,QUEENS,1043485,155055,PHONE,Unspecified,QUEENS,40.59206841333335,-73.78671689614707,"{'latitude': '40.59206841333335', 'longitude': '-73.78671689614707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58937582,2023-09-27T08:05:18.000,2023-10-16T10:23:44.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11692,57-07 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,ADDRESS,ARVERNE,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-16T00:00:00.000,14 QUEENS,4159260001,QUEENS,1043485,155055,PHONE,Unspecified,QUEENS,40.59206841333335,-73.78671689614707,"{'latitude': '40.59206841333335', 'longitude': '-73.78671689614707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58937063,2023-09-27T08:05:15.000,2023-09-27T10:38:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T10:38:15.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,GOLD STREET,,,,,,,,
58936096,2023-09-27T08:05:13.000,2023-09-27T08:42:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10012,118 MAC DOUGAL STREET,MAC DOUGAL STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T08:42:40.000,02 MANHATTAN,1005400008,MANHATTAN,984061,205146,ONLINE,Unspecified,MANHATTAN,40.72975506082844,-74.00068192378622,"{'latitude': '40.72975506082844', 'longitude': '-74.00068192378622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BLEECKER STREET,MINETTA LANE,BLEECKER STREET,MINETTA LANE,MAC DOUGAL STREET,,,,,,,,
