unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,facility_type,cross_street_1,cross_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58857275,2023-09-15T10:54:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:08:07.000,0 Unspecified,,Unspecified,,213084,MOBILE,Unspecified,Unspecified,,,,2023-09-15T12:08:03.000,,,,,,,,,,,,
58859595,2023-09-15T10:54:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T11:30:04.000,0 Unspecified,,Unspecified,1037947,190919,PHONE,Unspecified,Unspecified,40.69054243108053,-73.80637165699068,"{'latitude': '40.69054243108053', 'longitude': '-73.80637165699068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:29:59.000,,,,,,,,,,,,
58870307,2023-09-15T10:54:50.000,DOE,Department of Education,School Maintenance,Unclean Condition,School,,,,,,In Progress,,,0 Unspecified,,Unspecified,1024124,238500,ONLINE,Unspecified,Unspecified,40.82121302590715,-73.85593433003295,"{'latitude': '40.82121302590715', 'longitude': '-73.85593433003295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58870599,2023-09-15T10:54:46.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,,,,,,Closed,The Department of Sanitation cleaned the location.,2023-09-19T14:23:04.000,0 Unspecified,,Unspecified,1006674,193752,ONLINE,Unspecified,Unspecified,40.69845284261187,-73.91913078533902,"{'latitude': '40.69845284261187', 'longitude': '-73.91913078533902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T06:03:32.000,,,,,,,,,,,,
58821889,2023-09-15T10:54:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11205,266 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,02 BROOKLYN,3019170045,BROOKLYN,993579,190923,PHONE,Unspecified,BROOKLYN,40.69071138727672,-73.96636009530222,"{'latitude': '40.69071138727672', 'longitude': '-73.96636009530222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T19:46:17.000,,,,,,,,,,,,
58828800,2023-09-15T10:54:22.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:39:26.000,0 Unspecified,,Unspecified,1016448,214042,PHONE,Unspecified,Unspecified,40.75411374232265,-73.88378509286501,"{'latitude': '40.75411374232265', 'longitude': '-73.88378509286501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T05:39:19.000,,,,,,,,,,,,
58826010,2023-09-15T10:54:15.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,1011 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,03 BRONX,2023860144,BRONX,1009228,240291,PHONE,Unspecified,BRONX,40.82618349190198,-73.90974720069485,"{'latitude': '40.82618349190198', 'longitude': '-73.90974720069485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T07:54:49.000,,,,,,,,,,,,
58820886,2023-09-15T10:54:15.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10456,1011 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,03 BRONX,2023860144,BRONX,1009228,240291,PHONE,Unspecified,BRONX,40.82618349190198,-73.90974720069485,"{'latitude': '40.82618349190198', 'longitude': '-73.90974720069485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T12:43:05.000,,,,,,,,,,,,
58869372,2023-09-15T10:53:31.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T11:23:39.000,0 Unspecified,,Unspecified,1000403,237602,ONLINE,Unspecified,Unspecified,40.818823497457295,-73.94164096074651,"{'latitude': '40.818823497457295', 'longitude': '-73.94164096074651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:23:35.000,,,,,,,,,,,,
58830164,2023-09-15T10:53:12.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,,,,,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T10:14:56.000,0 Unspecified,,Unspecified,,193200,ONLINE,Unspecified,Unspecified,,,,2023-09-16T10:14:52.000,,,,,,,,,,,,
58860550,2023-09-15T10:53:05.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,In Progress,,,0 Unspecified,,Unspecified,,183013,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58822188,2023-09-15T10:53:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11385,71-17 FRESH POND ROAD,FRESH POND ROAD,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-16T02:30:00.000,05 QUEENS,4036370055,QUEENS,1013407,194909,PHONE,Unspecified,QUEENS,40.7016089124955,-73.89484411568716,"{'latitude': '40.7016089124955', 'longitude': '-73.89484411568716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T02:30:00.000,,,,71 AVE,MYRTLE AVE,,,,,,,
58864621,2023-09-15T10:52:46.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,,,,,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-15T15:09:06.000,0 Unspecified,,Unspecified,989032,205473,MOBILE,Unspecified,Unspecified,40.73065130518091,-73.98274601362091,"{'latitude': '40.73065130518091', 'longitude': '-73.98274601362091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T15:09:03.000,,,,,,,,,,,,
58870424,2023-09-15T10:52:46.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,,,,,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-15T11:47:44.000,0 Unspecified,,Unspecified,989032,205473,MOBILE,Unspecified,Unspecified,40.73065130518091,-73.98274601362091,"{'latitude': '40.73065130518091', 'longitude': '-73.98274601362091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:47:41.000,,,,,,,,,,,,
58869004,2023-09-15T10:52:40.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T14:09:05.000,0 Unspecified,,Unspecified,992907,161408,PHONE,Unspecified,Unspecified,40.60969981675188,-73.96882117518803,"{'latitude': '40.60969981675188', 'longitude': '-73.96882117518803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T14:09:01.000,,,,,,,,,,,,
58828798,2023-09-15T10:52:28.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,10032,250 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated and found that the bike did not meet the criteria to be classified as derelict.,2023-09-16T07:26:16.000,12 MANHATTAN,1021420001,MANHATTAN,1000443,246636,PHONE,Unspecified,MANHATTAN,40.84361915520533,-73.94147463848545,"{'latitude': '40.84361915520533', 'longitude': '-73.94147463848545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T14:45:02.000,WEST  170 STREET,WEST  171 STREET,,WEST  170 STREET,WEST  171 STREET,FORT WASHINGTON AVENUE,,,,,,
58867178,2023-09-15T10:52:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T11:38:49.000,0 Unspecified,,Unspecified,,196153,MOBILE,Unspecified,Unspecified,,,,2023-09-15T11:38:45.000,,,,,,,,,,,,
58857394,2023-09-15T10:52:16.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:31:34.000,0 Unspecified,,Unspecified,998920,157542,PHONE,Unspecified,Unspecified,40.599080521978046,-73.94717331267255,"{'latitude': '40.599080521978046', 'longitude': '-73.94717331267255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:31:28.000,,,,,,,,,,,,
58825348,2023-09-15T10:52:06.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10018,337 WEST   39 STREET,WEST   39 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-25T00:00:00.000,04 MANHATTAN,1007630014,MANHATTAN,986375,214644,UNKNOWN,Unspecified,MANHATTAN,40.75582444749519,-73.99232986682902,"{'latitude': '40.75582444749519', 'longitude': '-73.99232986682902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-25T00:00:00.000,,,,,,,,,,,,
58825702,2023-09-15T10:52:05.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,10009,321 EAST   10 STREET,EAST   10 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-21T00:00:00.000,03 MANHATTAN,1004040045,MANHATTAN,989517,204265,UNKNOWN,Unspecified,MANHATTAN,40.72733536478693,-73.98099702541708,"{'latitude': '40.72733536478693', 'longitude': '-73.98099702541708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T00:00:00.000,,,,,,,,,,,,
58821233,2023-09-15T10:52:05.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11206,21 MESEROLE STREET,MESEROLE STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,01 BROOKLYN,3030400044,BROOKLYN,998246,197039,UNKNOWN,Unspecified,BROOKLYN,40.707492227382765,-73.94951842164868,"{'latitude': '40.707492227382765', 'longitude': '-73.94951842164868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:52:05.000,,,,,,,,,,,,
58823214,2023-09-15T10:52:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11377,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T12:12:00.000,02 QUEENS,,QUEENS,1013123,209221,UNKNOWN,Unspecified,QUEENS,40.74089280106225,-73.89580697618626,"{'latitude': '40.74089280106225', 'longitude': '-73.89580697618626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:12:00.000,69 STREET,44 AVENUE,,,,,,,,,,
58859796,2023-09-15T10:51:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:20:47.000,0 Unspecified,,Unspecified,983540,206980,MOBILE,Unspecified,Unspecified,40.734788914157306,-74.00256191780554,"{'latitude': '40.734788914157306', 'longitude': '-74.00256191780554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:20:43.000,,,,,,,,,,,,
58859444,2023-09-15T10:51:23.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T12:29:15.000,0 Unspecified,,Unspecified,1024317,211817,PHONE,Unspecified,Unspecified,40.747974531958405,-73.85539616341745,"{'latitude': '40.747974531958405', 'longitude': '-73.85539616341745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:29:08.000,,,,,,,,,,,,
58867134,2023-09-15T10:51:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:36:54.000,0 Unspecified,,Unspecified,1014211,196052,MOBILE,Unspecified,Unspecified,40.70474349107708,-73.89193937522927,"{'latitude': '40.70474349107708', 'longitude': '-73.89193937522927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:36:50.000,,,,,,,,,,,,
58864710,2023-09-15T10:51:09.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11221,601 VAN BUREN STREET,VAN BUREN STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T04:19:02.000,04 BROOKLYN,3032730053,BROOKLYN,1004866,191622,ONLINE,Unspecified,BROOKLYN,40.69261088579873,-73.92565761613824,"{'latitude': '40.69261088579873', 'longitude': '-73.92565761613824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T13:33:53.000,BROADWAY,BUSHWICK AVENUE,,BROADWAY,BUSHWICK AVENUE,VAN BUREN STREET,,,,,,
58856993,2023-09-15T10:51:01.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11203,279 EAST   51 STREET,EAST   51 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T15:12:23.000,17 BROOKLYN,3046570154,BROOKLYN,1003755,177909,ONLINE,Unspecified,BROOKLYN,40.65497431359381,-73.92970362222503,"{'latitude': '40.65497431359381', 'longitude': '-73.92970362222503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T09:34:16.000,LENOX ROAD,LINDEN BOULEVARD,,LENOX ROAD,LINDEN BOULEVARD,EAST   51 STREET,,,,,,
58857862,2023-09-15T10:50:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T11:14:19.000,0 Unspecified,,Unspecified,980452,163200,ONLINE,Unspecified,Unspecified,40.61462190247484,-74.01367978584972,"{'latitude': '40.61462190247484', 'longitude': '-74.01367978584972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:14:14.000,,,,,,,,,,,,
58870359,2023-09-15T10:50:58.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:11:21.000,0 Unspecified,,Unspecified,999007,166542,ONLINE,Unspecified,Unspecified,40.623783521037254,-73.94684035777345,"{'latitude': '40.623783521037254', 'longitude': '-73.94684035777345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:11:16.000,,,,,,,,,,,,
58826131,2023-09-15T10:50:53.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11104,43-98 40 STREET,40 STREET,ADDRESS,SUNNYSIDE,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-20T00:00:00.000,02 QUEENS,,QUEENS,1005257,210421,PHONE,Unspecified,QUEENS,40.74420868299156,-73.92418898120428,"{'latitude': '40.74420868299156', 'longitude': '-73.92418898120428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T10:43:45.000,,,,,,,,,,,,
