unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58932669,2023-09-26T10:10:48.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10002,227 CHERRY STREET,CHERRY STREET,ADDRESS,NEW YORK,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-25T00:00:00.000,03 MANHATTAN,1002487501,MANHATTAN,986777,198336,UNKNOWN,Unspecified,MANHATTAN,40.711062893490016,-73.99088498319651,"{'latitude': '40.711062893490016', 'longitude': '-73.99088498319651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58933619,2023-09-26T10:10:42.000,2023-09-26T10:21:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T10:21:22.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,WATER STREET,,,,,,,
58927340,2023-09-26T10:10:16.000,2023-09-26T20:10:41.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,765 LINCOLN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-26T00:00:00.000,05 BROOKLYN,3042719001,BROOKLYN,1021474,183447,ONLINE,Unspecified,BROOKLYN,40.67011812462209,-73.86581352291451,"{'latitude': '40.67011812462209', 'longitude': '-73.86581352291451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58928317,2023-09-26T10:10:12.000,2023-09-26T12:37:37.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11219,5102 10 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T12:37:42.000,12 BROOKLYN,3056520038,BROOKLYN,984252,171647,PHONE,Unspecified,BROOKLYN,40.63780795780213,-73.99999279381834,"{'latitude': '40.63780795780213', 'longitude': '-73.99999279381834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",51 STREET,52 STREET,51 STREET,52 STREET,10 AVENUE,,,,,,,
58928367,2023-09-26T10:10:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11235,,,INTERSECTION,BROOKLYN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-07T00:00:00.000,13 BROOKLYN,,BROOKLYN,995270,152706,UNKNOWN,Unspecified,BROOKLYN,40.58581196373363,-73.96032485235779,"{'latitude': '40.58581196373363', 'longitude': '-73.96032485235779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CONEY ISLAND AVENUE,MONTAUK COURT,,,,,,,,
58929211,2023-09-26T10:09:56.000,2023-09-27T12:50:48.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,10473,1905 STORY AVENUE,STORY AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:50:52.000,09 BRONX,2036710004,BRONX,1023141,239559,PHONE,Unspecified,BRONX,40.82412405994689,-73.85947978741908,"{'latitude': '40.82412405994689', 'longitude': '-73.85947978741908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOLTON AVENUE,WHITE PLAINS ROAD,BOLTON AVENUE,WHITE PLAINS ROAD,STORY AVENUE,,,,,,,
58926355,2023-09-26T10:09:33.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11354,25-56 126 STREET,126 STREET,ADDRESS,FLUSHING,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-26T12:34:07.000,07 QUEENS,4042660038,QUEENS,1027819,221698,PHONE,Unspecified,QUEENS,40.77507873353371,-73.8426932538817,"{'latitude': '40.77507873353371', 'longitude': '-73.8426932538817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25 ROAD,26 AVENUE,25 ROAD,26 AVENUE,126 STREET,,,,,,,
58932006,2023-09-26T10:09:31.000,2023-09-26T10:47:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,220 EAST  204 STREET,EAST  204 STREET,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T10:47:54.000,07 BRONX,2033090010,BRONX,1015895,257886,MOBILE,Unspecified,BRONX,40.87445514586001,-73.88557436243444,"{'latitude': '40.87445514586001', 'longitude': '-73.88557436243444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND CONCOURSE,VALENTINE AVENUE,GRAND CONCOURSE,VALENTINE AVENUE,EAST  204 STREET,,,,,,,
58929029,2023-09-26T10:09:23.000,2023-10-05T17:23:46.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11355,136-30 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,ADDRESS,FLUSHING,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-10-05T17:23:49.000,07 QUEENS,4063710018,QUEENS,1031728,211546,PHONE,Unspecified,QUEENS,40.747194021966266,-73.82865146434062,"{'latitude': '40.747194021966266', 'longitude': '-73.82865146434062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",136 STREET,137 STREET,136 STREET,137 STREET,BOOTH MEMORIAL AVENUE,,,,,,,
58930303,2023-09-26T10:09:19.000,2023-09-28T09:58:41.000,DOT,Department of Transportation,Sidewalk Condition,Defective Hardware,Sidewalk,11226,446 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,This request required re-assignment to a new DOT unit.,2023-09-28T09:58:51.000,14 BROOKLYN,3050800013,BROOKLYN,994973,176758,ONLINE,Unspecified,BROOKLYN,40.65183005917291,-73.96135593553777,"{'latitude': '40.65183005917291', 'longitude': '-73.96135593553777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CATON AVENUE,ST PAULS COURT,CATON AVENUE,ST PAULS COURT,OCEAN AVENUE,,,,,,,
58930984,2023-09-26T10:09:00.000,2023-09-27T12:53:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11414,81 STREET,81 STREET,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T12:53:00.000,10 QUEENS,,QUEENS,1025784,177667,UNKNOWN,Unspecified,QUEENS,40.654234153938845,-73.85031230610426,"{'latitude': '40.654234153938845', 'longitude': '-73.85031230610426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",160 AVENUE,161 AVENUE,81 STREET,161 AVENUE,,,,,,,,
58927504,2023-09-26T10:08:55.000,2023-09-27T09:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11218,MC DONALD AVENUE,MC DONALD AVENUE,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T09:00:00.000,14 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,18 AVENUE,AVENUE F,,,,,N/A,,,,,
58929053,2023-09-26T10:08:52.000,2023-09-27T09:34:59.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10027,AMSTERDAM AVENUE,AMSTERDAM AVENUE,INTERSECTION,,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-27T09:35:03.000,09 MANHATTAN,,MANHATTAN,995032,233226,PHONE,Unspecified,MANHATTAN,40.806820786801076,-73.96105282813934,"{'latitude': '40.806820786801076', 'longitude': '-73.96105282813934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,WEST  116 STREET,AMSTERDAM AVENUE,WEST  116 STREET,,,,,,,,
58931601,2023-09-26T10:08:49.000,2023-09-28T08:00:22.000,DOT,Department of Transportation,Highway Condition,Litter,Highway,,,,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Sanitation.,2023-09-28T08:00:27.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,Jackie Robinson/Interboro Pkwy,West/Brooklyn Bound,Roadway,Metropolitan Ave (Exit 6) - Forest Park Dr Myrtle Ave Woodhaven Blvd (Exit 4),
58933282,2023-09-26T10:08:43.000,2023-09-26T10:25:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,32-19 38 STREET,38 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:25:18.000,01 QUEENS,4006560030,QUEENS,1006387,215801,MOBILE,Unspecified,QUEENS,40.75897265950657,-73.92009327690631,"{'latitude': '40.75897265950657', 'longitude': '-73.92009327690631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,34 AVENUE,BROADWAY,34 AVENUE,38 STREET,,,,,,,
58928160,2023-09-26T10:08:39.000,2023-09-26T11:04:41.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10469,3021 EDSON AVENUE,EDSON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T11:04:45.000,12 BRONX,2047810032,BRONX,1029833,257182,PHONE,Unspecified,BRONX,40.87246190855461,-73.83518062637569,"{'latitude': '40.87246190855461', 'longitude': '-73.83518062637569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,EDSON AVENUE,,,,,,,
58930211,2023-09-26T10:08:38.000,2023-09-26T10:08:38.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10028,325 EAST   83 STREET,EAST   83 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene closed this complaint and referred it to another agency because it was not within its jurisdiction.,2023-09-26T10:08:38.000,08 MANHATTAN,1015460016,MANHATTAN,997433,221856,PHONE,Unspecified,MANHATTAN,40.77560994697636,-73.95240215831359,"{'latitude': '40.77560994697636', 'longitude': '-73.95240215831359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   83 STREET,,,,,,,
58927582,2023-09-26T10:08:36.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11209,334 72 STREET,72 STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-17T10:43:47.000,10 BROOKLYN,3059080020,BROOKLYN,977092,169982,ONLINE,Unspecified,BROOKLYN,40.633234994821265,-74.02578915718497,"{'latitude': '40.633234994821265', 'longitude': '-74.02578915718497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGE COURT,BENNETT COURT,RIDGE COURT,BENNETT COURT,72 STREET,,,,,,,
58935192,2023-09-26T10:08:26.000,2023-09-28T13:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11220,53 STREET,53 STREET,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T13:15:00.000,07 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,2 AVENUE,3 AVENUE,,,,,N/A,,,,,
59000998,2023-09-26T10:08:18.000,2023-11-13T11:57:36.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11201,268 LIVINGSTON STREET,LIVINGSTON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-13T11:57:35.000,02 BROOKLYN,3001650029,BROOKLYN,988733,190254,ONLINE,Unspecified,BROOKLYN,40.68887891759485,-73.98383497208559,"{'latitude': '40.68887891759485', 'longitude': '-73.98383497208559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELM PLACE,BOND STREET,ELM PLACE,BOND STREET,LIVINGSTON STREET,,,,,,,
58933105,2023-09-26T10:07:58.000,2023-09-29T05:29:52.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11420,124-12 149 AVENUE,149 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T05:29:56.000,10 QUEENS,,QUEENS,1035371,182585,ONLINE,Unspecified,QUEENS,40.66768279359711,-73.81572375854924,"{'latitude': '40.66768279359711', 'longitude': '-73.81572375854924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",124 STREET,125 STREET,124 STREET,125 STREET,149 AVENUE,,,,,,,
58928892,2023-09-26T10:07:55.000,2023-11-02T13:15:20.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11207,604 WILLIAMS AVENUE,WILLIAMS AVENUE,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-02T13:15:27.000,05 BROOKLYN,3038520123,BROOKLYN,1012851,180054,PHONE,Unspecified,BROOKLYN,40.66083715628492,-73.89691239916259,"{'latitude': '40.66083715628492', 'longitude': '-73.89691239916259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEWPORT STREET,NEW LOTS AVENUE,NEWPORT STREET,NEW LOTS AVENUE,WILLIAMS AVENUE,,,,,,,
58934369,2023-09-26T10:07:38.000,2023-09-27T12:27:14.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11435,139-40 88 ROAD,88 ROAD,ADDRESS,JAMAICA,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T14:46:54.000,12 QUEENS,4096830011,QUEENS,1036026,195519,PHONE,Unspecified,QUEENS,40.703179779040916,-73.81326329264375,"{'latitude': '40.703179779040916', 'longitude': '-73.81326329264375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",139 STREET,144 STREET,139 STREET,144 STREET,88 ROAD,,,,,,,
58934063,2023-09-26T10:07:37.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11364,217-24 77 AVENUE,77 AVENUE,ADDRESS,OAKLAND GARDENS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T09:34:32.000,11 QUEENS,4077610082,QUEENS,1052120,208002,ONLINE,Unspecified,QUEENS,40.737333667173566,-73.75509263557655,"{'latitude': '40.737333667173566', 'longitude': '-73.75509263557655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",217 STREET,220 STREET,217 STREET,220 STREET,77 AVENUE,,,,,,,
58930804,2023-09-26T10:07:36.000,2023-09-26T10:24:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10027,555 WEST  131 STREET,WEST  131 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T10:24:49.000,09 MANHATTAN,1019860010,MANHATTAN,996334,237046,PHONE,Unspecified,MANHATTAN,40.8173039372883,-73.95634281527522,"{'latitude': '40.8173039372883', 'longitude': '-73.95634281527522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OLD BROADWAY,BROADWAY,OLD BROADWAY,BROADWAY,WEST  131 STREET,,,,,,,
