unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58813597,2023-09-14T06:08:35.000,2023-09-14T06:44:04.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10011,509 6 AVENUE,6 AVENUE,WEST   13 STREET,WEST   14 STREET,WEST   13 STREET,WEST   14 STREET,ADDRESS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T06:44:09.000,02 MANHATTAN,MANHATTAN,985015,207722,MOBILE,Unspecified,MANHATTAN,40.736825516433484,-73.99723953940034,"{'latitude': '40.736825516433484', 'longitude': '-73.99723953940034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AVENUE OF THE AMERICAS,1006090047,,,,,,,
58811752,2023-09-14T06:08:22.000,2023-09-14T06:30:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,49 WADSWORTH AVENUE,WADSWORTH AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T06:30:54.000,12 MANHATTAN,MANHATTAN,1001528,247607,MOBILE,Unspecified,MANHATTAN,40.84628220824309,-73.93755068924962,"{'latitude': '40.84628220824309', 'longitude': '-73.93755068924962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WADSWORTH AVENUE,1021440008,,,,,,,
58811698,2023-09-14T06:07:33.000,2023-09-14T06:54:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11234,5226 AVENUE K,AVENUE K,EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T06:54:49.000,18 BROOKLYN,BROOKLYN,1004973,167340,PHONE,Unspecified,BROOKLYN,40.625961916536454,-73.92534639239135,"{'latitude': '40.625961916536454', 'longitude': '-73.92534639239135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE K,,,,,,,,
58817398,2023-09-14T06:07:16.000,2023-09-14T07:22:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11223,AVENUE W,AVENUE W,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,BLOCKFACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T07:22:25.000,Unspecified BROOKLYN,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,,,,,,
58810563,2023-09-14T06:06:30.000,2023-09-14T07:13:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1464 WEST    5 STREET,WEST    5 STREET,65 STREET,AVENUE O,65 STREET,AVENUE O,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T07:13:07.000,11 BROOKLYN,BROOKLYN,989987,162067,MOBILE,Unspecified,BROOKLYN,40.611511007888105,-73.97933721048216,"{'latitude': '40.611511007888105', 'longitude': '-73.97933721048216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,WEST    5 STREET,3065790038,,,,,,,
58815362,2023-09-14T06:06:27.000,2023-09-14T06:31:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11379,62-05 80 STREET,80 STREET,62 AVENUE,JUNIPER BOULEVARD NORTH,62 AVENUE,JUNIPER BOULEVARD NORTH,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T06:31:39.000,05 QUEENS,QUEENS,1018220,202649,ONLINE,Unspecified,QUEENS,40.722836181723,-73.87744680609964,"{'latitude': '40.722836181723', 'longitude': '-73.87744680609964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MIDDLE VILLAGE,80 STREET,4029670072,,,,,,,
58816376,2023-09-14T06:06:11.000,2023-09-14T06:47:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,84-10 53 AVENUE,53 AVENUE,DEAD END,HASPEL STREET,DEAD END,HASPEL STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:47:19.000,04 QUEENS,QUEENS,1017102,206509,ONLINE,Unspecified,QUEENS,40.73343515305897,-73.88146135279985,"{'latitude': '40.73343515305897', 'longitude': '-73.88146135279985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,53 AVENUE,4028900004,,,,,,,
58816231,2023-09-14T06:05:51.000,2023-09-14T06:45:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,1927 WEST    3 STREET,WEST    3 STREET,APPLEGATE COURT,AVENUE T,APPLEGATE COURT,AVENUE T,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T06:45:21.000,11 BROOKLYN,BROOKLYN,991092,158061,ONLINE,Unspecified,BROOKLYN,40.60051457225173,-73.97536142190816,"{'latitude': '40.60051457225173', 'longitude': '-73.97536142190816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,WEST    3 STREET,3070850159,,,,,,,
58811884,2023-09-14T06:04:00.000,2023-09-14T06:42:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,141 BAY   32 STREET,BAY   32 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T06:42:51.000,11 BROOKLYN,BROOKLYN,985582,157241,MOBILE,Unspecified,BROOKLYN,40.59826637929664,-73.99520352520015,"{'latitude': '40.59826637929664', 'longitude': '-73.99520352520015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BAY   32 STREET,3064170020,,,,,,,
58817176,2023-09-14T06:03:59.000,2023-09-14T13:20:24.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,11357,149-39 6 AVENUE,6 AVENUE,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T13:20:24.000,07 QUEENS,QUEENS,1034710,229040,MOBILE,Unspecified,QUEENS,40.79519387029544,-73.81775807791364,"{'latitude': '40.79519387029544', 'longitude': '-73.81775807791364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITESTONE,6 AVENUE,4044960037,,,,,,,
58816711,2023-09-14T06:03:37.000,2023-09-14T17:01:05.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10452,1075 NELSON AVENUE,NELSON AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,BRONX,1004320,243370,PHONE,Unspecified,BRONX,40.834646977117984,-73.92747201566426,"{'latitude': '40.834646977117984', 'longitude': '-73.92747201566426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2025140032,,,,,,,
58811383,2023-09-14T06:03:16.000,2023-09-14T07:10:38.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11235,EMMONS AVENUE,EMMONS AVENUE,BRIGHAM STREET,BELT PARKWAY EB EN KNAPP ST,BRIGHAM STREET,BELT PARKWAY EB EN KNAPP ST,BLOCKFACE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T07:10:42.000,Unspecified BROOKLYN,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,,,,,,
58812740,2023-09-14T06:02:00.000,2023-09-19T07:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10306,7 HEMPSTEAD AVENUE,HEMPSTEAD AVENUE,FREEBORN ST,OLYMPIA BLVD,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T07:00:00.000,02 STATEN ISLAND,STATEN ISLAND,958355,148181,ONLINE,Unspecified,STATEN ISLAND,40.57336076531869,-74.09321203204313,"{'latitude': '40.57336076531869', 'longitude': '-74.09321203204313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5038000007,N/A,,,,,,
58819383,2023-09-14T06:01:57.000,2023-09-14T12:12:55.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10034,1815 RIVERSIDE DRIVE,RIVERSIDE DRIVE,PAYSON AVENUE,SEAMAN AVENUE,PAYSON AVENUE,SEAMAN AVENUE,ADDRESS,Closed,The Department of Sanitation cleaned the location.,2023-09-14T12:12:57.000,12 MANHATTAN,MANHATTAN,1003771,254711,MOBILE,Unspecified,MANHATTAN,40.8657758855343,-73.92942294371635,"{'latitude': '40.8657758855343', 'longitude': '-73.92942294371635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,RIVERSIDE DRIVE,1022460115,,,,,,,
58812281,2023-09-14T06:01:15.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10462,BARNES AVENUE,BARNES AVENUE,BARNES AVENUE,PELHAM PARKWAY SOUTH,BARNES AVENUE,PELHAM PARKWAY SOUTH,INTERSECTION,In Progress,,,11 BRONX,BRONX,1021927,251432,PHONE,Unspecified,BRONX,40.856717207808344,-73.8637994797717,"{'latitude': '40.856717207808344', 'longitude': '-73.8637994797717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58816247,2023-09-14T06:01:10.000,2023-09-14T06:38:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1260 EAST   73 STREET,EAST   73 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:38:34.000,18 BROOKLYN,BROOKLYN,1008547,167460,PHONE,Unspecified,BROOKLYN,40.62628220990395,-73.91247080581944,"{'latitude': '40.62628220990395', 'longitude': '-73.91247080581944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   73 STREET,3083590063,,,,,,,
58813599,2023-09-14T06:01:00.000,2023-09-14T06:13:12.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,637 WEST   50 STREET,WEST   50 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T06:13:15.000,04 MANHATTAN,MANHATTAN,985509,218438,PHONE,Unspecified,MANHATTAN,40.76623816920844,-73.99545496114084,"{'latitude': '40.76623816920844', 'longitude': '-73.99545496114084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   50 STREET,1010980011,,,,,,,
58818202,2023-09-14T06:01:00.000,2023-09-17T22:59:13.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,637 WEST   50 STREET,WEST   50 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-17T22:59:22.000,04 MANHATTAN,MANHATTAN,985509,218438,PHONE,Unspecified,MANHATTAN,40.76623816920844,-73.99545496114084,"{'latitude': '40.76623816920844', 'longitude': '-73.99545496114084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   50 STREET,1010980011,,,,,,,
58817907,2023-09-14T06:00:26.000,2023-09-15T08:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10314,FOREST HILL ROAD,FOREST HILL ROAD,RICHMOND HILL ROAD,LEASON PLACE,,,BLOCKFACE,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-15T08:50:00.000,02 STATEN ISLAND,STATEN ISLAND,,,UNKNOWN,Unspecified,STATEN ISLAND,,,,STATEN ISLAND,,,N/A,,,,,,
58819504,2023-09-14T05:59:45.000,2023-10-14T13:04:23.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10022,419 EAST   57 STREET,EAST   57 STREET,1 AVENUE,SUTTON PLACE,1 AVENUE,SUTTON PLACE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T11:21:07.000,06 MANHATTAN,MANHATTAN,994696,215458,PHONE,Unspecified,MANHATTAN,40.75805275443852,-73.96229416760384,"{'latitude': '40.75805275443852', 'longitude': '-73.96229416760384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   57 STREET,1013690007,,,,,,,
58812279,2023-09-14T05:58:43.000,2023-09-28T08:52:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11208,100 ELDERT LANE,ELDERT LANE,88 AVENUE,ETNA STREET,88 AVENUE,ETNA STREET,ADDRESS,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-14T05:58:43.000,05 BROOKLYN,BROOKLYN,1020976,190276,MOBILE,Unspecified,BROOKLYN,40.688864240387225,-73.86757151298713,"{'latitude': '40.688864240387225', 'longitude': '-73.86757151298713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,ELDERT LANE,3041120091,,,,,,,
58812846,2023-09-14T05:56:05.000,2023-09-14T06:22:43.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11103,25-90 35 STREET,35 STREET,ASTORIA BOULEVARD SOUTH,28 AVENUE,ASTORIA BOULEVARD SOUTH,28 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:22:46.000,01 QUEENS,QUEENS,1007726,219465,ONLINE,Unspecified,QUEENS,40.7690259358455,-73.91524716819194,"{'latitude': '40.7690259358455', 'longitude': '-73.91524716819194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,35 STREET,4006320070,,,,,,,
58815452,2023-09-14T05:55:39.000,2023-09-14T17:01:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-14T00:00:00.000,04 BRONX,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2025110068,,,,,,,
58814174,2023-09-14T05:55:15.000,2023-09-14T06:20:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10037,2155 MADISON AVENUE,MADISON AVENUE,EAST  132 STREET,EAST  135 STREET,EAST  132 STREET,EAST  135 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T06:21:01.000,11 MANHATTAN,MANHATTAN,1001931,235089,ONLINE,Unspecified,MANHATTAN,40.81192309131884,-73.93612708437672,"{'latitude': '40.81192309131884', 'longitude': '-73.93612708437672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,MADISON AVENUE,1017570020,,,,,,,
58815909,2023-09-14T05:54:53.000,2023-10-08T08:00:34.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-07T09:08:19.000,Unspecified BROOKLYN,BROOKLYN,994933,178019,MOBILE,Unspecified,BROOKLYN,40.65529127701072,-73.96149809200942,"{'latitude': '40.65529127701072', 'longitude': '-73.96149809200942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,Q,,Mezzanine,,
58813911,2023-09-14T05:54:52.000,2023-09-14T07:05:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11691,249 B   12 STREET,B   12 STREET,HEYSON ROAD,PLAINVIEW AVENUE,HEYSON ROAD,PLAINVIEW AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T07:05:17.000,14 QUEENS,QUEENS,1054727,156819,MOBILE,Unspecified,QUEENS,40.59682795771269,-73.74622046174629,"{'latitude': '40.59682795771269', 'longitude': '-73.74622046174629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAR ROCKAWAY,BEACH   12 STREET,4156190014,,,,,,,
58817658,2023-09-14T05:54:47.000,2023-09-14T06:10:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11377,47-06 46 STREET,46 STREET,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:10:50.000,02 QUEENS,QUEENS,1006646,209181,ONLINE,Unspecified,QUEENS,40.74080178511266,-73.91918042619615,"{'latitude': '40.74080178511266', 'longitude': '-73.91918042619615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODSIDE,46 STREET,4001700021,,,,,,,
58818547,2023-09-14T05:54:00.000,2023-09-14T13:53:39.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11413,144 AVENUE,144 AVENUE,144 AVENUE,224 STREET,144 AVENUE,224 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T13:53:43.000,13 QUEENS,QUEENS,1052494,181660,PHONE,Unspecified,QUEENS,40.66502845575273,-73.75401000288389,"{'latitude': '40.66502845575273', 'longitude': '-73.75401000288389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
