unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58868808,2023-09-19T11:02:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11691,25-11 EDGEMERE AVENUE,EDGEMERE AVENUE,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-19T13:54:00.000,14 QUEENS,4157830053,QUEENS,1051191,156757,PHONE,Unspecified,QUEENS,40.596685193742594,-73.75895373777345,"{'latitude': '40.596685193742594', 'longitude': '-73.75895373777345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:54:00.000,,,WATJEAN CT,CAMP RD,,,,,,,
58868521,2023-09-19T11:01:56.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10036,1190 6 AVENUE,6 AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T03:44:49.000,05 MANHATTAN,1012620076,MANHATTAN,989238,215337,MOBILE,Unspecified,MANHATTAN,40.75772540413981,-73.98199542760761,"{'latitude': '40.75772540413981', 'longitude': '-73.98199542760761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T03:44:44.000,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,AVENUE OF THE AMERICAS,,,,,,
58865252,2023-09-19T11:01:55.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11235,290 WEST END AVENUE,WEST END AVENUE,ADDRESS,BROOKLYN,N/A,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-06T00:00:00.000,15 BROOKLYN,3087240186,BROOKLYN,997437,148783,UNKNOWN,Unspecified,BROOKLYN,40.5750411463259,-73.95253068861159,"{'latitude': '40.5750411463259', 'longitude': '-73.95253068861159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T00:00:00.000,,,,,,,,,,,
58862234,2023-09-19T11:01:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10301,70 VAN BUREN STREET,VAN BUREN STREET,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T12:05:47.000,01 STATEN ISLAND,5000610038,STATEN ISLAND,958960,174326,PHONE,Unspecified,STATEN ISLAND,40.64512512975129,-74.09113217626334,"{'latitude': '40.64512512975129', 'longitude': '-74.09113217626334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:05:43.000,YORK AVENUE,MINERVA PLACE,YORK AVENUE,MINERVA PLACE,VAN BUREN STREET,,,,,,
58859487,2023-09-19T11:01:39.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11207,702 HINSDALE STREET,HINSDALE STREET,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-13T00:00:00.000,05 BROOKLYN,3038740032,BROOKLYN,1012852,178700,UNKNOWN,Unspecified,BROOKLYN,40.65712072341126,-73.89691453798787,"{'latitude': '40.65712072341126', 'longitude': '-73.89691453798787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,,,,,,,,,,
58865281,2023-09-19T11:01:39.000,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,10456,1205 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-14T00:00:00.000,03 BRONX,2023890034,BRONX,1009964,242038,UNKNOWN,Unspecified,BRONX,40.830976392821036,-73.90708112408694,"{'latitude': '40.830976392821036', 'longitude': '-73.90708112408694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-14T00:00:00.000,,,,,,,,,,,
58868659,2023-09-19T11:01:34.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11354,39-01 MAIN STREET,MAIN STREET,ADDRESS,FLUSHING,,Closed,N/A,2023-09-19T12:03:22.000,07 QUEENS,4049800005,QUEENS,1031228,216272,PHONE,Unspecified,QUEENS,40.76016833864922,-73.83042294583589,"{'latitude': '40.76016833864922', 'longitude': '-73.83042294583589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:03:18.000,39 AVENUE,ROOSEVELT AVENUE,39 AVENUE,ROOSEVELT AVENUE,MAIN STREET,,,,,,
58866714,2023-09-19T11:01:05.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11368,104-48 37 DRIVE,37 DRIVE,ADDRESS,CORONA,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T14:33:20.000,03 QUEENS,4017747501,QUEENS,1022317,213398,MOBILE,Unspecified,QUEENS,40.75232280838968,-73.86260530316824,"{'latitude': '40.75232280838968', 'longitude': '-73.86260530316824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:33:16.000,104 STREET,107 STREET,104 STREET,107 STREET,37 DRIVE,,,,,,
58858571,2023-09-19T11:01:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10032,501 WEST  168 STREET,WEST  168 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T11:32:50.000,12 MANHATTAN,1021250049,MANHATTAN,1001647,245306,PHONE,Unspecified,MANHATTAN,40.83996640452136,-73.93712654716953,"{'latitude': '40.83996640452136', 'longitude': '-73.93712654716953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:32:51.000,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,WEST  168 STREET,,,,,,
58856620,2023-09-19T11:00:59.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10309,38 GILROY STREET,GILROY STREET,ADDRESS,STATEN ISLAND,,In Progress,,,03 STATEN ISLAND,5061090070,STATEN ISLAND,927601,137151,ONLINE,Unspecified,STATEN ISLAND,40.542942452425486,-74.20382191959871,"{'latitude': '40.542942452425486', 'longitude': '-74.20382191959871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST CASTOR PLACE,WOODROW ROAD,WEST CASTOR PLACE,WOODROW ROAD,GILROY STREET,,,,,,
58864012,2023-09-19T11:00:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11211,695 GRAND STREET,GRAND STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,01 BROOKLYN,3027827502,BROOKLYN,999554,198524,PHONE,Unspecified,BROOKLYN,40.711566033878675,-73.94479727775924,"{'latitude': '40.711566033878675', 'longitude': '-73.94479727775924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T19:48:42.000,,,,,,,,,,,
58860580,2023-09-19T11:00:46.000,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10032,145 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T11:58:02.000,12 MANHATTAN,1021290030,MANHATTAN,1001817,246414,PHONE,Unspecified,MANHATTAN,40.84300720381994,-73.9365092582247,"{'latitude': '40.84300720381994', 'longitude': '-73.9365092582247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST  172 STREET,WEST  173 STREET,WEST  172 STREET,WEST  173 STREET,AUDUBON AVENUE,,,,,,
58869840,2023-09-19T11:00:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11210,2325 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,14 BROOKLYN,3052240150,BROOKLYN,996736,171707,ONLINE,Unspecified,BROOKLYN,40.63796384442136,-73.95501170090334,"{'latitude': '40.63796384442136', 'longitude': '-73.95501170090334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T17:28:19.000,,,,,,,,,,,
58865869,2023-09-19T11:00:43.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,11210,2325 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,14 BROOKLYN,3052240150,BROOKLYN,996736,171707,ONLINE,Unspecified,BROOKLYN,40.63796384442136,-73.95501170090334,"{'latitude': '40.63796384442136', 'longitude': '-73.95501170090334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T17:28:19.000,,,,,,,,,,,
58861325,2023-09-19T11:00:27.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11238,235 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T11:46:11.000,08 BROOKLYN,3011457504,BROOKLYN,993217,186427,MOBILE,Unspecified,BROOKLYN,40.67837126887313,-73.96767143228793,"{'latitude': '40.67837126887313', 'longitude': '-73.96767143228793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:46:07.000,VANDERBILT AVENUE,UNDERHILL AVENUE,VANDERBILT AVENUE,UNDERHILL AVENUE,ST MARKS AVENUE,,,,,,
58856284,2023-09-19T11:00:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T07:30:35.000,,,,,,,,,,,
58865862,2023-09-19T11:00:20.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T07:30:34.000,,,,,,,,,,,
58856241,2023-09-19T11:00:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-24T07:30:35.000,,,,,,,,,,,
58856611,2023-09-19T11:00:19.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,11206,618 BUSHWICK AVENUE,BUSHWICK AVENUE,ADDRESS,BROOKLYN,,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T11:00:19.000,04 BROOKLYN,3031700026,BROOKLYN,1002579,193659,ONLINE,Unspecified,BROOKLYN,40.69820700842793,-73.93389911255557,"{'latitude': '40.69820700842793', 'longitude': '-73.93389911255557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:06:07.000,JEFFERSON STREET,STANWIX STREET,JEFFERSON STREET,STANWIX STREET,BUSHWICK AVENUE,,,,,,
58861962,2023-09-19T11:00:13.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11213,1350 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,08 BROOKLYN,3012230029,BROOKLYN,1000913,185400,PHONE,Unspecified,BROOKLYN,40.675541245026025,-73.93992772443733,"{'latitude': '40.675541245026025', 'longitude': '-73.93992772443733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58858106,2023-09-19T11:00:13.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11213,1350 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,08 BROOKLYN,3012230029,BROOKLYN,1000913,185400,PHONE,Unspecified,BROOKLYN,40.675541245026025,-73.93992772443733,"{'latitude': '40.675541245026025', 'longitude': '-73.93992772443733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58866042,2023-09-19T11:00:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11213,1350 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,08 BROOKLYN,3012230029,BROOKLYN,1000913,185400,PHONE,Unspecified,BROOKLYN,40.675541245026025,-73.93992772443733,"{'latitude': '40.675541245026025', 'longitude': '-73.93992772443733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58859995,2023-09-19T11:00:13.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11213,1350 BERGEN STREET,BERGEN STREET,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,08 BROOKLYN,3012230029,BROOKLYN,1000913,185400,PHONE,Unspecified,BROOKLYN,40.675541245026025,-73.93992772443733,"{'latitude': '40.675541245026025', 'longitude': '-73.93992772443733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58860494,2023-09-19T11:00:04.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10466,3628 PRATT AVENUE,PRATT AVENUE,ADDRESS,BRONX,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:52.000,12 BRONX,2049410024,BRONX,1029694,261805,ONLINE,Unspecified,BRONX,40.88515130494917,-73.8356518605421,"{'latitude': '40.88515130494917', 'longitude': '-73.8356518605421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,MAROLLA PLACE,CONNER STREET,MAROLLA PLACE,CONNER STREET,PRATT AVENUE,,,,,,
58856225,2023-09-19T11:00:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10018,532 9 AVENUE,9 AVENUE,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,04 MANHATTAN,1007630005,MANHATTAN,985968,215002,PHONE,Unspecified,MANHATTAN,40.75680715471415,-73.9937988314413,"{'latitude': '40.75680715471415', 'longitude': '-73.9937988314413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T17:00:51.000,,,,,,,,,,,
58860487,2023-09-19T10:59:55.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Restaurant/Bar/Deli/Bakery,11224,1205 BOARDWALK,BOARDWALK,ADDRESS,BROOKLYN,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:52.000,13 BROOKLYN,3086950085,BROOKLYN,989835,148094,ONLINE,Unspecified,BROOKLYN,40.57315802453335,-73.9798962145136,"{'latitude': '40.57315802453335', 'longitude': '-73.9798962145136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,THEODORA LULA VOURDERIS WAY,STILLWELL AVENUE,THEODORA LULA VOURDERIS WAY,STILLWELL AVENUE,BOARDWALK WEST,,,,,,
58865899,2023-09-19T10:59:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11204,1315 WEST    7 STREET,WEST    7 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,11 BROOKLYN,3065780100,BROOKLYN,989352,162591,PHONE,Unspecified,BROOKLYN,40.61294966830552,-73.9816238759147,"{'latitude': '40.61294966830552', 'longitude': '-73.9816238759147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T09:53:40.000,,,,,,,,,,,
