unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp,taxi_company_borough
59439523,2023-09-30T10:39:49.000,2023-09-30T14:00:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11413,147-24 227 STREET,227 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-09-30T14:00:00.000,13 QUEENS,4137060017,QUEENS,1052203,179133,ONLINE,Unspecified,QUEENS,40.65809466391556,-73.75508439340543,"{'latitude': '40.65809466391556', 'longitude': '-73.75508439340543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,147 AVENUE,148 AVENUE,147 AVENUE,148 AVENUE,227 STREET,,,,,
58968454,2023-09-30T10:39:39.000,2023-09-30T10:59:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,88 CROOKE AVENUE,CROOKE AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T10:59:59.000,14 BROOKLYN,3050610022,BROOKLYN,994598,177086,ONLINE,Unspecified,BROOKLYN,40.65273079378662,-73.96270687520988,"{'latitude': '40.65273079378662', 'longitude': '-73.96270687520988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,ST PAULS PLACE,BRIGHTON LINE,ST PAULS PLACE,BRIGHTON LINE,CROOKE AVENUE,,,,,
58969737,2023-09-30T10:39:36.000,2023-09-30T13:10:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,72-12 66 STREET,66 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T13:10:41.000,05 QUEENS,4036980039,QUEENS,1015335,194675,MOBILE,Unspecified,QUEENS,40.70096007511553,-73.88789179416138,"{'latitude': '40.70096007511553', 'longitude': '-73.88789179416138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,MYRTLE AVENUE,COOPER AVENUE,MYRTLE AVENUE,COOPER AVENUE,66 STREET,,,,,
59453614,2023-09-30T10:39:35.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Building-Wide,11212,147 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,ADDRESS,BROOKLYN,Closed,,2023-10-06T00:00:00.000,17 BROOKLYN,3046160054,BROOKLYN,1005767,180914,PHONE,Unspecified,BROOKLYN,40.663217714005015,-73.92244275215101,"{'latitude': '40.663217714005015', 'longitude': '-73.92244275215101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ROCKAWAY PARKWAY,,,,,
59436609,2023-09-30T10:39:18.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,General,Cooking Gas,Building-Wide,11692,324 BEACH   66 STREET,BEACH   66 STREET,ADDRESS,ARVERNE,Closed,,2023-10-01T00:00:00.000,14 QUEENS,4159100029,QUEENS,1041164,155114,ONLINE,Unspecified,QUEENS,40.59224556358349,-73.79507342189311,"{'latitude': '40.59224556358349', 'longitude': '-73.79507342189311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,DEAD END,BEACH CHANNEL DRIVE,DEAD END,BEACH CHANNEL DRIVE,BEACH   66 STREET,,,,,
59450507,2023-09-30T10:39:17.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11692,324 BEACH   66 STREET,BEACH   66 STREET,ADDRESS,ARVERNE,Closed,,2023-10-01T00:00:00.000,14 QUEENS,4159100029,QUEENS,1041164,155114,ONLINE,Unspecified,QUEENS,40.59224556358349,-73.79507342189311,"{'latitude': '40.59224556358349', 'longitude': '-73.79507342189311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,DEAD END,BEACH CHANNEL DRIVE,DEAD END,BEACH CHANNEL DRIVE,BEACH   66 STREET,,,,,
58973103,2023-09-30T10:39:14.000,2023-09-30T12:04:42.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,28 CADMAN PLAZA WEST,CADMAN PLAZA WEST,ADDRESS,BROOKLYN,Closed,N/A,2023-09-30T12:04:45.000,02 BROOKLYN,3002020001,BROOKLYN,985984,195260,ONLINE,Unspecified,BROOKLYN,40.70262019071403,-73.99374616641713,"{'latitude': '40.70262019071403', 'longitude': '-73.99374616641713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,ELIZABETH PLACE,FRONT STREET,ELIZABETH PLACE,FRONT STREET,CADMAN PLAZA WEST,,,,,
59440108,2023-09-30T10:39:08.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11225,239 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-02T00:00:00.000,09 BROOKLYN,3050260344,BROOKLYN,994731,178635,ONLINE,Unspecified,BROOKLYN,40.65698230332589,-73.96222514965272,"{'latitude': '40.65698230332589', 'longitude': '-73.96222514965272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EAST LAKE DRIVE,EAST DRIVE,EAST LAKE DRIVE,EAST DRIVE,OCEAN AVENUE,,,,,
59450514,2023-09-30T10:39:04.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10009,527 EAST    6 STREET,EAST    6 STREET,ADDRESS,NEW YORK,Closed,,2023-10-03T00:00:00.000,03 MANHATTAN,1004020052,MANHATTAN,988914,203469,ONLINE,Unspecified,MANHATTAN,40.725150876909105,-73.98317315965804,"{'latitude': '40.725150876909105', 'longitude': '-73.98317315965804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,AVENUE A,AVENUE B,AVENUE A,AVENUE B,EAST    6 STREET,,,,,
58975516,2023-09-30T10:38:57.000,2023-09-30T21:09:38.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Street,11206,70 HEYWARD STREET,HEYWARD STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-30T21:09:44.000,01 BROOKLYN,3022310014,BROOKLYN,996141,194685,ONLINE,Unspecified,BROOKLYN,40.701034131043514,-73.95711501219881,"{'latitude': '40.701034131043514', 'longitude': '-73.95711501219881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BEDFORD AVENUE,LEE AVENUE,BEDFORD AVENUE,LEE AVENUE,HEYWARD STREET,,,,,
58973067,2023-09-30T10:38:48.000,2023-10-02T13:40:39.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10309,77 BOWER COURT,BOWER COURT,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-10-02T06:35:34.000,03 STATEN ISLAND,5070547501,STATEN ISLAND,924310,139933,ONLINE,Unspecified,STATEN ISLAND,40.550556863158846,-74.215687468537,"{'latitude': '40.550556863158846', 'longitude': '-74.215687468537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BEND,BEND,BEND,BEND,BOWER COURT,,,,,
59440045,2023-09-30T10:38:42.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10025,202 WEST   98 STREET,WEST   98 STREET,ADDRESS,NEW YORK,Closed,,2023-10-01T00:00:00.000,07 MANHATTAN,1018690136,MANHATTAN,992644,229088,PHONE,Unspecified,MANHATTAN,40.79546570093932,-73.96968402958025,"{'latitude': '40.79546570093932', 'longitude': '-73.96968402958025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST   98 STREET,,,,,
59448663,2023-09-30T10:38:40.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Public Area,11203,491 EAST   52 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,Closed,,2023-10-11T00:00:00.000,17 BROOKLYN,3047240040,BROOKLYN,1004201,175663,PHONE,Unspecified,BROOKLYN,40.64880854099246,-73.92810287457718,"{'latitude': '40.64880854099246', 'longitude': '-73.92810287457718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,SNYDER AVENUE,TILDEN AVENUE,SNYDER AVENUE,TILDEN AVENUE,EAST   52 STREET,,,,,
58975824,2023-09-30T10:38:32.000,2023-09-30T11:10:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,21-15 27 ROAD,27 ROAD,ADDRESS,ASTORIA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T11:10:44.000,01 QUEENS,4005430122,QUEENS,1004729,220360,PHONE,Unspecified,QUEENS,40.77148992770106,-73.9260641763549,"{'latitude': '40.77148992770106', 'longitude': '-73.9260641763549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,21 STREET,23 STREET,21 STREET,23 STREET,27 ROAD,,,,,
58973952,2023-09-30T10:38:20.000,2023-10-04T16:00:54.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11368,108-20 38 AVENUE,38 AVENUE,ADDRESS,CORONA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,03 QUEENS,4017790004,QUEENS,1023400,213492,PHONE,Unspecified,QUEENS,40.75257608551617,-73.85869590564305,"{'latitude': '40.75257608551617', 'longitude': '-73.85869590564305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58969080,2023-09-30T10:38:17.000,2023-10-11T10:08:21.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11203,491 EAST   52 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,17 BROOKLYN,3047240040,BROOKLYN,1004201,175663,PHONE,Unspecified,BROOKLYN,40.64880854099246,-73.92810287457718,"{'latitude': '40.64880854099246', 'longitude': '-73.92810287457718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58971425,2023-09-30T10:38:08.000,2023-10-03T14:30:26.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2505 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,07 BRONX,2032200110,BRONX,1011060,254680,MOBILE,Unspecified,BRONX,40.865671671756864,-73.90307012473059,"{'latitude': '40.865671671756864', 'longitude': '-73.90307012473059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58969515,2023-09-30T10:38:00.000,2023-10-02T07:09:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11201,28 CADMAN PLAZA WEST,CADMAN PLAZA WEST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-10-02T07:09:00.000,02 BROOKLYN,3002020001,BROOKLYN,985984,195260,ONLINE,Unspecified,BROOKLYN,40.70262019071403,-73.99374616641713,"{'latitude': '40.70262019071403', 'longitude': '-73.99374616641713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,ELIZABETH PL,FRONT ST,,,,,,,,
58971022,2023-09-30T10:38:00.000,2023-10-19T13:10:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11385,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-19T13:10:00.000,05 QUEENS,,QUEENS,1015647,194262,UNKNOWN,Unspecified,QUEENS,40.69982538613521,-73.88676849123539,"{'latitude': '40.69982538613521', 'longitude': '-73.88676849123539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,66 PLACE,COOPER AVENUE,,,,,,
58976799,2023-09-30T10:38:00.000,2023-09-30T13:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11369,24-05 88 STREET,88 STREET,ADDRESS,EAST ELMHURST,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T13:05:00.000,03 QUEENS,4011000073,QUEENS,1017097,218075,ONLINE,Unspecified,QUEENS,40.76518089696626,-73.88142290149702,"{'latitude': '40.76518089696626', 'longitude': '-73.88142290149702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,24 AVE,ASTORIA BLVD,,,,,,,,
58974409,2023-09-30T10:38:00.000,2023-09-30T10:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11226,60 EAST   17 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-30T10:50:00.000,14 BROOKLYN,3050770021,BROOKLYN,994212,175957,PHONE,Unspecified,BROOKLYN,40.649632377222076,-73.96409964677582,"{'latitude': '40.649632377222076', 'longitude': '-73.96409964677582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,CATON AVE,CHURCH AVE,,,,,,,,
58972317,2023-09-30T10:37:52.000,2023-09-30T10:45:04.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2505 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T10:45:09.000,07 BRONX,2032200110,BRONX,1011060,254680,MOBILE,Unspecified,BRONX,40.865671671756864,-73.90307012473059,"{'latitude': '40.865671671756864', 'longitude': '-73.90307012473059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,UNIVERSITY AVENUE,,,,,
58969372,2023-09-30T10:37:52.000,2023-09-30T15:10:10.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Mattress or Box Spring Uncovered,Sidewalk,10003,126 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T15:10:13.000,03 MANHATTAN,1004490005,MANHATTAN,987622,204636,PHONE,Unspecified,MANHATTAN,40.72835459469513,-73.98783386936478,"{'latitude': '40.72835459469513', 'longitude': '-73.98783386936478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EAST    7 STREET,ST MARKS PLACE,EAST    7 STREET,ST MARKS PLACE,2 AVENUE,,,,,
58977564,2023-09-30T10:37:50.000,2023-10-10T10:01:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11373,42-29 JUDGE STREET,JUDGE STREET,ADDRESS,ELMHURST,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,04 QUEENS,4015160049,QUEENS,1017436,210433,ONLINE,Unspecified,QUEENS,40.74420430307712,-73.8802368365742,"{'latitude': '40.74420430307712', 'longitude': '-73.8802368365742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58970233,2023-09-30T10:37:49.000,2023-10-03T13:56:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10029,1575 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-10-03T00:00:00.000,11 MANHATTAN,1016280050,MANHATTAN,998421,226640,ONLINE,Unspecified,MANHATTAN,40.78873922619366,-73.94882484764729,"{'latitude': '40.78873922619366', 'longitude': '-73.94882484764729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58968448,2023-09-30T10:37:47.000,2023-09-30T14:16:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,69-20 79 STREET,79 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T14:16:32.000,05 QUEENS,4037970037,QUEENS,1019374,197718,PHONE,Unspecified,QUEENS,40.70929727486948,-73.87330926747835,"{'latitude': '40.70929727486948', 'longitude': '-73.87330926747835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,69 AVENUE,69 ROAD,69 AVENUE,69 ROAD,79 STREET,,,,,
58975120,2023-09-30T10:37:47.000,2023-10-03T09:02:30.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11233,196 RALPH AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,03 BROOKLYN,3016780054,BROOKLYN,1005673,188148,ONLINE,Unspecified,BROOKLYN,40.68307363997999,-73.92275857945752,"{'latitude': '40.68307363997999', 'longitude': '-73.92275857945752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58973824,2023-09-30T10:37:47.000,2023-10-03T09:02:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,196 RALPH AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-10-03T00:00:00.000,03 BROOKLYN,3016780054,BROOKLYN,1005673,188148,ONLINE,Unspecified,BROOKLYN,40.68307363997999,-73.92275857945752,"{'latitude': '40.68307363997999', 'longitude': '-73.92275857945752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
