unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp
58854999,2023-09-18T13:13:39.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11417,107-56 76 STREET,76 STREET,PITKIN AVENUE,NORTH CONDUIT AVENUE,PITKIN AVENUE,NORTH CONDUIT AVENUE,ADDRESS,OZONE PARK,76 STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-20T09:58:17.000,10 QUEENS,4091270045,QUEENS,1022885,185731,PHONE,Unspecified,QUEENS,40.67638113868592,-73.86071401361735,"{'latitude': '40.67638113868592', 'longitude': '-73.86071401361735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:58:12.000,,,,,,,
58853110,2023-09-18T13:13:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,108-23 44 AVENUE,44 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,44 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:08:17.000,04 QUEENS,4019990058,QUEENS,1023889,211903,PHONE,Unspecified,QUEENS,40.7482125089087,-73.85694032748407,"{'latitude': '40.7482125089087', 'longitude': '-73.85694032748407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:08:13.000,,,,,,,
58846415,2023-09-18T13:13:37.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10475,2539A HOLLERS AVENUE,HOLLERS AVENUE,HUGUENOT AVENUE,MC OWEN AVENUE,HUGUENOT AVENUE,MC OWEN AVENUE,ADDRESS,BRONX,HOLLERS AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-19T10:20:06.000,12 BRONX,2056550146,BRONX,1034370,262726,ONLINE,Unspecified,BRONX,40.88765383754441,-73.8187342690347,"{'latitude': '40.88765383754441', 'longitude': '-73.8187342690347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T09:55:58.000,,,,,,,
58846124,2023-09-18T13:13:37.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462,2184 BARNES AVENUE,BARNES AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,BARNES AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-18T13:13:37.000,11 BRONX,2043220025,BRONX,1021925,251196,ONLINE,Unspecified,BRONX,40.85606946767683,-73.8638080360648,"{'latitude': '40.85606946767683', 'longitude': '-73.8638080360648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:13:37.000,,,,,,,
58853839,2023-09-18T13:13:35.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11357,157-05 20 AVENUE,20 AVENUE,CLINTONVILLE STREET,160 STREET,CLINTONVILLE STREET,160 STREET,ADDRESS,WHITESTONE,20 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:07:07.000,07 QUEENS,4047490078,QUEENS,1038126,223731,MOBILE,Unspecified,QUEENS,40.78060195667945,-73.80546343371563,"{'latitude': '40.78060195667945', 'longitude': '-73.80546343371563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:07:02.000,,,,,,,
58854179,2023-09-18T13:13:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10002,149 STANTON STREET,STANTON STREET,NORFOLK STREET,SUFFOLK STREET,NORFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,STANTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T13:53:26.000,03 MANHATTAN,1003540080,MANHATTAN,988283,201782,MOBILE,Unspecified,MANHATTAN,40.72052078029936,-73.98545070059099,"{'latitude': '40.72052078029936', 'longitude': '-73.98545070059099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:53:22.000,,,,,,,
58845546,2023-09-18T13:13:00.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,11224,BAYVIEW AVENUE,BAYVIEW AVENUE,BAYVIEW AVENUE,WEST   33 STREET,BAYVIEW AVENUE,WEST   33 STREET,INTERSECTION,,,Closed,NYC Parks didn't take action because the issue you reported is out of their jurisdiction.,2023-09-18T13:22:55.000,13 BROOKLYN,,BROOKLYN,984054,150973,PHONE,Unspecified,BROOKLYN,40.58106207019991,-74.00070560577348,"{'latitude': '40.58106207019991', 'longitude': '-74.00070560577348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:22:51.000,,,,,,,
58853717,2023-09-18T13:12:48.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11230,760 EAST   19 STREET,EAST   19 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",2023-10-12T16:01:50.000,14 BROOKLYN,3066930056,BROOKLYN,995680,169529,PHONE,Unspecified,BROOKLYN,40.63198712365155,-73.95882026244048,"{'latitude': '40.63198712365155', 'longitude': '-73.95882026244048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T16:01:44.000,,,,,,,
58848147,2023-09-18T13:12:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T16:45:51.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T16:45:47.000,,,,,,,
58847373,2023-09-18T13:12:18.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,11385,1869 GROVE STREET,GROVE STREET,ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,GROVE STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-26T11:40:27.000,05 QUEENS,4034070062,QUEENS,1009613,196324,PHONE,Unspecified,QUEENS,40.70550444064161,-73.9085219880951,"{'latitude': '40.70550444064161', 'longitude': '-73.9085219880951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T11:40:29.000,,,,,,,
58848507,2023-09-18T13:12:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10314,4290 VICTORY BOULEVARD,VICTORY BOULEVARD,WEST SERVICE ROAD,FELDMEYERS LANE,WEST SERVICE ROAD,FELDMEYERS LANE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T13:56:54.000,02 STATEN ISLAND,,STATEN ISLAND,930015,153912,PHONE,Unspecified,STATEN ISLAND,40.58896311995125,-74.19527086007577,"{'latitude': '40.58896311995125', 'longitude': '-74.19527086007577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:56:49.000,,,,,,,
58846406,2023-09-18T13:12:01.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Street,10024,214 WEST   82 STREET,WEST   82 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   82 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T11:25:41.000,07 MANHATTAN,1012290042,MANHATTAN,990499,225389,ONLINE,Unspecified,MANHATTAN,40.785314718189504,-73.97743440375594,"{'latitude': '40.785314718189504', 'longitude': '-73.97743440375594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:11:46.000,,,,,,,
58853164,2023-09-18T13:12:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,,11104,,,,,39 AVENUE,52 STREET,INTERSECTION,QUEENS,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T15:10:00.000,02 QUEENS,,QUEENS,1008732,212055,UNKNOWN,Unspecified,QUEENS,40.7486846632856,-73.91164230272143,"{'latitude': '40.7486846632856', 'longitude': '-73.91164230272143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:10:00.000,N/A,,,,,,
58849879,2023-09-18T13:12:00.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),3+ Family Apartment Building,11218,60 TURNER PLACE,TURNER PLACE,CONEY ISLAND AVENUE,STRATFORD ROAD,CONEY ISLAND AVENUE,STRATFORD ROAD,ADDRESS,BROOKLYN,TURNER PLACE,Closed,"You were mailed a notice of complaint inactivation which detailed why this complaint was inactivated.  If you need more information, you may call (646) 632-6104",2023-09-18T17:11:19.000,14 BROOKLYN,3051130001,BROOKLYN,992636,174412,ONLINE,Unspecified,BROOKLYN,40.64539331933518,-73.96978104471124,"{'latitude': '40.64539331933518', 'longitude': '-73.96978104471124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T17:11:19.000,,,,,,,
58849915,2023-09-18T13:11:29.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027,500 WEST  123 STREET,WEST  123 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  123 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-18T13:11:29.000,09 MANHATTAN,1019770036,MANHATTAN,995907,234854,MOBILE,Unspecified,MANHATTAN,40.81128808414208,-73.95788929154563,"{'latitude': '40.81128808414208', 'longitude': '-73.95788929154563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:34:53.000,,,,,,,
58847630,2023-09-18T13:11:28.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10469,3331 FISH AVENUE,FISH AVENUE,GIVAN AVENUE,BOSTON ROAD,GIVAN AVENUE,BOSTON ROAD,ADDRESS,BRONX,FISH AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T11:00:10.000,12 BRONX,2047350021,BRONX,1025977,257893,PHONE,Unspecified,BRONX,40.87443245343905,-73.84911872484618,"{'latitude': '40.87443245343905', 'longitude': '-73.84911872484618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T09:56:44.000,,,,,,,
58853550,2023-09-18T13:11:25.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10453,111 WEST  183 STREET,WEST  183 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,07 BRONX,2032250007,BRONX,1009390,252717,PHONE,Unspecified,BRONX,40.86028874678129,-73.90911526407626,"{'latitude': '40.86028874678129', 'longitude': '-73.90911526407626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T17:36:54.000,,,,,,,
58845722,2023-09-18T13:11:25.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10453,111 WEST  183 STREET,WEST  183 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,07 BRONX,2032250007,BRONX,1009390,252717,PHONE,Unspecified,BRONX,40.86028874678129,-73.90911526407626,"{'latitude': '40.86028874678129', 'longitude': '-73.90911526407626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T17:36:54.000,,,,,,,
58848249,2023-09-18T13:11:23.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10033,177 WADSWORTH AVENUE,WADSWORTH AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 MANHATTAN,1021650004,MANHATTAN,1002336,249067,PHONE,Unspecified,MANHATTAN,40.85028785832881,-73.9346263305708,"{'latitude': '40.85028785832881', 'longitude': '-73.9346263305708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:05:13.000,,,,,,,
58850396,2023-09-18T13:11:19.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,10011,222 WEST   23 STREET,WEST   23 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,04 MANHATTAN,1007720064,MANHATTAN,985214,210503,UNKNOWN,Unspecified,MANHATTAN,40.744458650415375,-73.99652106025533,"{'latitude': '40.744458650415375', 'longitude': '-73.99652106025533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:11:19.000,N/A,,,,,,
58850824,2023-09-18T13:11:13.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10455,440 EAST  156 STREET,EAST  156 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,01 BRONX,2023770020,BRONX,1007968,238210,PHONE,Unspecified,BRONX,40.8204752127938,-73.91430730099013,"{'latitude': '40.8204752127938', 'longitude': '-73.91430730099013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58848250,2023-09-18T13:11:13.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10455,440 EAST  156 STREET,EAST  156 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,01 BRONX,2023770020,BRONX,1007968,238210,PHONE,Unspecified,BRONX,40.8204752127938,-73.91430730099013,"{'latitude': '40.8204752127938', 'longitude': '-73.91430730099013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58849567,2023-09-18T13:11:13.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10455,440 EAST  156 STREET,EAST  156 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,01 BRONX,2023770020,BRONX,1007968,238210,PHONE,Unspecified,BRONX,40.8204752127938,-73.91430730099013,"{'latitude': '40.8204752127938', 'longitude': '-73.91430730099013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58847161,2023-09-18T13:11:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,440 EAST  156 STREET,EAST  156 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,01 BRONX,2023770020,BRONX,1007968,238210,PHONE,Unspecified,BRONX,40.8204752127938,-73.91430730099013,"{'latitude': '40.8204752127938', 'longitude': '-73.91430730099013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58845895,2023-09-18T13:11:13.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,440 EAST  156 STREET,EAST  156 STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-18T00:00:00.000,01 BRONX,2023770020,BRONX,1007968,238210,PHONE,Unspecified,BRONX,40.8204752127938,-73.91430730099013,"{'latitude': '40.8204752127938', 'longitude': '-73.91430730099013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58851398,2023-09-18T13:11:06.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10033,500 WEST  180 STREET,WEST  180 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T04:06:03.000,12 MANHATTAN,1021520046,MANHATTAN,1003169,248057,ONLINE,Unspecified,MANHATTAN,40.84751396189324,-73.93161821924356,"{'latitude': '40.84751396189324', 'longitude': '-73.93161821924356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T04:06:00.000,,,,,,,
