unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment
58842381,2023-09-17T14:37:17.000,2023-09-17T15:20:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10001,500 WEST   30 STREET,WEST   30 STREET,HIGH LINE,HIGH LINE,HIGH LINE,HIGH LINE,ADDRESS,NEW YORK,WEST   30 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T15:20:31.000,04 MANHATTAN,1007017502,MANHATTAN,983929,213296,MOBILE,Unspecified,MANHATTAN,40.75212477927036,-74.00115857694307,"{'latitude': '40.75212477927036', 'longitude': '-74.00115857694307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840705,2023-09-17T14:37:08.000,2023-11-13T08:49:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11692,56-16 BEACH CHANNEL DRIVE,BEACH CHANNEL DRIVE,,,,,ADDRESS,ARVERNE,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-13T00:00:00.000,14 QUEENS,4160020001,QUEENS,1043382,156088,PHONE,Unspecified,QUEENS,40.594904470195445,-73.78707871841593,"{'latitude': '40.594904470195445', 'longitude': '-73.78707871841593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842829,2023-09-17T14:37:02.000,2023-09-23T13:55:54.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10075,421 EAST   80 STREET,EAST   80 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,08 MANHATTAN,1015600009,MANHATTAN,997756,220770,ONLINE,Unspecified,MANHATTAN,40.77262867440972,-73.95123813454966,"{'latitude': '40.77262867440972', 'longitude': '-73.95123813454966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839654,2023-09-17T14:37:02.000,2023-09-24T18:40:32.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10075,421 EAST   80 STREET,EAST   80 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,08 MANHATTAN,1015600009,MANHATTAN,997756,220770,ONLINE,Unspecified,MANHATTAN,40.77262867440972,-73.95123813454966,"{'latitude': '40.77262867440972', 'longitude': '-73.95123813454966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844836,2023-09-17T14:37:02.000,2023-09-23T13:55:54.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10075,421 EAST   80 STREET,EAST   80 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,08 MANHATTAN,1015600009,MANHATTAN,997756,220770,ONLINE,Unspecified,MANHATTAN,40.77262867440972,-73.95123813454966,"{'latitude': '40.77262867440972', 'longitude': '-73.95123813454966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839614,2023-09-17T14:37:02.000,2023-09-24T18:40:32.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10075,421 EAST   80 STREET,EAST   80 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,08 MANHATTAN,1015600009,MANHATTAN,997756,220770,ONLINE,Unspecified,MANHATTAN,40.77262867440972,-73.95123813454966,"{'latitude': '40.77262867440972', 'longitude': '-73.95123813454966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837024,2023-09-17T14:37:01.000,2023-09-17T14:41:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11412,191-51 115 ROAD,115 ROAD,FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,ADDRESS,SAINT ALBANS,115 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:41:48.000,12 QUEENS,,QUEENS,1050428,192673,PHONE,Unspecified,QUEENS,40.69527221337868,-73.76134884764063,"{'latitude': '40.69527221337868', 'longitude': '-73.76134884764063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843916,2023-09-17T14:36:23.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11231,156 CARROLL STREET,CARROLL STREET,HENRY STREET,CLINTON STREET,HENRY STREET,CLINTON STREET,ADDRESS,BROOKLYN,CARROLL STREET,In Progress,,,06 BROOKLYN,,BROOKLYN,984343,187721,ONLINE,Unspecified,BROOKLYN,40.681927546559095,-73.99966469085928,"{'latitude': '40.681927546559095', 'longitude': '-73.99966469085928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837076,2023-09-17T14:36:23.000,2023-09-17T15:08:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10460,1496 LONGFELLOW AVENUE,LONGFELLOW AVENUE,JENNINGS STREET,EAST  172 STREET,JENNINGS STREET,EAST  172 STREET,ADDRESS,BRONX,LONGFELLOW AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T15:08:16.000,03 BRONX,2030080015,BRONX,1015630,242500,ONLINE,Unspecified,BRONX,40.83222613528683,-73.88660459817915,"{'latitude': '40.83222613528683', 'longitude': '-73.88660459817915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840834,2023-09-17T14:36:16.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10036,529 WEST   42 STREET,WEST   42 STREET,AMTRAK-NORTHEAST LINE,11 AVENUE,AMTRAK-NORTHEAST LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:10:41.000,04 MANHATTAN,1010717502,MANHATTAN,985104,216254,PHONE,Unspecified,MANHATTAN,40.760243700230745,-73.99691730431935,"{'latitude': '40.760243700230745', 'longitude': '-73.99691730431935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"529 WEST   42 STREET, MANHATTAN (NEW YORK), NY, 10036",,,,
58837015,2023-09-17T14:35:55.000,2023-09-17T14:49:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11237,1432 DEKALB AVENUE,DEKALB AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:49:06.000,04 BROOKLYN,3032460020,BROOKLYN,1005585,194462,MOBILE,Unspecified,BROOKLYN,40.700404318563024,-73.92305586979958,"{'latitude': '40.700404318563024', 'longitude': '-73.92305586979958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837678,2023-09-17T14:35:53.000,2023-09-18T02:19:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,52-54 65 PLACE,65 PLACE,62 STREET,53 AVENUE,62 STREET,53 AVENUE,ADDRESS,MASPETH,65 PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T02:19:12.000,05 QUEENS,4023760101,QUEENS,1011931,206114,ONLINE,Unspecified,QUEENS,40.73236867071064,-73.90012128678444,"{'latitude': '40.73236867071064', 'longitude': '-73.90012128678444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839153,2023-09-17T14:35:47.000,2023-09-17T15:06:11.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,89-29 138 STREET,138 STREET,JAMAICA AVENUE,90 AVENUE,JAMAICA AVENUE,90 AVENUE,ADDRESS,JAMAICA,138 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T15:06:16.000,12 QUEENS,4099740032,QUEENS,1035724,194825,PHONE,Unspecified,QUEENS,40.70127667793891,-73.81435779517902,"{'latitude': '40.70127667793891', 'longitude': '-73.81435779517902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843278,2023-09-17T14:35:43.000,2023-09-17T15:07:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11412,191-43 115 ROAD,115 ROAD,FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,ADDRESS,SAINT ALBANS,115 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T15:07:23.000,12 QUEENS,4110320047,QUEENS,1050426,192672,PHONE,Unspecified,QUEENS,40.695269483576396,-73.7613560698309,"{'latitude': '40.695269483576396', 'longitude': '-73.7613560698309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838067,2023-09-17T14:35:37.000,2023-09-17T14:41:51.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10468,BAILEY AVENUE,BAILEY AVENUE,BAILEY AVENUE,SEDGWICK AVENUE,BAILEY AVENUE,SEDGWICK AVENUE,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T14:41:56.000,07 BRONX,,BRONX,1009562,254560,PHONE,Unspecified,BRONX,40.865346730839754,-73.90848649906775,"{'latitude': '40.865346730839754', 'longitude': '-73.90848649906775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839048,2023-09-17T14:35:35.000,2023-09-17T14:36:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T14:36:51.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844131,2023-09-17T14:35:27.000,2023-09-19T19:10:59.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,10022,57 EAST   55 STREET,EAST   55 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   55 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T19:10:59.000,05 MANHATTAN,1012910127,MANHATTAN,991789,216450,ONLINE,Unspecified,MANHATTAN,40.76077849690973,-73.97278614788306,"{'latitude': '40.76077849690973', 'longitude': '-73.97278614788306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842918,2023-09-17T14:35:27.000,2023-09-18T08:35:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T14:35:27.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843974,2023-09-17T14:35:10.000,2023-09-21T12:58:53.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11222,MONITOR STREET,MONITOR STREET,MONITOR STREET,NASSAU AVENUE,MONITOR STREET,NASSAU AVENUE,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-21T12:58:59.000,01 BROOKLYN,,BROOKLYN,1000150,203708,ONLINE,Unspecified,BROOKLYN,40.72579381360185,-73.94263521438333,"{'latitude': '40.72579381360185', 'longitude': '-73.94263521438333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838920,2023-09-17T14:35:10.000,2023-09-18T09:52:40.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11373,55 AVENUE,55 AVENUE,55 AVENUE,85 STREET,55 AVENUE,85 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-18T09:30:35.000,04 QUEENS,,QUEENS,1017386,206118,PHONE,Unspecified,QUEENS,40.73236089571923,-73.88043853309364,"{'latitude': '40.73236089571923', 'longitude': '-73.88043853309364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58836905,2023-09-17T14:35:00.000,2023-10-05T09:36:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11219,1367 66 STREET,66 STREET,13 AVE,14 AVE,,,ADDRESS,BROOKLYN,,Closed,,2023-10-05T09:36:00.000,10 BROOKLYN,3057540049,BROOKLYN,984036,166820,ONLINE,Unspecified,BROOKLYN,40.62455886073322,-74.00077090837512,"{'latitude': '40.62455886073322', 'longitude': '-74.00077090837512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58843369,2023-09-17T14:34:50.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10461,1731 WILLIAMSBDG ROAD,WILLIAMSBDG ROAD,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-19T00:00:00.000,11 BRONX,2041100013,BRONX,1025548,248796,UNKNOWN,Unspecified,BRONX,40.84946598660998,-73.85072600366259,"{'latitude': '40.84946598660998', 'longitude': '-73.85072600366259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844397,2023-09-17T14:34:50.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,10065,1175 3 AVENUE,3 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-18T00:00:00.000,08 MANHATTAN,1014237501,MANHATTAN,994693,218864,UNKNOWN,Unspecified,MANHATTAN,40.76740135040216,-73.9622997051479,"{'latitude': '40.76740135040216', 'longitude': '-73.9622997051479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58837709,2023-09-17T14:34:45.000,2023-09-18T09:58:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,103-41 105 STREET,105 STREET,103 DRIVE,LIBERTY AVENUE,103 DRIVE,LIBERTY AVENUE,ADDRESS,OZONE PARK,105 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T09:58:41.000,10 QUEENS,4095090065,QUEENS,1029607,188177,ONLINE,Unspecified,QUEENS,40.68306295289221,-73.83646360774898,"{'latitude': '40.68306295289221', 'longitude': '-73.83646360774898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839967,2023-09-17T14:34:29.000,2023-09-17T14:58:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10280,LITTLE WEST STREET,LITTLE WEST STREET,BATTERY PLACE,LITTLE WEST STREET,BATTERY PLACE,LITTLE WEST STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T14:58:33.000,01 MANHATTAN,,MANHATTAN,979443,196089,MOBILE,Unspecified,MANHATTAN,40.70489446508827,-74.01733748777846,"{'latitude': '40.70489446508827', 'longitude': '-74.01733748777846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840778,2023-09-17T14:34:13.000,,DOHMH,Department of Health and Mental Hygiene,Harboring Bees/Wasps,Bees/Wasps - Not a beekeper,1-2 Family Dwelling,10475,3408 WRIGHT AVENUE,WRIGHT AVENUE,TILLOTSON AVENUE,DEAD END,TILLOTSON AVENUE,DEAD END,ADDRESS,BRONX,WRIGHT AVENUE,In Progress,,,12 BRONX,2052630245,BRONX,1030352,260234,ONLINE,Unspecified,BRONX,40.88083599511521,-73.83328302367902,"{'latitude': '40.88083599511521', 'longitude': '-73.83328302367902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844822,2023-09-17T14:34:07.000,2023-09-18T08:56:46.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,07 MANHATTAN,1018790031,MANHATTAN,993922,231227,ONLINE,Unspecified,MANHATTAN,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
