unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction,taxi_pick_up_location
58935535,2023-09-27T00:56:52.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T22:16:18.000,Unspecified QUEENS,,QUEENS,1035029,195293,MOBILE,Unspecified,QUEENS,40.70256524090623,-73.81686079306591,"{'latitude': '40.70256524090623', 'longitude': '-73.81686079306591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E,Mezzanine,,,
58925922,2023-09-27T00:56:22.000,2023-09-27T01:26:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:26:19.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58928237,2023-09-27T00:56:10.000,2023-09-27T01:19:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11212,290 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,MOTHER GASTON BOULEVARD,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-27T01:19:58.000,16 BROOKLYN,3034890001,BROOKLYN,1009894,184229,MOBILE,Unspecified,BROOKLYN,40.67230565431294,-73.90755453003037,"{'latitude': '40.67230565431294', 'longitude': '-73.90755453003037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927173,2023-09-27T00:56:09.000,2023-09-27T01:47:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,774 BLAKE AVENUE,BLAKE AVENUE,MILLER AVENUE,VAN SICLEN AVENUE,MILLER AVENUE,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,BLAKE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:47:46.000,05 BROOKLYN,3040570022,BROOKLYN,1014788,182868,ONLINE,Unspecified,BROOKLYN,40.66855448747182,-73.88991806230908,"{'latitude': '40.66855448747182', 'longitude': '-73.88991806230908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931022,2023-09-27T00:55:24.000,2023-09-27T01:26:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:26:14.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933603,2023-09-27T00:54:14.000,2023-09-27T01:41:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1064 CAULDWELL AVENUE,CAULDWELL AVENUE,EAST  165 STREET,BOSTON ROAD,EAST  165 STREET,BOSTON ROAD,ADDRESS,BRONX,CAULDWELL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:41:42.000,03 BRONX,2026330010,BRONX,1010381,240358,ONLINE,Unspecified,BRONX,40.82636405186427,-73.90558081761218,"{'latitude': '40.82636405186427', 'longitude': '-73.90558081761218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933026,2023-09-27T00:54:04.000,2023-09-28T14:53:22.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11219,1141 46 STREET,46 STREET,NEW UTRECHT AVENUE,12 AVENUE,NEW UTRECHT AVENUE,12 AVENUE,ADDRESS,BROOKLYN,46 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-27T12:32:10.000,12 BROOKLYN,3056157501,BROOKLYN,986023,171962,PHONE,Unspecified,BROOKLYN,40.638672388091415,-73.99361163720882,"{'latitude': '40.638672388091415', 'longitude': '-73.99361163720882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931080,2023-09-27T00:53:53.000,2023-09-27T01:11:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,103 MACDOUGAL STREET,MACDOUGAL STREET,BLEECKER STREET,MINETTA LANE,BLEECKER STREET,MINETTA LANE,ADDRESS,NEW YORK,MAC DOUGAL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:11:45.000,02 MANHATTAN,1005420049,MANHATTAN,984019,205092,PHONE,Unspecified,MANHATTAN,40.72960684303375,-74.00083346055158,"{'latitude': '40.72960684303375', 'longitude': '-74.00083346055158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927700,2023-09-27T00:53:14.000,2023-09-27T02:12:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,3109 SEDGWICK AVENUE,SEDGWICK AVENUE,PEROT STREET,FORT INDEPENDENCE STREET,PEROT STREET,FORT INDEPENDENCE STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T02:12:46.000,08 BRONX,2032540071,BRONX,1012103,258762,ONLINE,Unspecified,BRONX,40.87687227503084,-73.89928225811175,"{'latitude': '40.87687227503084', 'longitude': '-73.89928225811175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934166,2023-09-27T00:53:10.000,2023-09-27T02:09:44.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11420,124-01 133 AVENUE,133 AVENUE,124 STREET,125 STREET,124 STREET,125 STREET,ADDRESS,SOUTH OZONE PARK,133 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T02:09:49.000,10 QUEENS,4117620009,QUEENS,1035662,183921,MOBILE,Unspecified,QUEENS,40.67134812197744,-73.81466460256136,"{'latitude': '40.67134812197744', 'longitude': '-73.81466460256136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933021,2023-09-27T00:53:09.000,2023-10-02T09:33:38.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,10459,1162 UNION AVENUE,UNION AVENUE,HOME STREET,EAST  168 STREET,HOME STREET,EAST  168 STREET,ADDRESS,BRONX,UNION AVENUE,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-27T07:27:25.000,03 BRONX,2026810101,BRONX,1012009,240920,ONLINE,Unspecified,BRONX,40.827901614161306,-73.89969604246436,"{'latitude': '40.827901614161306', 'longitude': '-73.89969604246436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930875,2023-09-27T00:53:06.000,2023-09-27T01:18:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,7023 12 AVENUE,12 AVENUE,70 STREET,71 STREET,70 STREET,71 STREET,ADDRESS,BROOKLYN,12 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:18:19.000,10 BROOKLYN,3061660001,BROOKLYN,982349,166724,PHONE,Unspecified,BROOKLYN,40.624295159466236,-74.00684808893675,"{'latitude': '40.624295159466236', 'longitude': '-74.00684808893675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944603,2023-09-27T00:53:00.000,2023-10-24T08:13:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10022,232 EAST   54 STREET,EAST   54 STREET,3 AVE,2 AVE,,,ADDRESS,NEW YORK,,Closed,,2023-10-24T08:13:00.000,06 MANHATTAN,1013270033,MANHATTAN,993095,215421,ONLINE,Unspecified,MANHATTAN,40.75795294546925,-73.96807317778175,"{'latitude': '40.75795294546925', 'longitude': '-73.96807317778175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58931012,2023-09-27T00:52:53.000,2023-09-27T01:31:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11101,41-11 12 STREET,12 STREET,41 AVENUE,41 ROAD,41 AVENUE,41 ROAD,ADDRESS,LONG ISLAND CITY,12 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:31:10.000,01 QUEENS,4004650001,QUEENS,999725,214226,MOBILE,Unspecified,QUEENS,40.754663857291135,-73.94414435261903,"{'latitude': '40.754663857291135', 'longitude': '-73.94414435261903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58929764,2023-09-27T00:52:16.000,2023-09-27T01:06:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,40 MADISON STREET,MADISON STREET,ST JAMES PLACE,JAMES STREET,ST JAMES PLACE,JAMES STREET,ADDRESS,NEW YORK,MADISON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:07:05.000,03 MANHATTAN,1001110100,MANHATTAN,984595,198628,PHONE,Unspecified,MANHATTAN,40.711864718203785,-73.99875555258406,"{'latitude': '40.711864718203785', 'longitude': '-73.99875555258406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932125,2023-09-27T00:52:04.000,2023-09-27T01:19:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11212,290 MOTHER GASTON BOULEVARD,MOTHER GASTON BOULEVARD,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,MOTHER GASTON BOULEVARD,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-27T01:19:55.000,16 BROOKLYN,3034890001,BROOKLYN,1009894,184229,MOBILE,Unspecified,BROOKLYN,40.67230565431294,-73.90755453003037,"{'latitude': '40.67230565431294', 'longitude': '-73.90755453003037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58928998,2023-09-27T00:51:38.000,2023-09-27T17:11:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,62-16 59 AVENUE,59 AVENUE,FRESH POND ROAD,63 STREET,FRESH POND ROAD,63 STREET,ADDRESS,MASPETH,59 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T17:11:20.000,05 QUEENS,4027540029,QUEENS,1011349,201402,MOBILE,Unspecified,QUEENS,40.7194371864198,-73.90224023444647,"{'latitude': '40.7194371864198', 'longitude': '-73.90224023444647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58929020,2023-09-27T00:51:16.000,2023-09-27T02:33:12.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,991 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:33:16.000,04 BROOKLYN,3031840060,BROOKLYN,1003867,193838,MOBILE,Unspecified,BROOKLYN,40.6986955600991,-73.92925360744465,"{'latitude': '40.6986955600991', 'longitude': '-73.92925360744465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934334,2023-09-27T00:50:45.000,2023-09-27T01:03:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11374,66-05 BURNS STREET,BURNS STREET,DEAD END,THORNTON PLACE,DEAD END,THORNTON PLACE,ADDRESS,REGO PARK,BURNS STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T01:03:35.000,06 QUEENS,,QUEENS,1023567,202990,MOBILE,Unspecified,QUEENS,40.723749994166674,-73.85815453258265,"{'latitude': '40.723749994166674', 'longitude': '-73.85815453258265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943364,2023-09-27T00:50:00.000,2023-10-02T22:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11201,200 CONGRESS STREET,CONGRESS STREET,CLINTON ST,COURT ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T22:15:00.000,06 BROOKLYN,3003020009,BROOKLYN,985641,189978,PHONE,Unspecified,BROOKLYN,40.68812238703294,-73.99498431884935,"{'latitude': '40.68812238703294', 'longitude': '-73.99498431884935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58934586,2023-09-27T00:49:29.000,2023-09-27T01:48:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,1437 39 STREET,39 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,39 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T01:48:41.000,12 BROOKLYN,3053470064,BROOKLYN,988917,171995,PHONE,Unspecified,BROOKLYN,40.638761913947874,-73.98318413462889,"{'latitude': '40.638761913947874', 'longitude': '-73.98318413462889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927829,2023-09-27T00:49:25.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10028,1587 2 AVENUE,2 AVENUE,EAST 82 STREET,EAST 83 STREET,EAST   82 STREET,EAST   83 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T04:20:12.000,08 MANHATTAN,1015280023,MANHATTAN,997140,221830,PHONE,Unspecified,MANHATTAN,40.775539015943345,-73.9534600982711,"{'latitude': '40.775539015943345', 'longitude': '-73.9534600982711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934889,2023-09-27T00:49:12.000,2023-09-27T01:01:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:01:10.000,06 BRONX,2030730008,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933420,2023-09-27T00:48:24.000,2023-09-27T01:16:47.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10032,800 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  157 STREET,EDWARD M MORGAN PLACE,WEST  157 STREET,EDWARD M MORGAN PLACE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T01:16:55.000,12 MANHATTAN,1021340195,MANHATTAN,999001,243483,ONLINE,Unspecified,MANHATTAN,40.834967615336076,-73.94669330359928,"{'latitude': '40.834967615336076', 'longitude': '-73.94669330359928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938872,2023-09-27T00:47:48.000,2023-09-29T16:49:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10028,520 EAST   81 STREET,EAST   81 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,08 MANHATTAN,1015777501,MANHATTAN,998554,220623,PHONE,Unspecified,MANHATTAN,40.77222394262745,-73.94835736052335,"{'latitude': '40.77222394262745', 'longitude': '-73.94835736052335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930988,2023-09-27T00:47:46.000,2023-09-27T01:30:44.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10457,2017 ARTHUR AVENUE,ARTHUR AVENUE,EAST  178 STREET,EAST  179 STREET,EAST  178 STREET,EAST  179 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:30:46.000,06 BRONX,2030680031,BRONX,1013941,248095,PHONE,Unspecified,BRONX,40.84758860961202,-73.89268322677943,"{'latitude': '40.84758860961202', 'longitude': '-73.89268322677943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927692,2023-09-27T00:47:29.000,2023-09-27T09:32:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,8768 20 AVENUE,20 AVENUE,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,20 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T09:32:45.000,11 BROOKLYN,3064410038,BROOKLYN,983732,158289,ONLINE,Unspecified,BROOKLYN,40.60114301198677,-74.00186537611992,"{'latitude': '40.60114301198677', 'longitude': '-74.00186537611992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
