unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date
58879711,2023-09-20T18:27:07.000,2023-09-21T11:05:20.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10458,2378 HOFFMAN STREET,HOFFMAN STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-21T11:05:27.000,06 BRONX,2030650032,BRONX,1014978,250967,MOBILE,Unspecified,BRONX,40.855467843530064,-73.88892187793893,"{'latitude': '40.855467843530064', 'longitude': '-73.88892187793893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  184 STREET,EAST  187 STREET,EAST  184 STREET,EAST  187 STREET,HOFFMAN STREET,,,,,,,
58878343,2023-09-20T18:27:02.000,2023-09-20T19:29:42.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11212,1765 PITKIN AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T19:29:46.000,16 BROOKLYN,3035070001,BROOKLYN,1009795,183430,ONLINE,Unspecified,BROOKLYN,40.67011286562287,-73.90791444826955,"{'latitude': '40.67011286562287', 'longitude': '-73.90791444826955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WATKINS STREET,MOTHER GASTON BOULEVARD,WATKINS STREET,MOTHER GASTON BOULEVARD,PITKIN AVENUE,,,,,,,
58874929,2023-09-20T18:27:00.000,2023-09-20T18:56:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11225,1859 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:56:09.000,09 BROOKLYN,3050320001,BROOKLYN,996229,179758,MOBILE,Unspecified,BROOKLYN,40.660062791331036,-73.95682417396294,"{'latitude': '40.660062791331036', 'longitude': '-73.95682417396294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,BEDFORD AVENUE,,,,,,,
58878481,2023-09-20T18:26:49.000,2023-10-14T13:15:54.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,10002,45 ORCHARD STREET,ORCHARD STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T07:30:15.000,03 MANHATTAN,1003080025,MANHATTAN,986701,200259,ONLINE,Unspecified,MANHATTAN,40.716341091062084,-73.99115841892062,"{'latitude': '40.716341091062084', 'longitude': '-73.99115841892062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HESTER STREET,GRAND STREET,HESTER STREET,GRAND STREET,ORCHARD STREET,,,,,,,
58880324,2023-09-20T18:26:45.000,2023-09-21T01:11:25.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,1380 VIRGINIA AVENUE,VIRGINIA AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-21T01:11:28.000,09 BRONX,2039377501,BRONX,1022453,243568,ONLINE,Unspecified,BRONX,40.83513060583757,-73.8619428222489,"{'latitude': '40.83513060583757', 'longitude': '-73.8619428222489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MCGRAW AVENUE,WOOD AVENUE,MCGRAW AVENUE,WOOD AVENUE,VIRGINIA AVENUE,,,,,,,
58879032,2023-09-20T18:26:42.000,2023-09-20T18:51:09.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,315 PLEASANT AVENUE,PLEASANT AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:51:14.000,11 MANHATTAN,1017100029,MANHATTAN,1002865,229142,MOBILE,Unspecified,MANHATTAN,40.79559829616915,-73.93276948325868,"{'latitude': '40.79559829616915', 'longitude': '-73.93276948325868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  116 STREET,EAST  117 STREET,EAST  116 STREET,EAST  117 STREET,PLEASANT AVENUE,,,,,,,
58876420,2023-09-20T18:26:37.000,2023-09-20T19:02:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,521 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,ADDRESS,NEW YORK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T19:03:06.000,03 MANHATTAN,1003230001,MANHATTAN,990782,199903,ONLINE,Unspecified,MANHATTAN,40.71536188445696,-73.97643722572816,"{'latitude': '40.71536188445696', 'longitude': '-73.97643722572816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,FRANKLIN D ROOSEVELT DRIVE,,,,,,,
58881024,2023-09-20T18:26:36.000,2023-09-20T18:46:07.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,11217,182 HOYT STREET,HOYT STREET,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T18:46:10.000,02 BROOKLYN,3003910042,BROOKLYN,987290,188746,MOBILE,Unspecified,BROOKLYN,40.68474041637866,-73.98903889474313,"{'latitude': '40.68474041637866', 'longitude': '-73.98903889474313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WYCKOFF STREET,WARREN STREET,WYCKOFF STREET,WARREN STREET,HOYT STREET,,,,,,,
58871923,2023-09-20T18:26:34.000,2023-09-21T12:55:25.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11229,2034 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-21T09:06:40.000,15 BROOKLYN,3072990024,BROOKLYN,997841,158981,PHONE,Unspecified,BROOKLYN,40.60303200474636,-73.95105589680333,"{'latitude': '40.60303200474636', 'longitude': '-73.95105589680333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE S,AVENUE T,AVENUE S,AVENUE T,EAST   21 STREET,,,,,,,
58871564,2023-09-20T18:26:31.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,41 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021230077,MANHATTAN,1001231,245355,MOBILE,Unspecified,MANHATTAN,40.84010170495625,-73.93862986321962,"{'latitude': '40.84010170495625', 'longitude': '-73.93862986321962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,AUDUBON AVENUE,,,,,,,
58875523,2023-09-20T18:26:10.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,43 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021230077,MANHATTAN,1001239,245370,MOBILE,Unspecified,MANHATTAN,40.84014286019109,-73.93860091285326,"{'latitude': '40.84014286019109', 'longitude': '-73.93860091285326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,AUDUBON AVENUE,,,,,,,
58874361,2023-09-20T18:26:10.000,2023-09-20T18:52:51.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11106,12-22 35 AVENUE,35 AVENUE,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:52:56.000,01 QUEENS,4003320002,QUEENS,1001469,217057,PHONE,Unspecified,QUEENS,40.76243100211704,-73.93784228975538,"{'latitude': '40.76243100211704', 'longitude': '-73.93784228975538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 STREET,21 STREET,12 STREET,21 STREET,35 AVENUE,,,,,,,
58872609,2023-09-20T18:25:50.000,2023-09-21T19:28:56.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,95 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,14 BROOKLYN,3050990034,BROOKLYN,994525,175711,ONLINE,Unspecified,BROOKLYN,40.6489568030098,-73.9629720543133,"{'latitude': '40.6489568030098', 'longitude': '-73.9629720543133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58871230,2023-09-20T18:25:50.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10027,540 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,10 MANHATTAN,1019490047,MANHATTAN,997058,234111,ONLINE,Unspecified,MANHATTAN,40.80924716196946,-73.95373274261046,"{'latitude': '40.80924716196946', 'longitude': '-73.95373274261046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58873895,2023-09-20T18:25:50.000,2023-09-21T19:28:56.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,95 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3050990034,BROOKLYN,994525,175711,ONLINE,Unspecified,BROOKLYN,40.6489568030098,-73.9629720543133,"{'latitude': '40.6489568030098', 'longitude': '-73.9629720543133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58875205,2023-09-20T18:25:50.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10027,540 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,10 MANHATTAN,1019490047,MANHATTAN,997058,234111,ONLINE,Unspecified,MANHATTAN,40.80924716196946,-73.95373274261046,"{'latitude': '40.80924716196946', 'longitude': '-73.95373274261046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58880519,2023-09-20T18:25:49.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10027,540 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,10 MANHATTAN,1019490047,MANHATTAN,997058,234111,ONLINE,Unspecified,MANHATTAN,40.80924716196946,-73.95373274261046,"{'latitude': '40.80924716196946', 'longitude': '-73.95373274261046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58878130,2023-09-20T18:25:14.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,45 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021230077,MANHATTAN,1001248,245386,MOBILE,Unspecified,MANHATTAN,40.840186758201654,-73.93856834586597,"{'latitude': '40.840186758201654', 'longitude': '-73.93856834586597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,AUDUBON AVENUE,,,,,,,
58871708,2023-09-20T18:25:09.000,2023-09-29T17:45:25.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10457,1908 BELMONT AVENUE,BELMONT AVENUE,ADDRESS,BRONX,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-29T17:45:29.000,06 BRONX,2029460022,BRONX,1013933,247145,PHONE,Unspecified,BRONX,40.84498116786694,-73.89271634780746,"{'latitude': '40.84498116786694', 'longitude': '-73.89271634780746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  176 STREET,EAST TREMONT AVENUE,EAST  176 STREET,EAST TREMONT AVENUE,BELMONT AVENUE,,,,,,,
58877049,2023-09-20T18:25:05.000,2023-09-20T18:46:32.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10014,19 GREENWICH AVENUE,GREENWICH AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-20T18:46:35.000,02 MANHATTAN,1006100054,MANHATTAN,984277,206886,MOBILE,Unspecified,MANHATTAN,40.734530935772995,-73.9999025753339,"{'latitude': '40.734530935772995', 'longitude': '-73.9999025753339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,GREENWICH AVENUE,,,,,,,
58881035,2023-09-20T18:25:05.000,2023-09-21T08:51:08.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10014,19 GREENWICH AVENUE,GREENWICH AVENUE,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-21T08:51:10.000,02 MANHATTAN,1006100054,MANHATTAN,984277,206886,MOBILE,Unspecified,MANHATTAN,40.734530935772995,-73.9999025753339,"{'latitude': '40.734530935772995', 'longitude': '-73.9999025753339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,GREENWICH AVENUE,,,,,,,
58875693,2023-09-20T18:25:00.000,2023-09-22T11:55:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10306,216 FREMONT AVENUE,FREMONT AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-22T11:55:00.000,02 STATEN ISLAND,5036090047,STATEN ISLAND,954619,149666,PHONE,Unspecified,STATEN ISLAND,40.57742509681168,-74.10666669055868,"{'latitude': '40.57742509681168', 'longitude': '-74.10666669055868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EDISON STREET,CLAWSON STREET,,,,,,,,,,
58871568,2023-09-20T18:24:57.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,47 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021230080,MANHATTAN,1001256,245401,MOBILE,Unspecified,MANHATTAN,40.84022791342042,-73.93853939542454,"{'latitude': '40.84022791342042', 'longitude': '-73.93853939542454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,AUDUBON AVENUE,,,,,,,
58881121,2023-09-20T18:24:53.000,2023-09-20T19:05:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10471,4685 MANHATTAN COLLEGE PARKWAY,MANHATTAN COLLEGE PARKWAY,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T19:05:21.000,08 BRONX,2058021280,BRONX,1012363,263865,MOBILE,Unspecified,BRONX,40.89087758142548,-73.89832066775104,"{'latitude': '40.89087758142548', 'longitude': '-73.89832066775104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POST ROAD,BROADWAY,POST ROAD,BROADWAY,MANHATTAN COLLEGE PARKWAY,,,,,,,
58877646,2023-09-20T18:24:50.000,2023-09-20T18:39:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10002,93 ALLEN STREET,ALLEN STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:40:04.000,03 MANHATTAN,1004140024,MANHATTAN,986813,201045,ONLINE,Unspecified,MANHATTAN,40.71849844072585,-73.99075409799335,"{'latitude': '40.71849844072585', 'longitude': '-73.99075409799335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOME STREET,DELANCEY STREET,BROOME STREET,DELANCEY STREET,ALLEN STREET,,,,,,,
58878092,2023-09-20T18:24:21.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11368,108-58 38 AVENUE,38 AVENUE,ADDRESS,CORONA,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-27T08:08:49.000,03 QUEENS,4017790024,QUEENS,1023665,213597,PHONE,Unspecified,QUEENS,40.75286310624998,-73.85773882735208,"{'latitude': '40.75286310624998', 'longitude': '-73.85773882735208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",108 STREET,111 STREET,108 STREET,111 STREET,38 AVENUE,,,,,,,
58872404,2023-09-20T18:24:13.000,2023-09-20T22:00:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,90 SANDS STREET,SANDS STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:00:48.000,02 BROOKLYN,3000870009,BROOKLYN,987794,194331,ONLINE,Unspecified,BROOKLYN,40.70006976346633,-73.9872187206513,"{'latitude': '40.70006976346633', 'longitude': '-73.9872187206513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PEARL STREET,JAY STREET,PEARL STREET,JAY STREET,SANDS STREET,,,,,,,
58874506,2023-09-20T18:24:02.000,2023-10-10T14:42:33.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10014,325 WEST   11 STREET,WEST   11 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation collected the requested items.,2023-09-21T13:35:51.000,02 MANHATTAN,1006340036,MANHATTAN,982198,207293,ONLINE,Unspecified,MANHATTAN,40.735647812432,-74.00740439874241,"{'latitude': '40.735647812432', 'longitude': '-74.00740439874241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,WEST   11 STREET,,,,,,,
