unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,location_type,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,road_ramp
59452550,2023-09-29T09:01:42.000,2023-09-29T10:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11221,416 WILSON AVENUE,WILSON AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:30:00.000,04 BROOKLYN,3033690134,BROOKLYN,1008128,192117,ONLINE,Unspecified,BROOKLYN,40.69396134584484,-73.91389292443903,"{'latitude': '40.69396134584484', 'longitude': '-73.91389292443903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON STREET,PUTNAM AVENUE,Sewer,WILSON AVENUE,,,,,,,
59442790,2023-09-29T09:01:42.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,11372,76-09 34 AVENUE,34 AVENUE,76 STREET,77 STREET,ADDRESS,JACKSON HEIGHTS,Closed,,2023-10-02T00:00:00.000,03 QUEENS,4012490033,QUEENS,1014610,213697,ONLINE,Unspecified,QUEENS,40.75317330755206,-73.89042068902829,"{'latitude': '40.75317330755206', 'longitude': '-73.89042068902829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",76 STREET,77 STREET,Apartment,34 AVENUE,,,,,,,
59435554,2023-09-29T09:01:39.000,2023-09-29T15:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11211,220 NORTH   10 STREET,NORTH   10 STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T15:05:00.000,01 BROOKLYN,,BROOKLYN,997038,200937,ONLINE,Unspecified,BROOKLYN,40.71819313547075,-73.95386810047107,"{'latitude': '40.71819313547075', 'longitude': '-73.95386810047107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DRIGGS AVENUE,ROEBLING STREET,Street,NORTH   10 STREET,,,,,,,
59456509,2023-09-29T09:01:38.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11225,240 CROWN STREET,CROWN STREET,ROGERS AVENUE,DEARBORN COURT,ADDRESS,BROOKLYN,Closed,,2023-10-12T00:00:00.000,09 BROOKLYN,,BROOKLYN,997386,182060,ONLINE,Unspecified,BROOKLYN,40.66637963014084,-73.95264952275203,"{'latitude': '40.66637963014084', 'longitude': '-73.95264952275203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROGERS AVENUE,DEARBORN COURT,Apartment,CROWN STREET,,,,,,,
58994780,2023-09-29T09:01:35.000,2023-10-05T08:29:22.000,DOT,Department of Transportation,Street Sign - Dangling,St Name - Attached to Pole,10465,1082 EDISON AVENUE,EDISON AVENUE,OTIS AVENUE,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-05T08:29:30.000,10 BRONX,2054200002,BRONX,1032243,242945,ONLINE,Unspecified,BRONX,40.83337287817117,-73.82656847179818,"{'latitude': '40.83337287817117', 'longitude': '-73.82656847179818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OTIS AVENUE,BRUCKNER BOULEVARD,Street,EDISON AVENUE,,,,,,,
59446146,2023-09-29T09:01:33.000,2023-10-10T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11216,1221 ATLANTIC AVENUE,ATLANTIC AVENUE,PERRY PLACE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-10T00:00:00.000,03 BROOKLYN,,BROOKLYN,997993,186478,PHONE,Unspecified,BROOKLYN,40.67850512588904,-73.95045250234847,"{'latitude': '40.67850512588904', 'longitude': '-73.95045250234847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PERRY PLACE,NOSTRAND AVENUE,Apartment,ATLANTIC AVENUE,,,,,,,
59460282,2023-09-29T09:01:24.000,2023-09-29T10:10:00.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,11214,8756 25 AVENUE,25 AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T10:10:00.000,11 BROOKLYN,3068780079,BROOKLYN,986911,155993,PHONE,Unspecified,BROOKLYN,40.59484057165574,-73.99041834486707,"{'latitude': '40.59484057165574', 'longitude': '-73.99041834486707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BENSON AVENUE,BATH AVENUE,N/A,25 AVENUE,,,,,,,
59435028,2023-09-29T09:01:24.000,2023-10-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,10002,38 MONROE STREET,MONROE STREET,CATHERINE STREET,MARKET STREET,ADDRESS,NEW YORK,Closed,,2023-10-09T00:00:00.000,03 MANHATTAN,1002530001,MANHATTAN,985729,198513,ONLINE,Unspecified,MANHATTAN,40.711548953666615,-73.99466513330374,"{'latitude': '40.711548953666615', 'longitude': '-73.99466513330374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CATHERINE STREET,MARKET STREET,Apartment,MONROE STREET,,,,,,,
59456459,2023-09-29T09:01:23.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10002,38 MONROE STREET,MONROE STREET,CATHERINE STREET,MARKET STREET,ADDRESS,NEW YORK,Closed,,2023-10-03T00:00:00.000,03 MANHATTAN,1002530001,MANHATTAN,985729,198513,ONLINE,Unspecified,MANHATTAN,40.711548953666615,-73.99466513330374,"{'latitude': '40.711548953666615', 'longitude': '-73.99466513330374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CATHERINE STREET,MARKET STREET,Apartment,MONROE STREET,,,,,,,
58967086,2023-09-29T09:01:18.000,2023-10-10T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,11211,1002 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-10-11T06:21:07.000,01 BROOKLYN,3029180012,BROOKLYN,1001972,199587,UNKNOWN,Unspecified,BROOKLYN,40.71447920189707,-73.9360725677129,"{'latitude': '40.71447920189707', 'longitude': '-73.9360725677129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,Comercial,,N/A,,,,,2023-10-29T09:01:18.000,
59006973,2023-09-29T09:01:16.000,2023-10-05T08:16:38.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,11436,115-45 143 STREET,143 STREET,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T12:37:57.000,12 QUEENS,,QUEENS,1039857,187735,ONLINE,Unspecified,QUEENS,40.68179130839519,-73.79951060672563,"{'latitude': '40.68179130839519', 'longitude': '-73.79951060672563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",115 AVENUE,116 AVENUE,Street,143 STREET,,,,,,,
59449701,2023-09-29T09:01:13.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11106,34-08 30 STREET,30 STREET,34 AVENUE,35 AVENUE,ADDRESS,ASTORIA,In Progress,,,01 QUEENS,4005850029,QUEENS,1004108,216076,ONLINE,Unspecified,QUEENS,40.759732876218,-73.92831884289446,"{'latitude': '40.759732876218', 'longitude': '-73.92831884289446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34 AVENUE,35 AVENUE,Apartment,30 STREET,,,,,,,
59435998,2023-09-29T09:01:10.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,11211,213 NORTH    5 STREET,NORTH    5 STREET,DRIGGS AVENUE,ROEBLING STREET,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,,BROOKLYN,996255,199904,PHONE,Unspecified,BROOKLYN,40.71535889559283,-73.9566945651317,"{'latitude': '40.71535889559283', 'longitude': '-73.9566945651317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DRIGGS AVENUE,ROEBLING STREET,Apartment,NORTH    5 STREET,,,,,,,
59459410,2023-09-29T09:01:06.000,2023-09-29T18:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11217,272 WYCKOFF STREET,WYCKOFF STREET,NEVINS STREET,3 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T18:50:00.000,06 BROOKLYN,3003940001,BROOKLYN,988665,188265,PHONE,Unspecified,BROOKLYN,40.6834196020996,-73.9840814732478,"{'latitude': '40.6834196020996', 'longitude': '-73.9840814732478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEVINS STREET,3 AVENUE,Sewer,WYCKOFF STREET,,,,,,,
58960974,2023-09-29T09:01:00.000,2023-09-29T12:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,11385,,,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T12:05:00.000,05 QUEENS,,QUEENS,1007330,198471,UNKNOWN,Unspecified,QUEENS,40.711403694218006,-73.91674883469712,"{'latitude': '40.711403694218006', 'longitude': '-73.91674883469712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODWARD AVENUE,STARR STREET,,,N/A,,,,,,
58957271,2023-09-29T09:00:59.000,2023-09-29T09:08:36.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11237,480 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,BLEECKER STREET,MENAHAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T09:06:47.000,04 BROOKLYN,,BROOKLYN,1007052,193757,MOBILE,Unspecified,BROOKLYN,40.69846560053352,-73.91776756178774,"{'latitude': '40.69846560053352', 'longitude': '-73.91776756178774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BLEECKER STREET,MENAHAN STREET,Street/Sidewalk,KNICKERBOCKER AVENUE,,,,,,,
58961516,2023-09-29T09:00:54.000,2023-10-05T10:30:44.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10039,211 WEST  146 STREET,WEST  146 STREET,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,10 MANHATTAN,1020320019,MANHATTAN,1000981,239024,ONLINE,Unspecified,MANHATTAN,40.822725409289035,-73.93954916459944,"{'latitude': '40.822725409289035', 'longitude': '-73.93954916459944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59452551,2023-09-29T09:00:48.000,2023-09-29T14:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11214,7801 20 AVENUE,20 AVENUE,78 STREET,79 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T14:05:00.000,11 BROOKLYN,,BROOKLYN,986017,161164,PHONE,Unspecified,BROOKLYN,40.609034139433405,-73.99363608259446,"{'latitude': '40.609034139433405', 'longitude': '-73.99363608259446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 STREET,79 STREET,Sewer,20 AVENUE,,,,,,,
58958257,2023-09-29T09:00:47.000,2023-10-02T12:04:28.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,10467,254 EAST  206 STREET,EAST  206 STREET,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 BRONX,2033350003,BRONX,1017229,258037,PHONE,Unspecified,BRONX,40.87486471037262,-73.88074999405396,"{'latitude': '40.87486471037262', 'longitude': '-73.88074999405396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58965857,2023-09-29T09:00:47.000,2023-10-02T12:04:28.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10467,254 EAST  206 STREET,EAST  206 STREET,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 BRONX,2033350003,BRONX,1017229,258037,PHONE,Unspecified,BRONX,40.87486471037262,-73.88074999405396,"{'latitude': '40.87486471037262', 'longitude': '-73.88074999405396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58966055,2023-09-29T09:00:47.000,2023-10-02T12:04:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10467,254 EAST  206 STREET,EAST  206 STREET,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 BRONX,2033350003,BRONX,1017229,258037,PHONE,Unspecified,BRONX,40.87486471037262,-73.88074999405396,"{'latitude': '40.87486471037262', 'longitude': '-73.88074999405396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58961487,2023-09-29T09:00:46.000,2023-10-10T10:13:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11238,367 FRANKLIN AVENUE,FRANKLIN AVENUE,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,03 BROOKLYN,3019710002,BROOKLYN,996238,189461,PHONE,Unspecified,BROOKLYN,40.68669533144681,-73.95677447790746,"{'latitude': '40.68669533144681', 'longitude': '-73.95677447790746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59452724,2023-09-29T09:00:46.000,2023-09-30T14:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11214,75 BAY   40 STREET,BAY   40 STREET,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T14:25:00.000,11 BROOKLYN,3068680011,BROOKLYN,987581,156405,ONLINE,Unspecified,BROOKLYN,40.59597120218794,-73.98800562430964,"{'latitude': '40.59597120218794', 'longitude': '-73.98800562430964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 STREET,BENSON AVENUE,Street,BAY   40 STREET,,,,,,,
58960088,2023-09-29T09:00:45.000,2023-10-02T20:33:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11377,50-11 45 STREET,45 STREET,,,ADDRESS,WOODSIDE,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,02 QUEENS,4022950039,QUEENS,1006184,207827,ONLINE,Unspecified,QUEENS,40.7370865503388,-73.92085204153338,"{'latitude': '40.7370865503388', 'longitude': '-73.92085204153338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58962969,2023-09-29T09:00:43.000,2023-10-12T06:57:44.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11216,869 ST JOHNS PLACE,ST JOHNS PLACE,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,08 BROOKLYN,3012480058,BROOKLYN,998313,183959,PHONE,Unspecified,BROOKLYN,40.67159053659896,-73.94930406581675,"{'latitude': '40.67159053659896', 'longitude': '-73.94930406581675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58967707,2023-09-29T09:00:40.000,2023-10-12T06:57:44.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,11214,125 BAY   29 STREET,BAY   29 STREET,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,11 BROOKLYN,3064140021,BROOKLYN,985025,157825,PHONE,Unspecified,BROOKLYN,40.59986940732007,-73.9972091912797,"{'latitude': '40.59986940732007', 'longitude': '-73.9972091912797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58960888,2023-09-29T09:00:39.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Construction - Change Grade/Watercourse,10304,653 TODT HILL ROAD,TODT HILL ROAD,,,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-04T00:00:00.000,02 STATEN ISLAND,5008770086,STATEN ISLAND,953452,156561,UNKNOWN,Unspecified,STATEN ISLAND,40.59634650597926,-74.11089911627931,"{'latitude': '40.59634650597926', 'longitude': '-74.11089911627931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
59438912,2023-09-29T09:00:39.000,2023-09-29T19:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,10473,1918 LACOMBE AVENUE,LACOMBE AVENUE,BOLTON AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,Closed,,2023-09-29T19:30:00.000,09 BRONX,2035000049,BRONX,1023852,236467,PHONE,Unspecified,BRONX,40.81563424371084,-73.85692906736413,"{'latitude': '40.81563424371084', 'longitude': '-73.85692906736413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOLTON AVENUE,WHITE PLAINS ROAD,Street,LACOMBE AVENUE,,,,,,,
58956647,2023-09-29T09:00:38.000,2023-09-29T14:24:06.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10453,1857 WALTON AVENUE,WALTON AVENUE,,,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,05 BRONX,2028510029,BRONX,1009270,248529,ONLINE,Unspecified,BRONX,40.84879428207477,-73.90956471186996,"{'latitude': '40.84879428207477', 'longitude': '-73.90956471186996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
58957029,2023-09-29T09:00:36.000,2023-10-02T19:53:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11215,270 15 STREET,15 STREET,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,07 BROOKLYN,3010480032,BROOKLYN,987676,181464,ONLINE,Unspecified,BROOKLYN,40.664752824463754,-73.9876508243539,"{'latitude': '40.664752824463754', 'longitude': '-73.9876508243539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,RESIDENTIAL BUILDING,,,,,,,,
59445784,2023-09-29T09:00:32.000,2023-09-29T12:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11354,137-08 31 ROAD,31 ROAD,137 STREET,138 STREET,ADDRESS,FLUSHING,Closed,,2023-09-29T12:45:00.000,07 QUEENS,,QUEENS,1030984,219751,ONLINE,Unspecified,QUEENS,40.76971857042697,-73.83127952518231,"{'latitude': '40.76971857042697', 'longitude': '-73.83127952518231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",137 STREET,138 STREET,Street,31 ROAD,,,,,,,
