unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction,road_ramp
58893139,2023-09-22T08:59:00.000,2023-09-22T10:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11385,71-12 70 STREET,70 STREET,ADDRESS,RIDGEWOOD,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-22T10:26:00.000,05 QUEENS,4036850013,QUEENS,1017028,195719,ONLINE,Unspecified,QUEENS,40.70381949856738,-73.88178090712476,"{'latitude': '40.70381949856738', 'longitude': '-73.88178090712476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CENTRAL AVE,MYRTLE AVE,,,,N/A,,,,,,
58893158,2023-09-22T08:59:00.000,2023-09-26T10:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11370,32-61 78 STREET,78 STREET,ADDRESS,EAST ELMHURST,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T10:30:00.000,03 QUEENS,4011740048,QUEENS,1014948,214668,ONLINE,Unspecified,QUEENS,40.7558372866942,-73.88919630307964,"{'latitude': '40.7558372866942', 'longitude': '-73.88919630307964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVE,NORTHERN BLVD,,,,N/A,,,,,,
58893217,2023-09-22T08:58:54.000,2023-09-22T09:51:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11361,202-19 33 AVENUE,33 AVENUE,ADDRESS,BAYSIDE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T09:51:50.000,11 QUEENS,4060320031,QUEENS,1043400,219377,ONLINE,Unspecified,QUEENS,40.76861768281027,-73.78645836370241,"{'latitude': '40.76861768281027', 'longitude': '-73.78645836370241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",202 STREET,203 STREET,202 STREET,203 STREET,33 AVENUE,,,,,,,
58892956,2023-09-22T08:58:38.000,2023-09-23T13:04:42.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11220,4824 3 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation removed the items.,2023-09-23T12:21:57.000,07 BROOKLYN,3007720043,BROOKLYN,980396,175493,PHONE,Unspecified,BROOKLYN,40.64836356237408,-74.01388850901732,"{'latitude': '40.64836356237408', 'longitude': '-74.01388850901732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 STREET,49 STREET,48 STREET,49 STREET,3 AVENUE,,,,,,,
58901570,2023-09-22T08:58:24.000,2023-09-22T10:45:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,45-46 11 STREET,11 STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T10:45:10.000,02 QUEENS,4000490021,QUEENS,998057,211377,MOBILE,Unspecified,QUEENS,40.74684683521707,-73.95017069966057,"{'latitude': '40.74684683521707', 'longitude': '-73.95017069966057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 ROAD,46 AVENUE,45 ROAD,46 AVENUE,11 STREET,,,,,,,
58898226,2023-09-22T08:58:10.000,2023-09-22T08:58:10.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,514 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-22T08:58:10.000,16 BROOKLYN,3015170006,BROOKLYN,1008843,187935,MOBILE,Unspecified,BROOKLYN,40.682480763847884,-73.91132981165194,"{'latitude': '40.682480763847884', 'longitude': '-73.91132981165194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY AVENUE,BROADWAY,ROCKAWAY AVENUE,BROADWAY,CHAUNCEY STREET,,,,,,,
58902178,2023-09-22T08:57:58.000,2023-09-25T20:42:44.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,04 BRONX,2028320008,BRONX,1008199,245050,PHONE,Unspecified,BRONX,40.83924842108658,-73.9134482849396,"{'latitude': '40.83924842108658', 'longitude': '-73.9134482849396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58900791,2023-09-22T08:57:58.000,2023-09-25T20:42:44.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,04 BRONX,2028320008,BRONX,1008199,245050,PHONE,Unspecified,BRONX,40.83924842108658,-73.9134482849396,"{'latitude': '40.83924842108658', 'longitude': '-73.9134482849396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58896666,2023-09-22T08:57:58.000,2023-09-22T17:26:59.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,04 BRONX,2028320008,BRONX,1008199,245050,PHONE,Unspecified,BRONX,40.83924842108658,-73.9134482849396,"{'latitude': '40.83924842108658', 'longitude': '-73.9134482849396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58897550,2023-09-22T08:57:50.000,2023-09-22T09:57:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,80-15 162 STREET,162 STREET,ADDRESS,JAMAICA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T09:57:27.000,08 QUEENS,4068570033,QUEENS,1038206,201862,PHONE,Unspecified,QUEENS,40.72057673780862,-73.80535003708013,"{'latitude': '40.72057673780862', 'longitude': '-73.80535003708013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION TURNPIKE,GOETHALS AVENUE,UNION TURNPIKE,GOETHALS AVENUE,162 STREET,,,,,,,
58894058,2023-09-22T08:57:33.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11004,78-15 265 STREET,265 STREET,ADDRESS,GLEN OAKS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-22T09:26:46.000,13 QUEENS,4086820021,QUEENS,1065262,212217,PHONE,Unspecified,QUEENS,40.74879211184773,-73.70761958196518,"{'latitude': '40.74879211184773', 'longitude': '-73.70761958196518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,79 AVENUE,BEND,79 AVENUE,265 STREET,,,,,,,
58901343,2023-09-22T08:57:32.000,2023-09-29T14:50:34.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11225,130 LINCOLN ROAD,LINCOLN ROAD,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:28:52.000,09 BROOKLYN,3050280035,BROOKLYN,995771,180128,ONLINE,Unspecified,BROOKLYN,40.661078967427684,-73.95847430772102,"{'latitude': '40.661078967427684', 'longitude': '-73.95847430772102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,LINCOLN ROAD,,,,,,,
58901026,2023-09-22T08:57:26.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,520 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,In Progress,,,16 BROOKLYN,3015170009,BROOKLYN,1008861,187938,MOBILE,Unspecified,BROOKLYN,40.68248894813141,-73.91126490164646,"{'latitude': '40.68248894813141', 'longitude': '-73.91126490164646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY AVENUE,BROADWAY,ROCKAWAY AVENUE,BROADWAY,CHAUNCEY STREET,,,,,,,
58902068,2023-09-22T08:57:17.000,2023-09-22T09:34:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,424 EAST   14 STREET,EAST   14 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T09:34:56.000,03 MANHATTAN,1004410019,MANHATTAN,989410,205553,ONLINE,Unspecified,MANHATTAN,40.730870673147855,-73.98138208638649,"{'latitude': '40.730870673147855', 'longitude': '-73.98138208638649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,EAST   14 STREET,,,,,,,
58901662,2023-09-22T08:57:08.000,2023-09-22T12:44:37.000,DOT,Department of Transportation,Bus Stop Shelter Complaint,Dirty/Graffiti,Bus Stop Shelter,10459,935 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Closed,The contractor has reported that the requested work has been completed.,2023-09-22T12:44:42.000,02 BRONX,2027237501,BRONX,1014214,238326,PHONE,Unspecified,BRONX,40.820774620800876,-73.89174012016086,"{'latitude': '40.820774620800876', 'longitude': '-73.89174012016086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARRETTO STREET,EAST  163 STREET,BARRETTO STREET,EAST  163 STREET,SOUTHERN BOULEVARD,,,,,,,
58895233,2023-09-22T08:57:06.000,2023-11-08T09:39:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10454,416 EAST  138 STREET,EAST  138 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-08T00:00:00.000,01 BRONX,2022820012,BRONX,1005816,233941,PHONE,Unspecified,BRONX,40.808763521759175,-73.92209615025527,"{'latitude': '40.808763521759175', 'longitude': '-73.92209615025527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58892496,2023-09-22T08:57:06.000,2023-11-08T09:39:26.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10454,416 EAST  138 STREET,EAST  138 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-08T00:00:00.000,01 BRONX,2022820012,BRONX,1005816,233941,PHONE,Unspecified,BRONX,40.808763521759175,-73.92209615025527,"{'latitude': '40.808763521759175', 'longitude': '-73.92209615025527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58892841,2023-09-22T08:57:00.000,2023-09-25T11:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,116 RIVINGTON AVENUE,RIVINGTON AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-25T11:12:00.000,02 STATEN ISLAND,5021140104,STATEN ISLAND,937998,157088,PHONE,Unspecified,STATEN ISLAND,40.59772583682075,-74.16655021774461,"{'latitude': '40.59772583682075', 'longitude': '-74.16655021774461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MULBERRY CIRCLE,MULBERRY CIRCLE,,,,,,,,,,
58898425,2023-09-22T08:56:59.000,2023-09-27T14:09:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,26 MASPETH AVENUE,MASPETH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-27T14:09:59.000,01 BROOKLYN,3029070005,BROOKLYN,1000365,199847,ONLINE,Unspecified,BROOKLYN,40.71519591263017,-73.94186877140972,"{'latitude': '40.71519591263017', 'longitude': '-73.94186877140972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BUSHWICK AVENUE,CONSELYEA STREET,BUSHWICK AVENUE,CONSELYEA STREET,MASPETH AVENUE,,,,,,,
58893313,2023-09-22T08:56:56.000,2023-09-22T12:19:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10461,CHOCTAW PLACE,CHOCTAW PLACE,INTERSECTION,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-22T12:19:16.000,11 BRONX,,BRONX,1025568,250839,PHONE,Unspecified,BRONX,40.8550733132003,-73.85064112154994,"{'latitude': '40.8550733132003', 'longitude': '-73.85064112154994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CHOCTAW PLACE,NARRAGANSETT AVENUE,CHOCTAW PLACE,NARRAGANSETT AVENUE,,,,,,,,
58898244,2023-09-22T08:56:46.000,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11201,30 PROSPECT STREET,PROSPECT STREET,ADDRESS,BROOKLYN,In Progress,,,02 BROOKLYN,3000750001,BROOKLYN,987136,194569,ONLINE,Unspecified,BROOKLYN,40.700723256872216,-73.98959166655378,"{'latitude': '40.700723256872216', 'longitude': '-73.98959166655378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WASHINGTON STREET,BROOKLYN QUEENS EP EB ET   28 B,WASHINGTON STREET,BROOKLYN QUEENS EP EB ET   28 B,PROSPECT STREET,,,,,,,
58902410,2023-09-22T08:56:31.000,2023-09-29T13:33:46.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,518 CHAUNCEY STREET,CHAUNCEY STREET,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-22T08:56:31.000,16 BROOKLYN,3015170008,BROOKLYN,1008855,187937,MOBILE,Unspecified,BROOKLYN,40.682486220040964,-73.91128653831672,"{'latitude': '40.682486220040964', 'longitude': '-73.91128653831672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY AVENUE,BROADWAY,ROCKAWAY AVENUE,BROADWAY,CHAUNCEY STREET,,,,,,,
58897432,2023-09-22T08:56:16.000,2023-09-22T10:43:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11436,145-44 115 AVENUE,115 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T10:44:00.000,12 QUEENS,4119900056,QUEENS,1040552,188331,MOBILE,Unspecified,QUEENS,40.683422794944065,-73.7969998338867,"{'latitude': '40.683422794944065', 'longitude': '-73.7969998338867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",INWOOD STREET,146 STREET,INWOOD STREET,146 STREET,115 AVENUE,,,,,,,
58902091,2023-09-22T08:56:14.000,2023-09-22T08:58:27.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,98-39 67 AVENUE,67 AVENUE,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T08:58:33.000,06 QUEENS,4031570140,QUEENS,1024474,203557,ONLINE,Unspecified,QUEENS,40.72530219178569,-73.8548789304943,"{'latitude': '40.72530219178569', 'longitude': '-73.8548789304943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WETHEROLE STREET,BOOTH STREET,WETHEROLE STREET,BOOTH STREET,67 AVENUE,,,,,,,
58900084,2023-09-22T08:56:00.000,2023-09-22T10:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10472,1703 EAST  174 STREET,EAST  174 STREET,ADDRESS,BRONX,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-22T10:26:00.000,09 BRONX,2038930007,BRONX,1019777,243356,ONLINE,Unspecified,BRONX,40.834559898056675,-73.8716144018378,"{'latitude': '40.834559898056675', 'longitude': '-73.8716144018378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROES AVE,NOBLE AVE,,,,N/A,,,,,,
58893071,2023-09-22T08:55:48.000,2023-09-23T13:13:53.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11413,223-16 138 AVENUE,138 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-23T09:50:29.000,13 QUEENS,4131370033,QUEENS,1053708,184541,PHONE,Unspecified,QUEENS,40.672926684987715,-73.74960439886304,"{'latitude': '40.672926684987715', 'longitude': '-73.74960439886304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",223 STREET,224 STREET,223 STREET,224 STREET,138 AVENUE,,,,,,,
