unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58927811,2023-09-26T03:35:19.000,2023-09-26T03:59:19.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T03:59:24.000,Unspecified MANHATTAN,,MANHATTAN,984886,203169,MOBILE,Unspecified,MANHATTAN,40.72432865638317,-73.99770545918592,"{'latitude': '40.72432865638317', 'longitude': '-73.99770545918592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,R,R W Uptown & Queens,Platform,,
58935184,2023-09-26T03:35:00.000,2023-09-26T23:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11103,40-02 BROADWAY,BROADWAY,STEINWAY ST,41 ST,,,ADDRESS,ASTORIA,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T23:45:00.000,01 QUEENS,4006760045,QUEENS,1006725,215777,ONLINE,Unspecified,QUEENS,40.75890593294022,-73.91887329764192,"{'latitude': '40.75890593294022', 'longitude': '-73.91887329764192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58926812,2023-09-26T03:35:00.000,2023-09-26T18:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10022,360 EAST   57 STREET,EAST   57 STREET,ED KOCH QUEENSBORO BRIDGE APPR,1 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:38:00.000,06 MANHATTAN,1013497503,MANHATTAN,994301,215670,ONLINE,Unspecified,MANHATTAN,40.75863509804836,-73.96371964063813,"{'latitude': '40.75863509804836', 'longitude': '-73.96371964063813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58927813,2023-09-26T03:33:22.000,2023-09-27T08:00:35.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,11354,136-06 ROOSEVELT AVENUE,ROOSEVELT AVENUE,MAIN STREET,LIPPMANN PLAZA,MAIN STREET,LIPPMANN PLAZA,ADDRESS,FLUSHING,ROOSEVELT AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T09:05:06.000,07 QUEENS,4050190011,QUEENS,1031451,216098,ONLINE,Unspecified,QUEENS,40.75968956642776,-73.82961920373047,"{'latitude': '40.75968956642776', 'longitude': '-73.82961920373047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929307,2023-09-26T03:32:00.000,2023-09-26T18:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,20 SUTTON PLACE SOUTH,SUTTON PLACE SOUTH,E 56 ST,E 55 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:38:00.000,06 MANHATTAN,1013670026,MANHATTAN,994981,214914,ONLINE,Unspecified,MANHATTAN,40.75655927211377,-73.96126630135097,"{'latitude': '40.75655927211377', 'longitude': '-73.96126630135097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58928025,2023-09-26T03:32:00.000,2023-09-26T18:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,1 AVENUE,EAST 56 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:38:00.000,06 MANHATTAN,,MANHATTAN,994387,215307,ONLINE,Unspecified,MANHATTAN,40.757638657717955,-73.96340976008901,"{'latitude': '40.757638657717955', 'longitude': '-73.96340976008901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58933585,2023-09-26T03:30:57.000,2023-09-26T03:49:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11214,144 BAY   34 STREET,BAY   34 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   34 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T03:49:35.000,11 BROOKLYN,3068730072,BROOKLYN,985979,156904,ONLINE,Unspecified,BROOKLYN,40.59734131382643,-73.99377403150386,"{'latitude': '40.59734131382643', 'longitude': '-73.99377403150386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933540,2023-09-26T03:30:35.000,2023-09-26T08:29:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T08:29:06.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934880,2023-09-26T03:29:51.000,2023-09-26T03:45:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11691,420 BEACH   36 STREET,BEACH   36 STREET,BEACH CHANNEL DRIVE,NORTON AVENUE,BEACH CHANNEL DRIVE,NORTON AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   36 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T03:45:20.000,14 QUEENS,,QUEENS,1048440,156821,ONLINE,Unspecified,QUEENS,40.59688121159255,-73.76885909348552,"{'latitude': '40.59688121159255', 'longitude': '-73.76885909348552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934811,2023-09-26T03:28:57.000,2023-09-26T08:29:02.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T08:29:10.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925764,2023-09-26T03:28:22.000,2023-09-26T03:41:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11206,80 HART STREET,HART STREET,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,HART STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T03:41:40.000,03 BROOKLYN,3017710005,BROOKLYN,998593,191840,PHONE,Unspecified,BROOKLYN,40.69322163473543,-73.9482779145767,"{'latitude': '40.69322163473543', 'longitude': '-73.9482779145767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934900,2023-09-26T03:28:01.000,2023-09-26T03:37:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,485 GRAND STREET,GRAND STREET,KEAP STREET,BORINQUEN PLACE,KEAP STREET,BORINQUEN PLACE,ADDRESS,BROOKLYN,GRAND STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T03:37:30.000,01 BROOKLYN,3023870024,BROOKLYN,997596,198313,ONLINE,Unspecified,BROOKLYN,40.71099005925094,-73.95186035328854,"{'latitude': '40.71099005925094', 'longitude': '-73.95186035328854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931421,2023-09-26T03:27:59.000,2023-09-26T04:02:32.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11429,109-18 209 STREET,209 STREET,109 AVENUE,HOLLIS AVENUE,109 AVENUE,HOLLIS AVENUE,ADDRESS,QUEENS VILLAGE,209 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T04:02:36.000,13 QUEENS,4109180020,QUEENS,1053841,197732,ONLINE,Unspecified,QUEENS,40.70913174518457,-73.74898867255186,"{'latitude': '40.70913174518457', 'longitude': '-73.74898867255186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934812,2023-09-26T03:27:37.000,2023-09-26T08:29:02.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T08:29:07.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925958,2023-09-26T03:27:00.000,2023-09-26T03:46:31.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1683 BOSTON ROAD,BOSTON ROAD,EAST  173 STREET,SOUTHERN BOULEVARD,EAST  173 STREET,SOUTHERN BOULEVARD,ADDRESS,BRONX,BOSTON ROAD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T03:46:35.000,03 BRONX,2029400065,BRONX,1014887,244048,MOBILE,Unspecified,BRONX,40.83647755394621,-73.889282444768,"{'latitude': '40.83647755394621', 'longitude': '-73.889282444768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934915,2023-09-26T03:26:10.000,2023-09-26T03:47:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,256 PACIFIC STREET,PACIFIC STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T03:47:09.000,02 BROOKLYN,3001870014,BROOKLYN,986916,190038,ONLINE,Unspecified,BROOKLYN,40.68828678104164,-73.99038688789759,"{'latitude': '40.68828678104164', 'longitude': '-73.99038688789759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929661,2023-09-26T03:26:09.000,2023-09-26T08:29:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T08:29:11.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932275,2023-09-26T03:26:06.000,2023-09-26T05:28:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,49 WEST  225 STREET,WEST  225 STREET,EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,ADDRESS,BRONX,WEST  225 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T05:28:27.000,08 BRONX,1022150116,BRONX,1009652,257603,ONLINE,Unspecified,BRONX,40.87369857353044,-73.90814957564673,"{'latitude': '40.87369857353044', 'longitude': '-73.90814957564673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927214,2023-09-26T03:25:35.000,2023-09-26T04:34:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11412,112 AVENUE,112 AVENUE,112 AVENUE,FARMERS BOULEVARD,112 AVENUE,FARMERS BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:34:25.000,12 QUEENS,,QUEENS,1049660,194600,ONLINE,Unspecified,QUEENS,40.7005670700053,-73.76409968224847,"{'latitude': '40.7005670700053', 'longitude': '-73.76409968224847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926843,2023-09-26T03:25:08.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11201,51 JORALEMON STREET,JORALEMON STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,02 BROOKLYN,3002520050,BROOKLYN,984840,191995,UNKNOWN,Unspecified,BROOKLYN,40.69365867675466,-73.99787239568717,"{'latitude': '40.69365867675466', 'longitude': '-73.99787239568717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934789,2023-09-26T03:25:00.000,2023-09-26T04:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10011,,,,,11 AVENUE,WEST 20 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T04:20:00.000,04 MANHATTAN,,MANHATTAN,982045,211361,UNKNOWN,Unspecified,MANHATTAN,40.74681342302788,-74.00795781461355,"{'latitude': '40.74681342302788', 'longitude': '-74.00795781461355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58933541,2023-09-26T03:24:47.000,2023-09-26T08:29:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T08:29:06.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933611,2023-09-26T03:23:57.000,2023-09-26T03:51:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,992 MADISON STREET,MADISON STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,MADISON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T03:51:25.000,04 BROOKLYN,3033660033,BROOKLYN,1006778,190403,ONLINE,Unspecified,BROOKLYN,40.68926035280629,-73.91876692344452,"{'latitude': '40.68926035280629', 'longitude': '-73.91876692344452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927122,2023-09-26T03:23:42.000,2023-09-26T03:55:17.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10030,2273 7 AVENUE,7 AVENUE,WEST  133 STREET,WEST  134 STREET,WEST  133 STREET,WEST  134 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T03:55:20.000,10 MANHATTAN,1019180061,MANHATTAN,999660,236000,ONLINE,Unspecified,MANHATTAN,40.81442778495756,-73.94432901689623,"{'latitude': '40.81442778495756', 'longitude': '-73.94432901689623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928331,2023-09-26T03:23:20.000,2023-09-26T06:01:47.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11369,22-19 99 STREET,99 STREET,22 DRIVE,23 AVENUE,22 DRIVE,23 AVENUE,ADDRESS,EAST ELMHURST,99 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T06:01:51.000,03 QUEENS,4010740153,QUEENS,1019766,219773,PHONE,Unspecified,QUEENS,40.76983114218254,-73.87177889871714,"{'latitude': '40.76983114218254', 'longitude': '-73.87177889871714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933196,2023-09-26T03:23:00.000,2023-09-26T18:38:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10022,,,,,1 AVENUE,EAST 57 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:38:00.000,06 MANHATTAN,,MANHATTAN,994521,215551,ONLINE,Unspecified,MANHATTAN,40.75830822067179,-73.96292570462641,"{'latitude': '40.75830822067179', 'longitude': '-73.96292570462641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
