unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58859964,2023-09-19T17:57:44.000,2023-10-01T13:39:51.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10467,3030 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 BRONX,BRONX,1021521,256314,PHONE,Unspecified,BRONX,40.8701185291378,-73.86523999762987,"{'latitude': '40.8701185291378', 'longitude': '-73.86523999762987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2045700018,,,,,,,,
58864125,2023-09-19T17:57:44.000,2023-09-19T18:00:07.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T18:00:09.000,08 QUEENS,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,UNION TURNPIKE,4068540028,,,,,,,,
58865866,2023-09-19T17:57:31.000,,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10468,2877 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-19T00:00:00.000,07 BRONX,BRONX,1014673,256532,PHONE,Unspecified,BRONX,40.8707431309543,-73.88999915423092,"{'latitude': '40.8707431309543', 'longitude': '-73.88999915423092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2033190107,,,,,,,,
58868532,2023-09-19T17:57:27.000,2023-10-12T10:41:27.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10464,261 CITY ISLAND AVENUE,CITY ISLAND AVENUE,CAROLL STREET,HAWKINS STREET,CAROLL STREET,HAWKINS STREET,ADDRESS,Closed,The Department of Sanitation cleaned the location.,2023-09-20T05:15:41.000,10 BRONX,BRONX,1043458,247543,ONLINE,Unspecified,BRONX,40.845924947594625,-73.78600056155535,"{'latitude': '40.845924947594625', 'longitude': '-73.78600056155535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,CITY ISLAND AVENUE,2056290236,,,,,,,,
58855650,2023-09-19T17:57:26.000,2023-09-19T18:47:27.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11106,31 STREET,31 STREET,31 STREET,BROADWAY,31 STREET,BROADWAY,INTERSECTION,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T18:47:30.000,01 QUEENS,QUEENS,1004921,216892,PHONE,Unspecified,QUEENS,40.76197072257963,-73.92538165997419,"{'latitude': '40.76197072257963', 'longitude': '-73.92538165997419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58869334,2023-09-19T17:57:25.000,2023-09-19T18:08:00.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10036,199 WEST   47 STREET,WEST   47 STREET,AVENUE OF THE AMERICAS,WEST   47 STREET BIKE PATH,AVENUE OF THE AMERICAS,WEST   47 STREET BIKE PATH,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T18:08:03.000,05 MANHATTAN,MANHATTAN,988630,215812,ONLINE,Unspecified,MANHATTAN,40.759029479783635,-73.98418974119924,"{'latitude': '40.759029479783635', 'longitude': '-73.98418974119924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   47 STREET,,,,,,,,,
58856343,2023-09-19T17:57:24.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10304,30 KIMBERLY LANE,KIMBERLY LANE,,,,,ADDRESS,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,01 STATEN ISLAND,STATEN ISLAND,963144,164160,PHONE,Unspecified,STATEN ISLAND,40.617232579060286,-74.07602340375077,"{'latitude': '40.617232579060286', 'longitude': '-74.07602340375077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,,5028670214,,,,,,,,
58861706,2023-09-19T17:57:07.000,2023-09-19T19:48:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,107-38 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:48:05.000,12 QUEENS,QUEENS,1041234,192905,ONLINE,Unspecified,QUEENS,40.695972973618375,-73.79450216305685,"{'latitude': '40.695972973618375', 'longitude': '-73.79450216305685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,159 STREET,4101250033,,,,,,,,
58870558,2023-09-19T17:56:57.000,2023-09-19T19:29:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10301,73 RICHMOND TERRACE,RICHMOND TERRACE,WALL STREET,HAMILTON AVENUE,WALL STREET,HAMILTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:29:21.000,01 STATEN ISLAND,STATEN ISLAND,962886,174150,MOBILE,Unspecified,STATEN ISLAND,40.64465238857094,-74.07698433842756,"{'latitude': '40.64465238857094', 'longitude': '-74.07698433842756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,RICHMOND TERRACE,,,,,,,,,
58862187,2023-09-19T17:56:56.000,2023-09-19T18:25:57.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,Other,10035,354 PLEASANT AVENUE,PLEASANT AVENUE,EAST  118 STREET,EAST  119 STREET,EAST  118 STREET,EAST  119 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T18:26:04.000,11 MANHATTAN,MANHATTAN,1003117,229585,PHONE,Unspecified,MANHATTAN,40.79681367611935,-73.9318581079315,"{'latitude': '40.79681367611935', 'longitude': '-73.9318581079315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,PLEASANT AVENUE,1018150049,,,,,,,,
58865114,2023-09-19T17:56:45.000,2023-09-19T23:04:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11229,AVENUE X,AVENUE X,AVENUE X,EAST   21 STREET,AVENUE X,EAST   21 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T23:04:54.000,15 BROOKLYN,BROOKLYN,998382,155278,PHONE,Unspecified,BROOKLYN,40.59286717355024,-73.9491153866899,"{'latitude': '40.59286717355024', 'longitude': '-73.9491153866899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58866326,2023-09-19T17:56:30.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:23.000,83 QUEENS,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,JOHN F KENNEDY AIRPORT,4142600001,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,
58863418,2023-09-19T17:56:29.000,2023-09-19T22:07:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,2401 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:07:38.000,18 BROOKLYN,BROOKLYN,999041,167345,MOBILE,Unspecified,BROOKLYN,40.625987530643464,-73.94671611888555,"{'latitude': '40.625987530643464', 'longitude': '-73.94671611888555', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,NOSTRAND AVENUE,3076120034,,,,,,,,
58856798,2023-09-19T17:56:22.000,2023-11-03T13:56:04.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10308,273 MILES AVENUE,MILES AVENUE,KENNINGTON STREET,JUMEL STREET,KENNINGTON STREET,JUMEL STREET,ADDRESS,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-11-03T13:56:10.000,03 STATEN ISLAND,STATEN ISLAND,942262,142940,ONLINE,Unspecified,STATEN ISLAND,40.55891364937298,-74.15110800063071,"{'latitude': '40.55891364937298', 'longitude': '-74.15110800063071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,MILES AVENUE,5046070004,,,,,,,,
58867191,2023-09-19T17:56:19.000,2023-09-19T18:07:07.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11249,DIVISION AVENUE,DIVISION AVENUE,DIVISION AVENUE,KENT AVENUE,DIVISION AVENUE,KENT AVENUE,INTERSECTION,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T18:07:10.000,01 BROOKLYN,BROOKLYN,993016,196795,PHONE,Unspecified,BROOKLYN,40.70682923212893,-73.96838260219266,"{'latitude': '40.70682923212893', 'longitude': '-73.96838260219266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58858491,2023-09-19T17:56:15.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10456,1301 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,In Progress,,,04 BRONX,BRONX,1008640,243637,PHONE,Unspecified,BRONX,40.83536894067625,-73.91185964971437,"{'latitude': '40.83536894067625', 'longitude': '-73.91185964971437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,COLLEGE AVENUE,2027850073,,,,,,,,
58856389,2023-09-19T17:56:09.000,2023-09-19T17:59:34.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T17:59:38.000,08 QUEENS,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,UNION TURNPIKE,4068540028,,,,,,,,
58861232,2023-09-19T17:56:05.000,2023-09-19T19:20:21.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11366,173-17 73 AVENUE,73 AVENUE,173 STREET,174 STREET,173 STREET,174 STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T19:20:24.000,08 QUEENS,QUEENS,1040598,205042,MOBILE,Unspecified,QUEENS,40.72929012998506,-73.79669413802708,"{'latitude': '40.72929012998506', 'longitude': '-73.79669413802708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRESH MEADOWS,73 AVENUE,4069610001,,,,,,,,
58861050,2023-09-19T17:56:00.000,2023-09-19T20:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11205,234 CUMBERLAND STREET,CUMBERLAND STREET,DE KALB AVE,LAFAYETTE AVE,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T20:30:00.000,02 BROOKLYN,BROOKLYN,991746,190221,MOBILE,Unspecified,BROOKLYN,40.68878630120198,-73.97297058171455,"{'latitude': '40.68878630120198', 'longitude': '-73.97297058171455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3021010049,,,,,,,,
58859140,2023-09-19T17:56:00.000,2023-09-19T17:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10025,,,,,WEST 106 STREET,WEST END AVENUE,INTERSECTION,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-19T17:56:00.000,07 MANHATTAN,MANHATTAN,992948,231336,ONLINE,Unspecified,MANHATTAN,40.80163555413056,-73.9685831841681,"{'latitude': '40.80163555413056', 'longitude': '-73.9685831841681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,,,,,,,,
58866434,2023-09-19T17:55:58.000,2023-09-20T14:36:36.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11234,1256 RYDER STREET,RYDER STREET,KINGS HIGHWAY,AVENUE M,KINGS HIGHWAY,AVENUE M,ADDRESS,Closed,This request required re-assignment to a new DOT unit.,2023-09-20T14:36:42.000,18 BROOKLYN,BROOKLYN,1001651,165700,PHONE,Unspecified,BROOKLYN,40.621467608842444,-73.93731796023617,"{'latitude': '40.621467608842444', 'longitude': '-73.93731796023617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RYDER STREET,3078160031,,,,,,,,
58862569,2023-09-19T17:55:55.000,2023-10-11T08:19:16.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11234,4924 AVENUE H,AVENUE H,EAST   49 STREET,UTICA AVENUE,EAST   49 STREET,UTICA AVENUE,ADDRESS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T08:19:34.000,18 BROOKLYN,BROOKLYN,1003946,169830,ONLINE,Unspecified,BROOKLYN,40.63279878203482,-73.92903884213638,"{'latitude': '40.63279878203482', 'longitude': '-73.92903884213638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE H,3077530045,,,,,,,,
58864721,2023-09-19T17:55:29.000,2023-09-23T13:37:18.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11436,114-19 146 STREET,146 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T12:46:08.000,12 QUEENS,QUEENS,1040557,188860,PHONE,Unspecified,QUEENS,40.68487474352403,-73.7969773855548,"{'latitude': '40.68487474352403', 'longitude': '-73.7969773855548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,146 STREET,4119770065,,,,,,,,
58856041,2023-09-19T17:55:29.000,2023-09-19T18:56:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,874 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T18:56:07.000,12 BROOKLYN,BROOKLYN,984927,174153,MOBILE,Unspecified,BROOKLYN,40.64468636458384,-73.9975604560498,"{'latitude': '40.64468636458384', 'longitude': '-73.9975604560498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,42 STREET,3009250037,,,,,,,,
58865226,2023-09-19T17:55:16.000,2023-09-19T20:23:46.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10470,4199 WEBSTER AVENUE,WEBSTER AVENUE,EAST GUN HILL ROAD,EAST  233 STREET,EAST GUN HILL ROAD,EAST  233 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T20:23:50.000,12 BRONX,BRONX,1021964,265460,PHONE,Unspecified,BRONX,40.89521953409441,-73.86358675644752,"{'latitude': '40.89521953409441', 'longitude': '-73.86358675644752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WEBSTER AVENUE,2033610001,,,,,,,,
58865769,2023-09-19T17:55:15.000,2023-09-19T18:40:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,1046 FLATBUSH AVENUE,FLATBUSH AVENUE,REGENT PLACE,DURYEA PLACE,REGENT PLACE,DURYEA PLACE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T18:40:40.000,14 BROOKLYN,BROOKLYN,995887,174498,MOBILE,Unspecified,BROOKLYN,40.64562569574606,-73.9580659177342,"{'latitude': '40.64562569574606', 'longitude': '-73.9580659177342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,FLATBUSH AVENUE,3051250066,,,,,,,,
58870408,2023-09-19T17:55:12.000,2023-09-19T17:59:08.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10014,19 GREENWICH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,WEST   10 STREET,CHRISTOPHER STREET,WEST   10 STREET,ADDRESS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T17:59:13.000,02 MANHATTAN,MANHATTAN,984277,206886,ONLINE,Unspecified,MANHATTAN,40.734530935772995,-73.9999025753339,"{'latitude': '40.734530935772995', 'longitude': '-73.9999025753339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,GREENWICH AVENUE,1006100054,,,,,,,,
