unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_company_borough
58855639,2023-09-14T23:52:01.000,2023-09-15T00:47:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10458,219 MIRIAM STREET,MIRIAM STREET,GRAND CONCOURSE,VALENTINE AVENUE,GRAND CONCOURSE,VALENTINE AVENUE,ADDRESS,BRONX,MIRIAM STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T00:47:45.000,07 BRONX,2033040180,BRONX,1014203,255622,ONLINE,Unspecified,BRONX,40.86824706814269,-73.89170260556726,"{'latitude': '40.86824706814269', 'longitude': '-73.89170260556726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858700,2023-09-14T23:51:58.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Highway,,,,,,,,,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:08:46.000,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,BQE/Gowanus Expwy,West/Staten Island Bound,39 St (Exit 23) - Belt Pkwy East (Exit 22),Roadway,BROOKLYN
58863773,2023-09-14T23:51:55.000,2023-09-15T00:09:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2100 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:09:35.000,09 BROOKLYN,3050260085,BROOKLYN,995071,179734,ONLINE,Unspecified,BROOKLYN,40.659998407531084,-73.96099798320904,"{'latitude': '40.659998407531084', 'longitude': '-73.96099798320904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868872,2023-09-14T23:51:44.000,2023-09-15T06:26:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1464 WEST    5 STREET,WEST    5 STREET,65 STREET,AVENUE O,65 STREET,AVENUE O,ADDRESS,BROOKLYN,WEST    5 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T06:26:56.000,11 BROOKLYN,3065790038,BROOKLYN,989987,162067,MOBILE,Unspecified,BROOKLYN,40.611511007888105,-73.97933721048216,"{'latitude': '40.611511007888105', 'longitude': '-73.97933721048216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857737,2023-09-14T23:51:27.000,2023-09-15T00:00:07.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002,177 CHRYSTIE STREET,CHRYSTIE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T00:00:14.000,03 MANHATTAN,1004250026,MANHATTAN,986373,201982,ONLINE,Unspecified,MANHATTAN,40.72107039661541,-73.99234108175814,"{'latitude': '40.72107039661541', 'longitude': '-73.99234108175814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869571,2023-09-14T23:50:59.000,2023-09-15T00:07:13.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11421,92-08 97 STREET,97 STREET,91 DRIVE,ATLANTIC AVENUE,91 DRIVE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,97 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:07:19.000,09 QUEENS,,QUEENS,1026907,190539,ONLINE,Unspecified,QUEENS,40.68955951583038,-73.84618358586151,"{'latitude': '40.68955951583038', 'longitude': '-73.84618358586151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58821487,2023-09-14T23:50:51.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10465,1626 RESEARCH AVENUE,RESEARCH AVENUE,,,,,ADDRESS,BRONX,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-09-18T00:00:00.000,10 BRONX,2054160057,BRONX,1034266,247859,UNKNOWN,Unspecified,BRONX,40.84684912345643,-73.81922136248436,"{'latitude': '40.84684912345643', 'longitude': '-73.81922136248436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859738,2023-09-14T23:50:39.000,2023-09-15T00:22:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11691,131 BEACH   19 STREET,BEACH   19 STREET,BOARDWALK,SEAGIRT BOULEVARD,BOARDWALK,SEAGIRT BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   19 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T00:22:14.000,14 QUEENS,4158100055,QUEENS,1052790,155696,MOBILE,Unspecified,QUEENS,40.59376075243062,-73.7532067304345,"{'latitude': '40.59376075243062', 'longitude': '-73.7532067304345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866147,2023-09-14T23:50:27.000,2023-09-14T23:52:36.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11238,308 FRANKLIN AVENUE,FRANKLIN AVENUE,LAFAYETTE AVENUE,CLIFTON PLACE,LAFAYETTE AVENUE,CLIFTON PLACE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T23:52:40.000,03 BROOKLYN,3019490042,BROOKLYN,996125,190216,ONLINE,Unspecified,BROOKLYN,40.688767785320465,-73.95718059489081,"{'latitude': '40.688767785320465', 'longitude': '-73.95718059489081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857870,2023-09-14T23:50:04.000,2023-09-15T00:22:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,685 FIRST AVENUE,FIRST AVENUE,EAST   39 STREET,EAST   40 STREET,EAST   39 STREET,EAST   40 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T00:22:54.000,06 MANHATTAN,1009457502,MANHATTAN,992238,211437,PHONE,Unspecified,MANHATTAN,40.747018691029226,-73.97117132877398,"{'latitude': '40.747018691029226', 'longitude': '-73.97117132877398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864632,2023-09-14T23:50:01.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11211,240 DIVISION AVENUE,DIVISION AVENUE,BROOKLYN QUEENS EXPRESSWAY,RODNEY STREET,BROOKLYN QUEENS EXPRESSWAY,RODNEY STREET,ADDRESS,BROOKLYN,DIVISION AVENUE,Closed,The individual was found and outreach assistance was offered.,2023-09-15T04:32:37.000,01 BROOKLYN,3021890001,BROOKLYN,996079,196912,PHONE,Unspecified,BROOKLYN,40.70714680480156,-73.95733470373176,"{'latitude': '40.70714680480156', 'longitude': '-73.95733470373176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58810482,2023-09-14T23:50:00.000,2023-09-15T17:39:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10013,89 VANDAM STREET,VANDAM STREET,HUDSON ST,GREENWICH ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T17:39:00.000,02 MANHATTAN,1005970062,MANHATTAN,982041,204019,ONLINE,Unspecified,MANHATTAN,40.726661446942195,-74.00796983977146,"{'latitude': '40.726661446942195', 'longitude': '-74.00796983977146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58867546,2023-09-14T23:49:56.000,2023-09-15T00:22:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,47-55 98 PLACE,98 PLACE,CORONA AVENUE,ALSTYNE AVENUE,CORONA AVENUE,ALSTYNE AVENUE,ADDRESS,CORONA,98 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:22:15.000,04 QUEENS,4018820043,QUEENS,1021945,210396,ONLINE,Unspecified,QUEENS,40.74408467734688,-73.86396478191124,"{'latitude': '40.74408467734688', 'longitude': '-73.86396478191124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865666,2023-09-14T23:49:53.000,2023-09-15T00:08:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,154 AVENUE D,AVENUE D,EAST   10 STREET,PEDESTRIAN PATH,EAST   10 STREET,PEDESTRIAN PATH,ADDRESS,NEW YORK,AVENUE D,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:08:39.000,03 MANHATTAN,1003670001,MANHATTAN,991196,203475,ONLINE,Unspecified,MANHATTAN,40.72516584792193,-73.97494012432519,"{'latitude': '40.72516584792193', 'longitude': '-73.97494012432519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855991,2023-09-14T23:49:49.000,2023-09-15T00:27:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11372,37-37 78 STREET,78 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,78 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:27:06.000,03 QUEENS,4012890059,QUEENS,1015338,211869,ONLINE,Unspecified,QUEENS,40.74815338381233,-73.88780154920516,"{'latitude': '40.74815338381233', 'longitude': '-73.88780154920516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861758,2023-09-14T23:49:45.000,2023-09-15T00:04:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10024,508 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   84 STREET,WEST   85 STREET,WEST   84 STREET,WEST   85 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:04:24.000,07 MANHATTAN,1012320033,MANHATTAN,990964,225890,PHONE,Unspecified,MANHATTAN,40.78668948833437,-73.9757547540767,"{'latitude': '40.78668948833437', 'longitude': '-73.9757547540767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863784,2023-09-14T23:49:44.000,2023-09-15T00:18:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,57 WEST   94 STREET,WEST   94 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   94 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:18:14.000,07 MANHATTAN,1012080012,MANHATTAN,993250,227520,ONLINE,Unspecified,MANHATTAN,40.79116136842613,-73.96749748697144,"{'latitude': '40.79116136842613', 'longitude': '-73.96749748697144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816700,2023-09-14T23:49:42.000,2023-09-29T19:48:44.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11204,1764 66 STREET,66 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,11 BROOKLYN,3055600038,BROOKLYN,986553,164817,PHONE,Unspecified,BROOKLYN,40.61906074700061,-73.99170441237732,"{'latitude': '40.61906074700061', 'longitude': '-73.99170441237732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869483,2023-09-14T23:49:39.000,2023-09-15T00:13:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,87 STREET,88 STREET,87 STREET,88 STREET,ADDRESS,BROOKLYN,SHORE ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:13:39.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,ONLINE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861723,2023-09-14T23:49:35.000,2023-09-15T00:28:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,407 EAST   96 STREET,EAST   96 STREET,LENOX ROAD,WILLMOHR STREET,LENOX ROAD,WILLMOHR STREET,ADDRESS,BROOKLYN,EAST   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:28:14.000,17 BROOKLYN,3046710143,BROOKLYN,1007070,178934,ONLINE,Unspecified,BROOKLYN,40.65777979040954,-73.91775283943369,"{'latitude': '40.65777979040954', 'longitude': '-73.91775283943369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868508,2023-09-14T23:49:33.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T12:25:36.000,Unspecified MANHATTAN,,MANHATTAN,983658,209000,ONLINE,Unspecified,MANHATTAN,40.740333322916975,-74.00213631204251,"{'latitude': '40.740333322916975', 'longitude': '-74.00213631204251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,L,L platform,Platform,,
58869567,2023-09-14T23:48:55.000,2023-09-15T00:12:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,445 EAST   14 STREET,EAST   14 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   14 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:12:54.000,06 MANHATTAN,1009720001,MANHATTAN,989645,205430,MOBILE,Unspecified,MANHATTAN,40.730532928062104,-73.98053427617775,"{'latitude': '40.730532928062104', 'longitude': '-73.98053427617775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865620,2023-09-14T23:48:30.000,2023-09-15T00:04:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,50 LEFFERTS AVENUE,LEFFERTS AVENUE,WASHINGTON AVENUE,BEDFORD AVENUE,WASHINGTON AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:04:19.000,09 BROOKLYN,3013270013,BROOKLYN,995522,180395,ONLINE,Unspecified,BROOKLYN,40.66181214390813,-73.95937134386605,"{'latitude': '40.66181214390813', 'longitude': '-73.95937134386605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867451,2023-09-14T23:48:20.000,2023-09-15T01:55:29.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T01:55:33.000,06 BRONX,2030730008,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857267,2023-09-14T23:48:16.000,2023-09-15T03:22:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,59 DRIVE,59 DRIVE,59 DRIVE,63 STREET,59 DRIVE,63 STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T03:22:44.000,05 QUEENS,,QUEENS,1011660,200886,PHONE,Unspecified,QUEENS,40.71801993325633,-73.9011204027077,"{'latitude': '40.71801993325633', 'longitude': '-73.9011204027077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862828,2023-09-14T23:48:04.000,2023-09-15T03:03:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,141 VAN CORTLANDT AVENUE WEST,VAN CORTLANDT AVENUE WEST,BAILEY AVENUE,BAILEY AVENUE,BAILEY AVENUE,BAILEY AVENUE,ADDRESS,BRONX,VAN CORTLANDT AVENUE WEST,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T03:03:59.000,08 BRONX,2032520340,BRONX,1013414,261890,MOBILE,Unspecified,BRONX,40.885453420897434,-73.89452800662288,"{'latitude': '40.885453420897434', 'longitude': '-73.89452800662288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867647,2023-09-14T23:47:40.000,2023-09-15T01:07:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472,1136 CROES AVENUE,CROES AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,CROES AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T01:07:10.000,09 BRONX,2037490108,BRONX,1020143,240981,MOBILE,Unspecified,BRONX,40.82803973214817,-73.87030447964145,"{'latitude': '40.82803973214817', 'longitude': '-73.87030447964145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867207,2023-09-14T23:47:30.000,2023-09-15T00:04:08.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10016,EAST   38 STREET,EAST   38 STREET,2 AVENUE,EAST   38 STREET,2 AVENUE,EAST   38 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T00:04:14.000,06 MANHATTAN,,MANHATTAN,991442,211538,MOBILE,Unspecified,MANHATTAN,40.747296593854514,-73.97404398251848,"{'latitude': '40.747296593854514', 'longitude': '-73.97404398251848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
