unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough,road_ramp
58939532,2023-09-27T21:35:00.000,2023-09-28T18:28:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10002,110 DELANCEY STREET,DELANCEY STREET,LUDLOW ST,ESSEX ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T18:28:00.000,03 MANHATTAN,MANHATTAN,987443,201099,ONLINE,Unspecified,MANHATTAN,40.718646452796314,-73.9884813770193,"{'latitude': '40.718646452796314', 'longitude': '-73.9884813770193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004100064,N/A,,,,,,
58936663,2023-09-27T21:34:00.000,2023-09-29T12:02:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,129 FAYETTE AVENUE,FAYETTE AVENUE,PARKINSON AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-29T12:02:00.000,02 STATEN ISLAND,STATEN ISLAND,960601,157430,PHONE,Unspecified,STATEN ISLAND,40.59875369345528,-74.08515966833873,"{'latitude': '40.59875369345528', 'longitude': '-74.08515966833873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5032120004,,,,,,,
58940159,2023-09-27T21:33:44.000,2023-10-01T22:54:28.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10453,2261 MORRIS AVENUE,MORRIS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,05 BRONX,BRONX,1011258,251667,PHONE,Unspecified,BRONX,40.857401296559736,-73.90236641012412,"{'latitude': '40.857401296559736', 'longitude': '-73.90236641012412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031820040,,,,,,,
58938583,2023-09-27T21:33:39.000,2023-09-27T22:35:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11212,214 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:35:37.000,17 BROOKLYN,BROOKLYN,1006187,180410,ONLINE,Unspecified,BROOKLYN,40.66183331534403,-73.9209305179595,"{'latitude': '40.66183331534403', 'longitude': '-73.9209305179595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939603,2023-09-27T21:33:34.000,2023-09-27T21:50:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11222,57 ENGERT AVENUE,ENGERT AVENUE,LEONARD STREET,ECKFORD STREET,LEONARD STREET,ECKFORD STREET,ADDRESS,BROOKLYN,ENGERT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T21:50:51.000,01 BROOKLYN,BROOKLYN,998540,202085,MOBILE,Unspecified,BROOKLYN,40.72134181986186,-73.94844729459062,"{'latitude': '40.72134181986186', 'longitude': '-73.94844729459062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3026987501,,,,,,,
58936611,2023-09-27T21:32:59.000,2023-09-28T03:12:25.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10473,2100 TURNBULL AVENUE,TURNBULL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,ADDRESS,BRONX,TURNBULL AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T03:12:29.000,09 BRONX,BRONX,1025269,239393,MOBILE,Unspecified,BRONX,40.823658811837866,-73.85179196787021,"{'latitude': '40.823658811837866', 'longitude': '-73.85179196787021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939867,2023-09-27T21:32:43.000,2023-09-27T21:52:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11361,208-01 35 AVENUE,35 AVENUE,208 STREET,209 STREET,208 STREET,209 STREET,ADDRESS,BAYSIDE,35 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:52:06.000,11 QUEENS,QUEENS,1045195,218973,ONLINE,Unspecified,QUEENS,40.76749661853657,-73.77998179628791,"{'latitude': '40.76749661853657', 'longitude': '-73.77998179628791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4060970028,,,,,,,
58937369,2023-09-27T21:32:31.000,2023-09-27T22:42:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,701 WEST  180 STREET,WEST  180 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  180 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:42:08.000,12 MANHATTAN,MANHATTAN,1001753,248823,MOBILE,Unspecified,MANHATTAN,40.849619325642685,-73.93673427905506,"{'latitude': '40.849619325642685', 'longitude': '-73.93673427905506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021760138,,,,,,,
58944731,2023-09-27T21:32:31.000,2023-09-27T23:42:35.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10456,976 CAULDWELL AVENUE,CAULDWELL AVENUE,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,ADDRESS,BRONX,CAULDWELL AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T23:42:39.000,03 BRONX,BRONX,1010259,239971,ONLINE,Unspecified,BRONX,40.82530220770036,-73.90602314024787,"{'latitude': '40.82530220770036', 'longitude': '-73.90602314024787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940816,2023-09-27T21:32:00.000,2023-10-02T21:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10312,4187 RICHMOND AVENUE,RICHMOND AVENUE,SHIRLEY AVE,HILLTOP RD,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T21:45:00.000,03 STATEN ISLAND,STATEN ISLAND,940383,134788,ONLINE,Unspecified,STATEN ISLAND,40.53652889641567,-74.15781734697347,"{'latitude': '40.53652889641567', 'longitude': '-74.15781734697347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5052940012,N/A,,,,,,
58944984,2023-09-27T21:31:56.000,2023-09-27T22:07:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11216,706 DEKALB AVENUE,DEKALB AVENUE,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:07:34.000,03 BROOKLYN,BROOKLYN,998725,191314,MOBILE,Unspecified,BROOKLYN,40.69177767161484,-73.94780304164806,"{'latitude': '40.69177767161484', 'longitude': '-73.94780304164806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944752,2023-09-27T21:31:52.000,2023-09-27T21:54:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10282,450 NORTH END AVENUE,NORTH END AVENUE,WARREN STREET,CHAMBERS STREET,WARREN STREET,CHAMBERS STREET,ADDRESS,NEW YORK,NORTH END AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T21:54:52.000,01 MANHATTAN,MANHATTAN,980324,200629,MOBILE,Unspecified,MANHATTAN,40.71735612075858,-74.01416261772617,"{'latitude': '40.71735612075858', 'longitude': '-74.01416261772617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940438,2023-09-27T21:31:47.000,2023-10-06T11:47:01.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10451,610 GERARD AVENUE,GERARD AVENUE,EAST  150 STREET,EAST  151 STREET,EAST  150 STREET,EAST  151 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-10-06T11:47:02.000,04 BRONX,BRONX,1004036,238334,PHONE,Unspecified,BRONX,40.82082524014515,-73.92851317232854,"{'latitude': '40.82082524014515', 'longitude': '-73.92851317232854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"610 GERARD AVENUE, BRONX, NY, 10451",MANHATTAN,
58941419,2023-09-27T21:30:39.000,,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10453,1622 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,05 BRONX,BRONX,1005500,248704,ONLINE,Unspecified,BRONX,40.84928448313855,-73.92319088968408,"{'latitude': '40.84928448313855', 'longitude': '-73.92319088968408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028800102,,,,,,,
58945142,2023-09-27T21:30:39.000,,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10453,1622 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,05 BRONX,BRONX,1005500,248704,ONLINE,Unspecified,BRONX,40.84928448313855,-73.92319088968408,"{'latitude': '40.84928448313855', 'longitude': '-73.92319088968408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028800102,,,,,,,
58942489,2023-09-27T21:30:15.000,2023-09-27T22:12:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,3405 CLARENDON ROAD,CLARENDON ROAD,EAST   34 STREET,EAST   35 STREET,EAST   34 STREET,EAST   35 STREET,ADDRESS,BROOKLYN,CLARENDON ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:12:19.000,17 BROOKLYN,BROOKLYN,999587,173727,MOBILE,Unspecified,BROOKLYN,40.643503832691586,-73.94473467511551,"{'latitude': '40.643503832691586', 'longitude': '-73.94473467511551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049340041,,,,,,,
58940955,2023-09-27T21:30:15.000,2023-09-27T23:09:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1700 BATHGATE AVENUE,BATHGATE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,BATHGATE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:09:36.000,03 BRONX,BRONX,1011981,246035,MOBILE,Unspecified,BRONX,40.84194089082164,-73.89977607054955,"{'latitude': '40.84194089082164', 'longitude': '-73.89977607054955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937092,2023-09-27T21:30:14.000,2023-09-27T22:14:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,510 WEST   27 STREET,WEST   27 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   27 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T22:14:40.000,04 MANHATTAN,MANHATTAN,983339,212741,MOBILE,Unspecified,MANHATTAN,40.750601403505385,-74.00328797339326,"{'latitude': '40.750601403505385', 'longitude': '-74.00328797339326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1006980044,,,,,,,
58940878,2023-09-27T21:30:02.000,2023-09-27T22:46:15.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11411,114-52 211 STREET,211 STREET,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,ADDRESS,CAMBRIA HEIGHTS,211 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T22:46:18.000,13 QUEENS,QUEENS,1055324,195023,MOBILE,Unspecified,QUEENS,40.701684421927496,-73.74366818745862,"{'latitude': '40.701684421927496', 'longitude': '-73.74366818745862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936664,2023-09-27T21:30:00.000,2023-09-29T12:02:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10305,87 VERA STREET,VERA STREET,SEAVER AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-29T12:02:00.000,02 STATEN ISLAND,STATEN ISLAND,957068,152056,PHONE,Unspecified,STATEN ISLAND,40.58399301757655,-74.09786031560584,"{'latitude': '40.58399301757655', 'longitude': '-74.09786031560584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5035500038,,,,,,,
58938046,2023-09-27T21:29:55.000,2023-09-27T21:57:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11370,70-21 31 AVENUE,31 AVENUE,70 STREET,71 STREET,70 STREET,71 STREET,ADDRESS,EAST ELMHURST,31 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T21:57:46.000,03 QUEENS,QUEENS,1012807,215489,MOBILE,Unspecified,QUEENS,40.75809789480861,-73.89692069685016,"{'latitude': '40.75809789480861', 'longitude': '-73.89692069685016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4011190042,,,,,,,
58942017,2023-09-27T21:29:46.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10305,FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,FATHER CAPODANNO BOULEVARD,LINDA AVENUE,FATHER CAPODANNO BOULEVARD,LINDA AVENUE,INTERSECTION,,,In Progress,,2023-09-28T11:59:01.000,02 STATEN ISLAND,STATEN ISLAND,966708,155443,PHONE,Unspecified,STATEN ISLAND,40.59331397231498,-74.06316330925709,"{'latitude': '40.59331397231498', 'longitude': '-74.06316330925709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939037,2023-09-27T21:29:29.000,,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report - Passenger,,11369,LA GUARDIA AIRPORT,LA GUARDIA AIRPORT,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,UNRECOGNIZED,EAST ELMHURST,LA GUARDIA AIRPORT,In Progress,,2023-11-02T09:36:40.000,80 QUEENS,QUEENS,1018236,221443,ONLINE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,
58942440,2023-09-27T21:29:16.000,2023-09-27T22:14:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10030,2643 8 AVENUE,8 AVENUE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T22:14:42.000,10 MANHATTAN,MANHATTAN,999814,238148,ONLINE,Unspecified,MANHATTAN,40.820323170719924,-73.94376768702949,"{'latitude': '40.820323170719924', 'longitude': '-73.94376768702949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941597,2023-09-27T21:28:58.000,2023-09-28T05:50:58.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11427,218-34 SAWYER AVENUE,SAWYER AVENUE,218 STREET,SPRINGFIELD BOULEVARD,218 STREET,SPRINGFIELD BOULEVARD,ADDRESS,QUEENS VILLAGE,SAWYER AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T05:51:02.000,13 QUEENS,QUEENS,1054117,205385,PHONE,Unspecified,QUEENS,40.73013512560292,-73.7479137213221,"{'latitude': '40.73013512560292', 'longitude': '-73.7479137213221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939680,2023-09-27T21:28:56.000,2023-09-27T23:09:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1625 BATHGATE AVENUE,BATHGATE AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,BATHGATE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T23:09:58.000,03 BRONX,BRONX,1011711,245416,MOBILE,Unspecified,BRONX,40.84024276121237,-73.90075442423029,"{'latitude': '40.84024276121237', 'longitude': '-73.90075442423029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2029140001,,,,,,,
58945322,2023-09-27T21:28:49.000,2023-09-27T21:54:51.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11212,10 AMBOY STREET,AMBOY STREET,EAST NEW YORK AVENUE,PITKIN AVENUE,EAST NEW YORK AVENUE,PITKIN AVENUE,ADDRESS,BROOKLYN,AMBOY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T21:54:56.000,16 BROOKLYN,BROOKLYN,1007879,183491,PHONE,Unspecified,BROOKLYN,40.67028561802885,-73.9148210968993,"{'latitude': '40.67028561802885', 'longitude': '-73.9148210968993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
