unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58816283,2023-09-14T15:15:25.000,2023-09-14T16:12:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11694,168 BEACH  127 STREET,BEACH  127 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  127 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:12:57.000,14 QUEENS,,QUEENS,1027070,149105,MOBILE,Unspecified,QUEENS,40.575831371842675,-73.84585873123008,"{'latitude': '40.575831371842675', 'longitude': '-73.84585873123008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815667,2023-09-14T15:15:15.000,2023-09-22T12:17:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11428,219-46 90 AVENUE,90 AVENUE,SPRINGFIELD BOULEVARD,220 STREET,SPRINGFIELD BOULEVARD,220 STREET,ADDRESS,QUEENS VILLAGE,90 AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-22T12:17:58.000,13 QUEENS,4107190006,QUEENS,1055966,204229,UNKNOWN,Unspecified,QUEENS,40.7269474034163,-73.74125472520788,"{'latitude': '40.7269474034163', 'longitude': '-73.74125472520788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817140,2023-09-14T15:15:10.000,2023-10-21T11:21:42.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10469,2738 FENTON AVENUE,FENTON AVENUE,ALLERTON AVENUE,ARNOW AVENUE,ALLERTON AVENUE,ARNOW AVENUE,ADDRESS,BRONX,FENTON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T08:34:01.000,11 BRONX,2045330023,BRONX,1027306,254774,ONLINE,Unspecified,BRONX,40.865865382316414,-73.84433322598271,"{'latitude': '40.865865382316414', 'longitude': '-73.84433322598271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812952,2023-09-14T15:15:09.000,2023-09-14T17:00:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,137-38 LABURNUM AVENUE,LABURNUM AVENUE,COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,FLUSHING,LABURNUM AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T17:00:06.000,07 QUEENS,4051510017,QUEENS,1034319,211932,PHONE,Unspecified,QUEENS,40.74823920203889,-73.81929767377247,"{'latitude': '40.74823920203889', 'longitude': '-73.81929767377247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811787,2023-09-14T15:15:05.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11206,47 DEBEVOISE STREET,DEBEVOISE STREET,,,,,ADDRESS,BROOKLYN,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,01 BROOKLYN,3031200016,BROOKLYN,1000571,194949,UNKNOWN,Unspecified,BROOKLYN,40.70175168735867,-73.94113754568647,"{'latitude': '40.70175168735867', 'longitude': '-73.94113754568647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,2023-11-14T07:29:10.000,,,,,,
58811109,2023-09-14T15:15:00.000,2023-09-18T11:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Vehicle Signal,,11203,,,,,FOSTER AVENUE,KINGS HIGHWAY,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T11:40:00.000,17 BROOKLYN,,BROOKLYN,1004850,172459,UNKNOWN,Unspecified,BROOKLYN,40.640012768379485,-73.9257738676778,"{'latitude': '40.640012768379485', 'longitude': '-73.9257738676778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58810575,2023-09-14T15:14:48.000,2023-09-14T16:11:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11215,177 9 STREET,9 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,9 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T16:11:37.000,06 BROOKLYN,3010020038,BROOKLYN,986595,184003,ONLINE,Unspecified,BROOKLYN,40.67172216576643,-73.99154645567597,"{'latitude': '40.67172216576643', 'longitude': '-73.99154645567597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814723,2023-09-14T15:14:40.000,2023-09-29T12:43:59.000,DOT,Department of Transportation,Outdoor Dining,Street Zone Blocked,Street,10021,1402 2 AVENUE,2 AVENUE,EAST   72 STREET,EAST   73 STREET,EAST   72 STREET,EAST   73 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-09-29T12:44:06.000,08 MANHATTAN,1014477501,MANHATTAN,995903,219584,PHONE,Unspecified,MANHATTAN,40.76937605102227,-73.95793023406694,"{'latitude': '40.76937605102227', 'longitude': '-73.95793023406694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812390,2023-09-14T15:14:39.000,2023-09-14T20:33:43.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11423,98-15 197 STREET,197 STREET,CARPENTER AVENUE,DEAD END,CARPENTER AVENUE,DEAD END,ADDRESS,HOLLIS,197 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T20:33:50.000,12 QUEENS,4108290002,QUEENS,1049875,198573,ONLINE,Unspecified,QUEENS,40.71147038650057,-73.76328557122179,"{'latitude': '40.71147038650057', 'longitude': '-73.76328557122179', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814065,2023-09-14T15:14:09.000,2023-09-14T16:00:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11232,774 39 STREET,39 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,39 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:00:17.000,07 BROOKLYN,3009150032,BROOKLYN,984800,175249,ONLINE,Unspecified,BROOKLYN,40.64769465672096,-73.99801800639683,"{'latitude': '40.64769465672096', 'longitude': '-73.99801800639683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812711,2023-09-14T15:14:00.000,2023-09-19T10:49:00.000,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11215,157 11 STREET,11 STREET,2 AVE,3 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-19T10:49:00.000,06 BROOKLYN,3010140056,BROOKLYN,986289,183583,ONLINE,Unspecified,BROOKLYN,40.67056943555689,-73.99264968913981,"{'latitude': '40.67056943555689', 'longitude': '-73.99264968913981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58812728,2023-09-14T15:14:00.000,2023-09-15T09:49:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10029,52 EAST   97 STREET,EAST   97 STREET,MADISON AVE,PARK AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-15T09:49:00.000,11 MANHATTAN,1016020046,MANHATTAN,997194,226268,ONLINE,Unspecified,MANHATTAN,40.787720068344996,-73.95325657850694,"{'latitude': '40.787720068344996', 'longitude': '-73.95325657850694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58811643,2023-09-14T15:14:00.000,2023-09-14T18:15:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,261 HIMROD STREET,HIMROD STREET,KNICKERBOCKER AVE,IRVING AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-14T18:15:00.000,04 BROOKLYN,3032690038,BROOKLYN,1006673,194625,ONLINE,Unspecified,BROOKLYN,40.70084902523654,-73.91913148518553,"{'latitude': '40.70084902523654', 'longitude': '-73.91913148518553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813743,2023-09-14T15:13:49.000,2023-09-14T17:04:05.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10306,125 NEW DORP LANE,NEW DORP LANE,NEW DORP PLAZA,8 STREET,NEW DORP PLAZA,8 STREET,ADDRESS,STATEN ISLAND,NEW DORP LANE,Closed,N/A,2023-09-14T17:04:08.000,02 STATEN ISLAND,5036370043,STATEN ISLAND,951967,148388,PHONE,Unspecified,STATEN ISLAND,40.573907980280815,-74.11620733723657,"{'latitude': '40.573907980280815', 'longitude': '-74.11620733723657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817273,2023-09-14T15:13:40.000,2023-09-15T08:58:00.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,E-Cigarette Sales,Business,11220,664 54 STREET,54 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,54 STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-15T08:58:04.000,07 BROOKLYN,3008250034,BROOKLYN,981721,172708,PHONE,Unspecified,BROOKLYN,40.64071981487708,-74.00911261434864,"{'latitude': '40.64071981487708', 'longitude': '-74.00911261434864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817016,2023-09-14T15:13:34.000,2023-10-10T13:26:55.000,DOT,Department of Transportation,Outdoor Dining,Street Zone Blocked,Street,10003,9 EAST   18 STREET,EAST   18 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,EAST   18 STREET,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-10-10T13:27:01.000,05 MANHATTAN,1008470062,MANHATTAN,986702,208238,ONLINE,Unspecified,MANHATTAN,40.738241501919205,-73.9911519042531,"{'latitude': '40.738241501919205', 'longitude': '-73.9911519042531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817148,2023-09-14T15:13:00.000,2023-09-15T13:03:23.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,10456,898 EAGLE AVENUE,EAGLE AVENUE,EAST  161 STREET,EAST  163 STREET,EAST  161 STREET,EAST  163 STREET,ADDRESS,BRONX,EAGLE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T13:02:22.000,03 BRONX,2026270062,BRONX,1009644,238974,PHONE,Unspecified,BRONX,40.82256751659387,-73.9082490568041,"{'latitude': '40.82256751659387', 'longitude': '-73.9082490568041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818217,2023-09-14T15:13:00.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Park/Playground,10463,INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,INDEPENDENCE AVENUE,WEST  227 STREET,INDEPENDENCE AVENUE,WEST 227 STREET,INTERSECTION,BRONX,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-14T17:02:17.000,08 BRONX,,BRONX,1006943,260578,MOBILE,N/A,BRONX,40.88187140495995,-73.91793489363533,"{'latitude': '40.88187140495995', 'longitude': '-73.91793489363533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814153,2023-09-14T15:13:00.000,2023-09-16T07:20:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Dayburning,,10035,,,,,MADISON AVENUE,EAST 122 STREET,INTERSECTION,MANHATTAN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-16T07:20:00.000,11 MANHATTAN,,MANHATTAN,1000279,232139,UNKNOWN,Unspecified,MANHATTAN,40.80382931058758,-73.94210200463841,"{'latitude': '40.80382931058758', 'longitude': '-73.94210200463841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816954,2023-09-14T15:12:55.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817208,2023-09-14T15:12:53.000,2023-09-16T12:58:05.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Street,10312,365 KINGHORN STREET,KINGHORN STREET,ALLEN PLACE,DEAD END,ALLEN PLACE,DEAD END,ADDRESS,STATEN ISLAND,KINGHORN STREET,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-15T10:23:53.000,03 STATEN ISLAND,5064030018,STATEN ISLAND,937141,131790,PHONE,Unspecified,STATEN ISLAND,40.52828333599935,-74.1694599782899,"{'latitude': '40.52828333599935', 'longitude': '-74.1694599782899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814286,2023-09-14T15:12:28.000,2023-09-15T20:46:02.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11423,99-15 200 STREET,200 STREET,,,,,ADDRESS,HOLLIS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,12 QUEENS,4108470031,QUEENS,1050855,198520,PHONE,Unspecified,QUEENS,40.71131759154217,-73.75975117767413,"{'latitude': '40.71131759154217', 'longitude': '-73.75975117767413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816590,2023-09-14T15:12:28.000,2023-09-15T20:46:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11423,99-15 200 STREET,200 STREET,,,,,ADDRESS,HOLLIS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,12 QUEENS,4108470031,QUEENS,1050855,198520,PHONE,Unspecified,QUEENS,40.71131759154217,-73.75975117767413,"{'latitude': '40.71131759154217', 'longitude': '-73.75975117767413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810994,2023-09-14T15:12:25.000,2023-09-22T15:18:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10023,122 WEST   71 STREET,WEST   71 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,07 MANHATTAN,1011420141,MANHATTAN,989772,222378,ONLINE,Unspecified,MANHATTAN,40.77705080547685,-73.98006212862789,"{'latitude': '40.77705080547685', 'longitude': '-73.98006212862789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814793,2023-09-14T15:12:21.000,2023-09-15T15:09:10.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Car Wash,Business,11369,32-35 112 STREET,112 STREET,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ASTORIA BOULEVARD,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,112 STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) closed your NYC311 Service Request.   DCWP couldn't take action on your complaint because it didn't include important details, such as your contact information or the business's name or location.  If you would like to pursue this complaint, you can file a new NYC311 Service Request. Please provide more information about the complaint so DCWP can help you.",2023-09-15T15:09:15.000,03 QUEENS,4017060038,QUEENS,1023593,215739,PHONE,Unspecified,QUEENS,40.75874266377842,-73.85798616377414,"{'latitude': '40.75874266377842', 'longitude': '-73.85798616377414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
