unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,taxi_pick_up_location,bridge_highway_direction,taxi_company_borough,due_date
58908391,2023-09-23T19:37:07.000,2023-09-23T19:49:43.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,61-05 69 PLACE,69 PLACE,ELIOT AVENUE,61 ROAD,ELIOT AVENUE,61 ROAD,ADDRESS,MIDDLE VILLAGE,69 PLACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T19:49:49.000,05 QUEENS,4029250081,QUEENS,1014875,201606,MOBILE,Unspecified,QUEENS,40.7199856133731,-73.88951925796623,"{'latitude': '40.7199856133731', 'longitude': '-73.88951925796623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905992,2023-09-23T19:37:00.000,2023-10-07T17:57:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10040,900 WEST  190 STREET,WEST  190 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,12 MANHATTAN,1021790373,MANHATTAN,1002023,251562,PHONE,Unspecified,MANHATTAN,40.85713652443127,-73.93575108556061,"{'latitude': '40.85713652443127', 'longitude': '-73.93575108556061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908963,2023-09-23T19:37:00.000,2023-09-23T23:50:00.000,DOT,Department of Transportation,Street Light Condition,Fixture/Luminaire Damaged,,10024,302 WEST   86 STREET,WEST   86 STREET,RIVERSIDE DR,WEST END AVE,,,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T23:50:00.000,07 MANHATTAN,1012470037,MANHATTAN,990316,226721,UNKNOWN,Unspecified,MANHATTAN,40.78897082923102,-73.9780940272649,"{'latitude': '40.78897082923102', 'longitude': '-73.9780940272649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907413,2023-09-23T19:36:57.000,2023-09-23T19:54:27.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11233,320 KINGSBOROUGH    3 WALK,KINGSBOROUGH    3 WALK,PACIFIC STREET,BERGEN STREET,PACIFIC STREET,BERGEN STREET,ADDRESS,BROOKLYN,KINGSBOROUGH    3 WALK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T19:54:31.000,08 BROOKLYN,3013440001,BROOKLYN,1004842,185506,ONLINE,Unspecified,BROOKLYN,40.675823923542566,-73.9257628522692,"{'latitude': '40.675823923542566', 'longitude': '-73.9257628522692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907992,2023-09-23T19:36:55.000,2023-09-23T19:58:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,108 AVENUE D,AVENUE D,EAST    7 STREET,EAST    8 STREET,EAST    7 STREET,EAST    8 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T19:59:01.000,03 MANHATTAN,1003620001,MANHATTAN,990857,202865,ONLINE,Unspecified,MANHATTAN,40.7234918055945,-73.97616377204547,"{'latitude': '40.7234918055945', 'longitude': '-73.97616377204547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908912,2023-09-23T19:36:54.000,2023-09-23T19:41:40.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11421,91-44 98 STREET,98 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,98 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:41:44.000,09 QUEENS,4089940027,QUEENS,1027083,190811,ONLINE,Unspecified,QUEENS,40.690305242050755,-73.84554722131793,"{'latitude': '40.690305242050755', 'longitude': '-73.84554722131793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908926,2023-09-23T19:36:43.000,2023-10-11T00:00:00.000,DOB,Department of Buildings,Building/Use,No Certificate Of Occupancy/Illegal/Contrary To CO,,10304,388 VAN DUZER STREET,VAN DUZER STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-11T00:00:00.000,01 STATEN ISLAND,5005180004,STATEN ISLAND,962034,168316,UNKNOWN,Unspecified,STATEN ISLAND,40.62863721194139,-74.08003527764738,"{'latitude': '40.62863721194139', 'longitude': '-74.08003527764738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908567,2023-09-23T19:36:35.000,2023-09-23T20:19:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,82-13 58 AVENUE,58 AVENUE,82 STREET,83 STREET,82 STREET,83 STREET,ADDRESS,ELMHURST,58 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:19:10.000,05 QUEENS,4029090054,QUEENS,1017755,204702,ONLINE,Unspecified,QUEENS,40.72847293592495,-73.87911415809845,"{'latitude': '40.72847293592495', 'longitude': '-73.87911415809845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908876,2023-09-23T19:36:19.000,2023-09-23T20:23:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2724 UNIVERSITY AVENUE,UNIVERSITY AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T20:23:16.000,08 BRONX,2032480022,BRONX,1011885,256082,MOBILE,Unspecified,BRONX,40.86951718830944,-73.90008160965915,"{'latitude': '40.86951718830944', 'longitude': '-73.90008160965915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908220,2023-09-23T19:36:09.000,2023-09-25T09:35:29.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,Street,11208,396 CRESCENT STREET,CRESCENT STREET,MC KINLEY AVENUE,HILL STREET,MC KINLEY AVENUE,HILL STREET,ADDRESS,BROOKLYN,CRESCENT STREET,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-25T09:35:38.000,05 BROOKLYN,3041650034,BROOKLYN,1020045,186732,MOBILE,Unspecified,BROOKLYN,40.67914059373345,-73.87094738227607,"{'latitude': '40.67914059373345', 'longitude': '-73.87094738227607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906586,2023-09-23T19:36:00.000,2023-09-23T19:41:53.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:41:59.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906791,2023-09-23T19:35:43.000,2023-09-23T19:37:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:37:39.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909486,2023-09-23T19:35:15.000,2023-09-23T20:57:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,35-17 99 STREET,99 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,CORONA,99 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:57:15.000,03 QUEENS,4017400051,QUEENS,1020629,213757,PHONE,Unspecified,QUEENS,40.75331527716338,-73.8686958266513,"{'latitude': '40.75331527716338', 'longitude': '-73.8686958266513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905647,2023-09-23T19:35:06.000,2023-09-23T19:54:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11101,1-10 56 AVENUE,56 AVENUE,CENTER BOULEVARD,2 STREET,CENTER BOULEVARD,2 STREET,ADDRESS,LONG ISLAND CITY,56 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T19:54:35.000,02 QUEENS,4000067503,QUEENS,995054,208746,MOBILE,Unspecified,QUEENS,40.73962957664458,-73.96101271574332,"{'latitude': '40.73962957664458', 'longitude': '-73.96101271574332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907303,2023-09-23T19:34:58.000,2023-09-23T20:08:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11102,30-94 31 STREET,31 STREET,30 DRIVE,31 AVENUE,30 DRIVE,31 AVENUE,ADDRESS,ASTORIA,31 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T20:08:09.000,01 QUEENS,4005910016,QUEENS,1005500,217841,MOBILE,Unspecified,QUEENS,40.76457410939923,-73.923288582238,"{'latitude': '40.76457410939923', 'longitude': '-73.923288582238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909266,2023-09-23T19:34:50.000,2023-09-23T19:37:09.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:37:14.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907311,2023-09-23T19:34:48.000,2023-09-23T19:41:24.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11421,91-50 98 STREET,98 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,98 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:41:29.000,09 QUEENS,4089940032,QUEENS,1027094,190782,ONLINE,Unspecified,QUEENS,40.69022559061014,-73.84550774060538,"{'latitude': '40.69022559061014', 'longitude': '-73.84550774060538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909335,2023-09-23T19:34:34.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Report,Driver Report - Passenger,,10463,565 WEST  235 STREET,WEST  235 STREET,JOHNSON AVENUE,NETHERLAND AVENUE,JOHNSON AVENUE,NETHERLAND AVENUE,ADDRESS,BRONX,WEST  235 STREET,In Progress,,,08 BRONX,2057940484,BRONX,1009061,261986,PHONE,Unspecified,BRONX,40.88573022268605,-73.91027032132727,"{'latitude': '40.88573022268605', 'longitude': '-73.91027032132727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"565 WEST  235 STREET, BRONX, NY, 10463",,,
58907488,2023-09-23T19:34:04.000,2023-09-23T20:25:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,479 BERRIMAN STREET,BERRIMAN STREET,NEW LOTS AVENUE,HEGEMAN AVENUE,NEW LOTS AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,BERRIMAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T20:25:30.000,05 BROOKLYN,3044540053,BROOKLYN,1018266,182260,ONLINE,Unspecified,BROOKLYN,40.666872984661126,-73.87738381585285,"{'latitude': '40.666872984661126', 'longitude': '-73.87738381585285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909580,2023-09-23T19:33:34.000,2023-09-23T22:01:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,253 WILSON AVENUE,WILSON AVENUE,HIMROD STREET,HARMAN STREET,HIMROD STREET,HARMAN STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:01:52.000,04 BROOKLYN,3032770002,BROOKLYN,1006160,193594,ONLINE,Unspecified,BROOKLYN,40.69802045713417,-73.92098497188098,"{'latitude': '40.69802045713417', 'longitude': '-73.92098497188098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907923,2023-09-23T19:33:34.000,2023-09-23T20:19:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10472,1213 PUGSLEY AVENUE,PUGSLEY AVENUE,GLEASON AVENUE,ELLIS AVENUE,GLEASON AVENUE,ELLIS AVENUE,ADDRESS,BRONX,PUGSLEY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:19:55.000,09 BRONX,2037930039,BRONX,1023754,242232,MOBILE,Unspecified,BRONX,40.83145795182173,-73.85724917253154,"{'latitude': '40.83145795182173', 'longitude': '-73.85724917253154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906825,2023-09-23T19:33:16.000,2023-09-24T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11368,97-37 42 AVENUE,42 AVENUE,,,,,ADDRESS,CORONA,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-09-24T00:00:00.000,04 QUEENS,4016140026,QUEENS,1021240,211402,UNKNOWN,Unspecified,QUEENS,40.7468488690486,-73.86650347722944,"{'latitude': '40.7468488690486', 'longitude': '-73.86650347722944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908809,2023-09-23T19:32:53.000,2023-09-25T12:32:37.000,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,10469,2575 LACONIA AVENUE,LACONIA AVENUE,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,LACONIA AVENUE,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-25T12:32:42.000,11 BRONX,2044520053,BRONX,1024125,254090,ONLINE,Unspecified,BRONX,40.86400295444928,-73.85583801764437,"{'latitude': '40.86400295444928', 'longitude': '-73.85583801764437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909290,2023-09-23T19:32:49.000,2023-09-26T10:47:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11421,90-10 85 ROAD,85 ROAD,90 STREET,91 STREET,90 STREET,91 STREET,ADDRESS,WOODHAVEN,85 ROAD,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T10:47:19.000,09 QUEENS,4088730001,QUEENS,1024409,192824,ONLINE,Unspecified,QUEENS,40.695842991172555,-73.85517745797755,"{'latitude': '40.695842991172555', 'longitude': '-73.85517745797755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908916,2023-09-23T19:32:41.000,2023-09-23T21:00:53.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11105,28-02 21 AVENUE,21 AVENUE,28 STREET,29 STREET,28 STREET,29 STREET,ADDRESS,ASTORIA,21 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T21:00:56.000,01 QUEENS,4008470030,QUEENS,1009164,223124,MOBILE,Unspecified,QUEENS,40.77906499103847,-73.91004215215573,"{'latitude': '40.77906499103847', 'longitude': '-73.91004215215573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908271,2023-09-23T19:32:36.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:24.000,03 BRONX,2029830030,BRONX,1015446,244002,ONLINE,Unspecified,BRONX,40.83634934042209,-73.88726251817741,"{'latitude': '40.83634934042209', 'longitude': '-73.88726251817741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
