unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction
58848440,2023-09-18T09:52:43.000,2023-11-12T09:15:19.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,10040,20 SHERMAN AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-12T00:00:00.000,12 MANHATTAN,1021750100,MANHATTAN,1004033,253579,PHONE,Unspecified,MANHATTAN,40.86266830600508,-73.92847903972765,"{'latitude': '40.86266830600508', 'longitude': '-73.92847903972765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58853598,2023-09-18T09:52:37.000,2023-09-18T11:06:37.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11234,1948 EAST   35 STREET,EAST   35 STREET,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T11:06:43.000,18 BROOKLYN,3085010069,BROOKLYN,1002849,161556,ONLINE,Unspecified,BROOKLYN,40.61009075588757,-73.93301393059512,"{'latitude': '40.61009075588757', 'longitude': '-73.93301393059512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FILLMORE AVENUE,AVENUE S,EAST   35 STREET,,,,,
58849644,2023-09-18T09:52:37.000,2023-09-28T11:24:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10035,453 EAST  117 STREET,EAST  117 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,11 MANHATTAN,1017110121,MANHATTAN,1002598,229359,PHONE,Unspecified,MANHATTAN,40.79619446055223,-73.93373319556389,"{'latitude': '40.79619446055223', 'longitude': '-73.93373319556389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58852140,2023-09-18T09:52:25.000,2023-10-08T15:48:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58850915,2023-09-18T09:52:25.000,2023-10-08T15:48:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,10 MANHATTAN,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,40.80020553118457,-73.9524893160472,"{'latitude': '40.80020553118457', 'longitude': '-73.9524893160472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,
58855119,2023-09-18T09:52:18.000,2023-09-26T11:02:08.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11432,178-02 JAMAICA AVENUE,JAMAICA AVENUE,178 STREET,178 PLACE,ADDRESS,JAMAICA,,Closed,The Department of Sanitation cleaned the location.,2023-09-23T11:11:49.000,12 QUEENS,4103170008,QUEENS,1044360,197276,PHONE,Unspecified,QUEENS,40.70794962688768,-73.7831900952822,"{'latitude': '40.70794962688768', 'longitude': '-73.7831900952822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,178 STREET,178 PLACE,JAMAICA AVENUE,,,,,
58845688,2023-09-18T09:52:09.000,2023-09-18T10:10:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T10:10:11.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FLETCHER STREET,JOHN STREET,WATER STREET,,,,,
58847558,2023-09-18T09:51:56.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,,,ADDRESS,,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-21T07:54:34.000,Unspecified MANHATTAN,,MANHATTAN,993004,230538,MOBILE,Unspecified,MANHATTAN,40.79944520705474,-73.96838195488034,"{'latitude': '40.79944520705474', 'longitude': '-73.96838195488034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,1,Stairway,,,
58851822,2023-09-18T09:51:52.000,2023-09-18T12:01:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10454,422 EAST  141 STREET,EAST  141 STREET,WILLIS AVENUE,BROOK AVENUE,ADDRESS,BRONX,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T12:01:33.000,01 BRONX,2022850112,BRONX,1006275,234603,MOBILE,Unspecified,BRONX,40.81057939509332,-73.92043591236033,"{'latitude': '40.81057939509332', 'longitude': '-73.92043591236033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WILLIS AVENUE,BROOK AVENUE,EAST  141 STREET,,,,,
58855170,2023-09-18T09:51:49.000,2023-09-18T09:55:45.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,11429,102-31 216 STREET,216 STREET,102 AVENUE,104 AVENUE,ADDRESS,QUEENS VILLAGE,,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-18T09:55:45.000,13 QUEENS,4110920006,QUEENS,1055596,199230,ONLINE,Unspecified,QUEENS,40.71322940403276,-73.74264263512332,"{'latitude': '40.71322940403276', 'longitude': '-73.74264263512332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,102 AVENUE,104 AVENUE,216 STREET,,,,,
58850550,2023-09-18T09:51:35.000,2023-09-18T10:19:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,10002,208 EAST BROADWAY,EAST BROADWAY,JEFFERSON STREET,CLINTON STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T10:19:20.000,03 MANHATTAN,1003110013,MANHATTAN,987624,199503,ONLINE,Unspecified,MANHATTAN,40.71426574802922,-73.9878292265351,"{'latitude': '40.71426574802922', 'longitude': '-73.9878292265351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,JEFFERSON STREET,CLINTON STREET,EAST BROADWAY,,,,,
58846106,2023-09-18T09:51:22.000,2023-09-20T07:46:22.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,10312,31 KINGHORN STREET,KINGHORN STREET,HALES AVENUE,WOODS OF ARDEN ROAD,ADDRESS,STATEN ISLAND,,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-20T07:46:26.000,03 STATEN ISLAND,5053730050,STATEN ISLAND,939890,133485,ONLINE,Unspecified,STATEN ISLAND,40.53294995917499,-74.15958243596434,"{'latitude': '40.53294995917499', 'longitude': '-74.15958243596434', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HALES AVENUE,WOODS OF ARDEN ROAD,KINGHORN STREET,,,,,
58851757,2023-09-18T09:51:18.000,2023-09-18T10:06:05.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,10453,1882 WALTON AVENUE,WALTON AVENUE,MOUNT HOPE PLACE,EAST  177 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T10:06:16.000,05 BRONX,2028270032,BRONX,1009321,248700,PHONE,Unspecified,BRONX,40.84926348164581,-73.90937973207286,"{'latitude': '40.84926348164581', 'longitude': '-73.90937973207286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,MOUNT HOPE PLACE,EAST  177 STREET,WALTON AVENUE,,,,,
58854894,2023-09-18T09:51:18.000,2023-09-18T09:51:18.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,11102,26-80 30 STREET,30 STREET,ASTORIA BOULEVARD,NEWTOWN AVENUE,ADDRESS,ASTORIA,,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-18T09:51:18.000,01 QUEENS,4005970001,QUEENS,1006559,219791,MOBILE,Unspecified,QUEENS,40.769923742732026,-73.91945917593584,"{'latitude': '40.769923742732026', 'longitude': '-73.91945917593584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Construction Site,ASTORIA BOULEVARD,NEWTOWN AVENUE,30 STREET,,,,,
58846182,2023-09-18T09:51:12.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,10039,319 WEST  145 STREET,WEST  145 STREET,BRADHURST AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,,In Progress,,,10 MANHATTAN,1020520001,MANHATTAN,1000010,239242,MOBILE,Jackie Robinson Park,MANHATTAN,40.82332554323123,-73.94305697510212,"{'latitude': '40.82332554323123', 'longitude': '-73.94305697510212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,BRADHURST AVENUE,EDGECOMBE AVENUE,WEST  145 STREET,,,,,
58846695,2023-09-18T09:51:12.000,2023-09-18T13:40:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11222,284 KINGSLAND AVENUE,KINGSLAND AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T13:40:15.000,01 BROOKLYN,3026580048,BROOKLYN,1000385,203989,ONLINE,Unspecified,BROOKLYN,40.72656466457492,-73.94178669658464,"{'latitude': '40.72656466457492', 'longitude': '-73.94178669658464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NASSAU AVENUE,NORMAN AVENUE,KINGSLAND AVENUE,,,,,
58851440,2023-09-18T09:51:06.000,2023-09-28T16:42:34.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,10451,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,,Closed,The Department of Sanitation cleaned the location.,2023-09-19T11:45:12.000,04 BRONX,2024830015,BRONX,1004754,240171,ONLINE,Unspecified,BRONX,40.825865645198235,-73.92591342579004,"{'latitude': '40.825865645198235', 'longitude': '-73.92591342579004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,EAST  157 STREET,EAST  158 STREET,GERARD AVENUE,,,,,
58846692,2023-09-18T09:50:59.000,2023-09-18T16:17:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11385,65-20 68 AVENUE,68 AVENUE,65 STREET,65 PLACE,ADDRESS,RIDGEWOOD,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T16:17:16.000,05 QUEENS,4036340033,QUEENS,1014072,196595,MOBILE,Unspecified,QUEENS,40.706234366570435,-73.8924383025564,"{'latitude': '40.706234366570435', 'longitude': '-73.8924383025564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,65 STREET,65 PLACE,68 AVENUE,,,,,
58849980,2023-09-18T09:50:55.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,11222,208 FRANKLIN STREET,FRANKLIN STREET,INDIA STREET,HURON STREET,ADDRESS,BROOKLYN,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:22.000,01 BROOKLYN,3025320008,BROOKLYN,995882,206190,ONLINE,Unspecified,BROOKLYN,40.73261293835902,-73.95802921701932,"{'latitude': '40.73261293835902', 'longitude': '-73.95802921701932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Restaurant/Bar/Deli/Bakery,INDIA STREET,HURON STREET,FRANKLIN STREET,,,,,
58846378,2023-09-18T09:50:37.000,2023-09-20T11:34:05.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,11217,230 ASHLAND PLACE,ASHLAND PLACE,DEKALB AVENUE,FULTON STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T12:29:46.000,02 BROOKLYN,3020957502,BROOKLYN,990230,190089,ONLINE,Unspecified,BROOKLYN,40.68842514566039,-73.97843716049282,"{'latitude': '40.68842514566039', 'longitude': '-73.97843716049282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,DEKALB AVENUE,FULTON STREET,ASHLAND PLACE,,,,,
58848502,2023-09-18T09:50:31.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10024,255 WEST   88 STREET,WEST   88 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-02T00:00:00.000,07 MANHATTAN,1012360010,MANHATTAN,990857,227050,UNKNOWN,Unspecified,MANHATTAN,40.789873457966145,-73.976140005872,"{'latitude': '40.789873457966145', 'longitude': '-73.976140005872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58851430,2023-09-18T09:50:21.000,2023-09-22T09:41:00.000,DSNY,Department of Sanitation,Missed Collection,Compost,11201,134 REMSEN STREET,REMSEN STREET,HENRY STREET,CLINTON STREET,ADDRESS,BROOKLYN,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T12:34:11.000,02 BROOKLYN,3002540078,BROOKLYN,986067,192042,ONLINE,Unspecified,BROOKLYN,40.69378751401769,-73.99344768727147,"{'latitude': '40.69378751401769', 'longitude': '-73.99344768727147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HENRY STREET,CLINTON STREET,REMSEN STREET,,,,,
58846402,2023-09-18T09:50:10.000,2023-09-29T02:55:05.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,10457,722 EAST  182 STREET,EAST  182 STREET,CROTONA AVENUE,CLINTON AVENUE,ADDRESS,BRONX,,Closed,The Department of Sanitation cleaned the location.,2023-09-18T12:30:41.000,06 BRONX,2030980127,BRONX,1015777,248998,PHONE,Unspecified,BRONX,40.85006071126619,-73.88604284928353,"{'latitude': '40.85006071126619', 'longitude': '-73.88604284928353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,CROTONA AVENUE,CLINTON AVENUE,EAST  182 STREET,,,,,
58851108,2023-09-18T09:50:06.000,2023-11-08T14:46:16.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11419,97-12 127 STREET,127 STREET,97 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-11-08T14:46:20.000,09 QUEENS,4094690011,QUEENS,1034255,191780,ONLINE,Unspecified,QUEENS,40.692927302183826,-73.81967836989595,"{'latitude': '40.692927302183826', 'longitude': '-73.81967836989595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,97 AVENUE,101 AVENUE,127 STREET,,,,,
58851574,2023-09-18T09:50:00.000,2023-09-22T05:26:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),10031,676 RIVERSIDE DRIVE,RIVERSIDE DRIVE,W 144 ST,W 145 ST,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-22T05:26:00.000,09 MANHATTAN,1020910048,MANHATTAN,997474,240504,ONLINE,Unspecified,MANHATTAN,40.82679353474,-73.95221739898315,"{'latitude': '40.82679353474', 'longitude': '-73.95221739898315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58850038,2023-09-18T09:49:50.000,2023-09-19T08:48:15.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,11432,159-40 HIGHLAND AVENUE,HIGHLAND AVENUE,PARSONS BOULEVARD,162 STREET,ADDRESS,JAMAICA,,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-19T08:48:20.000,08 QUEENS,4097690016,QUEENS,1039001,197439,ONLINE,Unspecified,QUEENS,40.70843180566181,-73.80251800209307,"{'latitude': '40.70843180566181', 'longitude': '-73.80251800209307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,PARSONS BOULEVARD,162 STREET,HIGHLAND AVENUE,,,,,
