unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date
58898241,2023-09-22T10:51:46.000,2023-11-09T10:15:58.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10312,219 BEACH ROAD,BEACH ROAD,KING STREET,HILLCREST STREET,KING STREET,HILLCREST STREET,ADDRESS,STATEN ISLAND,BEACH ROAD,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-11-09T10:16:04.000,03 STATEN ISLAND,5052840063,STATEN ISLAND,941406,135676,UNKNOWN,Unspecified,STATEN ISLAND,40.538971286011105,-74.15414259818668,"{'latitude': '40.538971286011105', 'longitude': '-74.15414259818668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894575,2023-09-22T10:51:38.000,2023-09-22T11:06:57.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10065,1300 YORK AVENUE,YORK AVENUE,EAST   69 STREET,EAST   70 STREET,EAST   69 STREET,EAST   70 STREET,ADDRESS,NEW YORK,YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:07:03.000,08 MANHATTAN,1014800001,MANHATTAN,996694,217993,ONLINE,Unspecified,MANHATTAN,40.7650080909228,-73.95507750481681,"{'latitude': '40.7650080909228', 'longitude': '-73.95507750481681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58891953,2023-09-22T10:51:38.000,2023-09-22T11:32:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10021,11 EAST   71 STREET,EAST   71 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   71 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:32:55.000,08 MANHATTAN,1013860012,MANHATTAN,993440,220351,ONLINE,Unspecified,MANHATTAN,40.77148416964326,-73.96682112915087,"{'latitude': '40.77148416964326', 'longitude': '-73.96682112915087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893409,2023-09-22T10:51:24.000,2023-09-22T13:04:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,90-31 180 STREET,180 STREET,90 AVENUE,JAMAICA AVENUE,90 AVENUE,JAMAICA AVENUE,ADDRESS,JAMAICA,180 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:04:37.000,12 QUEENS,4098970034,QUEENS,1044882,198057,PHONE,Unspecified,QUEENS,40.710089718600955,-73.78130027569468,"{'latitude': '40.710089718600955', 'longitude': '-73.78130027569468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58899912,2023-09-22T10:51:08.000,2023-09-27T13:18:06.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Sidewalk,11436,115-33 147 STREET,147 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-27T13:18:11.000,12 QUEENS,4119920101,QUEENS,1041111,188124,ONLINE,Unspecified,QUEENS,40.6828510553254,-73.79498608066292,"{'latitude': '40.6828510553254', 'longitude': '-73.79498608066292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895783,2023-09-22T10:51:05.000,2023-09-22T12:01:38.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10468,50 WEST KINGSBRIDGE ROAD,WEST KINGSBRIDGE ROAD,GRAND AVENUE,AQUEDUCT AVENUE WEST,GRAND AVENUE,AQUEDUCT AVENUE WEST,ADDRESS,BRONX,WEST KINGSBRIDGE ROAD,Closed,N/A,2023-09-22T12:01:41.000,07 BRONX,2032150034,BRONX,1012032,255495,ONLINE,Unspecified,BRONX,40.8679055919305,-73.89955254382225,"{'latitude': '40.8679055919305', 'longitude': '-73.89955254382225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900428,2023-09-22T10:51:03.000,2023-09-22T10:59:53.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10019,650 5 AVENUE,5 AVENUE,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T10:59:58.000,05 MANHATTAN,1012670041,MANHATTAN,990748,216089,MOBILE,Unspecified,MANHATTAN,40.7597884708963,-73.9765442390358,"{'latitude': '40.7597884708963', 'longitude': '-73.9765442390358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894235,2023-09-22T10:51:00.000,2023-09-25T11:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10307,80 HOPPING AVENUE,HOPPING AVENUE,PATTEN STREET,AMBOY ROAD,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-25T11:12:00.000,03 STATEN ISLAND,5080330039,STATEN ISLAND,913903,124764,PHONE,Unspecified,STATEN ISLAND,40.50884450986339,-74.25297807908105,"{'latitude': '40.50884450986339', 'longitude': '-74.25297807908105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894461,2023-09-22T10:50:58.000,2023-09-27T13:34:22.000,DSNY,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,11226,CHURCH AVENUE,CHURCH AVENUE,CHURCH AVENUE,FLATBUSH AVENUE,CHURCH AVENUE,FLATBUSH AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T04:29:29.000,14 BROOKLYN,,BROOKLYN,995708,176233,ONLINE,Unspecified,BROOKLYN,40.65038812799781,-73.95870799934544,"{'latitude': '40.65038812799781', 'longitude': '-73.95870799934544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896817,2023-09-22T10:50:48.000,2023-09-22T10:50:48.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Puddle in Ground,1-2 Family Dwelling,10002,170 ELDRIDGE STREET,ELDRIDGE STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,ELDRIDGE STREET,Closed,An inspection of the property was conducted and no violations were found.,2023-09-22T10:50:48.000,03 MANHATTAN,1004150009,MANHATTAN,986765,201651,PHONE,Unspecified,MANHATTAN,40.72016177866853,-73.99092702930629,"{'latitude': '40.72016177866853', 'longitude': '-73.99092702930629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900427,2023-09-22T10:50:44.000,2023-09-22T11:02:28.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,11101,5-60 49 AVENUE,49 AVENUE,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,49 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T11:02:33.000,02 QUEENS,4000320048,QUEENS,996488,210263,MOBILE,Unspecified,QUEENS,40.74379149519594,-73.9558352281666,"{'latitude': '40.74379149519594', 'longitude': '-73.9558352281666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896686,2023-09-22T10:50:44.000,2023-09-22T10:53:35.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T10:53:38.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897022,2023-09-22T10:50:34.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-30T10:09:36.000,Unspecified MANHATTAN,,MANHATTAN,989282,219179,MOBILE,Unspecified,MANHATTAN,40.76827067961439,-73.98183373020223,"{'latitude': '40.76827067961439', 'longitude': '-73.98183373020223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C,,Platform,,A B C D Uptown & The Bronx,
58898586,2023-09-22T10:50:30.000,2023-09-26T13:30:18.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Left in Front of Other Residence,Street,11201,136 LAWRENCE STREET,LAWRENCE STREET,WILLOUGHBY STREET,FULTON STREET,WILLOUGHBY STREET,FULTON STREET,ADDRESS,BROOKLYN,LAWRENCE STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T12:18:57.000,02 BROOKLYN,3001510029,BROOKLYN,988051,191390,ONLINE,Unspecified,BROOKLYN,40.69199729505396,-73.98629352115535,"{'latitude': '40.69199729505396', 'longitude': '-73.98629352115535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58898430,2023-09-22T10:50:25.000,2023-09-27T13:30:12.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11220,6806 THIRD AVENUE,THIRD AVENUE,68 STREET,BAY RIDGE AVENUE,68 STREET,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-26T06:25:23.000,10 BROOKLYN,3058620045,BROOKLYN,977089,171120,MOBILE,Unspecified,BROOKLYN,40.63635856045529,-74.02580117335431,"{'latitude': '40.63635856045529', 'longitude': '-74.02580117335431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894310,2023-09-22T10:50:24.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10011,63 WEST EIGHTH STREET,WEST EIGHTH STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    8 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-22T11:26:38.000,02 MANHATTAN,1005720001,MANHATTAN,984606,206425,MOBILE,Unspecified,MANHATTAN,40.733265597096,-73.9987154621288,"{'latitude': '40.733265597096', 'longitude': '-73.9987154621288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58902090,2023-09-22T10:50:12.000,2023-09-22T14:20:26.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11201,141 LIVINGSTON STREET,LIVINGSTON STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,BROOKLYN,LIVINGSTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T14:20:23.000,02 BROOKLYN,3001540028,BROOKLYN,987482,190898,PHONE,Unspecified,BROOKLYN,40.69064709462656,-73.98834558207787,"{'latitude': '40.69064709462656', 'longitude': '-73.98834558207787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58894676,2023-09-22T10:50:10.000,2023-09-22T11:55:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,29 NORMAN AVENUE,NORMAN AVENUE,BANKER STREET,DOBBIN STREET,BANKER STREET,DOBBIN STREET,ADDRESS,BROOKLYN,NORMAN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T11:55:24.000,01 BROOKLYN,3026160031,BROOKLYN,996851,203244,ONLINE,Unspecified,BROOKLYN,40.72452556107464,-73.9545383718217,"{'latitude': '40.72452556107464', 'longitude': '-73.9545383718217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58896231,2023-09-22T10:50:08.000,2023-09-22T11:38:08.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,11366,75-20 162 STREET,162 STREET,75 AVENUE,75 ROAD,75 AVENUE,75 ROAD,ADDRESS,FRESH MEADOWS,162 STREET,Closed,"NYC Parks couldnât respond to your complaint because they didn't have enough information about the condition or location.  If the problem still exists and you would like to pursue this complaint, please submit a new Service Request with a more detailed description of the condition and/or location.",2023-09-22T11:38:11.000,08 QUEENS,4068340001,QUEENS,1037791,203987,MOBILE,Playground Seventy Five,QUEENS,40.72641185540784,-73.8068302678653,"{'latitude': '40.72641185540784', 'longitude': '-73.8068302678653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58900738,2023-09-22T10:50:04.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11222,110 GREEN STREET,GREEN STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-22T00:00:00.000,01 BROOKLYN,3025220016,BROOKLYN,996150,206521,PHONE,Unspecified,BROOKLYN,40.73352109539151,-73.95706162951997,"{'latitude': '40.73352109539151', 'longitude': '-73.95706162951997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897424,2023-09-22T10:50:02.000,2023-09-22T13:33:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,511 EUCLID AVENUE,EUCLID AVENUE,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,EUCLID AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T13:33:29.000,05 BROOKLYN,3042330009,BROOKLYN,1019833,185104,MOBILE,Unspecified,BROOKLYN,40.67467296080036,-73.8717203055352,"{'latitude': '40.67467296080036', 'longitude': '-73.8717203055352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897294,2023-09-22T10:50:00.000,2023-09-22T20:15:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10314,38 NILES PLACE,NILES PLACE,SOREN ST,WASHINGTON AVE,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-22T20:15:00.000,02 STATEN ISLAND,5019850172,STATEN ISLAND,946806,157771,PHONE,Unspecified,STATEN ISLAND,40.59964212122131,-74.1348370674189,"{'latitude': '40.59964212122131', 'longitude': '-74.1348370674189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893382,2023-09-22T10:49:54.000,2023-09-22T10:49:54.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10024,147 WEST   83 STREET,WEST   83 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,07 MANHATTAN,1012140014,MANHATTAN,991187,225317,UNKNOWN,Unspecified,MANHATTAN,40.78511658416388,-73.97495005989389,"{'latitude': '40.78511658416388', 'longitude': '-73.97495005989389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58896094,2023-09-22T10:49:53.000,2023-10-20T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11414,159-21 CROSS BAY BOULEVARD,CROSS BAY BOULEVARD,,,,,ADDRESS,HOWARD BEACH,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-20T00:00:00.000,10 QUEENS,4141730092,QUEENS,1028716,179294,UNKNOWN,Unspecified,QUEENS,40.65868566750346,-73.83973473236014,"{'latitude': '40.65868566750346', 'longitude': '-73.83973473236014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58893941,2023-09-22T10:49:45.000,2023-11-18T10:22:04.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10458,2641 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-18T00:00:00.000,07 BRONX,2032870109,BRONX,1014427,254269,PHONE,Unspecified,BRONX,40.86453273413781,-73.89089880979414,"{'latitude': '40.86453273413781', 'longitude': '-73.89089880979414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58897888,2023-09-22T10:49:45.000,2023-11-13T20:00:12.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10458,2641 MARION AVENUE,MARION AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-13T00:00:00.000,07 BRONX,2032870109,BRONX,1014427,254269,PHONE,Unspecified,BRONX,40.86453273413781,-73.89089880979414,"{'latitude': '40.86453273413781', 'longitude': '-73.89089880979414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58895945,2023-09-22T10:49:41.000,2023-09-22T13:59:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11435,145-05 97 AVENUE,97 AVENUE,WALTHAM STREET,SUTPHIN BOULEVARD,WALTHAM STREET,SUTPHIN BOULEVARD,ADDRESS,JAMAICA,97 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:59:21.000,12 QUEENS,4100260029,QUEENS,1037916,193270,PHONE,Unspecified,QUEENS,40.69699555411478,-73.80646471074978,"{'latitude': '40.69699555411478', 'longitude': '-73.80646471074978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58892474,2023-09-22T10:49:41.000,2023-10-04T21:48:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11217,333 SCHERMERHORN STREET,SCHERMERHORN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,02 BROOKLYN,3001670013,BROOKLYN,989452,189622,ONLINE,Unspecified,BROOKLYN,40.687143829296204,-73.9812428536092,"{'latitude': '40.687143829296204', 'longitude': '-73.9812428536092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
