unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58951120,2023-09-28T10:36:54.000,2023-09-28T14:32:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,708 SNEDIKER AVENUE,SNEDIKER AVENUE,LINDEN BOULEVARD,DE WITT AVENUE,LINDEN BOULEVARD,DE WITT AVENUE,ADDRESS,BROOKLYN,SNEDIKER AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T14:32:24.000,05 BROOKLYN,BROOKLYN,1012583,178719,MOBILE,Unspecified,BROOKLYN,40.657173739016436,-73.89788396952358,"{'latitude': '40.657173739016436', 'longitude': '-73.89788396952358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3038730033,,,,,,,,,
58952017,2023-09-28T10:36:46.000,2023-09-28T12:08:05.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11368,37-55 104 STREET,104 STREET,37 DRIVE,38 AVENUE,37 DRIVE,38 AVENUE,ADDRESS,CORONA,104 STREET,Closed,N/A,2023-09-28T12:08:10.000,03 QUEENS,QUEENS,1022256,213308,ONLINE,Unspecified,QUEENS,40.752076043879285,-73.86282597794508,"{'latitude': '40.752076043879285', 'longitude': '-73.86282597794508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4017740076,,,,,,,,,
58949205,2023-09-28T10:36:45.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Temperature,Other (Explain Below),10475,2417 HOLLERS AVENUE,HOLLERS AVENUE,PINKNEY AVENUE,HUTCHINSON AVENUE,PINKNEY AVENUE,HUTCHINSON AVENUE,ADDRESS,BRONX,HOLLERS AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-29T10:04:48.000,12 BRONX,BRONX,1033244,262078,PHONE,Unspecified,BRONX,40.88588160803876,-73.82281132897161,"{'latitude': '40.88588160803876', 'longitude': '-73.82281132897161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2052870001,,,,,,,,,
58947956,2023-09-28T10:36:43.000,2023-09-29T10:53:05.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10460,893 CROTONA PARK NORTH,CROTONA PARK NORTH,BEND,EAST  175 STREET,BEND,EAST  175 STREET,ADDRESS,BRONX,CROTONA PARK NORTH,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-29T10:41:55.000,06 BRONX,BRONX,1015124,245155,ONLINE,Unspecified,BRONX,40.83951511985586,-73.88842086721222,"{'latitude': '40.83951511985586', 'longitude': '-73.88842086721222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951393,2023-09-28T10:36:31.000,2023-11-20T13:05:18.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,250 EAST  176 STREET,EAST  176 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-11-20T00:00:00.000,05 BRONX,BRONX,1010551,248029,PHONE,Unspecified,BRONX,40.84741820756596,-73.90493647671298,"{'latitude': '40.84741820756596', 'longitude': '-73.90493647671298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028000068,,,,,,,,,
58952707,2023-09-28T10:36:31.000,2023-11-20T13:05:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,250 EAST  176 STREET,EAST  176 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-20T00:00:00.000,05 BRONX,BRONX,1010551,248029,PHONE,Unspecified,BRONX,40.84741820756596,-73.90493647671298,"{'latitude': '40.84741820756596', 'longitude': '-73.90493647671298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028000068,,,,,,,,,
58949318,2023-09-28T10:36:25.000,2023-09-28T12:50:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11222,177 HURON STREET,HURON STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,HURON STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:50:56.000,01 BROOKLYN,BROOKLYN,997013,206373,MOBILE,Unspecified,BROOKLYN,40.73311366863439,-73.95394797689718,"{'latitude': '40.73311366863439', 'longitude': '-73.95394797689718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3025230057,,,,,,,,,
58949863,2023-09-28T10:36:24.000,2023-09-28T12:24:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,1334 EAST   19 STREET,EAST   19 STREET,BAY AVENUE,AVENUE N,BAY AVENUE,AVENUE N,ADDRESS,BROOKLYN,EAST   19 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T12:24:06.000,14 BROOKLYN,BROOKLYN,996440,164281,MOBILE,Unspecified,BROOKLYN,40.61758145192226,-73.95609162997623,"{'latitude': '40.61758145192226', 'longitude': '-73.95609162997623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067470021,,,,,,,,,
58946361,2023-09-28T10:36:13.000,2023-09-28T10:59:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,799 FLATBUSH AVENUE,FLATBUSH AVENUE,LENOX ROAD,CATON AVENUE,LENOX ROAD,CATON AVENUE,ADDRESS,BROOKLYN,FLATBUSH AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T11:00:01.000,14 BROOKLYN,BROOKLYN,995523,177263,MOBILE,Unspecified,BROOKLYN,40.65321549092565,-73.9593729752163,"{'latitude': '40.65321549092565', 'longitude': '-73.9593729752163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947449,2023-09-28T10:36:12.000,2023-09-28T11:38:35.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11217,285 SCHERMERHORN STREET,SCHERMERHORN STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-28T11:38:39.000,02 BROOKLYN,BROOKLYN,988993,189846,ONLINE,Unspecified,BROOKLYN,40.687758915786425,-73.98289773820245,"{'latitude': '40.687758915786425', 'longitude': '-73.98289773820245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952185,2023-09-28T10:36:12.000,2023-09-28T12:00:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,3910 FT HAMILTON PARKWAY,FT HAMILTON PARKWAY,39 STREET,40 STREET,39 STREET,40 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T12:00:24.000,12 BROOKLYN,BROOKLYN,986841,173563,MOBILE,Unspecified,BROOKLYN,40.643066588445734,-73.99066365591582,"{'latitude': '40.643066588445734', 'longitude': '-73.99066365591582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3055840038,,,,,,,,,
58949153,2023-09-28T10:36:02.000,2023-09-28T10:45:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11354,40-18 MAIN STREET,MAIN STREET,ROOSEVELT AVENUE,40 ROAD,ROOSEVELT AVENUE,40 ROAD,ADDRESS,FLUSHING,MAIN STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T10:45:42.000,07 QUEENS,QUEENS,1031364,215893,ONLINE,Unspecified,QUEENS,40.759127359015885,-73.82993468227683,"{'latitude': '40.759127359015885', 'longitude': '-73.82993468227683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4050360041,,,,,,,,,
58949915,2023-09-28T10:36:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10462,22 METROPOLITAN OVAL,METROPOLITAN OVAL,HAWTHORNE DR,UNNAMED ST,METROPOLITAN OVAL,UNIONPORT ROAD,INTERSECTION,BRONX,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-05T13:11:00.000,09 BRONX,BRONX,1022828,244861,UNKNOWN,Unspecified,BRONX,40.838677881634325,-73.86058022068111,"{'latitude': '40.838677881634325', 'longitude': '-73.86058022068111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2039437501,,,,,,,,,
58946235,2023-09-28T10:36:00.000,2023-09-28T12:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10312,,,,,RICHMOND AVENUE,ARTHUR KILL ROAD,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T12:30:00.000,02 STATEN ISLAND,STATEN ISLAND,937062,143743,UNKNOWN,Unspecified,STATEN ISLAND,40.56109157965003,-74.16982751543821,"{'latitude': '40.56109157965003', 'longitude': '-74.16982751543821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,,
58953407,2023-09-28T10:35:55.000,2023-09-28T12:03:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11222,191 HURON STREET,HURON STREET,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,MANHATTAN AVENUE,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,HURON STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:03:49.000,01 BROOKLYN,BROOKLYN,997144,206390,MOBILE,Unspecified,BROOKLYN,40.73316013944811,-73.95347526439197,"{'latitude': '40.73316013944811', 'longitude': '-73.95347526439197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3025230050,,,,,,,,,
58951167,2023-09-28T10:35:50.000,2023-09-28T10:52:39.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11209,417 79 STREET,79 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,79 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T10:52:45.000,10 BROOKLYN,BROOKLYN,977138,167913,ONLINE,Unspecified,BROOKLYN,40.62755606405045,-74.02562124607378,"{'latitude': '40.62755606405045', 'longitude': '-74.02562124607378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3059700079,,,,,,,,,
58949088,2023-09-28T10:35:32.000,2023-10-05T10:47:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11213,805 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,08 BROOKLYN,BROOKLYN,999332,185193,PHONE,Unspecified,BROOKLYN,40.67497591150255,-73.94562789610163,"{'latitude': '40.67497591150255', 'longitude': '-73.94562789610163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012210053,,,,,,,,,
58952701,2023-09-28T10:35:32.000,2023-10-05T10:47:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11213,805 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,08 BROOKLYN,BROOKLYN,999332,185193,PHONE,Unspecified,BROOKLYN,40.67497591150255,-73.94562789610163,"{'latitude': '40.67497591150255', 'longitude': '-73.94562789610163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012210053,,,,,,,,,
58952643,2023-09-28T10:35:31.000,2023-10-05T10:47:57.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11213,805 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,08 BROOKLYN,BROOKLYN,999332,185193,PHONE,Unspecified,BROOKLYN,40.67497591150255,-73.94562789610163,"{'latitude': '40.67497591150255', 'longitude': '-73.94562789610163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012210053,,,,,,,,,
58947782,2023-09-28T10:35:31.000,2023-10-05T10:47:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,805 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,08 BROOKLYN,BROOKLYN,999332,185193,PHONE,Unspecified,BROOKLYN,40.67497591150255,-73.94562789610163,"{'latitude': '40.67497591150255', 'longitude': '-73.94562789610163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012210053,,,,,,,,,
58948583,2023-09-28T10:35:18.000,2023-09-28T13:24:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11205,HALL STREET,HALL STREET,FLUSHING AVENUE,PARK AVENUE,FLUSHING AVENUE,PARK AVENUE,BLOCKFACE,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T13:24:36.000,Unspecified BROOKLYN,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,
58948267,2023-09-28T10:35:16.000,2023-09-28T12:03:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11429,209-35 110 AVENUE,110 AVENUE,209 PLACE,212 STREET,209 PLACE,212 STREET,ADDRESS,QUEENS VILLAGE,110 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T12:03:19.000,13 QUEENS,QUEENS,1054361,197045,MOBILE,Unspecified,QUEENS,40.70724199541375,-73.74712022192637,"{'latitude': '40.70724199541375', 'longitude': '-73.74712022192637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4111140047,,,,,,,,,
58949316,2023-09-28T10:35:02.000,2023-09-28T11:04:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11213,1577 FULTON STREET,FULTON STREET,ALBANY AVENUE,MARCUS GARVEY BOULEVARD,ALBANY AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T11:04:36.000,03 BROOKLYN,BROOKLYN,1001430,186943,PHONE,Unspecified,BROOKLYN,40.67977544198012,-73.93805993961489,"{'latitude': '40.67977544198012', 'longitude': '-73.93805993961489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3018597501,,,,,,,,,
58948250,2023-09-28T10:35:00.000,2023-10-12T09:58:35.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10469,3106 MICKLE AVENUE,MICKLE AVENUE,HAMMERSLEY AVENUE,DEAD END,HAMMERSLEY AVENUE,DEAD END,ADDRESS,BRONX,MICKLE AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-29T06:55:51.000,12 BRONX,BRONX,1027788,256960,ONLINE,Unspecified,BRONX,40.87186291171073,-73.84257637990294,"{'latitude': '40.87186291171073', 'longitude': '-73.84257637990294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947602,2023-09-28T10:34:59.000,2023-09-28T10:46:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,1365 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,CROSS BRONX EXPRESSWAY,WEST  179 STREET,CROSS BRONX EXPRESSWAY,WEST  179 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T10:46:03.000,12 MANHATTAN,MANHATTAN,1002269,248153,MOBILE,Unspecified,MANHATTAN,40.84777933601725,-73.9348709650853,"{'latitude': '40.84777933601725', 'longitude': '-73.9348709650853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952503,2023-09-28T10:34:55.000,2023-09-28T11:04:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10012,175 THOMPSON STREET,THOMPSON STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,THOMPSON STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-28T11:04:08.000,02 MANHATTAN,MANHATTAN,984184,204423,ONLINE,Unspecified,MANHATTAN,40.727770604118064,-74.00023812502452,"{'latitude': '40.727770604118064', 'longitude': '-74.00023812502452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005250021,,,,,,,,,
58951521,2023-09-28T10:34:44.000,2023-10-08T11:16:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10034,73 VERMILYEA AVENUE,VERMILYEA AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-08T00:00:00.000,12 MANHATTAN,MANHATTAN,1005427,254687,PHONE,Unspecified,MANHATTAN,40.865706195433475,-73.92343584943312,"{'latitude': '40.865706195433475', 'longitude': '-73.92343584943312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1022250010,,,,,,,,,
