unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58813971,2023-09-14T17:01:13.000,2023-09-14T17:57:33.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11201,156 CADMAN PLAZA WEST,CADMAN PLAZA WEST,MIDDAGH STREET,PINEAPPLE WALK,MIDDAGH STREET,PINEAPPLE WALK,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:57:35.000,02 BROOKLYN,,BROOKLYN,986718,194203,MOBILE,Unspecified,BROOKLYN,40.699718798881314,-73.99109931396309,"{'latitude': '40.699718798881314', 'longitude': '-73.99109931396309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58819427,2023-09-14T17:01:07.000,2023-09-15T13:50:16.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11207,167 ASHFORD STREET,ASHFORD STREET,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,ASHFORD STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-15T13:49:45.000,05 BROOKLYN,3039530012,BROOKLYN,1015808,186531,PHONE,Unspecified,BROOKLYN,40.678605013998926,-73.88622406831371,"{'latitude': '40.678605013998926', 'longitude': '-73.88622406831371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815639,2023-09-14T17:00:59.000,2023-09-14T18:44:55.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11238,1022 PACIFIC STREET,PACIFIC STREET,GRAND AVENUE,CLASSON AVENUE,GRAND AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:44:58.000,08 BROOKLYN,3011330044,BROOKLYN,995507,186737,MOBILE,Unspecified,BROOKLYN,40.67921953265909,-73.95941481872399,"{'latitude': '40.67921953265909', 'longitude': '-73.95941481872399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813101,2023-09-14T17:00:46.000,2023-09-21T17:48:15.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10026,1871 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,10 MANHATTAN,1018230061,MANHATTAN,997105,231389,PHONE,Unspecified,MANHATTAN,40.80177595458497,-73.95356817318799,"{'latitude': '40.80177595458497', 'longitude': '-73.95356817318799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818342,2023-09-14T17:00:42.000,2023-09-15T13:29:03.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Street,11414,91-02 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,90 STREET,CROSS BAY BOULEVARD,90 STREET,CROSS BAY BOULEVARD,ADDRESS,HOWARD BEACH,SOUTH CONDUIT AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-15T13:26:16.000,10 QUEENS,4114210100,QUEENS,1027876,182850,ONLINE,Unspecified,QUEENS,40.668450262918526,-73.84273926173651,"{'latitude': '40.668450262918526', 'longitude': '-73.84273926173651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58819086,2023-09-14T17:00:39.000,2023-09-14T18:43:06.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11368,57-24 PENROD STREET,PENROD STREET,MARTENSE AVENUE,OTIS AVENUE,MARTENSE AVENUE,OTIS AVENUE,ADDRESS,CORONA,PENROD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T18:43:11.000,04 QUEENS,4019510045,QUEENS,1024055,208787,PHONE,Unspecified,QUEENS,40.73965913358374,-73.85635966470609,"{'latitude': '40.73965913358374', 'longitude': '-73.85635966470609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812001,2023-09-14T17:00:36.000,2023-09-15T11:57:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10003,219 EAST    5 STREET,EAST    5 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-15T00:00:00.000,03 MANHATTAN,1004610047,MANHATTAN,986864,204308,PHONE,Unspecified,MANHATTAN,40.72745457115446,-73.9905688505557,"{'latitude': '40.72745457115446', 'longitude': '-73.9905688505557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814289,2023-09-14T17:00:30.000,,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,10024,33 WEST   89 STREET,WEST   89 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,07 MANHATTAN,1012030020,MANHATTAN,992800,226273,ONLINE,Unspecified,MANHATTAN,40.78773913529716,-73.96912419982016,"{'latitude': '40.78773913529716', 'longitude': '-73.96912419982016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813899,2023-09-14T17:00:26.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11229,2630 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,15 BROOKLYN,3073520039,BROOKLYN,997834,157008,UNKNOWN,Unspecified,BROOKLYN,40.59761653127475,-73.95108507289031,"{'latitude': '40.59761653127475', 'longitude': '-73.95108507289031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58818941,2023-09-14T17:00:25.000,2023-09-28T15:44:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11217,541 BERGEN STREET,BERGEN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,08 BROOKLYN,3011360062,BROOKLYN,991911,187128,PHONE,Unspecified,BROOKLYN,40.68029658156618,-73.97237913392574,"{'latitude': '40.68029658156618', 'longitude': '-73.97237913392574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814842,2023-09-14T17:00:03.000,2023-09-20T05:20:07.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11433,109-30 MERRICK BOULEVARD,MERRICK BOULEVARD,109 AVENUE,109 ROAD,109 AVENUE,109 ROAD,ADDRESS,JAMAICA,MERRICK BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T22:26:28.000,12 QUEENS,4101880014,QUEENS,1044229,193187,ONLINE,Unspecified,QUEENS,40.69672720396508,-73.78369901345211,"{'latitude': '40.69672720396508', 'longitude': '-73.78369901345211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58819074,2023-09-14T16:59:55.000,2023-09-14T18:34:58.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11219,1238 63 STREET,63 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T18:35:03.000,10 BROOKLYN,3057397501,BROOKLYN,983808,168040,ONLINE,Unspecified,BROOKLYN,40.627907496135926,-74.00159232989809,"{'latitude': '40.627907496135926', 'longitude': '-74.00159232989809', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811466,2023-09-14T16:59:48.000,2023-09-14T19:36:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11372,BROADWAY,BROADWAY,BROADWAY,ROOSEVELT AVENUE,BROADWAY,ROOSEVELT AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T19:36:32.000,03 QUEENS,,QUEENS,1014244,211379,ONLINE,Unspecified,QUEENS,40.74681223638147,-73.8917520418653,"{'latitude': '40.74681223638147', 'longitude': '-73.8917520418653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814503,2023-09-14T16:59:31.000,2023-09-14T17:34:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,88-25 90 STREET,90 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,WOODHAVEN,90 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T17:34:35.000,09 QUEENS,4089290021,QUEENS,1024727,191130,MOBILE,Unspecified,QUEENS,40.691191910877585,-73.85404085838543,"{'latitude': '40.691191910877585', 'longitude': '-73.85404085838543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818439,2023-09-14T16:59:00.000,2023-09-22T17:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11234,1579 EAST   45 STREET,EAST   45 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T17:00:00.000,18 BROOKLYN,3078430022,BROOKLYN,1003112,165935,PHONE,Unspecified,BROOKLYN,40.62210964460474,-73.93205447822665,"{'latitude': '40.62210964460474', 'longitude': '-73.93205447822665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58816149,2023-09-14T16:59:00.000,2023-09-15T06:54:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11213,1534 PARK PLACE,PARK PLACE,ROCHESTER AVE,BUFFALO AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-15T06:54:00.000,08 BROOKLYN,3013740030,BROOKLYN,1004630,184158,PHONE,Unspecified,BROOKLYN,40.67212445846576,-73.92653121858226,"{'latitude': '40.67212445846576', 'longitude': '-73.92653121858226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58819243,2023-09-14T16:58:54.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58813754,2023-09-14T16:58:53.000,2023-09-15T21:13:25.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11238,681 CLASSON AVENUE,CLASSON AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,CLASSON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T21:13:30.000,08 BROOKLYN,3011490003,BROOKLYN,995540,185924,PHONE,Unspecified,BROOKLYN,40.67698798974151,-73.95929720488063,"{'latitude': '40.67698798974151', 'longitude': '-73.95929720488063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814465,2023-09-14T16:58:51.000,2023-09-14T17:57:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11201,146 CADMAN PLAZA WEST,CADMAN PLAZA WEST,BROOKLYN BRIDGE EXIT RAMP,MIDDAGH STREET,BROOKLYN BRIDGE EXIT RAMP,MIDDAGH STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:57:15.000,02 BROOKLYN,3002120001,BROOKLYN,986746,194286,MOBILE,Unspecified,BROOKLYN,40.69994660663695,-73.99099830297294,"{'latitude': '40.69994660663695', 'longitude': '-73.99099830297294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814561,2023-09-14T16:58:41.000,,DOHMH,Department of Health and Mental Hygiene,Pet Shop,Dogs or Cats Sold,Private Residence,10033,728 WEST  181 STREET,WEST  181 STREET,BENNETT AVENUE,MAGAW PLACE,BENNETT AVENUE,MAGAW PLACE,ADDRESS,NEW YORK,WEST  181 STREET,In Progress,,,12 MANHATTAN,1021760119,MANHATTAN,1001645,249168,PHONE,Unspecified,MANHATTAN,40.8505664617366,-73.93712375677805,"{'latitude': '40.8505664617366', 'longitude': '-73.93712375677805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818227,2023-09-14T16:58:36.000,2023-09-26T15:21:54.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10003,107 1 AVENUE,1 AVENUE,EAST    6 STREET,EAST    7 STREET,EAST    6 STREET,EAST    7 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer.""",2023-09-26T15:21:58.000,03 MANHATTAN,1004480030,MANHATTAN,988147,204040,ONLINE,Unspecified,MANHATTAN,40.726718504235976,-73.98594002160621,"{'latitude': '40.726718504235976', 'longitude': '-73.98594002160621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816866,2023-09-14T16:58:33.000,2023-09-14T16:58:33.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11207,18 COOPER STREET,COOPER STREET,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,ADDRESS,BROOKLYN,COOPER STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-14T16:58:33.000,04 BROOKLYN,3034380016,BROOKLYN,1008931,188493,ONLINE,Unspecified,BROOKLYN,40.68401210095955,-73.91101048356771,"{'latitude': '40.68401210095955', 'longitude': '-73.91101048356771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810694,2023-09-14T16:58:23.000,2023-09-14T17:43:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11232,417 37 STREET,37 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,37 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:43:57.000,07 BROOKLYN,3006970075,BROOKLYN,983041,177318,PHONE,Unspecified,BROOKLYN,40.65337354672939,-74.00435715316154,"{'latitude': '40.65337354672939', 'longitude': '-74.00435715316154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811100,2023-09-14T16:58:20.000,2023-09-14T18:42:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11373,73-20 BROADWAY,BROADWAY,ROOSEVELT AVENUE,74 STREET,ROOSEVELT AVENUE,74 STREET,ADDRESS,ELMHURST,BROADWAY,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T18:43:01.000,04 QUEENS,4013050031,QUEENS,1014259,211366,ONLINE,Unspecified,QUEENS,40.746776503782655,-73.89169796512067,"{'latitude': '40.746776503782655', 'longitude': '-73.89169796512067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58811878,2023-09-14T16:57:55.000,2023-09-14T17:09:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10455,755 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST  156 STREET,LONGWOOD AVENUE,EAST  156 STREET,LONGWOOD AVENUE,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:09:19.000,02 BRONX,2027200093,BRONX,1012662,236303,ONLINE,Unspecified,BRONX,40.81522718641207,-73.89735605277237,"{'latitude': '40.81522718641207', 'longitude': '-73.89735605277237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58812809,2023-09-14T16:57:49.000,2023-09-14T17:40:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11231,46 CHEEVER PLACE,CHEEVER PLACE,KANE STREET,DEGRAW STREET,KANE STREET,DEGRAW STREET,ADDRESS,BROOKLYN,CHEEVER PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T17:40:15.000,06 BROOKLYN,3003210061,BROOKLYN,984393,189149,MOBILE,Unspecified,BROOKLYN,40.68584708015645,-73.99948438682202,"{'latitude': '40.68584708015645', 'longitude': '-73.99948438682202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58814721,2023-09-14T16:57:37.000,2023-09-14T17:08:55.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11222,100 MESEROLE AVENUE,MESEROLE AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MESEROLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T17:08:59.000,01 BROOKLYN,3026190001,BROOKLYN,997282,204143,MOBILE,Unspecified,BROOKLYN,40.72699247279165,-73.95298167828521,"{'latitude': '40.72699247279165', 'longitude': '-73.95298167828521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
